x,y,pearson_r,pearson_p,n,spearman_r,spearman_p,kendall_r,kendall_p
d_pct_extranjeros,d_share_extranjeros,0.7633279749056843,0.0023972423412553,13,0.8956043956043956,3.4809729944820617e-5,0.717948717948718,6.343219821947077e-4
d_pct_extranjeros,d_tasa_hc_100k,0.26511903674672926,0.3813550442598974,13,0.6098901098901099,0.02687783442125201,0.4615384615384616,0.02806905049643643
d_pct_extranjeros,d_tasa_he_100k,0.348429846476121,0.24332335383494155,13,0.5274725274725275,0.06395489148355481,0.38461538461538464,0.06721007896807413
