run_id,join_mode,strict_window,window_min,window_max,base_index_year,index_column,n_in_core,n_in_pib,n_out,years_in_core_min,years_in_core_max,years_in_pib_min,years_in_pib_max,years_after_min,years_after_max,years_lost_count,years_lost_list,min_pib_pc,max_pib_pc,yoy_min,yoy_max,na_pib_pc_real,na_pib_pc_real_yoy,na_pib_pc_real_idx,na_pib_pc_real_z,sha_core,sha_pib,sha_out
2025-10-02T17:22:12Z_70fc64b,inner,TRUE,2010,2023,2010,pib_pc_real_idx2010,14,14,14,2010,2023,2010,2023,2010,2023,0,NA,23310,27150,-0.1143705904196064,0.06666666666666665,0,1,0,0,b3dae9067d30f21ae7f19a9ecf8a732fd3e6231acaccf81fa71253fb060d24c1,71bd33c2e9e8f215556ef5c07d7d97393937bfdfe6ee2f9d658be3ae148d52da,70fc64b0e2ddc90db278392aeea6b39bb57edc8e921d4a13e7f89cd07d37016f
