n_core,n_out,years_core_min,years_core_max,years_ctrl_min,years_ctrl_max,years_intersection,na_paro_joven_out,na_arope_out,rango_paro_min,rango_paro_max,rango_arope_min,rango_arope_max
14,14,2010,2023,2010,2023,14,0,0,27.063685519287,49.817603613456015,25.3,29.2
