x,y,pearson_r,pearson_p,n,spearman_r,spearman_p,kendall_r,kendall_p
pct_extranjeros,share_extranjeros,0.9625730452453554,3.6602437939809865e-8,14,0.9692307692307692,1.1465229425475632e-8,0.8901098901098901,9.23564489935082e-6
pct_extranjeros,tasa_hc_100k,0.4304317826524556,0.12445718123214251,14,0.5428571428571428,0.04486396643924858,0.5604395604395604,0.00523850725996718
pct_extranjeros,tasa_he_100k,0.6405755715332798,0.01358263382732066,14,0.6043956043956044,0.02205686175461605,0.4945054945054945,0.01375801978654664
