ano,delito5,nacionalidad,valor
2018,5.3.1.-robos con violencia en via publica,extranjeros,2482
2018,5.3.1.-robos con violencia en via publica,total,6395
2018,5.3.2.-robos con violencia en viviendas,espanoles,857
2018,5.3.2.-robos con violencia en viviendas,extranjeros,321
2018,5.3.2.-robos con violencia en viviendas,total,1178
2018,5.3.3.-robos con violencia en establecimientos,espanoles,2162
2018,5.3.3.-robos con violencia en establecimientos,extranjeros,728
2018,5.3.3.-robos con violencia en establecimientos,total,2890
2018,5.4.-sustraccion de vehiculos,espanoles,2727
2018,5.4.-sustraccion de vehiculos,extranjeros,697
2018,5.4.-sustraccion de vehiculos,total,3424
2018,5.5.-estafas,espanoles,9947
2018,5.5.-estafas,extranjeros,2574
2018,5.5.-estafas,total,12521
2018,5.5.1.-estafas informaticas,espanoles,1969
2018,5.5.1.-estafas informaticas,extranjeros,559
2018,5.5.1.-estafas informaticas,total,2528
2018,5.6.-danos,espanoles,6541
2018,5.6.-danos,extranjeros,1472
2018,5.6.-danos,total,8013
2018,5.7.-contra la propiedad intelectual/industrial,espanoles,946
2018,5.7.-contra la propiedad intelectual/industrial,extranjeros,1327
2018,5.7.-contra la propiedad intelectual/industrial,total,2273
2018,5.8.-blanqueo de capitales,espanoles,578
2018,5.8.-blanqueo de capitales,extranjeros,123
2018,5.8.-blanqueo de capitales,total,701
2018,5.9.-otros contra el patrimonio,espanoles,8356
2018,5.9.-otros contra el patrimonio,extranjeros,2447
2018,5.9.-otros contra el patrimonio,total,10803
2018,6. seguridad colectiva,espanoles,43908
2018,6. seguridad colectiva,extranjeros,13419
2018,6. seguridad colectiva,total,57327
2018,6.1.-trafico de drogas,espanoles,14919
2018,6.1.-trafico de drogas,extranjeros,5431
2018,6.1.-trafico de drogas,total,20350
2018,6.2.-contra la seguridad vial,espanoles,27398
2018,6.2.-contra la seguridad vial,extranjeros,7496
2018,6.2.-contra la seguridad vial,total,34894
2018,6.3.-otros contra la seguridad colectiva,espanoles,1591
2018,6.3.-otros contra la seguridad colectiva,extranjeros,492
2018,6.3.-otros contra la seguridad colectiva,total,2083
2018,7. falsedades,espanoles,4437
2018,7. falsedades,extranjeros,6577
2018,7. falsedades,total,11014
2018,8. admon. publica,espanoles,616
2018,8. admon. publica,extranjeros,77
2018,8. admon. publica,total,693
2018,9. admon. justicia,espanoles,16136
2018,9. admon. justicia,extranjeros,3909
2018,9. admon. justicia,total,20045
2018,total infracciones penales,espanoles,295325
2018,total infracciones penales,extranjeros,99499
2018,total infracciones penales,total,394824
2019,1. contra las personas,espanoles,70011
2019,1. contra las personas,extranjeros,25183
2019,1. contra las personas,total,95194
2019,1.1.-homicidios dolosos/asesinatos,espanoles,969
2019,1.1.-homicidios dolosos/asesinatos,extranjeros,287
2019,1.1.-homicidios dolosos/asesinatos,total,1256
2019,1.1.1.-homicidios dolosos/asesinatos consumados,espanoles,264
2019,1.1.1.-homicidios dolosos/asesinatos consumados,extranjeros,99
2019,1.1.1.-homicidios dolosos/asesinatos consumados,total,363
2019,1.2.-lesiones,espanoles,25579
2019,1.2.-lesiones,extranjeros,7991
2019,1.2.-lesiones,total,33570
2019,1.3.-malos tratos ambito familiar,espanoles,42184
2019,1.3.-malos tratos ambito familiar,extranjeros,16416
2019,1.3.-malos tratos ambito familiar,total,58600
2019,1.4.-otros contra las personas,espanoles,1279
2019,1.4.-otros contra las personas,extranjeros,489
2019,1.4.-otros contra las personas,total,1768
2019,10. orden publico,espanoles,13862
2019,10. orden publico,extranjeros,5850
2019,10. orden publico,total,19712
2019,11. legislacion especial,espanoles,441
2019,11. legislacion especial,extranjeros,118
2019,11. legislacion especial,total,559
2019,12. otras infracciones penales,espanoles,4701
2019,12. otras infracciones penales,extranjeros,1475
2019,12. otras infracciones penales,total,6176
2019,2. contra la libertad,espanoles,32364
2019,2. contra la libertad,extranjeros,8019
2019,2. contra la libertad,total,40383
2019,2.1.-malos tratos habituales en el ambito familiar,espanoles,7092
2019,2.1.-malos tratos habituales en el ambito familiar,extranjeros,2396
2019,2.1.-malos tratos habituales en el ambito familiar,total,9488
2019,2.2.-otros contra la libertad,espanoles,25272
2019,2.2.-otros contra la libertad,extranjeros,5623
2019,2.2.-otros contra la libertad,total,30895
2019,3. libertad sexual,espanoles,6506
2019,3. libertad sexual,extranjeros,2477
2019,3. libertad sexual,total,8983
2019,3.1.-agresion sexual,espanoles,3642
2019,3.1.-agresion sexual,extranjeros,1509
2019,3.1.-agresion sexual,total,5151
2019,3.2.-agresion sexual con penetracion,espanoles,1401
2019,3.2.-agresion sexual con penetracion,extranjeros,557
2019,3.2.-agresion sexual con penetracion,total,1958
2019,3.3.-corrupcion de menores o incapacitados,espanoles,170
2019,3.3.-corrupcion de menores o incapacitados,extranjeros,21
2019,3.3.-corrupcion de menores o incapacitados,total,191
2019,3.4.-pornografia de menores,espanoles,537
2019,3.4.-pornografia de menores,extranjeros,78
2019,3.4.-pornografia de menores,total,615
2019,3.5.-otros contra la libertad sexual,espanoles,756
2019,3.5.-otros contra la libertad sexual,extranjeros,312
2019,3.5.-otros contra la libertad sexual,total,1068
2019,4. relaciones familiares,espanoles,1213
2019,4. relaciones familiares,extranjeros,336
2019,4. relaciones familiares,total,1549
2019,5. patrimonio,espanoles,106674
2019,5. patrimonio,extranjeros,38284
2019,5. patrimonio,total,144958
2019,5.1.-hurtos,espanoles,40875
2019,5.1.-hurtos,extranjeros,18080
2019,5.1.-hurtos,total,58955
2019,5.2.-robos con fuerza en las cosas,espanoles,23423
2019,5.2.-robos con fuerza en las cosas,extranjeros,5978
2019,5.2.-robos con fuerza en las cosas,total,29401
2019,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,espanoles,4328
2019,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,extranjeros,1074
2019,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,total,5402
2019,5.2.2.-robos con fuerza en viviendas,espanoles,5574
2019,5.2.2.-robos con fuerza en viviendas,extranjeros,2475
2019,5.2.2.-robos con fuerza en viviendas,total,8049
2019,5.2.3.-robos con fuerza en establecimientos,espanoles,4761
2019,5.2.3.-robos con fuerza en establecimientos,extranjeros,1309
2019,5.2.3.-robos con fuerza en establecimientos,total,6070
2019,5.3.-robos con violencia o intimidacion,espanoles,13206
2019,5.3.-robos con violencia o intimidacion,extranjeros,5047
2019,5.3.-robos con violencia o intimidacion,total,18253
2019,5.3.1.-robos con violencia en via publica,espanoles,4461
2019,5.3.1.-robos con violencia en via publica,extranjeros,3264
2019,5.3.1.-robos con violencia en via publica,total,7725
2019,5.3.2.-robos con violencia en viviendas,espanoles,832
2019,5.3.2.-robos con violencia en viviendas,extranjeros,321
2019,5.3.2.-robos con violencia en viviendas,total,1153
2019,5.3.3.-robos con violencia en establecimientos,espanoles,2277
2019,5.3.3.-robos con violencia en establecimientos,extranjeros,760
2019,5.3.3.-robos con violencia en establecimientos,total,3037
2019,5.4.-sustraccion de vehiculos,espanoles,2641
2019,5.4.-sustraccion de vehiculos,extranjeros,758
2019,5.4.-sustraccion de vehiculos,total,3399
2019,5.5.-estafas,espanoles,10505
2019,5.5.-estafas,extranjeros,2973
2019,5.5.-estafas,total,13478
2019,5.5.1.-estafas informaticas,espanoles,2878
2019,5.5.1.-estafas informaticas,extranjeros,914
2019,5.5.1.-estafas informaticas,total,3792
2019,5.6.-danos,espanoles,6655
2019,5.6.-danos,extranjeros,1643
2019,5.6.-danos,total,8298
2019,5.7.-contra la propiedad intelectual/industrial,espanoles,699
2019,5.7.-contra la propiedad intelectual/industrial,extranjeros,1096
2019,5.7.-contra la propiedad intelectual/industrial,total,1795
2019,5.8.-blanqueo de capitales,espanoles,472
2019,5.8.-blanqueo de capitales,extranjeros,130
2019,5.8.-blanqueo de capitales,total,602
2019,5.9.-otros contra el patrimonio,espanoles,8198
2019,5.9.-otros contra el patrimonio,extranjeros,2579
2019,5.9.-otros contra el patrimonio,total,10777
2019,6. seguridad colectiva,espanoles,46812
2019,6. seguridad colectiva,extranjeros,14427
2019,6. seguridad colectiva,total,61239
2019,6.1.-trafico de drogas,espanoles,16857
2019,6.1.-trafico de drogas,extranjeros,6031
2019,6.1.-trafico de drogas,total,22888
2019,6.2.-contra la seguridad vial,espanoles,28756
2019,6.2.-contra la seguridad vial,extranjeros,8105
2019,6.2.-contra la seguridad vial,total,36861
2019,6.3.-otros contra la seguridad colectiva,espanoles,1199
2019,6.3.-otros contra la seguridad colectiva,extranjeros,291
2019,6.3.-otros contra la seguridad colectiva,total,1490
2019,7. falsedades,espanoles,4228
2019,7. falsedades,extranjeros,7060
2019,7. falsedades,total,11288
2019,8. admon. publica,espanoles,400
2019,8. admon. publica,extranjeros,46
2019,8. admon. publica,total,446
2019,9. admon. justicia,espanoles,17015
2019,9. admon. justicia,extranjeros,4401
2019,9. admon. justicia,total,21416
2019,total infracciones penales,espanoles,304227
2019,total infracciones penales,extranjeros,107676
2019,total infracciones penales,total,411903
2020,1. contra las personas,espanoles,67294
2020,1. contra las personas,extranjeros,28944
2020,1. contra las personas,total,96238
2020,1.1.-homicidios dolosos/asesinatos,espanoles,844
2020,1.1.-homicidios dolosos/asesinatos,extranjeros,381
2020,1.1.-homicidios dolosos/asesinatos,total,1225
2020,1.1.1.-homicidios dolosos/asesinatos consumados,espanoles,276
2020,1.1.1.-homicidios dolosos/asesinatos consumados,extranjeros,101
2020,1.1.1.-homicidios dolosos/asesinatos consumados,total,377
2020,1.2.-lesiones,espanoles,23034
2020,1.2.-lesiones,extranjeros,9300
2020,1.2.-lesiones,total,32334
2020,1.3.-malos tratos ambito familiar,espanoles,41952
2020,1.3.-malos tratos ambito familiar,extranjeros,18595
2020,1.3.-malos tratos ambito familiar,total,60547
2020,1.4.-otros contra las personas,espanoles,1464
2020,1.4.-otros contra las personas,extranjeros,668
2020,1.4.-otros contra las personas,total,2132
2020,10. orden publico,espanoles,18143
2020,10. orden publico,extranjeros,9525
2020,10. orden publico,total,27668
2020,11. legislacion especial,espanoles,462
2020,11. legislacion especial,extranjeros,123
2020,11. legislacion especial,total,585
2020,12. otras infracciones penales,espanoles,3946
2020,12. otras infracciones penales,extranjeros,1115
2020,12. otras infracciones penales,total,5061
2020,2. contra la libertad,espanoles,34929
2020,2. contra la libertad,extranjeros,10743
2020,2. contra la libertad,total,45672
2020,2.1.-malos tratos habituales en el ambito familiar,espanoles,6916
2020,2.1.-malos tratos habituales en el ambito familiar,extranjeros,2598
2020,2.1.-malos tratos habituales en el ambito familiar,total,9514
2020,2.2.-otros contra la libertad,espanoles,28013
2020,2.2.-otros contra la libertad,extranjeros,8145
2020,2.2.-otros contra la libertad,total,36158
2020,3. libertad sexual,espanoles,5369
2020,3. libertad sexual,extranjeros,2622
2020,3. libertad sexual,total,7991
2020,3.1.-agresion sexual,espanoles,3033
2020,3.1.-agresion sexual,extranjeros,1520
2020,3.1.-agresion sexual,total,4553
2020,3.2.-agresion sexual con penetracion,espanoles,1157
2020,3.2.-agresion sexual con penetracion,extranjeros,703
2020,3.2.-agresion sexual con penetracion,total,1860
2020,3.3.-corrupcion de menores o incapacitados,espanoles,140
2020,3.3.-corrupcion de menores o incapacitados,extranjeros,23
2020,3.3.-corrupcion de menores o incapacitados,total,163
2020,3.4.-pornografia de menores,espanoles,382
2020,3.4.-pornografia de menores,extranjeros,71
2020,3.4.-pornografia de menores,total,453
2020,3.5.-otros contra la libertad sexual,espanoles,657
2020,3.5.-otros contra la libertad sexual,extranjeros,305
2020,3.5.-otros contra la libertad sexual,total,962
2020,4. relaciones familiares,espanoles,1756
2020,4. relaciones familiares,extranjeros,583
2020,4. relaciones familiares,total,2339
2020,5. patrimonio,espanoles,87828
2020,5. patrimonio,extranjeros,51452
2020,5. patrimonio,total,139280
2020,5.1.-hurtos,espanoles,28734
2020,5.1.-hurtos,extranjeros,20369
2020,5.1.-hurtos,total,49103
2020,5.2.-robos con fuerza en las cosas,espanoles,17251
2020,5.2.-robos con fuerza en las cosas,extranjeros,8497
2020,5.2.-robos con fuerza en las cosas,total,25748
2020,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,espanoles,2885
2020,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,extranjeros,1086
2020,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,total,3971
2020,5.2.2.-robos con fuerza en viviendas,espanoles,5449
2020,5.2.2.-robos con fuerza en viviendas,extranjeros,3114
2020,5.2.2.-robos con fuerza en viviendas,total,8563
2020,5.2.3.-robos con fuerza en establecimientos,espanoles,4457
2020,5.2.3.-robos con fuerza en establecimientos,extranjeros,2058
2020,5.2.3.-robos con fuerza en establecimientos,total,6515
2020,5.3.-robos con violencia o intimidacion,espanoles,8219
2020,5.3.-robos con violencia o intimidacion,extranjeros,5941
2020,5.3.-robos con violencia o intimidacion,total,14160
2020,5.3.1.-robos con violencia en via publica,espanoles,4219
2020,5.3.1.-robos con violencia en via publica,extranjeros,3810
2020,5.3.1.-robos con violencia en via publica,total,8029
2020,5.3.2.-robos con violencia en viviendas,espanoles,896
2020,5.3.2.-robos con violencia en viviendas,extranjeros,399
2020,5.3.2.-robos con violencia en viviendas,total,1295
2020,5.3.3.-robos con violencia en establecimientos,espanoles,2152
2020,5.3.3.-robos con violencia en establecimientos,extranjeros,1008
2020,5.3.3.-robos con violencia en establecimientos,total,3160
2020,5.4.-sustraccion de vehiculos,espanoles,2451
2020,5.4.-sustraccion de vehiculos,extranjeros,858
2020,5.4.-sustraccion de vehiculos,total,3309
2020,5.5.-estafas,espanoles,11125
2020,5.5.-estafas,extranjeros,3447
2020,5.5.-estafas,total,14572
2020,5.5.1.-estafas informaticas,espanoles,4099
2020,5.5.1.-estafas informaticas,extranjeros,1244
2020,5.5.1.-estafas informaticas,total,5343
2020,5.6.-danos,espanoles,7875
2020,5.6.-danos,extranjeros,2679
2020,5.6.-danos,total,10554
2020,5.7.-contra la propiedad intelectual/industrial,espanoles,358
2020,5.7.-contra la propiedad intelectual/industrial,extranjeros,485
2020,5.7.-contra la propiedad intelectual/industrial,total,843
2020,5.8.-blanqueo de capitales,espanoles,415
2020,5.8.-blanqueo de capitales,extranjeros,87
2020,5.8.-blanqueo de capitales,total,502
2020,5.9.-otros contra el patrimonio,espanoles,11400
2020,5.9.-otros contra el patrimonio,extranjeros,9089
2020,5.9.-otros contra el patrimonio,total,20489
2020,6. seguridad colectiva,espanoles,42968
2020,6. seguridad colectiva,extranjeros,14657
2020,6. seguridad colectiva,total,57625
2020,6.1.-trafico de drogas,espanoles,16383
2020,6.1.-trafico de drogas,extranjeros,6388
2020,6.1.-trafico de drogas,total,22771
2020,6.2.-contra la seguridad vial,espanoles,25534
2020,6.2.-contra la seguridad vial,extranjeros,7992
2020,6.2.-contra la seguridad vial,total,33526
2020,6.3.-otros contra la seguridad colectiva,espanoles,1051
2020,6.3.-otros contra la seguridad colectiva,extranjeros,277
2020,6.3.-otros contra la seguridad colectiva,total,1328
2020,7. falsedades,espanoles,4137
2020,7. falsedades,extranjeros,5382
2020,7. falsedades,total,9519
2020,8. admon. publica,espanoles,339
2020,8. admon. publica,extranjeros,21
2020,8. admon. publica,total,360
2020,9. admon. justicia,espanoles,16781
2020,9. admon. justicia,extranjeros,5941
2020,9. admon. justicia,total,22722
2020,total infracciones penales,espanoles,283952
2020,total infracciones penales,extranjeros,131108
2020,total infracciones penales,total,415060
2021,1. contra las personas,espanoles,75319
2021,1. contra las personas,extranjeros,32835
2021,1. contra las personas,total,108154
2021,1.1.-homicidios dolosos/asesinatos,espanoles,873
2021,1.1.-homicidios dolosos/asesinatos,extranjeros,439
2021,1.1.-homicidios dolosos/asesinatos,total,1312
2021,1.1.1.-homicidios dolosos/asesinatos consumados,espanoles,248
2021,1.1.1.-homicidios dolosos/asesinatos consumados,extranjeros,112
2021,1.1.1.-homicidios dolosos/asesinatos consumados,total,360
2021,1.2.-lesiones,espanoles,27612
2021,1.2.-lesiones,extranjeros,10961
2021,1.2.-lesiones,total,38573
2021,1.3.-malos tratos ambito familiar,espanoles,45055
2021,1.3.-malos tratos ambito familiar,extranjeros,20563
2021,1.3.-malos tratos ambito familiar,total,65618
2021,1.4.-otros contra las personas,espanoles,1779
2021,1.4.-otros contra las personas,extranjeros,872
2021,1.4.-otros contra las personas,total,2651
2021,10. orden publico,espanoles,15553
2021,10. orden publico,extranjeros,8409
2021,10. orden publico,total,23962
2021,11. legislacion especial,espanoles,443
2021,11. legislacion especial,extranjeros,131
2021,11. legislacion especial,total,574
2021,12. otras infracciones penales,espanoles,4334
2021,12. otras infracciones penales,extranjeros,1615
2021,12. otras infracciones penales,total,5949
2021,2. contra la libertad,espanoles,37653
2021,2. contra la libertad,extranjeros,12203
2021,2. contra la libertad,total,49856
2021,2.1.-malos tratos habituales en el ambito familiar,espanoles,7438
2021,2.1.-malos tratos habituales en el ambito familiar,extranjeros,2784
2021,2.1.-malos tratos habituales en el ambito familiar,total,10222
2021,2.2.-otros contra la libertad,espanoles,30215
2021,2.2.-otros contra la libertad,extranjeros,9419
2021,2.2.-otros contra la libertad,total,39634
2021,3. libertad sexual,espanoles,6872
2021,3. libertad sexual,extranjeros,3605
2021,3. libertad sexual,total,10477
2021,3.1.-agresion sexual,espanoles,4064
2021,3.1.-agresion sexual,extranjeros,2188
2021,3.1.-agresion sexual,total,6252
2021,3.2.-agresion sexual con penetracion,espanoles,1480
2021,3.2.-agresion sexual con penetracion,extranjeros,939
2021,3.2.-agresion sexual con penetracion,total,2419
2021,3.3.-corrupcion de menores o incapacitados,espanoles,158
2021,3.3.-corrupcion de menores o incapacitados,extranjeros,53
2021,3.3.-corrupcion de menores o incapacitados,total,211
2021,3.4.-pornografia de menores,espanoles,389
2021,3.4.-pornografia de menores,extranjeros,78
2021,3.4.-pornografia de menores,total,467
2021,3.5.-otros contra la libertad sexual,espanoles,781
2021,3.5.-otros contra la libertad sexual,extranjeros,347
2021,3.5.-otros contra la libertad sexual,total,1128
2021,4. relaciones familiares,espanoles,1745
2021,4. relaciones familiares,extranjeros,727
2021,4. relaciones familiares,total,2472
2021,5. patrimonio,espanoles,95575
2021,5. patrimonio,extranjeros,55861
2021,5. patrimonio,total,151436
2021,5.1.-hurtos,espanoles,34167
2021,5.1.-hurtos,extranjeros,23089
2021,5.1.-hurtos,total,57256
2021,5.2.-robos con fuerza en las cosas,espanoles,16648
2021,5.2.-robos con fuerza en las cosas,extranjeros,8615
2021,5.2.-robos con fuerza en las cosas,total,25263
2021,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,espanoles,3038
2021,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,extranjeros,1890
2021,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,total,4928
2021,5.2.2.-robos con fuerza en viviendas,espanoles,4913
2021,5.2.2.-robos con fuerza en viviendas,extranjeros,3099
2021,5.2.2.-robos con fuerza en viviendas,total,8012
2021,5.2.3.-robos con fuerza en establecimientos,espanoles,4238
2021,5.2.3.-robos con fuerza en establecimientos,extranjeros,1878
2021,5.2.3.-robos con fuerza en establecimientos,total,6116
2021,5.3.-robos con violencia o intimidacion,espanoles,8702
2021,5.3.-robos con violencia o intimidacion,extranjeros,6865
2021,5.3.-robos con violencia o intimidacion,total,15567
2021,5.3.1.-robos con violencia en via publica,espanoles,4661
2021,5.3.1.-robos con violencia en via publica,extranjeros,4434
2021,5.3.1.-robos con violencia en via publica,total,9095
2021,5.3.2.-robos con violencia en viviendas,espanoles,894
2021,5.3.2.-robos con violencia en viviendas,extranjeros,438
2021,5.3.2.-robos con violencia en viviendas,total,1332
2021,5.3.3.-robos con violencia en establecimientos,espanoles,2195
2021,5.3.3.-robos con violencia en establecimientos,extranjeros,1097
2021,5.3.3.-robos con violencia en establecimientos,total,3292
2021,5.4.-sustraccion de vehiculos,espanoles,2354
2021,5.4.-sustraccion de vehiculos,extranjeros,805
2021,5.4.-sustraccion de vehiculos,total,3159
2021,5.5.-estafas,espanoles,12460
2021,5.5.-estafas,extranjeros,3841
2021,5.5.-estafas,total,16301
2021,5.5.1.-estafas informaticas,espanoles,5092
2021,5.5.1.-estafas informaticas,extranjeros,1429
2021,5.5.1.-estafas informaticas,total,6521
2021,5.6.-danos,espanoles,8972
2021,5.6.-danos,extranjeros,3105
2021,5.6.-danos,total,12077
2021,5.7.-contra la propiedad intelectual/industrial,espanoles,422
2021,5.7.-contra la propiedad intelectual/industrial,extranjeros,634
2021,5.7.-contra la propiedad intelectual/industrial,total,1056
2021,5.8.-blanqueo de capitales,espanoles,498
2021,5.8.-blanqueo de capitales,extranjeros,153
2021,5.8.-blanqueo de capitales,total,651
2021,5.9.-otros contra el patrimonio,espanoles,11352
2021,5.9.-otros contra el patrimonio,extranjeros,8754
2021,5.9.-otros contra el patrimonio,total,20106
2021,6. seguridad colectiva,espanoles,47255
2021,6. seguridad colectiva,extranjeros,17086
2021,6. seguridad colectiva,total,64341
2021,6.1.-trafico de drogas,espanoles,16606
2021,6.1.-trafico de drogas,extranjeros,7314
2021,6.1.-trafico de drogas,total,23920
2021,6.2.-contra la seguridad vial,espanoles,29506
2021,6.2.-contra la seguridad vial,extranjeros,9490
2021,6.2.-contra la seguridad vial,total,38996
2021,6.3.-otros contra la seguridad colectiva,espanoles,1143
2021,6.3.-otros contra la seguridad colectiva,extranjeros,282
2021,6.3.-otros contra la seguridad colectiva,total,1425
2021,7. falsedades,espanoles,4887
2021,7. falsedades,extranjeros,6852
2021,7. falsedades,total,11739
2021,8. admon. publica,espanoles,316
2021,8. admon. publica,extranjeros,54
2021,8. admon. publica,total,370
2021,9. admon. justicia,espanoles,17973
2021,9. admon. justicia,extranjeros,5919
2021,9. admon. justicia,total,23892
2021,total infracciones penales,espanoles,307925
2021,total infracciones penales,extranjeros,145297
2021,total infracciones penales,total,453222
2022,1. contra las personas,espanoles,83609
2022,1. contra las personas,extranjeros,39276
2022,1. contra las personas,total,122885
2022,1.1.-homicidios dolosos/asesinatos,espanoles,1018
2022,1.1.-homicidios dolosos/asesinatos,extranjeros,482
2022,1.1.-homicidios dolosos/asesinatos,total,1500
2022,1.1.1.-homicidios dolosos/asesinatos consumados,espanoles,270
2022,1.1.1.-homicidios dolosos/asesinatos consumados,extranjeros,105
2022,1.1.1.-homicidios dolosos/asesinatos consumados,total,375
2022,1.2.-lesiones,espanoles,31298
2022,1.2.-lesiones,extranjeros,13133
2022,1.2.-lesiones,total,44431
2022,1.3.-malos tratos ambito familiar,espanoles,49189
2022,1.3.-malos tratos ambito familiar,extranjeros,24687
2022,1.3.-malos tratos ambito familiar,total,73876
2022,1.4.-otros contra las personas,espanoles,2104
2022,1.4.-otros contra las personas,extranjeros,974
2022,1.4.-otros contra las personas,total,3078
2022,10. orden publico,espanoles,14728
2022,10. orden publico,extranjeros,8716
2022,10. orden publico,total,23444
2022,11. legislacion especial,espanoles,426
2022,11. legislacion especial,extranjeros,98
2022,11. legislacion especial,total,524
2022,12. otras infracciones penales,espanoles,4164
2022,12. otras infracciones penales,extranjeros,1711
2022,12. otras infracciones penales,total,5875
2022,2. contra la libertad,espanoles,39249
2022,2. contra la libertad,extranjeros,13428
2022,2. contra la libertad,total,52677
2022,2.1.-malos tratos habituales en el ambito familiar,espanoles,7902
2022,2.1.-malos tratos habituales en el ambito familiar,extranjeros,3062
2022,2.1.-malos tratos habituales en el ambito familiar,total,10964
2022,2.2.-otros contra la libertad,espanoles,31347
2022,2.2.-otros contra la libertad,extranjeros,10366
2022,2.2.-otros contra la libertad,total,41713
2022,3. libertad sexual,espanoles,7516
2022,3. libertad sexual,extranjeros,4183
2022,3. libertad sexual,total,11699
2022,3.1.-agresion sexual,espanoles,4515
2022,3.1.-agresion sexual,extranjeros,2618
2022,3.1.-agresion sexual,total,7133
2022,3.2.-agresion sexual con penetracion,espanoles,1693
2022,3.2.-agresion sexual con penetracion,extranjeros,1062
2022,3.2.-agresion sexual con penetracion,total,2755
2022,3.3.-corrupcion de menores o incapacitados,espanoles,169
2022,3.3.-corrupcion de menores o incapacitados,extranjeros,52
2022,3.3.-corrupcion de menores o incapacitados,total,221
2022,3.4.-pornografia de menores,espanoles,405
2022,3.4.-pornografia de menores,extranjeros,62
2022,3.4.-pornografia de menores,total,467
2022,3.5.-otros contra la libertad sexual,espanoles,734
2022,3.5.-otros contra la libertad sexual,extranjeros,389
2022,3.5.-otros contra la libertad sexual,total,1123
2022,4. relaciones familiares,espanoles,1761
2022,4. relaciones familiares,extranjeros,748
2022,4. relaciones familiares,total,2509
2022,5. patrimonio,espanoles,109742
2022,5. patrimonio,extranjeros,70205
2022,5. patrimonio,total,179947
2022,5.1.-hurtos,espanoles,42000
2022,5.1.-hurtos,extranjeros,32111
2022,5.1.-hurtos,total,74111
2022,5.2.-robos con fuerza en las cosas,espanoles,18539
2022,5.2.-robos con fuerza en las cosas,extranjeros,9735
2022,5.2.-robos con fuerza en las cosas,total,28274
2022,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,espanoles,3589
2022,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,extranjeros,2359
2022,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,total,5948
2022,5.2.2.-robos con fuerza en viviendas,espanoles,4919
2022,5.2.2.-robos con fuerza en viviendas,extranjeros,3330
2022,5.2.2.-robos con fuerza en viviendas,total,8249
2022,5.2.3.-robos con fuerza en establecimientos,espanoles,4794
2022,5.2.3.-robos con fuerza en establecimientos,extranjeros,2034
2022,5.2.3.-robos con fuerza en establecimientos,total,6828
2022,5.3.-robos con violencia o intimidacion,espanoles,9734
2022,5.3.-robos con violencia o intimidacion,extranjeros,8744
2022,5.3.-robos con violencia o intimidacion,total,18478
2022,5.3.1.-robos con violencia en via publica,espanoles,5108
2022,5.3.1.-robos con violencia en via publica,extranjeros,5996
2022,5.3.1.-robos con violencia en via publica,total,11104
2022,5.3.2.-robos con violencia en viviendas,espanoles,821
2022,5.3.2.-robos con violencia en viviendas,extranjeros,383
2022,5.3.2.-robos con violencia en viviendas,total,1204
2022,5.3.3.-robos con violencia en establecimientos,espanoles,2752
2022,5.3.3.-robos con violencia en establecimientos,extranjeros,1321
2022,5.3.3.-robos con violencia en establecimientos,total,4073
2022,5.4.-sustraccion de vehiculos,espanoles,2596
2022,5.4.-sustraccion de vehiculos,extranjeros,1016
2022,5.4.-sustraccion de vehiculos,total,3612
2022,5.5.-estafas,espanoles,14457
2022,5.5.-estafas,extranjeros,4775
2022,5.5.-estafas,total,19232
2022,5.5.1.-estafas informaticas,espanoles,6224
2022,5.5.1.-estafas informaticas,extranjeros,1895
2022,5.5.1.-estafas informaticas,total,8119
2022,5.6.-danos,espanoles,9287
2022,5.6.-danos,extranjeros,3384
2022,5.6.-danos,total,12671
2022,5.7.-contra la propiedad intelectual/industrial,espanoles,499
2022,5.7.-contra la propiedad intelectual/industrial,extranjeros,746
2022,5.7.-contra la propiedad intelectual/industrial,total,1245
2022,5.8.-blanqueo de capitales,espanoles,491
2022,5.8.-blanqueo de capitales,extranjeros,199
2022,5.8.-blanqueo de capitales,total,690
2022,5.9.-otros contra el patrimonio,espanoles,12139
2022,5.9.-otros contra el patrimonio,extranjeros,9495
2022,5.9.-otros contra el patrimonio,total,21634
2022,6. seguridad colectiva,espanoles,50469
2022,6. seguridad colectiva,extranjeros,19854
2022,6. seguridad colectiva,total,70323
2022,6.1.-trafico de drogas,espanoles,15701
2022,6.1.-trafico de drogas,extranjeros,8328
2022,6.1.-trafico de drogas,total,24029
2022,6.2.-contra la seguridad vial,espanoles,33437
2022,6.2.-contra la seguridad vial,extranjeros,11111
2022,6.2.-contra la seguridad vial,total,44548
2022,6.3.-otros contra la seguridad colectiva,espanoles,1331
2022,6.3.-otros contra la seguridad colectiva,extranjeros,415
