ano,delito5,nacionalidad,valor
2014,3.1.-agresion sexual,total,3060
2014,3.2.-agresion sexual con penetracion,espanoles,822
2014,3.2.-agresion sexual con penetracion,extranjeros,369
2014,3.2.-agresion sexual con penetracion,total,1191
2014,3.3.-corrupcion de menores o incapacitados,espanoles,222
2014,3.3.-corrupcion de menores o incapacitados,extranjeros,42
2014,3.3.-corrupcion de menores o incapacitados,total,264
2014,3.4.-pornografia de menores,espanoles,407
2014,3.4.-pornografia de menores,extranjeros,49
2014,3.4.-pornografia de menores,total,456
2014,3.5.-otros contra la libertad sexual,espanoles,809
2014,3.5.-otros contra la libertad sexual,extranjeros,406
2014,3.5.-otros contra la libertad sexual,total,1215
2014,4. relaciones familiares,espanoles,2374
2014,4. relaciones familiares,extranjeros,546
2014,4. relaciones familiares,total,2920
2014,5. patrimonio,espanoles,130813
2014,5. patrimonio,extranjeros,45583
2014,5. patrimonio,total,176396
2014,5.1.-hurtos,espanoles,48292
2014,5.1.-hurtos,extranjeros,20217
2014,5.1.-hurtos,total,68509
2014,5.2.-robos con fuerza en las cosas,espanoles,35123
2014,5.2.-robos con fuerza en las cosas,extranjeros,10126
2014,5.2.-robos con fuerza en las cosas,total,45249
2014,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,espanoles,5605
2014,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,extranjeros,1279
2014,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,total,6884
2014,5.2.2.-robos con fuerza en viviendas,espanoles,9278
2014,5.2.2.-robos con fuerza en viviendas,extranjeros,4235
2014,5.2.2.-robos con fuerza en viviendas,total,13513
2014,5.2.3.-robos con fuerza en establecimientos,espanoles,6147
2014,5.2.3.-robos con fuerza en establecimientos,extranjeros,1869
2014,5.2.3.-robos con fuerza en establecimientos,total,8016
2014,5.3.-robos con violencia o intimidacion,espanoles,13615
2014,5.3.-robos con violencia o intimidacion,extranjeros,4643
2014,5.3.-robos con violencia o intimidacion,total,18258
2014,5.3.1.-robos con violencia en via publica,espanoles,5651
2014,5.3.1.-robos con violencia en via publica,extranjeros,2887
2014,5.3.1.-robos con violencia en via publica,total,8538
2014,5.3.2.-robos con violencia en viviendas,espanoles,1007
2014,5.3.2.-robos con violencia en viviendas,extranjeros,483
2014,5.3.2.-robos con violencia en viviendas,total,1490
2014,5.3.3.-robos con violencia en establecimientos,espanoles,2256
2014,5.3.3.-robos con violencia en establecimientos,extranjeros,764
2014,5.3.3.-robos con violencia en establecimientos,total,3020
2014,5.4.-sustraccion de vehiculos,espanoles,4183
2014,5.4.-sustraccion de vehiculos,extranjeros,1209
2014,5.4.-sustraccion de vehiculos,total,5392
2014,5.5.-estafas,espanoles,10305
2014,5.5.-estafas,extranjeros,2780
2014,5.5.-estafas,total,13085
2014,5.5.1.-estafas informaticas,espanoles,1727
2014,5.5.1.-estafas informaticas,extranjeros,473
2014,5.5.1.-estafas informaticas,total,2200
2014,5.6.-danos,espanoles,6441
2014,5.6.-danos,extranjeros,1659
2014,5.6.-danos,total,8100
2014,5.7.-contra la propiedad intelectual/industrial,espanoles,779
2014,5.7.-contra la propiedad intelectual/industrial,extranjeros,1484
2014,5.7.-contra la propiedad intelectual/industrial,total,2263
2014,5.8.-blanqueo de capitales,espanoles,632
2014,5.8.-blanqueo de capitales,extranjeros,171
2014,5.8.-blanqueo de capitales,total,803
2014,5.9.-otros contra el patrimonio,espanoles,11443
2014,5.9.-otros contra el patrimonio,extranjeros,3294
2014,5.9.-otros contra el patrimonio,total,14737
2014,6. seguridad colectiva,espanoles,48690
2014,6. seguridad colectiva,extranjeros,14949
2014,6. seguridad colectiva,total,63639
2014,6.1.-trafico de drogas,espanoles,14505
2014,6.1.-trafico de drogas,extranjeros,6196
2014,6.1.-trafico de drogas,total,20701
2014,6.2.-contra la seguridad vial,espanoles,32789
2014,6.2.-contra la seguridad vial,extranjeros,8364
2014,6.2.-contra la seguridad vial,total,41153
2014,6.3.-otros contra la seguridad colectiva,espanoles,1396
2014,6.3.-otros contra la seguridad colectiva,extranjeros,389
2014,6.3.-otros contra la seguridad colectiva,total,1785
2014,7. falsedades,espanoles,5316
2014,7. falsedades,extranjeros,6335
2014,7. falsedades,total,11651
2014,8. admon. publica,espanoles,456
2014,8. admon. publica,extranjeros,53
2014,8. admon. publica,total,509
2014,9. admon. justicia,espanoles,16851
2014,9. admon. justicia,extranjeros,3690
2014,9. admon. justicia,total,20541
2014,total infracciones penales,espanoles,324356
2014,total infracciones penales,extranjeros,107999
2014,total infracciones penales,total,432355
2015,1. contra las personas,espanoles,67010
2015,1. contra las personas,extranjeros,19923
2015,1. contra las personas,total,86933
2015,1.1.-homicidios dolosos/asesinatos,espanoles,846
2015,1.1.-homicidios dolosos/asesinatos,extranjeros,230
2015,1.1.-homicidios dolosos/asesinatos,total,1076
2015,1.1.1.-homicidios dolosos/asesinatos consumados,espanoles,260
2015,1.1.1.-homicidios dolosos/asesinatos consumados,extranjeros,91
2015,1.1.1.-homicidios dolosos/asesinatos consumados,total,351
2015,1.2.-lesiones,espanoles,21252
2015,1.2.-lesiones,extranjeros,5951
2015,1.2.-lesiones,total,27203
2015,1.3.-malos tratos ambito familiar,espanoles,37468
2015,1.3.-malos tratos ambito familiar,extranjeros,12430
2015,1.3.-malos tratos ambito familiar,total,49898
2015,1.4.-otros contra las personas,espanoles,7444
2015,1.4.-otros contra las personas,extranjeros,1312
2015,1.4.-otros contra las personas,total,8756
2015,10. orden publico,espanoles,13055
2015,10. orden publico,extranjeros,5573
2015,10. orden publico,total,18628
2015,11. legislacion especial,espanoles,202
2015,11. legislacion especial,extranjeros,68
2015,11. legislacion especial,total,270
2015,12. otras infracciones penales,espanoles,3047
2015,12. otras infracciones penales,extranjeros,1404
2015,12. otras infracciones penales,total,4451
2015,2. contra la libertad,espanoles,23851
2015,2. contra la libertad,extranjeros,5332
2015,2. contra la libertad,total,29183
2015,2.1.-malos tratos habituales en el ambito familiar,espanoles,7768
2015,2.1.-malos tratos habituales en el ambito familiar,extranjeros,2036
2015,2.1.-malos tratos habituales en el ambito familiar,total,9804
2015,2.2.-otros contra la libertad,espanoles,16083
2015,2.2.-otros contra la libertad,extranjeros,3296
2015,2.2.-otros contra la libertad,total,19379
2015,3. libertad sexual,espanoles,4548
2015,3. libertad sexual,extranjeros,1496
2015,3. libertad sexual,total,6044
2015,3.1.-agresion sexual,espanoles,2271
2015,3.1.-agresion sexual,extranjeros,755
2015,3.1.-agresion sexual,total,3026
2015,3.2.-agresion sexual con penetracion,espanoles,818
2015,3.2.-agresion sexual con penetracion,extranjeros,341
2015,3.2.-agresion sexual con penetracion,total,1159
2015,3.3.-corrupcion de menores o incapacitados,espanoles,258
2015,3.3.-corrupcion de menores o incapacitados,extranjeros,36
2015,3.3.-corrupcion de menores o incapacitados,total,294
2015,3.4.-pornografia de menores,espanoles,428
2015,3.4.-pornografia de menores,extranjeros,45
2015,3.4.-pornografia de menores,total,473
2015,3.5.-otros contra la libertad sexual,espanoles,773
2015,3.5.-otros contra la libertad sexual,extranjeros,319
2015,3.5.-otros contra la libertad sexual,total,1092
2015,4. relaciones familiares,espanoles,1750
2015,4. relaciones familiares,extranjeros,420
2015,4. relaciones familiares,total,2170
2015,5. patrimonio,espanoles,110417
2015,5. patrimonio,extranjeros,35459
2015,5. patrimonio,total,145876
2015,5.1.-hurtos,espanoles,41013
2015,5.1.-hurtos,extranjeros,16434
2015,5.1.-hurtos,total,57447
2015,5.2.-robos con fuerza en las cosas,espanoles,29424
2015,5.2.-robos con fuerza en las cosas,extranjeros,6996
2015,5.2.-robos con fuerza en las cosas,total,36420
2015,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,espanoles,4953
2015,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,extranjeros,988
2015,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,total,5941
2015,5.2.2.-robos con fuerza en viviendas,espanoles,7951
2015,5.2.2.-robos con fuerza en viviendas,extranjeros,2813
2015,5.2.2.-robos con fuerza en viviendas,total,10764
2015,5.2.3.-robos con fuerza en establecimientos,espanoles,5625
2015,5.2.3.-robos con fuerza en establecimientos,extranjeros,1377
2015,5.2.3.-robos con fuerza en establecimientos,total,7002
2015,5.3.-robos con violencia o intimidacion,espanoles,11842
2015,5.3.-robos con violencia o intimidacion,extranjeros,3602
2015,5.3.-robos con violencia o intimidacion,total,15444
2015,5.3.1.-robos con violencia en via publica,espanoles,4675
2015,5.3.1.-robos con violencia en via publica,extranjeros,2269
2015,5.3.1.-robos con violencia en via publica,total,6944
2015,5.3.2.-robos con violencia en viviendas,espanoles,863
2015,5.3.2.-robos con violencia en viviendas,extranjeros,340
2015,5.3.2.-robos con violencia en viviendas,total,1203
2015,5.3.3.-robos con violencia en establecimientos,espanoles,1957
2015,5.3.3.-robos con violencia en establecimientos,extranjeros,565
2015,5.3.3.-robos con violencia en establecimientos,total,2522
2015,5.4.-sustraccion de vehiculos,espanoles,3781
2015,5.4.-sustraccion de vehiculos,extranjeros,1139
2015,5.4.-sustraccion de vehiculos,total,4920
2015,5.5.-estafas,espanoles,8794
2015,5.5.-estafas,extranjeros,2241
2015,5.5.-estafas,total,11035
2015,5.5.1.-estafas informaticas,espanoles,1799
2015,5.5.1.-estafas informaticas,extranjeros,427
2015,5.5.1.-estafas informaticas,total,2226
2015,5.6.-danos,espanoles,5763
2015,5.6.-danos,extranjeros,1251
2015,5.6.-danos,total,7014
2015,5.7.-contra la propiedad intelectual/industrial,espanoles,580
2015,5.7.-contra la propiedad intelectual/industrial,extranjeros,1130
2015,5.7.-contra la propiedad intelectual/industrial,total,1710
2015,5.8.-blanqueo de capitales,espanoles,448
2015,5.8.-blanqueo de capitales,extranjeros,188
2015,5.8.-blanqueo de capitales,total,636
2015,5.9.-otros contra el patrimonio,espanoles,8772
2015,5.9.-otros contra el patrimonio,extranjeros,2478
2015,5.9.-otros contra el patrimonio,total,11250
2015,6. seguridad colectiva,espanoles,42825
2015,6. seguridad colectiva,extranjeros,12429
2015,6. seguridad colectiva,total,55254
2015,6.1.-trafico de drogas,espanoles,13252
2015,6.1.-trafico de drogas,extranjeros,4988
2015,6.1.-trafico de drogas,total,18240
2015,6.2.-contra la seguridad vial,espanoles,28219
2015,6.2.-contra la seguridad vial,extranjeros,7135
2015,6.2.-contra la seguridad vial,total,35354
2015,6.3.-otros contra la seguridad colectiva,espanoles,1354
2015,6.3.-otros contra la seguridad colectiva,extranjeros,306
2015,6.3.-otros contra la seguridad colectiva,total,1660
2015,7. falsedades,espanoles,5211
2015,7. falsedades,extranjeros,6258
2015,7. falsedades,total,11469
2015,8. admon. publica,espanoles,723
2015,8. admon. publica,extranjeros,57
2015,8. admon. publica,total,780
2015,9. admon. justicia,espanoles,15797
2015,9. admon. justicia,extranjeros,3389
2015,9. admon. justicia,total,19186
2015,total infracciones penales,espanoles,288436
2015,total infracciones penales,extranjeros,91808
2015,total infracciones penales,total,380244
2016,1. contra las personas,espanoles,61893
2016,1. contra las personas,extranjeros,19467
2016,1. contra las personas,total,81360
2016,1.1.-homicidios dolosos/asesinatos,espanoles,943
2016,1.1.-homicidios dolosos/asesinatos,extranjeros,290
2016,1.1.-homicidios dolosos/asesinatos,total,1233
2016,1.1.1.-homicidios dolosos/asesinatos consumados,espanoles,226
2016,1.1.1.-homicidios dolosos/asesinatos consumados,extranjeros,107
2016,1.1.1.-homicidios dolosos/asesinatos consumados,total,333
2016,1.2.-lesiones,espanoles,22157
2016,1.2.-lesiones,extranjeros,6027
2016,1.2.-lesiones,total,28184
2016,1.3.-malos tratos ambito familiar,espanoles,37957
2016,1.3.-malos tratos ambito familiar,extranjeros,12786
2016,1.3.-malos tratos ambito familiar,total,50743
2016,1.4.-otros contra las personas,espanoles,836
2016,1.4.-otros contra las personas,extranjeros,364
2016,1.4.-otros contra las personas,total,1200
2016,10. orden publico,espanoles,12202
2016,10. orden publico,extranjeros,5156
2016,10. orden publico,total,17358
2016,11. legislacion especial,espanoles,225
2016,11. legislacion especial,extranjeros,94
2016,11. legislacion especial,total,319
2016,12. otras infracciones penales,espanoles,3591
2016,12. otras infracciones penales,extranjeros,1343
2016,12. otras infracciones penales,total,4934
2016,2. contra la libertad,espanoles,28085
2016,2. contra la libertad,extranjeros,6137
2016,2. contra la libertad,total,34222
2016,2.1.-malos tratos habituales en el ambito familiar,espanoles,7153
2016,2.1.-malos tratos habituales en el ambito familiar,extranjeros,1930
2016,2.1.-malos tratos habituales en el ambito familiar,total,9083
2016,2.2.-otros contra la libertad,espanoles,20932
2016,2.2.-otros contra la libertad,extranjeros,4207
2016,2.2.-otros contra la libertad,total,25139
2016,3. libertad sexual,espanoles,4740
2016,3. libertad sexual,extranjeros,1623
2016,3. libertad sexual,total,6363
2016,3.1.-agresion sexual,espanoles,2595
2016,3.1.-agresion sexual,extranjeros,877
2016,3.1.-agresion sexual,total,3472
2016,3.2.-agresion sexual con penetracion,espanoles,862
2016,3.2.-agresion sexual con penetracion,extranjeros,376
2016,3.2.-agresion sexual con penetracion,total,1238
2016,3.3.-corrupcion de menores o incapacitados,espanoles,205
2016,3.3.-corrupcion de menores o incapacitados,extranjeros,43
2016,3.3.-corrupcion de menores o incapacitados,total,248
2016,3.4.-pornografia de menores,espanoles,401
2016,3.4.-pornografia de menores,extranjeros,40
2016,3.4.-pornografia de menores,total,441
2016,3.5.-otros contra la libertad sexual,espanoles,677
2016,3.5.-otros contra la libertad sexual,extranjeros,287
2016,3.5.-otros contra la libertad sexual,total,964
2016,4. relaciones familiares,espanoles,1252
2016,4. relaciones familiares,extranjeros,334
2016,4. relaciones familiares,total,1586
2016,5. patrimonio,espanoles,104470
2016,5. patrimonio,extranjeros,35199
2016,5. patrimonio,total,139669
2016,5.1.-hurtos,espanoles,39952
2016,5.1.-hurtos,extranjeros,16744
2016,5.1.-hurtos,total,56696
2016,5.2.-robos con fuerza en las cosas,espanoles,26312
2016,5.2.-robos con fuerza en las cosas,extranjeros,6765
2016,5.2.-robos con fuerza en las cosas,total,33077
2016,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,espanoles,4820
2016,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,extranjeros,1031
2016,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,total,5851
2016,5.2.2.-robos con fuerza en viviendas,espanoles,7182
2016,5.2.2.-robos con fuerza en viviendas,extranjeros,3077
2016,5.2.2.-robos con fuerza en viviendas,total,10259
2016,5.2.3.-robos con fuerza en establecimientos,espanoles,5376
2016,5.2.3.-robos con fuerza en establecimientos,extranjeros,1326
2016,5.2.3.-robos con fuerza en establecimientos,total,6702
2016,5.3.-robos con violencia o intimidacion,espanoles,11488
2016,5.3.-robos con violencia o intimidacion,extranjeros,3929
2016,5.3.-robos con violencia o intimidacion,total,15417
2016,5.3.1.-robos con violencia en via publica,espanoles,4333
2016,5.3.1.-robos con violencia en via publica,extranjeros,2568
2016,5.3.1.-robos con violencia en via publica,total,6901
2016,5.3.2.-robos con violencia en viviendas,espanoles,850
2016,5.3.2.-robos con violencia en viviendas,extranjeros,357
2016,5.3.2.-robos con violencia en viviendas,total,1207
2016,5.3.3.-robos con violencia en establecimientos,espanoles,2021
2016,5.3.3.-robos con violencia en establecimientos,extranjeros,598
2016,5.3.3.-robos con violencia en establecimientos,total,2619
2016,5.4.-sustraccion de vehiculos,espanoles,3776
2016,5.4.-sustraccion de vehiculos,extranjeros,1049
2016,5.4.-sustraccion de vehiculos,total,4825
2016,5.5.-estafas,espanoles,9103
2016,5.5.-estafas,extranjeros,2173
2016,5.5.-estafas,total,11276
2016,5.5.1.-estafas informaticas,espanoles,1657
2016,5.5.1.-estafas informaticas,extranjeros,446
2016,5.5.1.-estafas informaticas,total,2103
2016,5.6.-danos,espanoles,5871
2016,5.6.-danos,extranjeros,1433
2016,5.6.-danos,total,7304
2016,5.7.-contra la propiedad intelectual/industrial,espanoles,608
2016,5.7.-contra la propiedad intelectual/industrial,extranjeros,1092
2016,5.7.-contra la propiedad intelectual/industrial,total,1700
2016,5.8.-blanqueo de capitales,espanoles,330
2016,5.8.-blanqueo de capitales,extranjeros,201
2016,5.8.-blanqueo de capitales,total,531
2016,5.9.-otros contra el patrimonio,espanoles,7030
2016,5.9.-otros contra el patrimonio,extranjeros,1813
2016,5.9.-otros contra el patrimonio,total,8843
2016,6. seguridad colectiva,espanoles,41050
2016,6. seguridad colectiva,extranjeros,11637
2016,6. seguridad colectiva,total,52687
2016,6.1.-trafico de drogas,espanoles,13806
2016,6.1.-trafico de drogas,extranjeros,4758
2016,6.1.-trafico de drogas,total,18564
2016,6.2.-contra la seguridad vial,espanoles,25839
2016,6.2.-contra la seguridad vial,extranjeros,6580
2016,6.2.-contra la seguridad vial,total,32419
2016,6.3.-otros contra la seguridad colectiva,espanoles,1405
2016,6.3.-otros contra la seguridad colectiva,extranjeros,299
2016,6.3.-otros contra la seguridad colectiva,total,1704
2016,7. falsedades,espanoles,4461
2016,7. falsedades,extranjeros,5780
2016,7. falsedades,total,10241
2016,8. admon. publica,espanoles,774
2016,8. admon. publica,extranjeros,36
2016,8. admon. publica,total,810
2016,9. admon. justicia,espanoles,14992
2016,9. admon. justicia,extranjeros,3395
2016,9. admon. justicia,total,18387
2016,total infracciones penales,espanoles,277735
2016,total infracciones penales,extranjeros,90201
2016,total infracciones penales,total,367936
2017,1. contra las personas,espanoles,65177
2017,1. contra las personas,extranjeros,21304
2017,1. contra las personas,total,86481
2017,1.1.-homicidios dolosos/asesinatos,espanoles,938
2017,1.1.-homicidios dolosos/asesinatos,extranjeros,270
2017,1.1.-homicidios dolosos/asesinatos,total,1208
2017,1.1.1.-homicidios dolosos/asesinatos consumados,espanoles,246
2017,1.1.1.-homicidios dolosos/asesinatos consumados,extranjeros,86
2017,1.1.1.-homicidios dolosos/asesinatos consumados,total,332
2017,1.2.-lesiones,espanoles,23888
2017,1.2.-lesiones,extranjeros,6802
2017,1.2.-lesiones,total,30690
2017,1.3.-malos tratos ambito familiar,espanoles,39424
2017,1.3.-malos tratos ambito familiar,extranjeros,13814
2017,1.3.-malos tratos ambito familiar,total,53238
2017,1.4.-otros contra las personas,espanoles,927
2017,1.4.-otros contra las personas,extranjeros,418
2017,1.4.-otros contra las personas,total,1345
2017,10. orden publico,espanoles,12595
2017,10. orden publico,extranjeros,5428
2017,10. orden publico,total,18023
2017,11. legislacion especial,espanoles,263
2017,11. legislacion especial,extranjeros,76
2017,11. legislacion especial,total,339
2017,12. otras infracciones penales,espanoles,3627
2017,12. otras infracciones penales,extranjeros,1343
2017,12. otras infracciones penales,total,4970
2017,2. contra la libertad,espanoles,30561
2017,2. contra la libertad,extranjeros,6676
2017,2. contra la libertad,total,37237
2017,2.1.-malos tratos habituales en el ambito familiar,espanoles,7152
2017,2.1.-malos tratos habituales en el ambito familiar,extranjeros,1989
2017,2.1.-malos tratos habituales en el ambito familiar,total,9141
2017,2.2.-otros contra la libertad,espanoles,23409
2017,2.2.-otros contra la libertad,extranjeros,4687
2017,2.2.-otros contra la libertad,total,28096
2017,3. libertad sexual,espanoles,5021
2017,3. libertad sexual,extranjeros,1775
2017,3. libertad sexual,total,6796
2017,3.1.-agresion sexual,espanoles,2738
2017,3.1.-agresion sexual,extranjeros,970
2017,3.1.-agresion sexual,total,3708
2017,3.2.-agresion sexual con penetracion,espanoles,976
2017,3.2.-agresion sexual con penetracion,extranjeros,393
2017,3.2.-agresion sexual con penetracion,total,1369
2017,3.3.-corrupcion de menores o incapacitados,espanoles,222
2017,3.3.-corrupcion de menores o incapacitados,extranjeros,53
2017,3.3.-corrupcion de menores o incapacitados,total,275
2017,3.4.-pornografia de menores,espanoles,411
2017,3.4.-pornografia de menores,extranjeros,52
2017,3.4.-pornografia de menores,total,463
2017,3.5.-otros contra la libertad sexual,espanoles,674
2017,3.5.-otros contra la libertad sexual,extranjeros,307
2017,3.5.-otros contra la libertad sexual,total,981
2017,4. relaciones familiares,espanoles,1420
2017,4. relaciones familiares,extranjeros,367
2017,4. relaciones familiares,total,1787
2017,5. patrimonio,espanoles,103687
2017,5. patrimonio,extranjeros,34077
2017,5. patrimonio,total,137764
2017,5.1.-hurtos,espanoles,39941
2017,5.1.-hurtos,extranjeros,16905
2017,5.1.-hurtos,total,56846
2017,5.2.-robos con fuerza en las cosas,espanoles,25618
2017,5.2.-robos con fuerza en las cosas,extranjeros,5836
2017,5.2.-robos con fuerza en las cosas,total,31454
2017,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,espanoles,4572
2017,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,extranjeros,977
2017,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,total,5549
2017,5.2.2.-robos con fuerza en viviendas,espanoles,7118
2017,5.2.2.-robos con fuerza en viviendas,extranjeros,2466
2017,5.2.2.-robos con fuerza en viviendas,total,9584
2017,5.2.3.-robos con fuerza en establecimientos,espanoles,5352
2017,5.2.3.-robos con fuerza en establecimientos,extranjeros,1093
2017,5.2.3.-robos con fuerza en establecimientos,total,6445
2017,5.3.-robos con violencia o intimidacion,espanoles,11442
2017,5.3.-robos con violencia o intimidacion,extranjeros,3701
2017,5.3.-robos con violencia o intimidacion,total,15143
2017,5.3.1.-robos con violencia en via publica,espanoles,4265
2017,5.3.1.-robos con violencia en via publica,extranjeros,2298
2017,5.3.1.-robos con violencia en via publica,total,6563
2017,5.3.2.-robos con violencia en viviendas,espanoles,849
2017,5.3.2.-robos con violencia en viviendas,extranjeros,312
2017,5.3.2.-robos con violencia en viviendas,total,1161
2017,5.3.3.-robos con violencia en establecimientos,espanoles,2135
2017,5.3.3.-robos con violencia en establecimientos,extranjeros,622
2017,5.3.3.-robos con violencia en establecimientos,total,2757
2017,5.4.-sustraccion de vehiculos,espanoles,3515
2017,5.4.-sustraccion de vehiculos,extranjeros,895
2017,5.4.-sustraccion de vehiculos,total,4410
2017,5.5.-estafas,espanoles,9069
2017,5.5.-estafas,extranjeros,2179
2017,5.5.-estafas,total,11248
2017,5.5.1.-estafas informaticas,espanoles,1604
2017,5.5.1.-estafas informaticas,extranjeros,393
2017,5.5.1.-estafas informaticas,total,1997
2017,5.6.-danos,espanoles,6157
2017,5.6.-danos,extranjeros,1483
2017,5.6.-danos,total,7640
2017,5.7.-contra la propiedad intelectual/industrial,espanoles,490
2017,5.7.-contra la propiedad intelectual/industrial,extranjeros,890
2017,5.7.-contra la propiedad intelectual/industrial,total,1380
2017,5.8.-blanqueo de capitales,espanoles,417
2017,5.8.-blanqueo de capitales,extranjeros,191
2017,5.8.-blanqueo de capitales,total,608
2017,5.9.-otros contra el patrimonio,espanoles,7038
2017,5.9.-otros contra el patrimonio,extranjeros,1997
2017,5.9.-otros contra el patrimonio,total,9035
2017,6. seguridad colectiva,espanoles,40968
2017,6. seguridad colectiva,extranjeros,11914
2017,6. seguridad colectiva,total,52882
2017,6.1.-trafico de drogas,espanoles,13959
2017,6.1.-trafico de drogas,extranjeros,4906
2017,6.1.-trafico de drogas,total,18865
2017,6.2.-contra la seguridad vial,espanoles,25499
2017,6.2.-contra la seguridad vial,extranjeros,6653
2017,6.2.-contra la seguridad vial,total,32152
2017,6.3.-otros contra la seguridad colectiva,espanoles,1510
2017,6.3.-otros contra la seguridad colectiva,extranjeros,355
2017,6.3.-otros contra la seguridad colectiva,total,1865
2017,7. falsedades,espanoles,4320
2017,7. falsedades,extranjeros,5235
2017,7. falsedades,total,9555
2017,8. admon. publica,espanoles,606
2017,8. admon. publica,extranjeros,88
2017,8. admon. publica,total,694
2017,9. admon. justicia,espanoles,15609
2017,9. admon. justicia,extranjeros,3728
2017,9. admon. justicia,total,19337
2017,total infracciones penales,espanoles,283854
2017,total infracciones penales,extranjeros,92011
2017,total infracciones penales,total,375865
2018,1. contra las personas,espanoles,67319
2018,1. contra las personas,extranjeros,22512
2018,1. contra las personas,total,89831
2018,1.1.-homicidios dolosos/asesinatos,espanoles,927
2018,1.1.-homicidios dolosos/asesinatos,extranjeros,277
2018,1.1.-homicidios dolosos/asesinatos,total,1204
2018,1.1.1.-homicidios dolosos/asesinatos consumados,espanoles,247
2018,1.1.1.-homicidios dolosos/asesinatos consumados,extranjeros,93
2018,1.1.1.-homicidios dolosos/asesinatos consumados,total,340
2018,1.2.-lesiones,espanoles,24640
2018,1.2.-lesiones,extranjeros,7172
2018,1.2.-lesiones,total,31812
2018,1.3.-malos tratos ambito familiar,espanoles,40539
2018,1.3.-malos tratos ambito familiar,extranjeros,14614
2018,1.3.-malos tratos ambito familiar,total,55153
2018,1.4.-otros contra las personas,espanoles,1213
2018,1.4.-otros contra las personas,extranjeros,449
2018,1.4.-otros contra las personas,total,1662
2018,10. orden publico,espanoles,12714
2018,10. orden publico,extranjeros,5521
2018,10. orden publico,total,18235
2018,11. legislacion especial,espanoles,424
2018,11. legislacion especial,extranjeros,83
2018,11. legislacion especial,total,507
2018,12. otras infracciones penales,espanoles,3812
2018,12. otras infracciones penales,extranjeros,1266
2018,12. otras infracciones penales,total,5078
2018,2. contra la libertad,espanoles,31766
2018,2. contra la libertad,extranjeros,7161
2018,2. contra la libertad,total,38927
2018,2.1.-malos tratos habituales en el ambito familiar,espanoles,6984
2018,2.1.-malos tratos habituales en el ambito familiar,extranjeros,2094
2018,2.1.-malos tratos habituales en el ambito familiar,total,9078
2018,2.2.-otros contra la libertad,espanoles,24782
2018,2.2.-otros contra la libertad,extranjeros,5067
2018,2.2.-otros contra la libertad,total,29849
2018,3. libertad sexual,espanoles,6058
2018,3. libertad sexual,extranjeros,2230
2018,3. libertad sexual,total,8288
2018,3.1.-agresion sexual,espanoles,3322
2018,3.1.-agresion sexual,extranjeros,1320
2018,3.1.-agresion sexual,total,4642
2018,3.2.-agresion sexual con penetracion,espanoles,1313
2018,3.2.-agresion sexual con penetracion,extranjeros,516
2018,3.2.-agresion sexual con penetracion,total,1829
2018,3.3.-corrupcion de menores o incapacitados,espanoles,159
2018,3.3.-corrupcion de menores o incapacitados,extranjeros,26
2018,3.3.-corrupcion de menores o incapacitados,total,185
2018,3.4.-pornografia de menores,espanoles,598
2018,3.4.-pornografia de menores,extranjeros,79
2018,3.4.-pornografia de menores,total,677
2018,3.5.-otros contra la libertad sexual,espanoles,666
2018,3.5.-otros contra la libertad sexual,extranjeros,289
2018,3.5.-otros contra la libertad sexual,total,955
2018,4. relaciones familiares,espanoles,1292
2018,4. relaciones familiares,extranjeros,395
2018,4. relaciones familiares,total,1687
2018,5. patrimonio,espanoles,106843
2018,5. patrimonio,extranjeros,36349
2018,5. patrimonio,total,143192
2018,5.1.-hurtos,espanoles,41689
2018,5.1.-hurtos,extranjeros,17963
2018,5.1.-hurtos,total,59652
2018,5.2.-robos con fuerza en las cosas,espanoles,24587
2018,5.2.-robos con fuerza en las cosas,extranjeros,5727
2018,5.2.-robos con fuerza en las cosas,total,30314
2018,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,espanoles,4497
2018,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,extranjeros,1037
2018,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,total,5534
2018,5.2.2.-robos con fuerza en viviendas,espanoles,6126
2018,5.2.2.-robos con fuerza en viviendas,extranjeros,2536
2018,5.2.2.-robos con fuerza en viviendas,total,8662
2018,5.2.3.-robos con fuerza en establecimientos,espanoles,4757
2018,5.2.3.-robos con fuerza en establecimientos,extranjeros,1041
2018,5.2.3.-robos con fuerza en establecimientos,total,5798
2018,5.3.-robos con violencia o intimidacion,espanoles,11472
2018,5.3.-robos con violencia o intimidacion,extranjeros,4019
2018,5.3.-robos con violencia o intimidacion,total,15491
2018,5.3.1.-robos con violencia en via publica,espanoles,3913
