ano,tipo,suma_ccaa,total_raw,delta,rel,usar_raw
2017,7. falsedades,20009,20640,631,0.0315358088860013,FALSE
2017,8. admon. publica,668,668,0,0,TRUE
2017,9. admon. justicia,28976,29001,25,8.627829928216455e-4,TRUE
2017,total infracciones penales,2024240,2045784,21544,0.01064300675809192,FALSE
2018,1. contra las personas,177024,177165,141,7.965021691973969e-4,TRUE
2018,1.1.-homicidios dolosos/asesinatos,1088,1088,0,0,TRUE
2018,1.1.1.-homicidios dolosos/asesinatos consumados,289,289,0,0,TRUE
2018,1.2.-lesiones,99909,99928,19,1.901730574823089e-4,TRUE
2018,1.3.-malos tratos ambito familiar,72189,72309,120,0.0016623031209741,TRUE
2018,1.4.-otros contra las personas,3838,3840,2,5.211047420531526e-4,TRUE
2018,10. orden publico,20119,20121,2,9.940851931010488e-5,TRUE
2018,11. legislacion especial,209,209,0,0,TRUE
2018,12. otras infracciones penales,9704,9725,21,0.00216405605935696,TRUE
2018,2. contra la libertad,120606,120919,313,0.00259522743478765,TRUE
2018,2.1.-malos tratos habituales en el ambito familiar,14188,14196,8,5.63856780377784e-4,TRUE
2018,2.2.-otros contra la libertad,106418,106723,305,0.0028660564942021,TRUE
2018,3. libertad sexual,13739,13782,43,0.00312977654851153,TRUE
2018,3.1.-agresion sexual,7964,7983,19,0.00238573581115017,TRUE
2018,3.2.-agresion sexual con penetracion,2734,2744,10,0.00365764447695683,TRUE
2018,3.3.-corrupcion de menores o incapacitados,267,268,1,0.00374531835205992,TRUE
2018,3.4.-pornografia de menores,884,892,8,0.00904977375565611,TRUE
2018,3.5.-otros contra la libertad sexual,1890,1895,5,0.00264550264550264,TRUE
2018,4. relaciones familiares,7556,7630,74,0.00979354155637903,TRUE
2018,5. patrimonio,1650764,1664242,13478,0.00816470434295877,FALSE
2018,5.1.-hurtos,703042,706072,3030,0.00430984208624804,TRUE
2018,5.2.-robos con fuerza en las cosas,301746,302043,297,9.842715396392993e-4,TRUE
2018,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,102282,102474,192,0.00187716313720889,TRUE
2018,5.2.2.-robos con fuerza en viviendas,107140,107166,26,2.4267313795034537e-4,TRUE
2018,5.2.3.-robos con fuerza en establecimientos,33115,33129,14,4.227691378529367e-4,TRUE
2018,5.3.-robos con violencia o intimidacion,60031,60295,264,0.00439772784061568,TRUE
2018,5.3.1.-robos con violencia en via publica,24490,24681,191,0.00779910167415271,FALSE
2018,5.3.2.-robos con violencia en viviendas,3232,3233,1,3.094059405940594e-4,TRUE
2018,5.3.3.-robos con violencia en establecimientos,5341,5355,14,0.00262123197903014,TRUE
2018,5.4.-sustraccion de vehiculos,35815,35897,82,0.00228954348736562,TRUE
2018,5.5.-estafas,279723,289259,9536,0.03409086846630416,FALSE
2018,5.5.1.-estafas informaticas,132834,136656,3822,0.02877275396359365,FALSE
2018,5.6.-danos,213760,213815,55,2.572979041916168e-4,TRUE
2018,5.7.-contra la propiedad intelectual/industrial,2202,2205,3,0.00136239782016348,TRUE
2018,5.8.-blanqueo de capitales,266,272,6,0.0225563909774436,TRUE
2018,5.9.-otros contra el patrimonio,54179,54384,205,0.00378375385296886,TRUE
2018,6. seguridad colectiva,64114,64126,12,1.871666094768693e-4,TRUE
2018,6.1.-trafico de drogas,14121,14133,12,8.497981729339282e-4,TRUE
2018,6.2.-contra la seguridad vial,47648,47648,0,0,TRUE
2018,6.3.-otros contra la seguridad colectiva,2345,2345,0,0,TRUE
2018,7. falsedades,22008,22399,391,0.01776626681206834,FALSE
2018,8. admon. publica,509,510,1,0.00196463654223968,TRUE
2018,9. admon. justicia,30262,30290,28,9.252527922807482e-4,TRUE
2018,total infracciones penales,2116614,2131118,14504,0.00685245396657113,FALSE
2019,1. contra las personas,185935,186110,175,9.41189125231936e-4,TRUE
2019,1.1.-homicidios dolosos/asesinatos,1165,1167,2,0.00171673819742489,TRUE
2019,1.1.1.-homicidios dolosos/asesinatos consumados,330,331,1,0.00303030303030303,TRUE
2019,1.2.-lesiones,103314,103341,27,2.6133921830536036e-4,TRUE
2019,1.3.-malos tratos ambito familiar,77282,77424,142,0.00183742656763541,TRUE
2019,1.4.-otros contra las personas,4174,4178,4,9.583133684714902e-4,TRUE
2019,10. orden publico,21873,21877,4,1.82873862753166e-4,TRUE
2019,11. legislacion especial,305,306,1,0.00327868852459016,TRUE
2019,12. otras infracciones penales,9955,9970,15,0.00150678051230537,TRUE
2019,2. contra la libertad,125360,125685,325,0.00259253350350989,TRUE
2019,2.1.-malos tratos habituales en el ambito familiar,14566,14575,9,6.178772483866539e-4,TRUE
2019,2.2.-otros contra la libertad,110794,111110,316,0.00285214000758163,TRUE
2019,3. libertad sexual,15246,15319,73,0.00478814115177751,TRUE
2019,3.1.-agresion sexual,8859,8885,26,0.00293486849531549,TRUE
2019,3.2.-agresion sexual con penetracion,3050,3079,29,0.00950819672131147,TRUE
2019,3.3.-corrupcion de menores o incapacitados,369,369,0,0,TRUE
2019,3.4.-pornografia de menores,854,866,12,0.01405152224824356,TRUE
2019,3.5.-otros contra la libertad sexual,2114,2120,6,0.00283822138126773,TRUE
2019,4. relaciones familiares,7214,7288,74,0.01025783199334627,TRUE
2019,5. patrimonio,1692813,1707144,14331,0.0084657903737743,FALSE
2019,5.1.-hurtos,697357,700453,3096,0.00443961987905764,TRUE
2019,5.2.-robos con fuerza en las cosas,297794,298098,304,0.00102083990946761,TRUE
2019,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,108439,108637,198,0.0018259113418604,TRUE
2019,5.2.2.-robos con fuerza en viviendas,98309,98326,17,1.7292414733137353e-4,TRUE
2019,5.2.3.-robos con fuerza en establecimientos,32356,32363,7,2.16343182099147e-4,TRUE
2019,5.3.-robos con violencia o intimidacion,65611,65874,263,0.00400847418877932,TRUE
2019,5.3.1.-robos con violencia en via publica,25721,25916,195,0.00758135375762995,FALSE
2019,5.3.2.-robos con violencia en viviendas,3221,3223,2,6.209251785159888e-4,TRUE
2019,5.3.3.-robos con violencia en establecimientos,5592,5609,17,0.00304005722460658,TRUE
2019,5.4.-sustraccion de vehiculos,34995,35105,110,0.00314330618659808,TRUE
2019,5.5.-estafas,317394,327723,10329,0.03254314826367228,FALSE
2019,5.5.1.-estafas informaticas,186563,192375,5812,0.03115301533530228,FALSE
2019,5.6.-danos,219373,219424,51,2.3248075196127143e-4,TRUE
2019,5.7.-contra la propiedad intelectual/industrial,1802,1807,5,0.0027746947835738,TRUE
2019,5.8.-blanqueo de capitales,286,295,9,0.03146853146853147,TRUE
2019,5.9.-otros contra el patrimonio,58201,58365,164,0.00281782099963918,TRUE
2019,6. seguridad colectiva,68732,68749,17,2.47337484723273e-4,TRUE
2019,6.1.-trafico de drogas,16609,16624,15,9.031248118489976e-4,TRUE
2019,6.2.-contra la seguridad vial,49869,49869,0,0,TRUE
2019,6.3.-otros contra la seguridad colectiva,2254,2256,2,8.873114463176575e-4,TRUE
2019,7. falsedades,24259,24529,270,0.01112988993775506,FALSE
2019,8. admon. publica,416,416,0,0,TRUE
2019,9. admon. justicia,32052,32082,30,9.359790340696368e-4,TRUE
2019,total infracciones penales,2184160,2199475,15315,0.00701184894879496,FALSE
2020,1. contra las personas,161296,161406,110,6.819759944449956e-4,TRUE
2020,1.1.-homicidios dolosos/asesinatos,1200,1201,1,8.333333333333334e-4,TRUE
2020,1.1.1.-homicidios dolosos/asesinatos consumados,297,298,1,0.00336700336700336,TRUE
2020,1.2.-lesiones,81430,81449,19,2.333292398378976e-4,TRUE
2020,1.3.-malos tratos ambito familiar,75113,75203,90,0.00119819471995526,TRUE
2020,1.4.-otros contra las personas,3553,3553,0,0,TRUE
2020,10. orden publico,30266,30272,6,1.982422520319831e-4,TRUE
2020,11. legislacion especial,325,325,0,0,TRUE
2020,12. otras infracciones penales,9655,9665,10,0.00103573278094251,TRUE
2020,2. contra la libertad,124744,125010,266,0.0021323670877958,TRUE
2020,2.1.-malos tratos habituales en el ambito familiar,13978,13993,15,0.00107311489483474,TRUE
2020,2.2.-otros contra la libertad,110766,111017,251,0.00226603831500641,TRUE
2020,3. libertad sexual,13130,13174,44,0.00335110434120335,TRUE
2020,3.1.-agresion sexual,7257,7276,19,0.00261816177483808,TRUE
2020,3.2.-agresion sexual con penetracion,2775,2785,10,0.0036036036036036,TRUE
2020,3.3.-corrupcion de menores o incapacitados,349,350,1,0.00286532951289398,TRUE
2020,3.4.-pornografia de menores,754,762,8,0.01061007957559681,TRUE
2020,3.5.-otros contra la libertad sexual,1995,2001,6,0.00300751879699248,TRUE
2020,4. relaciones familiares,6786,6831,45,0.00663129973474801,TRUE
2020,5. patrimonio,1295699,1304424,8725,0.00673381703620979,FALSE
2020,5.1.-hurtos,420038,420950,912,0.00217123212661711,TRUE
2020,5.2.-robos con fuerza en las cosas,218918,219091,173,7.902502306799806e-4,TRUE
2020,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,54511,54633,122,0.00223808038744473,TRUE
2020,5.2.2.-robos con fuerza en viviendas,72365,72380,15,2.072825260830512e-4,TRUE
2020,5.2.3.-robos con fuerza en establecimientos,31233,31237,4,1.2806966990042585e-4,TRUE
2020,5.3.-robos con violencia o intimidacion,45188,45263,75,0.0016597326723909,TRUE
2020,5.3.1.-robos con violencia en via publica,30104,30162,58,0.00192665426521392,TRUE
2020,5.3.2.-robos con violencia en viviendas,3207,3208,1,3.118178983473651e-4,TRUE
2020,5.3.3.-robos con violencia en establecimientos,6137,6138,1,1.6294606485253382e-4,TRUE
2020,5.4.-sustraccion de vehiculos,25297,25387,90,0.00355773411867019,TRUE
2020,5.5.-estafas,353563,360844,7281,0.02059321818176675,FALSE
2020,5.5.1.-estafas informaticas,252438,257907,5469,0.02166472559598792,FALSE
2020,5.6.-danos,180411,180429,18,9.977218684004857e-5,TRUE
2020,5.7.-contra la propiedad intelectual/industrial,928,930,2,0.0021551724137931,TRUE
2020,5.8.-blanqueo de capitales,307,310,3,0.00977198697068403,TRUE
2020,5.9.-otros contra el patrimonio,51049,51220,171,0.00334972281533428,TRUE
2020,6. seguridad colectiva,60141,60162,21,3.49179428343393e-4,TRUE
2020,6.1.-trafico de drogas,17093,17112,19,0.00111156613818522,TRUE
2020,6.2.-contra la seguridad vial,41120,41120,0,0,TRUE
2020,6.3.-otros contra la seguridad colectiva,1928,1930,2,0.00103734439834024,TRUE
2020,7. falsedades,23872,24020,148,0.00619973190348525,FALSE
2020,8. admon. publica,348,350,2,0.0057471264367816,TRUE
2020,9. admon. justicia,31122,31140,18,5.78368999421631e-4,TRUE
2020,total infracciones penales,1757384,1766779,9395,0.00534601430307775,FALSE
2021,1. contra las personas,183487,183590,103,5.613476704071678e-4,TRUE
2021,1.1.-homicidios dolosos/asesinatos,1322,1322,0,0,TRUE
2021,1.1.1.-homicidios dolosos/asesinatos consumados,293,293,0,0,TRUE
2021,1.2.-lesiones,96144,96159,15,1.560159760359461e-4,TRUE
2021,1.3.-malos tratos ambito familiar,81916,82003,87,0.00106206357732311,TRUE
2021,1.4.-otros contra las personas,4105,4106,1,2.43605359317905e-4,TRUE
2021,10. orden publico,27586,27594,8,2.900021750163126e-4,TRUE
2021,11. legislacion especial,342,343,1,0.00292397660818713,TRUE
2021,12. otras infracciones penales,10331,10341,10,9.679605072113056e-4,TRUE
2021,2. contra la libertad,139619,139867,248,0.00177626254306362,TRUE
2021,2.1.-malos tratos habituales en el ambito familiar,14996,15008,12,8.002133902373967e-4,TRUE
2021,2.2.-otros contra la libertad,124623,124859,236,0.00189371143368399,TRUE
2021,3. libertad sexual,16964,17016,52,0.00306531478424899,TRUE
2021,3.1.-agresion sexual,10032,10061,29,0.00289074960127591,TRUE
2021,3.2.-agresion sexual con penetracion,3781,3795,14,0.00370272414705104,TRUE
2021,3.3.-corrupcion de menores o incapacitados,343,347,4,0.01166180758017492,TRUE
2021,3.4.-pornografia de menores,737,739,2,0.00271370420624151,TRUE
2021,3.5.-otros contra la libertad sexual,2071,2074,3,0.00144857556735876,TRUE
2021,4. relaciones familiares,7332,7410,78,0.01063829787234042,TRUE
2021,5. patrimonio,1428037,1434698,6661,0.00466444496886285,TRUE
2021,5.1.-hurtos,492647,493479,832,0.00168883602254758,TRUE
2021,5.2.-robos con fuerza en las cosas,228975,229137,162,7.075008188666886e-4,TRUE
2021,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,87646,87774,128,0.00146042032722542,TRUE
2021,5.2.2.-robos con fuerza en viviendas,75492,75501,9,1.1921793037672866e-4,TRUE
2021,5.2.3.-robos con fuerza en establecimientos,27197,27198,1,3.6768761260433134e-5,TRUE
2021,5.3.-robos con violencia o intimidacion,52999,53073,74,0.00139625275948602,TRUE
2021,5.3.1.-robos con violencia en via publica,35672,35726,54,0.00151379233011886,TRUE
2021,5.3.2.-robos con violencia en viviendas,3475,3477,2,5.755395683453237e-4,TRUE
2021,5.3.3.-robos con violencia en establecimientos,6661,6663,2,3.0025521693439425e-4,TRUE
2021,5.4.-sustraccion de vehiculos,26359,26417,58,0.00220038696460412,TRUE
2021,5.5.-estafas,367764,373113,5349,0.01454465363657128,FALSE
2021,5.5.1.-estafas informaticas,263000,267011,4011,0.0152509505703422,FALSE
2021,5.6.-danos,201800,201828,28,1.387512388503469e-4,TRUE
2021,5.7.-contra la propiedad intelectual/industrial,1175,1176,1,8.51063829787234e-4,TRUE
2021,5.8.-blanqueo de capitales,343,343,0,0,TRUE
2021,5.9.-otros contra el patrimonio,55975,56132,157,0.00280482358195623,TRUE
2021,6. seguridad colectiva,68874,68891,17,2.4682754014577346e-4,TRUE
2021,6.1.-trafico de drogas,18296,18313,17,9.29164844774814e-4,TRUE
2021,6.2.-contra la seguridad vial,48394,48394,0,0,TRUE
2021,6.3.-otros contra la seguridad colectiva,2184,2184,0,0,TRUE
2021,7. falsedades,33946,34058,112,0.00329935780357037,TRUE
2021,8. admon. publica,541,541,0,0,TRUE
2021,9. admon. justicia,33354,33370,16,4.7970258439767346e-4,TRUE
2021,total infracciones penales,1950413,1957719,7306,0.00374587330990923,TRUE
2022,1. contra las personas,212632,212804,172,8.089092892885361e-4,TRUE
2022,1.1.-homicidios dolosos/asesinatos,1538,1539,1,6.501950585175553e-4,TRUE
2022,1.1.1.-homicidios dolosos/asesinatos consumados,325,326,1,0.00307692307692307,TRUE
2022,1.2.-lesiones,113676,113704,28,2.463140856469264e-4,TRUE
2022,1.3.-malos tratos ambito familiar,92558,92695,137,0.00148015298515525,TRUE
2022,1.4.-otros contra las personas,4860,4866,6,0.00123456790123456,TRUE
2022,10. orden publico,28553,28562,9,3.1520330613245544e-4,TRUE
2022,11. legislacion especial,329,330,1,0.00303951367781155,TRUE
2022,12. otras infracciones penales,10628,10646,18,0.0016936394429808,TRUE
2022,2. contra la libertad,143648,143861,213,0.00148279126754288,TRUE
2022,2.1.-malos tratos habituales en el ambito familiar,15627,15647,20,0.00127983618096883,TRUE
2022,2.2.-otros contra la libertad,128021,128214,193,0.0015075651650901,TRUE
2022,3. libertad sexual,18926,19013,87,0.00459685089295149,TRUE
2022,3.1.-agresion sexual,11371,11426,55,0.00483686571101925,TRUE
2022,3.2.-agresion sexual con penetracion,4248,4270,22,0.0051789077212806,TRUE
2022,3.3.-corrupcion de menores o incapacitados,383,384,1,0.00261096605744125,TRUE
2022,3.4.-pornografia de menores,705,707,2,0.00283687943262411,TRUE
2022,3.5.-otros contra la libertad sexual,2219,2226,7,0.00315457413249211,TRUE
2022,4. relaciones familiares,7513,7567,54,0.00718754159456941,TRUE
2022,5. patrimonio,1737547,1747464,9917,0.00570747151012317,FALSE
2022,5.1.-hurtos,640198,642276,2078,0.00324587080871855,TRUE
2022,5.2.-robos con fuerza en las cosas,265548,265901,353,0.00132932652477141,TRUE
2022,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,100866,101084,218,0.00216128328673685,TRUE
2022,5.2.2.-robos con fuerza en viviendas,86498,86515,17,1.9653633610025665e-4,TRUE
2022,5.2.3.-robos con fuerza en establecimientos,31541,31552,11,3.487524174883485e-4,TRUE
2022,5.3.-robos con violencia o intimidacion,63228,63392,164,0.00259378756247232,TRUE
2022,5.3.1.-robos con violencia en via publica,42989,43100,111,0.00258205587475865,TRUE
2022,5.3.2.-robos con violencia en viviendas,3669,3669,0,0,TRUE
2022,5.3.3.-robos con violencia en establecimientos,8200,8210,10,0.00121951219512195,TRUE
2022,5.4.-sustraccion de vehiculos,30701,30767,66,0.00214976710856323,TRUE
2022,5.5.-estafas,459537,466566,7029,0.01529583036839253,FALSE
2022,5.5.1.-estafas informaticas,330544,335995,5451,0.01649099666005131,FALSE
2022,5.6.-danos,213654,213694,40,1.8721858706132345e-4,TRUE
2022,5.7.-contra la propiedad intelectual/industrial,1216,1217,1,8.223684210526315e-4,TRUE
2022,5.8.-blanqueo de capitales,403,411,8,0.01985111662531017,TRUE
2022,5.9.-otros contra el patrimonio,63062,63240,178,0.0028226190098633,TRUE
2022,6. seguridad colectiva,76668,76692,24,3.130380341211457e-4,TRUE
2022,6.1.-trafico de drogas,19034,19057,23,0.00120836398024587,TRUE
2022,6.2.-contra la seguridad vial,54975,54976,1,1.8190086402910417e-5,TRUE
2022,6.3.-otros contra la seguridad colectiva,2659,2659,0,0,TRUE
2022,7. falsedades,37604,37717,113,0.00300499946814168,TRUE
2022,8. admon. publica,508,509,1,0.00196850393700787,TRUE
2022,9. admon. justicia,37890,37910,20,5.278437582475588e-4,TRUE
2022,total infracciones penales,2312446,2323075,10629,0.00459643165721491,TRUE
2023,1. contra las personas,226574,226761,187,8.25337417355919e-4,TRUE
2023,1.1.-homicidios dolosos/asesinatos,1690,1692,2,0.00118343195266272,TRUE
2023,1.1.1.-homicidios dolosos/asesinatos consumados,331,333,2,0.00604229607250755,TRUE
2023,1.2.-lesiones,118106,118125,19,1.608724366247269e-4,TRUE
2023,1.3.-malos tratos ambito familiar,101018,101179,161,0.00159377536676631,TRUE
2023,1.4.-otros contra las personas,5760,5765,5,8.680555555555555e-4,TRUE
2023,10. orden publico,29983,30011,28,9.338625220958544e-4,TRUE
2023,11. legislacion especial,464,464,0,0,TRUE
2023,12. otras infracciones penales,11703,11718,15,0.00128172263522173,TRUE
2023,2. contra la libertad,158874,159113,239,0.001504336770019,TRUE
2023,2.1.-malos tratos habituales en el ambito familiar,17107,17120,13,7.599228386040802e-4,TRUE
2023,2.2.-otros contra la libertad,141767,141993,226,0.00159416507367723,TRUE
2023,3. libertad sexual,21744,21825,81,0.0037251655629139,TRUE
2023,3.1.-agresion sexual,12692,12727,35,0.0027576426095178,TRUE
2023,3.2.-agresion sexual con penetracion,4859,4890,31,0.00637991356246141,TRUE
2023,3.3.-corrupcion de menores o incapacitados,386,389,3,0.0077720207253886,TRUE
2023,3.4.-pornografia de menores,903,909,6,0.00664451827242524,TRUE
2023,3.5.-otros contra la libertad sexual,2904,2910,6,0.00206611570247933,TRUE
2023,4. relaciones familiares,7554,7611,57,0.00754567116759332,TRUE
2023,5. patrimonio,1837864,1846821,8957,0.00487359238768483,TRUE
2023,5.1.-hurtos,663105,665622,2517,0.00379577894903522,TRUE
2023,5.2.-robos con fuerza en las cosas,272310,272638,328,0.00120450956630311,TRUE
2023,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,104741,104988,247,0.00235819784038724,TRUE
2023,5.2.2.-robos con fuerza en viviendas,84708,84721,13,1.534683855125844e-4,TRUE
2023,5.2.3.-robos con fuerza en establecimientos,35066,35072,6,1.7110591456111332e-4,TRUE
2023,5.3.-robos con violencia o intimidacion,64516,64711,195,0.00302250604501209,TRUE
2023,5.3.1.-robos con violencia en via publica,44266,44406,140,0.00316269823340713,TRUE
2023,5.3.2.-robos con violencia en viviendas,3838,3844,6,0.00156331422615945,TRUE
2023,5.3.3.-robos con violencia en establecimientos,8228,8238,10,0.00121536217792902,TRUE
2023,5.4.-sustraccion de vehiculos,32739,32839,100,0.00305446104034943,TRUE
2023,5.5.-estafas,527836,533379,5543,0.01050136784910464,FALSE
2023,5.5.1.-estafas informaticas,423055,427448,4393,0.01038399262507239,FALSE
2023,5.6.-danos,209267,209299,32,1.529146974917211e-4,TRUE
2023,5.7.-contra la propiedad intelectual/industrial,1450,1451,1,6.89655172413793e-4,TRUE
2023,5.8.-blanqueo de capitales,501,516,15,0.02994011976047904,TRUE
2023,5.9.-otros contra el patrimonio,66140,66366,226,0.00341699425461143,TRUE
2023,6. seguridad colectiva,77079,77130,51,6.616588175767719e-4,TRUE
2023,6.1.-trafico de drogas,20986,21033,47,0.00223958829695987,TRUE
2023,6.2.-contra la seguridad vial,53516,53517,1,1.868600044846401e-5,TRUE
2023,6.3.-otros contra la seguridad colectiva,2577,2580,3,0.00116414435389988,TRUE
2023,7. falsedades,40745,40889,144,0.00353417597251196,TRUE
2023,8. admon. publica,505,506,1,0.00198019801980198,TRUE
2023,9. admon. justicia,41883,41910,27,6.44652961822219e-4,TRUE
2023,total infracciones penales,2454972,2464759,9787,0.00398660351319689,TRUE
