unit,na_item,geo,n
PC_EU27_2020_HAB_MEUR_CP,P3_S13,MT,14
PC_EU27_2020_HAB_MEUR_CP,P3_S13,NL,14
PC_EU27_2020_HAB_MEUR_CP,P3_S13,NO,14
PC_EU27_2020_HAB_MEUR_CP,P3_S13,PL,14
PC_EU27_2020_HAB_MEUR_CP,P3_S13,PT,14
PC_EU27_2020_HAB_MEUR_CP,P3_S13,RO,14
PC_EU27_2020_HAB_MEUR_CP,P3_S13,RS,14
PC_EU27_2020_HAB_MEUR_CP,P3_S13,SE,14
PC_EU27_2020_HAB_MEUR_CP,P3_S13,SI,14
PC_EU27_2020_HAB_MEUR_CP,P3_S13,SK,14
PC_EU27_2020_HAB_MEUR_CP,P3_S13,TR,14
PC_EU27_2020_HAB_MPPS_CP,B1GQ,AT,14
PC_EU27_2020_HAB_MPPS_CP,B1GQ,BE,14
PC_EU27_2020_HAB_MPPS_CP,B1GQ,BG,14
PC_EU27_2020_HAB_MPPS_CP,B1GQ,CY,14
PC_EU27_2020_HAB_MPPS_CP,B1GQ,CZ,14
PC_EU27_2020_HAB_MPPS_CP,B1GQ,DE,14
PC_EU27_2020_HAB_MPPS_CP,B1GQ,DK,14
PC_EU27_2020_HAB_MPPS_CP,B1GQ,EA,14
PC_EU27_2020_HAB_MPPS_CP,B1GQ,EA12,14
PC_EU27_2020_HAB_MPPS_CP,B1GQ,EA19,14
PC_EU27_2020_HAB_MPPS_CP,B1GQ,EA20,14
PC_EU27_2020_HAB_MPPS_CP,B1GQ,EE,14
PC_EU27_2020_HAB_MPPS_CP,B1GQ,EL,14
PC_EU27_2020_HAB_MPPS_CP,B1GQ,ES,14
PC_EU27_2020_HAB_MPPS_CP,B1GQ,EU27_2020,14
PC_EU27_2020_HAB_MPPS_CP,B1GQ,FI,14
PC_EU27_2020_HAB_MPPS_CP,B1GQ,FR,14
PC_EU27_2020_HAB_MPPS_CP,B1GQ,HR,14
PC_EU27_2020_HAB_MPPS_CP,B1GQ,HU,14
PC_EU27_2020_HAB_MPPS_CP,B1GQ,IE,14
PC_EU27_2020_HAB_MPPS_CP,B1GQ,IS,14
PC_EU27_2020_HAB_MPPS_CP,B1GQ,IT,14
PC_EU27_2020_HAB_MPPS_CP,B1GQ,LT,14
PC_EU27_2020_HAB_MPPS_CP,B1GQ,LU,14
PC_EU27_2020_HAB_MPPS_CP,B1GQ,LV,14
PC_EU27_2020_HAB_MPPS_CP,B1GQ,ME,14
PC_EU27_2020_HAB_MPPS_CP,B1GQ,MK,14
PC_EU27_2020_HAB_MPPS_CP,B1GQ,MT,14
PC_EU27_2020_HAB_MPPS_CP,B1GQ,NL,14
PC_EU27_2020_HAB_MPPS_CP,B1GQ,NO,14
PC_EU27_2020_HAB_MPPS_CP,B1GQ,PL,14
PC_EU27_2020_HAB_MPPS_CP,B1GQ,PT,14
PC_EU27_2020_HAB_MPPS_CP,B1GQ,RO,14
PC_EU27_2020_HAB_MPPS_CP,B1GQ,RS,14
PC_EU27_2020_HAB_MPPS_CP,B1GQ,SE,14
PC_EU27_2020_HAB_MPPS_CP,B1GQ,SI,14
PC_EU27_2020_HAB_MPPS_CP,B1GQ,SK,14
PC_EU27_2020_HAB_MPPS_CP,B1GQ,TR,14
PC_EU27_2020_HAB_MPPS_CP,P3,AT,14
PC_EU27_2020_HAB_MPPS_CP,P3,BE,14
PC_EU27_2020_HAB_MPPS_CP,P3,BG,14
PC_EU27_2020_HAB_MPPS_CP,P3,CY,14
PC_EU27_2020_HAB_MPPS_CP,P3,CZ,14
PC_EU27_2020_HAB_MPPS_CP,P3,DE,14
PC_EU27_2020_HAB_MPPS_CP,P3,DK,14
PC_EU27_2020_HAB_MPPS_CP,P3,EA,14
PC_EU27_2020_HAB_MPPS_CP,P3,EA12,14
PC_EU27_2020_HAB_MPPS_CP,P3,EA19,14
PC_EU27_2020_HAB_MPPS_CP,P3,EA20,14
PC_EU27_2020_HAB_MPPS_CP,P3,EE,14
PC_EU27_2020_HAB_MPPS_CP,P3,EL,14
PC_EU27_2020_HAB_MPPS_CP,P3,ES,14
PC_EU27_2020_HAB_MPPS_CP,P3,EU27_2020,14
PC_EU27_2020_HAB_MPPS_CP,P3,FI,14
PC_EU27_2020_HAB_MPPS_CP,P3,FR,14
PC_EU27_2020_HAB_MPPS_CP,P3,HR,14
PC_EU27_2020_HAB_MPPS_CP,P3,HU,14
PC_EU27_2020_HAB_MPPS_CP,P3,IE,14
PC_EU27_2020_HAB_MPPS_CP,P3,IS,14
PC_EU27_2020_HAB_MPPS_CP,P3,IT,14
PC_EU27_2020_HAB_MPPS_CP,P3,LT,14
PC_EU27_2020_HAB_MPPS_CP,P3,LU,14
PC_EU27_2020_HAB_MPPS_CP,P3,LV,14
PC_EU27_2020_HAB_MPPS_CP,P3,ME,14
PC_EU27_2020_HAB_MPPS_CP,P3,MK,14
PC_EU27_2020_HAB_MPPS_CP,P3,MT,14
PC_EU27_2020_HAB_MPPS_CP,P3,NL,14
PC_EU27_2020_HAB_MPPS_CP,P3,NO,14
PC_EU27_2020_HAB_MPPS_CP,P3,PL,14
PC_EU27_2020_HAB_MPPS_CP,P3,PT,14
PC_EU27_2020_HAB_MPPS_CP,P3,RO,14
PC_EU27_2020_HAB_MPPS_CP,P3,RS,14
PC_EU27_2020_HAB_MPPS_CP,P3,SE,14
PC_EU27_2020_HAB_MPPS_CP,P3,SI,14
PC_EU27_2020_HAB_MPPS_CP,P3,SK,14
PC_EU27_2020_HAB_MPPS_CP,P3,TR,14
PC_EU27_2020_HAB_MPPS_CP,P31_S13,AT,14
PC_EU27_2020_HAB_MPPS_CP,P31_S13,BE,14
PC_EU27_2020_HAB_MPPS_CP,P31_S13,BG,14
PC_EU27_2020_HAB_MPPS_CP,P31_S13,CY,14
PC_EU27_2020_HAB_MPPS_CP,P31_S13,CZ,14
PC_EU27_2020_HAB_MPPS_CP,P31_S13,DE,14
PC_EU27_2020_HAB_MPPS_CP,P31_S13,DK,14
PC_EU27_2020_HAB_MPPS_CP,P31_S13,EA,14
PC_EU27_2020_HAB_MPPS_CP,P31_S13,EA12,14
PC_EU27_2020_HAB_MPPS_CP,P31_S13,EA19,14
PC_EU27_2020_HAB_MPPS_CP,P31_S13,EA20,14
PC_EU27_2020_HAB_MPPS_CP,P31_S13,EE,14
PC_EU27_2020_HAB_MPPS_CP,P31_S13,EL,14
PC_EU27_2020_HAB_MPPS_CP,P31_S13,ES,14
PC_EU27_2020_HAB_MPPS_CP,P31_S13,EU27_2020,14
PC_EU27_2020_HAB_MPPS_CP,P31_S13,FI,14
PC_EU27_2020_HAB_MPPS_CP,P31_S13,FR,14
PC_EU27_2020_HAB_MPPS_CP,P31_S13,HR,14
PC_EU27_2020_HAB_MPPS_CP,P31_S13,HU,14
PC_EU27_2020_HAB_MPPS_CP,P31_S13,IE,14
PC_EU27_2020_HAB_MPPS_CP,P31_S13,IS,14
PC_EU27_2020_HAB_MPPS_CP,P31_S13,IT,14
PC_EU27_2020_HAB_MPPS_CP,P31_S13,LT,14
PC_EU27_2020_HAB_MPPS_CP,P31_S13,LU,14
PC_EU27_2020_HAB_MPPS_CP,P31_S13,LV,14
PC_EU27_2020_HAB_MPPS_CP,P31_S13,ME,14
PC_EU27_2020_HAB_MPPS_CP,P31_S13,MK,14
PC_EU27_2020_HAB_MPPS_CP,P31_S13,MT,14
PC_EU27_2020_HAB_MPPS_CP,P31_S13,NL,14
PC_EU27_2020_HAB_MPPS_CP,P31_S13,NO,14
PC_EU27_2020_HAB_MPPS_CP,P31_S13,PL,14
PC_EU27_2020_HAB_MPPS_CP,P31_S13,PT,14
PC_EU27_2020_HAB_MPPS_CP,P31_S13,RO,14
PC_EU27_2020_HAB_MPPS_CP,P31_S13,RS,14
PC_EU27_2020_HAB_MPPS_CP,P31_S13,SE,14
PC_EU27_2020_HAB_MPPS_CP,P31_S13,SI,14
PC_EU27_2020_HAB_MPPS_CP,P31_S13,SK,14
PC_EU27_2020_HAB_MPPS_CP,P31_S13,TR,14
PC_EU27_2020_HAB_MPPS_CP,P32_S13,AT,14
PC_EU27_2020_HAB_MPPS_CP,P32_S13,BE,14
PC_EU27_2020_HAB_MPPS_CP,P32_S13,BG,14
PC_EU27_2020_HAB_MPPS_CP,P32_S13,CY,14
PC_EU27_2020_HAB_MPPS_CP,P32_S13,CZ,14
PC_EU27_2020_HAB_MPPS_CP,P32_S13,DE,14
PC_EU27_2020_HAB_MPPS_CP,P32_S13,DK,14
PC_EU27_2020_HAB_MPPS_CP,P32_S13,EA,14
PC_EU27_2020_HAB_MPPS_CP,P32_S13,EA12,14
PC_EU27_2020_HAB_MPPS_CP,P32_S13,EA19,14
PC_EU27_2020_HAB_MPPS_CP,P32_S13,EA20,14
PC_EU27_2020_HAB_MPPS_CP,P32_S13,EE,14
PC_EU27_2020_HAB_MPPS_CP,P32_S13,EL,14
PC_EU27_2020_HAB_MPPS_CP,P32_S13,ES,14
PC_EU27_2020_HAB_MPPS_CP,P32_S13,EU27_2020,14
PC_EU27_2020_HAB_MPPS_CP,P32_S13,FI,14
PC_EU27_2020_HAB_MPPS_CP,P32_S13,FR,14
PC_EU27_2020_HAB_MPPS_CP,P32_S13,HR,14
PC_EU27_2020_HAB_MPPS_CP,P32_S13,HU,14
PC_EU27_2020_HAB_MPPS_CP,P32_S13,IE,14
PC_EU27_2020_HAB_MPPS_CP,P32_S13,IS,14
PC_EU27_2020_HAB_MPPS_CP,P32_S13,IT,14
PC_EU27_2020_HAB_MPPS_CP,P32_S13,LT,14
PC_EU27_2020_HAB_MPPS_CP,P32_S13,LU,14
PC_EU27_2020_HAB_MPPS_CP,P32_S13,LV,14
PC_EU27_2020_HAB_MPPS_CP,P32_S13,ME,14
PC_EU27_2020_HAB_MPPS_CP,P32_S13,MK,14
PC_EU27_2020_HAB_MPPS_CP,P32_S13,MT,14
PC_EU27_2020_HAB_MPPS_CP,P32_S13,NL,14
PC_EU27_2020_HAB_MPPS_CP,P32_S13,NO,14
PC_EU27_2020_HAB_MPPS_CP,P32_S13,PL,14
PC_EU27_2020_HAB_MPPS_CP,P32_S13,PT,14
PC_EU27_2020_HAB_MPPS_CP,P32_S13,RO,14
PC_EU27_2020_HAB_MPPS_CP,P32_S13,RS,14
PC_EU27_2020_HAB_MPPS_CP,P32_S13,SE,14
PC_EU27_2020_HAB_MPPS_CP,P32_S13,SI,14
PC_EU27_2020_HAB_MPPS_CP,P32_S13,SK,14
PC_EU27_2020_HAB_MPPS_CP,P32_S13,TR,14
PC_EU27_2020_HAB_MPPS_CP,P3_S13,AT,14
PC_EU27_2020_HAB_MPPS_CP,P3_S13,BE,14
PC_EU27_2020_HAB_MPPS_CP,P3_S13,BG,14
PC_EU27_2020_HAB_MPPS_CP,P3_S13,CY,14
PC_EU27_2020_HAB_MPPS_CP,P3_S13,CZ,14
PC_EU27_2020_HAB_MPPS_CP,P3_S13,DE,14
PC_EU27_2020_HAB_MPPS_CP,P3_S13,DK,14
PC_EU27_2020_HAB_MPPS_CP,P3_S13,EA,14
PC_EU27_2020_HAB_MPPS_CP,P3_S13,EA12,14
PC_EU27_2020_HAB_MPPS_CP,P3_S13,EA19,14
PC_EU27_2020_HAB_MPPS_CP,P3_S13,EA20,14
PC_EU27_2020_HAB_MPPS_CP,P3_S13,EE,14
PC_EU27_2020_HAB_MPPS_CP,P3_S13,EL,14
PC_EU27_2020_HAB_MPPS_CP,P3_S13,ES,14
PC_EU27_2020_HAB_MPPS_CP,P3_S13,EU27_2020,14
PC_EU27_2020_HAB_MPPS_CP,P3_S13,FI,14
PC_EU27_2020_HAB_MPPS_CP,P3_S13,FR,14
PC_EU27_2020_HAB_MPPS_CP,P3_S13,HR,14
PC_EU27_2020_HAB_MPPS_CP,P3_S13,HU,14
PC_EU27_2020_HAB_MPPS_CP,P3_S13,IE,14
PC_EU27_2020_HAB_MPPS_CP,P3_S13,IS,14
PC_EU27_2020_HAB_MPPS_CP,P3_S13,IT,14
PC_EU27_2020_HAB_MPPS_CP,P3_S13,LT,14
PC_EU27_2020_HAB_MPPS_CP,P3_S13,LU,14
PC_EU27_2020_HAB_MPPS_CP,P3_S13,LV,14
PC_EU27_2020_HAB_MPPS_CP,P3_S13,ME,14
PC_EU27_2020_HAB_MPPS_CP,P3_S13,MK,14
PC_EU27_2020_HAB_MPPS_CP,P3_S13,MT,14
PC_EU27_2020_HAB_MPPS_CP,P3_S13,NL,14
PC_EU27_2020_HAB_MPPS_CP,P3_S13,NO,14
PC_EU27_2020_HAB_MPPS_CP,P3_S13,PL,14
PC_EU27_2020_HAB_MPPS_CP,P3_S13,PT,14
PC_EU27_2020_HAB_MPPS_CP,P3_S13,RO,14
PC_EU27_2020_HAB_MPPS_CP,P3_S13,RS,14
PC_EU27_2020_HAB_MPPS_CP,P3_S13,SE,14
PC_EU27_2020_HAB_MPPS_CP,P3_S13,SI,14
PC_EU27_2020_HAB_MPPS_CP,P3_S13,SK,14
PC_EU27_2020_HAB_MPPS_CP,P3_S13,TR,14
CLV20_EUR_HAB,B1GQ,AL,13
CLV20_EUR_HAB,P3,AL,13
CLV20_EUR_HAB,P31_S13,AL,13
CLV20_EUR_HAB,P32_S13,AL,13
CLV20_EUR_HAB,P3_S13,AL,13
CP_EUR_HAB,B1GQ,AL,13
CP_EUR_HAB,P3,AL,13
CP_EUR_HAB,P31_S13,AL,13
CP_EUR_HAB,P32_S13,AL,13
CP_EUR_HAB,P3_S13,AL,13
CP_NAC_HAB,B1GQ,AL,13
CP_NAC_HAB,P3,AL,13
CP_NAC_HAB,P31_S13,AL,13
CP_NAC_HAB,P32_S13,AL,13
CP_NAC_HAB,P3_S13,AL,13
PC_EU27_2020_HAB_MEUR_CP,B1GQ,AL,13
PC_EU27_2020_HAB_MEUR_CP,P3,AL,13
PC_EU27_2020_HAB_MEUR_CP,P31_S13,AL,13
PC_EU27_2020_HAB_MEUR_CP,P32_S13,AL,13
PC_EU27_2020_HAB_MEUR_CP,P3_S13,AL,13
PC_EU27_2020_HAB_MPPS_CP,B1GQ,AL,13
PC_EU27_2020_HAB_MPPS_CP,P3,AL,13
PC_EU27_2020_HAB_MPPS_CP,P31_S13,AL,13
PC_EU27_2020_HAB_MPPS_CP,P32_S13,AL,13
PC_EU27_2020_HAB_MPPS_CP,P3_S13,AL,13
PC_EU27_2020_HAB_MEUR_CP,B1GQ,XK,12
PC_EU27_2020_HAB_MEUR_CP,P3,XK,12
PC_EU27_2020_HAB_MEUR_CP,P31_S13,XK,12
PC_EU27_2020_HAB_MEUR_CP,P32_S13,XK,12
PC_EU27_2020_HAB_MEUR_CP,P3_S13,XK,12
CP_EUR_HAB,B1GQ,LI,11
CP_NAC_HAB,B1GQ,LI,11
PC_EU27_2020_HAB_MEUR_CP,B1GQ,LI,11
CP_EUR_HAB,B1GQ,UK,10
CP_EUR_HAB,P3,UK,10
CP_EUR_HAB,P31_S13,UK,10
CP_EUR_HAB,P32_S13,UK,10
CP_EUR_HAB,P3_S13,UK,10
CP_NAC_HAB,B1GQ,UK,10
CP_NAC_HAB,P3,UK,10
CP_NAC_HAB,P31_S13,UK,10
CP_NAC_HAB,P32_S13,UK,10
CP_NAC_HAB,P3_S13,UK,10
PC_EU27_2020_HAB_MEUR_CP,B1GQ,UK,10
PC_EU27_2020_HAB_MEUR_CP,P3,UK,10
PC_EU27_2020_HAB_MEUR_CP,P31_S13,UK,10
PC_EU27_2020_HAB_MEUR_CP,P32_S13,UK,10
PC_EU27_2020_HAB_MEUR_CP,P3_S13,UK,10
PC_EU27_2020_HAB_MPPS_CP,B1GQ,UK,10
PC_EU27_2020_HAB_MPPS_CP,P3,UK,10
PC_EU27_2020_HAB_MPPS_CP,P31_S13,UK,10
PC_EU27_2020_HAB_MPPS_CP,P32_S13,UK,10
PC_EU27_2020_HAB_MPPS_CP,P3_S13,UK,10
PC_EU27_2020_HAB_MEUR_CP,B1GQ,BA,2
PC_EU27_2020_HAB_MEUR_CP,P3,BA,2
PC_EU27_2020_HAB_MEUR_CP,P31_S13,BA,2
PC_EU27_2020_HAB_MEUR_CP,P32_S13,BA,2
PC_EU27_2020_HAB_MEUR_CP,P3_S13,BA,2
PC_EU27_2020_HAB_MPPS_CP,B1GQ,BA,2
PC_EU27_2020_HAB_MPPS_CP,P3,BA,2
PC_EU27_2020_HAB_MPPS_CP,P31_S13,BA,2
PC_EU27_2020_HAB_MPPS_CP,P32_S13,BA,2
PC_EU27_2020_HAB_MPPS_CP,P3_S13,BA,2
