x,y,pearson_r,pearson_p,n,spearman_r,spearman_p,kendall_r,kendall_p
d_pct_extranjeros,d_share_extranjeros,0.9176194720677108,6.864272872698031e-5,11,0.9,1.5997142806871369e-4,0.7454545454545455,0.00141366843766858
d_pct_extranjeros,d_tasa_hc_100k,0.8085724530417305,0.00258792857723819,11,0.890909090909091,2.3345817037873244e-4,0.7090909090909091,0.00239623396967502
d_pct_extranjeros,d_tasa_he_100k,0.7566145744823302,0.00703271616517456,11,0.7454545454545454,0.00845472888506159,0.6,0.01019787677624024
