ano,tipo,total,total_row,delta,rel,usar_row
2017,9. admon. justicia,27329,27356,-27,9.869864015206902e-4,TRUE
2017,total infracciones penales,653323,654821,-1498,0.00228764807481739,TRUE
2018,1. contra las personas,153398,153525,-127,8.272268360201921e-4,TRUE
2018,1.1.-homicidios dolosos/asesinatos,1007,1008,-1,9.92063492063492e-4,TRUE
2018,1.1.1.-homicidios dolosos/asesinatos consumados,226,227,-1,0.00440528634361233,TRUE
2018,1.2.-lesiones,78206,78214,-8,1.0228347866110928e-4,TRUE
2018,1.3.-malos tratos ambito familiar,71297,71414,-117,0.00163833422018091,TRUE
2018,1.4.-otros contra las personas,2888,2889,-1,3.4614053305642093e-4,TRUE
2018,10. orden publico,18779,18781,-2,1.0649060220435548e-4,TRUE
2018,11. legislacion especial,193,193,0,0,TRUE
2018,12. otras infracciones penales,6766,6776,-10,0.00147579693034238,TRUE
2018,2. contra la libertad,92904,92985,-81,8.711082432650428e-4,TRUE
2018,2.1.-malos tratos habituales en el ambito familiar,11337,11347,-10,8.812902088657794e-4,TRUE
2018,2.2.-otros contra la libertad,81567,81638,-71,8.696930351062005e-4,TRUE
2018,3. libertad sexual,10649,10674,-25,0.0023421397789020002,TRUE
2018,3.1.-agresion sexual,6211,6224,-13,0.00208868894601542,TRUE
2018,3.2.-agresion sexual con penetracion,2311,2318,-7,0.00301984469370146,TRUE
2018,3.3.-corrupcion de menores o incapacitados,206,206,0,0,TRUE
2018,3.4.-pornografia de menores,664,668,-4,0.0059880239520958,TRUE
2018,3.5.-otros contra la libertad sexual,1257,1258,-1,7.94912559618442e-4,TRUE
2018,4. relaciones familiares,7029,7089,-60,0.00846381718154887,TRUE
2018,5. patrimonio,280567,281008,-441,0.00156935033878039,TRUE
2018,5.1.-hurtos,109897,109908,-11,1.0008370637260254e-4,TRUE
2018,5.2.-robos con fuerza en las cosas,40362,40365,-3,7.432181345224824e-5,TRUE
2018,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,8272,8272,0,0,TRUE
2018,5.2.2.-robos con fuerza en viviendas,12028,12028,0,0,TRUE
2018,5.2.3.-robos con fuerza en establecimientos,7004,7005,-1,1.4275517487508923e-4,TRUE
2018,5.3.-robos con violencia o intimidacion,16039,16043,-4,2.4932992582434705e-4,TRUE
2018,5.3.1.-robos con violencia en via publica,5993,5996,-3,5.003335557038026e-4,TRUE
2018,5.3.2.-robos con violencia en viviendas,1153,1154,-1,8.665511265164644e-4,TRUE
2018,5.3.3.-robos con violencia en establecimientos,2954,2954,0,0,TRUE
2018,5.4.-sustraccion de vehiculos,10918,10988,-70,0.00637058609392064,TRUE
2018,5.5.-estafas,45780,46091,-311,0.00674752120804495,FALSE
2018,5.5.1.-estafas informaticas,15377,15542,-165,0.01061639428644962,FALSE
2018,5.6.-danos,26845,26845,0,0,TRUE
2018,5.7.-contra la propiedad intelectual/industrial,2020,2020,0,0,TRUE
2018,5.8.-blanqueo de capitales,251,257,-6,0.02334630350194552,TRUE
2018,5.9.-otros contra el patrimonio,28455,28491,-36,0.00126355691270927,TRUE
2018,6. seguridad colectiva,59213,59223,-10,1.6885331712341488e-4,TRUE
2018,6.1.-trafico de drogas,13130,13140,-10,7.6103500761035e-4,TRUE
2018,6.2.-contra la seguridad vial,44382,44382,0,0,TRUE
2018,6.3.-otros contra la seguridad colectiva,1701,1701,0,0,TRUE
2018,7. falsedades,13744,14042,-298,0.02122204814129041,FALSE
2018,8. admon. publica,446,447,-1,0.00223713646532438,TRUE
2018,9. admon. justicia,28824,28851,-27,9.358427784132266e-4,TRUE
2018,total infracciones penales,672512,673594,-1082,0.00160630884479374,TRUE
2019,1. contra las personas,159753,159909,-156,9.755548468191284e-4,TRUE
2019,1.1.-homicidios dolosos/asesinatos,1088,1090,-2,0.0018348623853211,TRUE
2019,1.1.1.-homicidios dolosos/asesinatos consumados,253,254,-1,0.00393700787401574,TRUE
2019,1.2.-lesiones,79521,79537,-16,2.0116423802758464e-4,TRUE
2019,1.3.-malos tratos ambito familiar,76022,76160,-138,0.00181197478991596,TRUE
2019,1.4.-otros contra las personas,3122,3122,0,0,TRUE
2019,10. orden publico,20346,20350,-4,1.9656019656019656e-4,TRUE
2019,11. legislacion especial,257,259,-2,0.00772200772200772,TRUE
2019,12. otras infracciones penales,7044,7058,-14,0.00198356474922074,TRUE
2019,2. contra la libertad,96152,96246,-94,9.76663965255699e-4,TRUE
2019,2.1.-malos tratos habituales en el ambito familiar,11850,11860,-10,8.431703204047217e-4,TRUE
2019,2.2.-otros contra la libertad,84302,84386,-84,9.954257815277417e-4,TRUE
2019,3. libertad sexual,11839,11887,-48,0.00403802473290148,TRUE
2019,3.1.-agresion sexual,7003,7022,-19,0.00270578182853887,TRUE
2019,3.2.-agresion sexual con penetracion,2536,2554,-18,0.00704776820673453,TRUE
2019,3.3.-corrupcion de menores o incapacitados,276,276,0,0,TRUE
2019,3.4.-pornografia de menores,612,620,-8,0.01290322580645161,TRUE
2019,3.5.-otros contra la libertad sexual,1412,1415,-3,0.00212014134275618,TRUE
2019,4. relaciones familiares,6781,6846,-65,0.00949459538416593,TRUE
2019,5. patrimonio,290663,291270,-607,0.00208397706595255,TRUE
2019,5.1.-hurtos,111307,111318,-11,9.881600459943585e-5,TRUE
2019,5.2.-robos con fuerza en las cosas,39702,39704,-2,5.0372758412250656e-5,TRUE
2019,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,8566,8567,-1,1.167269756040621e-4,TRUE
2019,5.2.2.-robos con fuerza en viviendas,10774,10775,-1,9.280742459396752e-5,TRUE
2019,5.2.3.-robos con fuerza en establecimientos,7461,7461,0,0,TRUE
2019,5.3.-robos con violencia o intimidacion,18195,18196,-1,5.495713343591998e-5,TRUE
2019,5.3.1.-robos con violencia en via publica,6927,6927,0,0,TRUE
2019,5.3.2.-robos con violencia en viviendas,1181,1181,0,0,TRUE
2019,5.3.3.-robos con violencia en establecimientos,3129,3129,0,0,TRUE
2019,5.4.-sustraccion de vehiculos,10896,10981,-85,0.00774064292869501,TRUE
2019,5.5.-estafas,49378,49856,-478,0.00958761232349165,FALSE
2019,5.5.1.-estafas informaticas,18428,18712,-284,0.01517742625053441,FALSE
2019,5.6.-danos,28308,28309,-1,3.532445512027977e-5,TRUE
2019,5.7.-contra la propiedad intelectual/industrial,1573,1573,0,0,TRUE
2019,5.8.-blanqueo de capitales,257,265,-8,0.03018867924528302,TRUE
2019,5.9.-otros contra el patrimonio,31047,31068,-21,6.759366550791811e-4,TRUE
2019,6. seguridad colectiva,63279,63291,-12,1.8960041712091767e-4,TRUE
2019,6.1.-trafico de drogas,15179,15191,-12,7.899414126785597e-4,TRUE
2019,6.2.-contra la seguridad vial,46622,46622,0,0,TRUE
2019,6.3.-otros contra la seguridad colectiva,1478,1478,0,0,TRUE
2019,7. falsedades,14470,14629,-159,0.01086882220247453,FALSE
2019,8. admon. publica,327,327,0,0,TRUE
2019,9. admon. justicia,30441,30472,-31,0.00101732738251509,TRUE
2019,total infracciones penales,701352,702544,-1192,0.00169669088341797,TRUE
2020,1. contra las personas,141773,141869,-96,6.766805997081815e-4,TRUE
2020,1.1.-homicidios dolosos/asesinatos,1101,1101,0,0,TRUE
2020,1.1.1.-homicidios dolosos/asesinatos consumados,279,279,0,0,TRUE
2020,1.2.-lesiones,64404,64416,-12,1.8628912071535025e-4,TRUE
2020,1.3.-malos tratos ambito familiar,73615,73699,-84,0.00113977123163136,TRUE
2020,1.4.-otros contra las personas,2653,2653,0,0,TRUE
2020,10. orden publico,28034,28039,-5,1.7832305003744785e-4,TRUE
2020,11. legislacion especial,270,270,0,0,TRUE
2020,12. otras infracciones penales,6677,6686,-9,0.00134609632067005,TRUE
2020,2. contra la libertad,94250,94335,-85,9.01044151163407e-4,TRUE
2020,2.1.-malos tratos habituales en el ambito familiar,11313,11329,-16,0.00141230470474004,TRUE
2020,2.2.-otros contra la libertad,82937,83006,-69,8.312652097438739e-4,TRUE
2020,3. libertad sexual,10272,10293,-21,0.00204022150976391,TRUE
2020,3.1.-agresion sexual,5953,5964,-11,0.00184439973172367,TRUE
2020,3.2.-agresion sexual con penetracion,2357,2364,-7,0.00296108291032148,TRUE
2020,3.3.-corrupcion de menores o incapacitados,242,242,0,0,TRUE
2020,3.4.-pornografia de menores,449,450,-1,0.00222222222222222,TRUE
2020,3.5.-otros contra la libertad sexual,1271,1273,-2,0.00157109190887666,TRUE
2020,4. relaciones familiares,6358,6397,-39,0.00609660778489917,TRUE
2020,5. patrimonio,232761,233211,-450,0.00192958308141554,TRUE
2020,5.1.-hurtos,77253,77262,-9,1.164867593383552e-4,TRUE
2020,5.2.-robos con fuerza en las cosas,31281,31282,-1,3.196726552010741e-5,TRUE
2020,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,6103,6103,0,0,TRUE
2020,5.2.2.-robos con fuerza en viviendas,10753,10753,0,0,TRUE
2020,5.2.3.-robos con fuerza en establecimientos,7569,7570,-1,1.321003963011889e-4,TRUE
2020,5.3.-robos con violencia o intimidacion,14568,14569,-1,6.863889079552475e-5,TRUE
2020,5.3.1.-robos con violencia en via publica,7997,7998,-1,1.2503125781445363e-4,TRUE
2020,5.3.2.-robos con violencia en viviendas,1351,1351,0,0,TRUE
2020,5.3.3.-robos con violencia en establecimientos,3558,3558,0,0,TRUE
2020,5.4.-sustraccion de vehiculos,8084,8159,-75,0.00919230297830616,TRUE
2020,5.5.-estafas,46261,46601,-340,0.00729598077294478,FALSE
2020,5.5.1.-estafas informaticas,25330,25596,-266,0.01039224878887326,FALSE
2020,5.6.-danos,25707,25708,-1,3.8898397386027695e-5,TRUE
2020,5.7.-contra la propiedad intelectual/industrial,791,792,-1,0.00126262626262626,TRUE
2020,5.8.-blanqueo de capitales,284,287,-3,0.01045296167247386,TRUE
2020,5.9.-otros contra el patrimonio,28532,28551,-19,6.654758152078737e-4,TRUE
2020,6. seguridad colectiva,54139,54163,-24,4.431069180067574e-4,TRUE
2020,6.1.-trafico de drogas,14695,14717,-22,0.00149486987837195,TRUE
2020,6.2.-contra la seguridad vial,38210,38210,0,0,TRUE
2020,6.3.-otros contra la seguridad colectiva,1234,1236,-2,0.00161812297734627,TRUE
2020,7. falsedades,11441,11492,-51,0.0044378698224852,TRUE
2020,8. admon. publica,228,231,-3,0.01298701298701298,TRUE
2020,9. admon. justicia,29661,29679,-18,6.064894369756394e-4,TRUE
2020,total infracciones penales,615864,616665,-801,0.00129892242952007,TRUE
2021,1. contra las personas,159444,159540,-96,6.017299736743137e-4,TRUE
2021,1.1.-homicidios dolosos/asesinatos,1165,1165,0,0,TRUE
2021,1.1.1.-homicidios dolosos/asesinatos consumados,261,261,0,0,TRUE
2021,1.2.-lesiones,74806,74813,-7,9.356662612112868e-5,TRUE
2021,1.3.-malos tratos ambito familiar,80338,80426,-88,0.00109417352597418,TRUE
2021,1.4.-otros contra las personas,3135,3136,-1,3.1887755102040814e-4,TRUE
2021,10. orden publico,25510,25517,-7,2.7432691930869615e-4,TRUE
2021,11. legislacion especial,288,289,-1,0.00346020761245674,TRUE
2021,12. otras infracciones penales,7112,7117,-5,7.02543206407194e-4,TRUE
2021,2. contra la libertad,104338,104418,-80,7.661514298301059e-4,TRUE
2021,2.1.-malos tratos habituales en el ambito familiar,12604,12617,-13,0.00103035586906554,TRUE
2021,2.2.-otros contra la libertad,91734,91801,-67,7.298395442315443e-4,TRUE
2021,3. libertad sexual,13222,13253,-31,0.00233909303553912,TRUE
2021,3.1.-agresion sexual,8030,8052,-22,0.00273224043715847,TRUE
2021,3.2.-agresion sexual con penetracion,3120,3128,-8,0.00255754475703324,TRUE
2021,3.3.-corrupcion de menores o incapacitados,238,239,-1,0.00418410041841004,TRUE
2021,3.4.-pornografia de menores,502,502,0,0,TRUE
2021,3.5.-otros contra la libertad sexual,1332,1332,0,0,TRUE
2021,4. relaciones familiares,6896,6970,-74,0.01061692969870875,TRUE
2021,5. patrimonio,259692,260085,-393,0.00151104446623219,TRUE
2021,5.1.-hurtos,89791,89799,-8,8.908785175781468e-5,TRUE
2021,5.2.-robos con fuerza en las cosas,31197,31201,-4,1.2820101919810262e-4,TRUE
2021,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,7740,7742,-2,2.583311805734952e-4,TRUE
2021,5.2.2.-robos con fuerza en viviendas,10004,10004,0,0,TRUE
2021,5.2.3.-robos con fuerza en establecimientos,7145,7145,0,0,TRUE
2021,5.3.-robos con violencia o intimidacion,16037,16037,0,0,TRUE
2021,5.3.1.-robos con violencia en via publica,8999,8999,0,0,TRUE
2021,5.3.2.-robos con violencia en viviendas,1479,1479,0,0,TRUE
2021,5.3.3.-robos con violencia en establecimientos,3644,3644,0,0,TRUE
2021,5.4.-sustraccion de vehiculos,7839,7893,-54,0.00684150513112884,TRUE
2021,5.5.-estafas,53454,53765,-311,0.0057844322514647,FALSE
2021,5.5.1.-estafas informaticas,31850,32085,-235,0.00732429484182639,FALSE
2021,5.6.-danos,29941,29943,-2,6.679357445813713e-5,TRUE
2021,5.7.-contra la propiedad intelectual/industrial,1018,1018,0,0,TRUE
2021,5.8.-blanqueo de capitales,311,311,0,0,TRUE
2021,5.9.-otros contra el patrimonio,30104,30118,-14,4.648383026761405e-4,TRUE
2021,6. seguridad colectiva,61506,61529,-23,3.738074728989582e-4,TRUE
2021,6.1.-trafico de drogas,15608,15631,-23,0.00147143496897191,TRUE
2021,6.2.-contra la seguridad vial,44553,44553,0,0,TRUE
2021,6.3.-otros contra la seguridad colectiva,1345,1345,0,0,TRUE
2021,7. falsedades,14403,14417,-14,9.710758132759936e-4,TRUE
2021,8. admon. publica,407,407,0,0,TRUE
2021,9. admon. justicia,31824,31841,-17,5.339028296849973e-4,TRUE
2021,total infracciones penales,684642,685383,-741,0.00108114732930346,TRUE
2022,1. contra las personas,181742,181894,-152,8.356515333106095e-4,TRUE
2022,1.1.-homicidios dolosos/asesinatos,1383,1384,-1,7.22543352601156e-4,TRUE
2022,1.1.1.-homicidios dolosos/asesinatos consumados,318,319,-1,0.00313479623824451,TRUE
2022,1.2.-lesiones,86563,86577,-14,1.617057648105155e-4,TRUE
2022,1.3.-malos tratos ambito familiar,90131,90267,-136,0.00150664140826658,TRUE
2022,1.4.-otros contra las personas,3665,3666,-1,2.7277686852154935e-4,TRUE
2022,10. orden publico,26510,26520,-10,3.770739064856712e-4,TRUE
2022,11. legislacion especial,286,287,-1,0.00348432055749128,TRUE
2022,12. otras infracciones penales,7271,7283,-12,0.00164767266236441,TRUE
2022,2. contra la libertad,107627,107702,-75,6.963658984977067e-4,TRUE
2022,2.1.-malos tratos habituales en el ambito familiar,13269,13288,-19,0.00142986152919927,TRUE
2022,2.2.-otros contra la libertad,94358,94414,-56,5.931323744359947e-4,TRUE
2022,3. libertad sexual,14512,14555,-43,0.00295431123325317,TRUE
2022,3.1.-agresion sexual,8950,8980,-30,0.00334075723830734,TRUE
2022,3.2.-agresion sexual con penetracion,3399,3410,-11,0.0032258064516129,TRUE
2022,3.3.-corrupcion de menores o incapacitados,269,269,0,0,TRUE
2022,3.4.-pornografia de menores,463,464,-1,0.0021551724137931,TRUE
2022,3.5.-otros contra la libertad sexual,1431,1432,-1,6.983240223463687e-4,TRUE
2022,4. relaciones familiares,7009,7055,-46,0.00652019844082211,TRUE
2022,5. patrimonio,305218,305922,-704,0.00230124018540673,TRUE
2022,5.1.-hurtos,113212,113226,-14,1.2364651228516415e-4,TRUE
2022,5.2.-robos con fuerza en las cosas,35662,35668,-6,1.68218010541662e-4,TRUE
2022,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,9056,9060,-4,4.415011037527594e-4,TRUE
2022,5.2.2.-robos con fuerza en viviendas,10927,10927,0,0,TRUE
2022,5.2.3.-robos con fuerza en establecimientos,8086,8086,0,0,TRUE
2022,5.3.-robos con violencia o intimidacion,19037,19040,-3,1.5756302521008404e-4,TRUE
2022,5.3.1.-robos con violencia en via publica,10910,10911,-1,9.165062780680047e-5,TRUE
2022,5.3.2.-robos con violencia en viviendas,1492,1492,0,0,TRUE
2022,5.3.3.-robos con violencia en establecimientos,4508,4508,0,0,TRUE
2022,5.4.-sustraccion de vehiculos,9277,9325,-48,0.00514745308310992,TRUE
2022,5.5.-estafas,62447,63046,-599,0.00950099927037401,FALSE
2022,5.5.1.-estafas informaticas,37107,37607,-500,0.01329539713351237,FALSE
2022,5.6.-danos,31555,31558,-3,9.506305849546866e-5,TRUE
2022,5.7.-contra la propiedad intelectual/industrial,1067,1068,-1,9.363295880149812e-4,TRUE
2022,5.8.-blanqueo de capitales,361,367,-6,0.01634877384196185,TRUE
2022,5.9.-otros contra el patrimonio,32600,32624,-24,7.356547327121138e-4,TRUE
2022,6. seguridad colectiva,68536,68559,-23,3.354774719584591e-4,TRUE
2022,6.1.-trafico de drogas,16607,16629,-22,0.0013229899573035,TRUE
2022,6.2.-contra la seguridad vial,50251,50252,-1,1.9899705484358832e-5,TRUE
2022,6.3.-otros contra la seguridad colectiva,1678,1678,0,0,TRUE
2022,7. falsedades,15176,15190,-14,9.216589861751152e-4,TRUE
2022,8. admon. publica,362,363,-1,0.00275482093663911,TRUE
2022,9. admon. justicia,35951,35972,-21,5.837873901923718e-4,TRUE
2022,total infracciones penales,770200,771302,-1102,0.0014287529398342,TRUE
2023,1. contra las personas,195137,195302,-165,8.448454188897196e-4,TRUE
2023,1.1.-homicidios dolosos/asesinatos,1543,1544,-1,6.476683937823834e-4,TRUE
2023,1.1.1.-homicidios dolosos/asesinatos consumados,314,315,-1,0.00317460317460317,TRUE
2023,1.2.-lesiones,90437,90444,-7,7.739595771969396e-5,TRUE
2023,1.3.-malos tratos ambito familiar,98745,98901,-156,0.00157733491066824,TRUE
2023,1.4.-otros contra las personas,4412,4413,-1,2.2660321776569228e-4,TRUE
2023,10. orden publico,27959,27986,-27,9.647680983348818e-4,TRUE
2023,11. legislacion especial,392,392,0,0,TRUE
2023,12. otras infracciones penales,8167,8178,-11,0.00134507214477867,TRUE
2023,2. contra la libertad,119929,120003,-74,6.16651250385407e-4,TRUE
2023,2.1.-malos tratos habituales en el ambito familiar,14691,14705,-14,9.520571234274056e-4,TRUE
2023,2.2.-otros contra la libertad,105238,105298,-60,5.69811392429106e-4,TRUE
2023,3. libertad sexual,17017,17064,-47,0.0027543366150961,TRUE
2023,3.1.-agresion sexual,10072,10096,-24,0.00237717908082408,TRUE
2023,3.2.-agresion sexual con penetracion,4031,4052,-21,0.00518262586377097,TRUE
2023,3.3.-corrupcion de menores o incapacitados,269,269,0,0,TRUE
2023,3.4.-pornografia de menores,669,670,-1,0.00149253731343283,TRUE
2023,3.5.-otros contra la libertad sexual,1976,1977,-1,5.058168942842691e-4,TRUE
2023,4. relaciones familiares,6994,7043,-49,0.0069572625301718,TRUE
2023,5. patrimonio,342640,343285,-645,0.00187890528278252,TRUE
2023,5.1.-hurtos,132746,132759,-13,9.79217981455118e-5,TRUE
2023,5.2.-robos con fuerza en las cosas,40048,40050,-2,4.993757802746567e-5,TRUE
2023,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,10438,10438,0,0,TRUE
2023,5.2.2.-robos con fuerza en viviendas,11762,11762,0,0,TRUE
2023,5.2.3.-robos con fuerza en establecimientos,9411,9411,0,0,TRUE
2023,5.3.-robos con violencia o intimidacion,21379,21381,-2,9.354099434076984e-5,TRUE
2023,5.3.1.-robos con violencia en via publica,12404,12405,-1,8.061265618702137e-5,TRUE
2023,5.3.2.-robos con violencia en viviendas,1646,1646,0,0,TRUE
2023,5.3.3.-robos con violencia en establecimientos,5100,5101,-1,1.9603999215840032e-4,TRUE
2023,5.4.-sustraccion de vehiculos,10752,10854,-102,0.00939745715865118,FALSE
2023,5.5.-estafas,70812,71284,-472,0.00662140171707536,FALSE
2023,5.5.1.-estafas informaticas,46628,47029,-401,0.00852665376682472,FALSE
2023,5.6.-danos,31896,31896,0,0,TRUE
2023,5.7.-contra la propiedad intelectual/industrial,1251,1252,-1,7.987220447284345e-4,TRUE
2023,5.8.-blanqueo de capitales,492,510,-18,0.03529411764705882,TRUE
2023,5.9.-otros contra el patrimonio,33264,33299,-35,0.00105108261509354,TRUE
2023,6. seguridad colectiva,70301,70346,-45,6.396952207659285e-4,TRUE
2023,6.1.-trafico de drogas,18906,18947,-41,0.00216393096532432,TRUE
2023,6.2.-contra la seguridad vial,49677,49678,-1,2.012963484842385e-5,TRUE
2023,6.3.-otros contra la seguridad colectiva,1718,1721,-3,0.00174317257408483,TRUE
2023,7. falsedades,15758,15783,-25,0.0015839827662675,TRUE
2023,8. admon. publica,353,353,0,0,TRUE
2023,9. admon. justicia,40085,40110,-25,6.232859636000997e-4,TRUE
2023,total infracciones penales,844732,845845,-1113,0.00131584391939421,TRUE
