ano,pct_extranjeros
2010,0.11498059499962664
2011,0.1127488236809379
2012,0.109877167580445
2013,0.10439185623773269
2014,0.09737421944067856
2015,0.09516925946125096
2016,0.09446665848179188
2017,0.0956945578329142
2018,0.10003026198029888
2019,0.1068990981056698
