ano,region,tipo,valor,region_raw,tipo_raw
2014,NA,2. contra la libertad,0,DESCONOCIDA,2. CONTRA LA LIBERTAD
2013,NA,2. contra la libertad,0,DESCONOCIDA,2. CONTRA LA LIBERTAD
2012,NA,2. contra la libertad,0,DESCONOCIDA,2. CONTRA LA LIBERTAD
2011,NA,2. contra la libertad,1,DESCONOCIDA,2. CONTRA LA LIBERTAD
2010,NA,2. contra la libertad,4,DESCONOCIDA,2. CONTRA LA LIBERTAD
2023,NA,2.1.-malos tratos habituales en el ambito familiar,0,DESCONOCIDA,2.1.-Malos tratos habituales en el ámbito familiar
2022,NA,2.1.-malos tratos habituales en el ambito familiar,0,DESCONOCIDA,2.1.-Malos tratos habituales en el ámbito familiar
2021,NA,2.1.-malos tratos habituales en el ambito familiar,0,DESCONOCIDA,2.1.-Malos tratos habituales en el ámbito familiar
2020,NA,2.1.-malos tratos habituales en el ambito familiar,0,DESCONOCIDA,2.1.-Malos tratos habituales en el ámbito familiar
2019,NA,2.1.-malos tratos habituales en el ambito familiar,0,DESCONOCIDA,2.1.-Malos tratos habituales en el ámbito familiar
2018,NA,2.1.-malos tratos habituales en el ambito familiar,0,DESCONOCIDA,2.1.-Malos tratos habituales en el ámbito familiar
2017,NA,2.1.-malos tratos habituales en el ambito familiar,0,DESCONOCIDA,2.1.-Malos tratos habituales en el ámbito familiar
2016,NA,2.1.-malos tratos habituales en el ambito familiar,0,DESCONOCIDA,2.1.-Malos tratos habituales en el ámbito familiar
2015,NA,2.1.-malos tratos habituales en el ambito familiar,0,DESCONOCIDA,2.1.-Malos tratos habituales en el ámbito familiar
2014,NA,2.1.-malos tratos habituales en el ambito familiar,0,DESCONOCIDA,2.1.-Malos tratos habituales en el ámbito familiar
2013,NA,2.1.-malos tratos habituales en el ambito familiar,0,DESCONOCIDA,2.1.-Malos tratos habituales en el ámbito familiar
2012,NA,2.1.-malos tratos habituales en el ambito familiar,0,DESCONOCIDA,2.1.-Malos tratos habituales en el ámbito familiar
2011,NA,2.1.-malos tratos habituales en el ambito familiar,1,DESCONOCIDA,2.1.-Malos tratos habituales en el ámbito familiar
2010,NA,2.1.-malos tratos habituales en el ambito familiar,2,DESCONOCIDA,2.1.-Malos tratos habituales en el ámbito familiar
2023,NA,2.2.-otros contra la libertad,0,DESCONOCIDA,2.2.-Otros contra la libertad
2022,NA,2.2.-otros contra la libertad,0,DESCONOCIDA,2.2.-Otros contra la libertad
2021,NA,2.2.-otros contra la libertad,0,DESCONOCIDA,2.2.-Otros contra la libertad
2020,NA,2.2.-otros contra la libertad,0,DESCONOCIDA,2.2.-Otros contra la libertad
2019,NA,2.2.-otros contra la libertad,0,DESCONOCIDA,2.2.-Otros contra la libertad
2018,NA,2.2.-otros contra la libertad,0,DESCONOCIDA,2.2.-Otros contra la libertad
2017,NA,2.2.-otros contra la libertad,0,DESCONOCIDA,2.2.-Otros contra la libertad
2016,NA,2.2.-otros contra la libertad,0,DESCONOCIDA,2.2.-Otros contra la libertad
2015,NA,2.2.-otros contra la libertad,0,DESCONOCIDA,2.2.-Otros contra la libertad
2014,NA,2.2.-otros contra la libertad,0,DESCONOCIDA,2.2.-Otros contra la libertad
2013,NA,2.2.-otros contra la libertad,0,DESCONOCIDA,2.2.-Otros contra la libertad
2012,NA,2.2.-otros contra la libertad,0,DESCONOCIDA,2.2.-Otros contra la libertad
2011,NA,2.2.-otros contra la libertad,0,DESCONOCIDA,2.2.-Otros contra la libertad
2010,NA,2.2.-otros contra la libertad,2,DESCONOCIDA,2.2.-Otros contra la libertad
2023,NA,3. libertad sexual,0,DESCONOCIDA,3. LIBERTAD SEXUAL
2022,NA,3. libertad sexual,0,DESCONOCIDA,3. LIBERTAD SEXUAL
2021,NA,3. libertad sexual,0,DESCONOCIDA,3. LIBERTAD SEXUAL
2020,NA,3. libertad sexual,0,DESCONOCIDA,3. LIBERTAD SEXUAL
2019,NA,3. libertad sexual,0,DESCONOCIDA,3. LIBERTAD SEXUAL
2018,NA,3. libertad sexual,0,DESCONOCIDA,3. LIBERTAD SEXUAL
2017,NA,3. libertad sexual,0,DESCONOCIDA,3. LIBERTAD SEXUAL
2016,NA,3. libertad sexual,0,DESCONOCIDA,3. LIBERTAD SEXUAL
2015,NA,3. libertad sexual,0,DESCONOCIDA,3. LIBERTAD SEXUAL
2014,NA,3. libertad sexual,0,DESCONOCIDA,3. LIBERTAD SEXUAL
2013,NA,3. libertad sexual,1,DESCONOCIDA,3. LIBERTAD SEXUAL
2012,NA,3. libertad sexual,0,DESCONOCIDA,3. LIBERTAD SEXUAL
2011,NA,3. libertad sexual,1,DESCONOCIDA,3. LIBERTAD SEXUAL
2010,NA,3. libertad sexual,3,DESCONOCIDA,3. LIBERTAD SEXUAL
2023,NA,3.1.-agresion sexual,0,DESCONOCIDA,3.1.-Agresión sexual
2022,NA,3.1.-agresion sexual,0,DESCONOCIDA,3.1.-Agresión sexual
2021,NA,3.1.-agresion sexual,0,DESCONOCIDA,3.1.-Agresión sexual
2020,NA,3.1.-agresion sexual,0,DESCONOCIDA,3.1.-Agresión sexual
2019,NA,3.1.-agresion sexual,0,DESCONOCIDA,3.1.-Agresión sexual
2018,NA,3.1.-agresion sexual,0,DESCONOCIDA,3.1.-Agresión sexual
2017,NA,3.1.-agresion sexual,0,DESCONOCIDA,3.1.-Agresión sexual
2016,NA,3.1.-agresion sexual,0,DESCONOCIDA,3.1.-Agresión sexual
2015,NA,3.1.-agresion sexual,0,DESCONOCIDA,3.1.-Agresión sexual
2014,NA,3.1.-agresion sexual,0,DESCONOCIDA,3.1.-Agresión sexual
2013,NA,3.1.-agresion sexual,0,DESCONOCIDA,3.1.-Agresión sexual
2012,NA,3.1.-agresion sexual,0,DESCONOCIDA,3.1.-Agresión sexual
2011,NA,3.1.-agresion sexual,1,DESCONOCIDA,3.1.-Agresión sexual
2010,NA,3.1.-agresion sexual,2,DESCONOCIDA,3.1.-Agresión sexual
2023,NA,3.2.-agresion sexual con penetracion,0,DESCONOCIDA,3.2.-Agresión sexual con penetración
2022,NA,3.2.-agresion sexual con penetracion,0,DESCONOCIDA,3.2.-Agresión sexual con penetración
2021,NA,3.2.-agresion sexual con penetracion,0,DESCONOCIDA,3.2.-Agresión sexual con penetración
2020,NA,3.2.-agresion sexual con penetracion,0,DESCONOCIDA,3.2.-Agresión sexual con penetración
2019,NA,3.2.-agresion sexual con penetracion,0,DESCONOCIDA,3.2.-Agresión sexual con penetración
2018,NA,3.2.-agresion sexual con penetracion,0,DESCONOCIDA,3.2.-Agresión sexual con penetración
2017,NA,3.2.-agresion sexual con penetracion,0,DESCONOCIDA,3.2.-Agresión sexual con penetración
2016,NA,3.2.-agresion sexual con penetracion,0,DESCONOCIDA,3.2.-Agresión sexual con penetración
2015,NA,3.2.-agresion sexual con penetracion,0,DESCONOCIDA,3.2.-Agresión sexual con penetración
2014,NA,3.2.-agresion sexual con penetracion,0,DESCONOCIDA,3.2.-Agresión sexual con penetración
2013,NA,3.2.-agresion sexual con penetracion,0,DESCONOCIDA,3.2.-Agresión sexual con penetración
2012,NA,3.2.-agresion sexual con penetracion,0,DESCONOCIDA,3.2.-Agresión sexual con penetración
2011,NA,3.2.-agresion sexual con penetracion,0,DESCONOCIDA,3.2.-Agresión sexual con penetración
2010,NA,3.2.-agresion sexual con penetracion,1,DESCONOCIDA,3.2.-Agresión sexual con penetración
2023,NA,3.3.-corrupcion de menores o incapacitados,0,DESCONOCIDA,3.3.-Corrupción de menores o incapacitados
2022,NA,3.3.-corrupcion de menores o incapacitados,0,DESCONOCIDA,3.3.-Corrupción de menores o incapacitados
2021,NA,3.3.-corrupcion de menores o incapacitados,0,DESCONOCIDA,3.3.-Corrupción de menores o incapacitados
2020,NA,3.3.-corrupcion de menores o incapacitados,0,DESCONOCIDA,3.3.-Corrupción de menores o incapacitados
2019,NA,3.3.-corrupcion de menores o incapacitados,0,DESCONOCIDA,3.3.-Corrupción de menores o incapacitados
2018,NA,3.3.-corrupcion de menores o incapacitados,0,DESCONOCIDA,3.3.-Corrupción de menores o incapacitados
2017,NA,3.3.-corrupcion de menores o incapacitados,0,DESCONOCIDA,3.3.-Corrupción de menores o incapacitados
2016,NA,3.3.-corrupcion de menores o incapacitados,0,DESCONOCIDA,3.3.-Corrupción de menores o incapacitados
2015,NA,3.3.-corrupcion de menores o incapacitados,0,DESCONOCIDA,3.3.-Corrupción de menores o incapacitados
2014,NA,3.3.-corrupcion de menores o incapacitados,0,DESCONOCIDA,3.3.-Corrupción de menores o incapacitados
2013,NA,3.3.-corrupcion de menores o incapacitados,0,DESCONOCIDA,3.3.-Corrupción de menores o incapacitados
2012,NA,3.3.-corrupcion de menores o incapacitados,0,DESCONOCIDA,3.3.-Corrupción de menores o incapacitados
2011,NA,3.3.-corrupcion de menores o incapacitados,0,DESCONOCIDA,3.3.-Corrupción de menores o incapacitados
2010,NA,3.3.-corrupcion de menores o incapacitados,0,DESCONOCIDA,3.3.-Corrupción de menores o incapacitados
2023,NA,3.4.-pornografia de menores,0,DESCONOCIDA,3.4.-Pornografía de menores
2022,NA,3.4.-pornografia de menores,0,DESCONOCIDA,3.4.-Pornografía de menores
2021,NA,3.4.-pornografia de menores,0,DESCONOCIDA,3.4.-Pornografía de menores
2020,NA,3.4.-pornografia de menores,0,DESCONOCIDA,3.4.-Pornografía de menores
2019,NA,3.4.-pornografia de menores,0,DESCONOCIDA,3.4.-Pornografía de menores
2018,NA,3.4.-pornografia de menores,0,DESCONOCIDA,3.4.-Pornografía de menores
2017,NA,3.4.-pornografia de menores,0,DESCONOCIDA,3.4.-Pornografía de menores
2016,NA,3.4.-pornografia de menores,0,DESCONOCIDA,3.4.-Pornografía de menores
2015,NA,3.4.-pornografia de menores,0,DESCONOCIDA,3.4.-Pornografía de menores
2014,NA,3.4.-pornografia de menores,0,DESCONOCIDA,3.4.-Pornografía de menores
2013,NA,3.4.-pornografia de menores,1,DESCONOCIDA,3.4.-Pornografía de menores
2012,NA,3.4.-pornografia de menores,0,DESCONOCIDA,3.4.-Pornografía de menores
2011,NA,3.4.-pornografia de menores,0,DESCONOCIDA,3.4.-Pornografía de menores
2010,NA,3.4.-pornografia de menores,0,DESCONOCIDA,3.4.-Pornografía de menores
2023,NA,3.5.-otros contra la libertad sexual,0,DESCONOCIDA,3.5.-Otros contra la libertad sexual
2022,NA,3.5.-otros contra la libertad sexual,0,DESCONOCIDA,3.5.-Otros contra la libertad sexual
2021,NA,3.5.-otros contra la libertad sexual,0,DESCONOCIDA,3.5.-Otros contra la libertad sexual
2020,NA,3.5.-otros contra la libertad sexual,0,DESCONOCIDA,3.5.-Otros contra la libertad sexual
2019,NA,3.5.-otros contra la libertad sexual,0,DESCONOCIDA,3.5.-Otros contra la libertad sexual
2018,NA,3.5.-otros contra la libertad sexual,0,DESCONOCIDA,3.5.-Otros contra la libertad sexual
2017,NA,3.5.-otros contra la libertad sexual,0,DESCONOCIDA,3.5.-Otros contra la libertad sexual
2016,NA,3.5.-otros contra la libertad sexual,0,DESCONOCIDA,3.5.-Otros contra la libertad sexual
2015,NA,3.5.-otros contra la libertad sexual,0,DESCONOCIDA,3.5.-Otros contra la libertad sexual
2014,NA,3.5.-otros contra la libertad sexual,0,DESCONOCIDA,3.5.-Otros contra la libertad sexual
2013,NA,3.5.-otros contra la libertad sexual,0,DESCONOCIDA,3.5.-Otros contra la libertad sexual
2012,NA,3.5.-otros contra la libertad sexual,0,DESCONOCIDA,3.5.-Otros contra la libertad sexual
2011,NA,3.5.-otros contra la libertad sexual,0,DESCONOCIDA,3.5.-Otros contra la libertad sexual
2010,NA,3.5.-otros contra la libertad sexual,0,DESCONOCIDA,3.5.-Otros contra la libertad sexual
2023,NA,4. relaciones familiares,0,DESCONOCIDA,4. RELACIONES FAMILIARES
2022,NA,4. relaciones familiares,0,DESCONOCIDA,4. RELACIONES FAMILIARES
2021,NA,4. relaciones familiares,0,DESCONOCIDA,4. RELACIONES FAMILIARES
2020,NA,4. relaciones familiares,0,DESCONOCIDA,4. RELACIONES FAMILIARES
2019,NA,4. relaciones familiares,0,DESCONOCIDA,4. RELACIONES FAMILIARES
2018,NA,4. relaciones familiares,0,DESCONOCIDA,4. RELACIONES FAMILIARES
2017,NA,4. relaciones familiares,0,DESCONOCIDA,4. RELACIONES FAMILIARES
2016,NA,4. relaciones familiares,0,DESCONOCIDA,4. RELACIONES FAMILIARES
2015,NA,4. relaciones familiares,0,DESCONOCIDA,4. RELACIONES FAMILIARES
2014,NA,4. relaciones familiares,0,DESCONOCIDA,4. RELACIONES FAMILIARES
2013,NA,4. relaciones familiares,0,DESCONOCIDA,4. RELACIONES FAMILIARES
2012,NA,4. relaciones familiares,0,DESCONOCIDA,4. RELACIONES FAMILIARES
2011,NA,4. relaciones familiares,0,DESCONOCIDA,4. RELACIONES FAMILIARES
2010,NA,4. relaciones familiares,2,DESCONOCIDA,4. RELACIONES FAMILIARES
2023,NA,5. patrimonio,0,DESCONOCIDA,5. PATRIMONIO
2022,NA,5. patrimonio,0,DESCONOCIDA,5. PATRIMONIO
2021,NA,5. patrimonio,0,DESCONOCIDA,5. PATRIMONIO
2020,NA,5. patrimonio,0,DESCONOCIDA,5. PATRIMONIO
2019,NA,5. patrimonio,0,DESCONOCIDA,5. PATRIMONIO
2018,NA,5. patrimonio,0,DESCONOCIDA,5. PATRIMONIO
2017,NA,5. patrimonio,0,DESCONOCIDA,5. PATRIMONIO
2016,NA,5. patrimonio,0,DESCONOCIDA,5. PATRIMONIO
2015,NA,5. patrimonio,0,DESCONOCIDA,5. PATRIMONIO
2014,NA,5. patrimonio,0,DESCONOCIDA,5. PATRIMONIO
2013,NA,5. patrimonio,0,DESCONOCIDA,5. PATRIMONIO
2012,NA,5. patrimonio,0,DESCONOCIDA,5. PATRIMONIO
2011,NA,5. patrimonio,20,DESCONOCIDA,5. PATRIMONIO
2010,NA,5. patrimonio,57,DESCONOCIDA,5. PATRIMONIO
2023,NA,5.1.-hurtos,0,DESCONOCIDA,5.1.-Hurtos
2022,NA,5.1.-hurtos,0,DESCONOCIDA,5.1.-Hurtos
2021,NA,5.1.-hurtos,0,DESCONOCIDA,5.1.-Hurtos
2020,NA,5.1.-hurtos,0,DESCONOCIDA,5.1.-Hurtos
2019,NA,5.1.-hurtos,0,DESCONOCIDA,5.1.-Hurtos
2018,NA,5.1.-hurtos,0,DESCONOCIDA,5.1.-Hurtos
2017,NA,5.1.-hurtos,0,DESCONOCIDA,5.1.-Hurtos
2016,NA,5.1.-hurtos,0,DESCONOCIDA,5.1.-Hurtos
2015,NA,5.1.-hurtos,0,DESCONOCIDA,5.1.-Hurtos
2014,NA,5.1.-hurtos,0,DESCONOCIDA,5.1.-Hurtos
2013,NA,5.1.-hurtos,0,DESCONOCIDA,5.1.-Hurtos
2012,NA,5.1.-hurtos,0,DESCONOCIDA,5.1.-Hurtos
2011,NA,5.1.-hurtos,3,DESCONOCIDA,5.1.-Hurtos
2010,NA,5.1.-hurtos,1,DESCONOCIDA,5.1.-Hurtos
2023,NA,5.2.-robos con fuerza en las cosas,0,DESCONOCIDA,5.2.-Robos con fuerza en las cosas
2022,NA,5.2.-robos con fuerza en las cosas,0,DESCONOCIDA,5.2.-Robos con fuerza en las cosas
2021,NA,5.2.-robos con fuerza en las cosas,0,DESCONOCIDA,5.2.-Robos con fuerza en las cosas
2020,NA,5.2.-robos con fuerza en las cosas,0,DESCONOCIDA,5.2.-Robos con fuerza en las cosas
2019,NA,5.2.-robos con fuerza en las cosas,0,DESCONOCIDA,5.2.-Robos con fuerza en las cosas
2018,NA,5.2.-robos con fuerza en las cosas,0,DESCONOCIDA,5.2.-Robos con fuerza en las cosas
2017,NA,5.2.-robos con fuerza en las cosas,0,DESCONOCIDA,5.2.-Robos con fuerza en las cosas
2016,NA,5.2.-robos con fuerza en las cosas,0,DESCONOCIDA,5.2.-Robos con fuerza en las cosas
2015,NA,5.2.-robos con fuerza en las cosas,0,DESCONOCIDA,5.2.-Robos con fuerza en las cosas
2014,NA,5.2.-robos con fuerza en las cosas,0,DESCONOCIDA,5.2.-Robos con fuerza en las cosas
2013,NA,5.2.-robos con fuerza en las cosas,0,DESCONOCIDA,5.2.-Robos con fuerza en las cosas
2012,NA,5.2.-robos con fuerza en las cosas,0,DESCONOCIDA,5.2.-Robos con fuerza en las cosas
2011,NA,5.2.-robos con fuerza en las cosas,3,DESCONOCIDA,5.2.-Robos con fuerza en las cosas
2010,NA,5.2.-robos con fuerza en las cosas,2,DESCONOCIDA,5.2.-Robos con fuerza en las cosas
2023,NA,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,0,DESCONOCIDA,5.2.1.-Robos con fuerza en las cosas en el interior de vehículos
2022,NA,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,0,DESCONOCIDA,5.2.1.-Robos con fuerza en las cosas en el interior de vehículos
2021,NA,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,0,DESCONOCIDA,5.2.1.-Robos con fuerza en las cosas en el interior de vehículos
2020,NA,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,0,DESCONOCIDA,5.2.1.-Robos con fuerza en las cosas en el interior de vehículos
2019,NA,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,0,DESCONOCIDA,5.2.1.-Robos con fuerza en las cosas en el interior de vehículos
2018,NA,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,0,DESCONOCIDA,5.2.1.-Robos con fuerza en las cosas en el interior de vehículos
2017,NA,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,0,DESCONOCIDA,5.2.1.-Robos con fuerza en las cosas en el interior de vehículos
2016,NA,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,0,DESCONOCIDA,5.2.1.-Robos con fuerza en las cosas en el interior de vehículos
2015,NA,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,0,DESCONOCIDA,5.2.1.-Robos con fuerza en las cosas en el interior de vehículos
2014,NA,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,0,DESCONOCIDA,5.2.1.-Robos con fuerza en las cosas en el interior de vehículos
2013,NA,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,0,DESCONOCIDA,5.2.1.-Robos con fuerza en las cosas en el interior de vehículos
2012,NA,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,0,DESCONOCIDA,5.2.1.-Robos con fuerza en las cosas en el interior de vehículos
2011,NA,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,0,DESCONOCIDA,5.2.1.-Robos con fuerza en las cosas en el interior de vehículos
2010,NA,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,0,DESCONOCIDA,5.2.1.-Robos con fuerza en las cosas en el interior de vehículos
2023,NA,5.2.2.-robos con fuerza en viviendas,0,DESCONOCIDA,5.2.2.-Robos con fuerza en viviendas
2022,NA,5.2.2.-robos con fuerza en viviendas,0,DESCONOCIDA,5.2.2.-Robos con fuerza en viviendas
2021,NA,5.2.2.-robos con fuerza en viviendas,0,DESCONOCIDA,5.2.2.-Robos con fuerza en viviendas
2020,NA,5.2.2.-robos con fuerza en viviendas,0,DESCONOCIDA,5.2.2.-Robos con fuerza en viviendas
2019,NA,5.2.2.-robos con fuerza en viviendas,0,DESCONOCIDA,5.2.2.-Robos con fuerza en viviendas
2018,NA,5.2.2.-robos con fuerza en viviendas,0,DESCONOCIDA,5.2.2.-Robos con fuerza en viviendas
2017,NA,5.2.2.-robos con fuerza en viviendas,0,DESCONOCIDA,5.2.2.-Robos con fuerza en viviendas
2016,NA,5.2.2.-robos con fuerza en viviendas,0,DESCONOCIDA,5.2.2.-Robos con fuerza en viviendas
2015,NA,5.2.2.-robos con fuerza en viviendas,0,DESCONOCIDA,5.2.2.-Robos con fuerza en viviendas
2014,NA,5.2.2.-robos con fuerza en viviendas,0,DESCONOCIDA,5.2.2.-Robos con fuerza en viviendas
2013,NA,5.2.2.-robos con fuerza en viviendas,0,DESCONOCIDA,5.2.2.-Robos con fuerza en viviendas
2012,NA,5.2.2.-robos con fuerza en viviendas,0,DESCONOCIDA,5.2.2.-Robos con fuerza en viviendas
2011,NA,5.2.2.-robos con fuerza en viviendas,0,DESCONOCIDA,5.2.2.-Robos con fuerza en viviendas
2010,NA,5.2.2.-robos con fuerza en viviendas,1,DESCONOCIDA,5.2.2.-Robos con fuerza en viviendas
2023,NA,5.2.3.-robos con fuerza en establecimientos,0,DESCONOCIDA,5.2.3.-Robos con fuerza en establecimientos
2022,NA,5.2.3.-robos con fuerza en establecimientos,0,DESCONOCIDA,5.2.3.-Robos con fuerza en establecimientos
2021,NA,5.2.3.-robos con fuerza en establecimientos,0,DESCONOCIDA,5.2.3.-Robos con fuerza en establecimientos
2020,NA,5.2.3.-robos con fuerza en establecimientos,0,DESCONOCIDA,5.2.3.-Robos con fuerza en establecimientos
2019,NA,5.2.3.-robos con fuerza en establecimientos,0,DESCONOCIDA,5.2.3.-Robos con fuerza en establecimientos
2018,NA,5.2.3.-robos con fuerza en establecimientos,0,DESCONOCIDA,5.2.3.-Robos con fuerza en establecimientos
2017,NA,5.2.3.-robos con fuerza en establecimientos,0,DESCONOCIDA,5.2.3.-Robos con fuerza en establecimientos
2016,NA,5.2.3.-robos con fuerza en establecimientos,0,DESCONOCIDA,5.2.3.-Robos con fuerza en establecimientos
2015,NA,5.2.3.-robos con fuerza en establecimientos,0,DESCONOCIDA,5.2.3.-Robos con fuerza en establecimientos
2014,NA,5.2.3.-robos con fuerza en establecimientos,0,DESCONOCIDA,5.2.3.-Robos con fuerza en establecimientos
2013,NA,5.2.3.-robos con fuerza en establecimientos,0,DESCONOCIDA,5.2.3.-Robos con fuerza en establecimientos
2012,NA,5.2.3.-robos con fuerza en establecimientos,0,DESCONOCIDA,5.2.3.-Robos con fuerza en establecimientos
2011,NA,5.2.3.-robos con fuerza en establecimientos,2,DESCONOCIDA,5.2.3.-Robos con fuerza en establecimientos
2010,NA,5.2.3.-robos con fuerza en establecimientos,0,DESCONOCIDA,5.2.3.-Robos con fuerza en establecimientos
2023,NA,5.3.-robos con violencia o intimidacion,0,DESCONOCIDA,5.3.-Robos con violencia o intimidación
2022,NA,5.3.-robos con violencia o intimidacion,0,DESCONOCIDA,5.3.-Robos con violencia o intimidación
2021,NA,5.3.-robos con violencia o intimidacion,0,DESCONOCIDA,5.3.-Robos con violencia o intimidación
2020,NA,5.3.-robos con violencia o intimidacion,0,DESCONOCIDA,5.3.-Robos con violencia o intimidación
2019,NA,5.3.-robos con violencia o intimidacion,0,DESCONOCIDA,5.3.-Robos con violencia o intimidación
2018,NA,5.3.-robos con violencia o intimidacion,0,DESCONOCIDA,5.3.-Robos con violencia o intimidación
2017,NA,5.3.-robos con violencia o intimidacion,0,DESCONOCIDA,5.3.-Robos con violencia o intimidación
2016,NA,5.3.-robos con violencia o intimidacion,0,DESCONOCIDA,5.3.-Robos con violencia o intimidación
2015,NA,5.3.-robos con violencia o intimidacion,0,DESCONOCIDA,5.3.-Robos con violencia o intimidación
2014,NA,5.3.-robos con violencia o intimidacion,0,DESCONOCIDA,5.3.-Robos con violencia o intimidación
2013,NA,5.3.-robos con violencia o intimidacion,0,DESCONOCIDA,5.3.-Robos con violencia o intimidación
2012,NA,5.3.-robos con violencia o intimidacion,0,DESCONOCIDA,5.3.-Robos con violencia o intimidación
2011,NA,5.3.-robos con violencia o intimidacion,0,DESCONOCIDA,5.3.-Robos con violencia o intimidación
2010,NA,5.3.-robos con violencia o intimidacion,0,DESCONOCIDA,5.3.-Robos con violencia o intimidación
2023,NA,5.3.1.-robos con violencia en via publica,0,DESCONOCIDA,5.3.1.-Robos con violencia en vía pública
2022,NA,5.3.1.-robos con violencia en via publica,0,DESCONOCIDA,5.3.1.-Robos con violencia en vía pública
2021,NA,5.3.1.-robos con violencia en via publica,0,DESCONOCIDA,5.3.1.-Robos con violencia en vía pública
2020,NA,5.3.1.-robos con violencia en via publica,0,DESCONOCIDA,5.3.1.-Robos con violencia en vía pública
2019,NA,5.3.1.-robos con violencia en via publica,0,DESCONOCIDA,5.3.1.-Robos con violencia en vía pública
2018,NA,5.3.1.-robos con violencia en via publica,0,DESCONOCIDA,5.3.1.-Robos con violencia en vía pública
2017,NA,5.3.1.-robos con violencia en via publica,0,DESCONOCIDA,5.3.1.-Robos con violencia en vía pública
2016,NA,5.3.1.-robos con violencia en via publica,0,DESCONOCIDA,5.3.1.-Robos con violencia en vía pública
2015,NA,5.3.1.-robos con violencia en via publica,0,DESCONOCIDA,5.3.1.-Robos con violencia en vía pública
2014,NA,5.3.1.-robos con violencia en via publica,0,DESCONOCIDA,5.3.1.-Robos con violencia en vía pública
2013,NA,5.3.1.-robos con violencia en via publica,0,DESCONOCIDA,5.3.1.-Robos con violencia en vía pública
2012,NA,5.3.1.-robos con violencia en via publica,0,DESCONOCIDA,5.3.1.-Robos con violencia en vía pública
2011,NA,5.3.1.-robos con violencia en via publica,0,DESCONOCIDA,5.3.1.-Robos con violencia en vía pública
2010,NA,5.3.1.-robos con violencia en via publica,0,DESCONOCIDA,5.3.1.-Robos con violencia en vía pública
2023,NA,5.3.2.-robos con violencia en viviendas,0,DESCONOCIDA,5.3.2.-Robos con violencia en viviendas
2022,NA,5.3.2.-robos con violencia en viviendas,0,DESCONOCIDA,5.3.2.-Robos con violencia en viviendas
2021,NA,5.3.2.-robos con violencia en viviendas,0,DESCONOCIDA,5.3.2.-Robos con violencia en viviendas
2020,NA,5.3.2.-robos con violencia en viviendas,0,DESCONOCIDA,5.3.2.-Robos con violencia en viviendas
2019,NA,5.3.2.-robos con violencia en viviendas,0,DESCONOCIDA,5.3.2.-Robos con violencia en viviendas
2018,NA,5.3.2.-robos con violencia en viviendas,0,DESCONOCIDA,5.3.2.-Robos con violencia en viviendas
2017,NA,5.3.2.-robos con violencia en viviendas,0,DESCONOCIDA,5.3.2.-Robos con violencia en viviendas
2016,NA,5.3.2.-robos con violencia en viviendas,0,DESCONOCIDA,5.3.2.-Robos con violencia en viviendas
2015,NA,5.3.2.-robos con violencia en viviendas,0,DESCONOCIDA,5.3.2.-Robos con violencia en viviendas
2014,NA,5.3.2.-robos con violencia en viviendas,0,DESCONOCIDA,5.3.2.-Robos con violencia en viviendas
2013,NA,5.3.2.-robos con violencia en viviendas,0,DESCONOCIDA,5.3.2.-Robos con violencia en viviendas
2012,NA,5.3.2.-robos con violencia en viviendas,0,DESCONOCIDA,5.3.2.-Robos con violencia en viviendas
2011,NA,5.3.2.-robos con violencia en viviendas,0,DESCONOCIDA,5.3.2.-Robos con violencia en viviendas
2010,NA,5.3.2.-robos con violencia en viviendas,0,DESCONOCIDA,5.3.2.-Robos con violencia en viviendas
2023,NA,5.3.3.-robos con violencia en establecimientos,0,DESCONOCIDA,5.3.3.-Robos con violencia en establecimientos
2022,NA,5.3.3.-robos con violencia en establecimientos,0,DESCONOCIDA,5.3.3.-Robos con violencia en establecimientos
2021,NA,5.3.3.-robos con violencia en establecimientos,0,DESCONOCIDA,5.3.3.-Robos con violencia en establecimientos
2020,NA,5.3.3.-robos con violencia en establecimientos,0,DESCONOCIDA,5.3.3.-Robos con violencia en establecimientos
2019,NA,5.3.3.-robos con violencia en establecimientos,0,DESCONOCIDA,5.3.3.-Robos con violencia en establecimientos
2018,NA,5.3.3.-robos con violencia en establecimientos,0,DESCONOCIDA,5.3.3.-Robos con violencia en establecimientos
2017,NA,5.3.3.-robos con violencia en establecimientos,0,DESCONOCIDA,5.3.3.-Robos con violencia en establecimientos
2016,NA,5.3.3.-robos con violencia en establecimientos,0,DESCONOCIDA,5.3.3.-Robos con violencia en establecimientos
