window,mode,n_series,pct_stationary,pct_level,pct_trend,pct_break
2010_2019_pre,diff,6,83.33333333333334,83.33333333333334,0,0
2010_2019_pre,level,6,66.66666666666666,33.33333333333333,33.33333333333333,0
con_covid_2010_2023,diff,6,100,33.33333333333333,66.66666666666666,0
con_covid_2010_2023,level,6,100,83.33333333333334,16.666666666666664,0
sin_covid_2010_2023,diff,6,50,50,0,0
sin_covid_2010_2023,level,6,100,66.66666666666666,33.33333333333333,0
