fecha_iso,n_dom_ccaa,n_dom_tipo,n_ccaa_unmapped,n_tipo_unmapped,n_ccaa_dup_mapping,n_tipo_dup_mapping,cobertura_ccaa_pct,cobertura_tipo_pct
2025-10-02,22,44,0,0,0,0,100,100
