x,y,pearson_r,pearson_p,n,spearman_r,spearman_p,kendall_r,kendall_p
d_pct_extranjeros,d_share_extranjeros,0.9176194720677108,6.864272872698031e-5,11,0.9,1.5997142806871369e-4,0.7454545454545455,0.001413668437668589
d_pct_extranjeros,d_tasa_hc_100k,0.8085724530417305,0.0025879285772381923,11,0.890909090909091,2.3345817037873244e-4,0.7090909090909091,0.0023962339696750215
d_pct_extranjeros,d_tasa_he_100k,0.7566145744823302,0.007032716165174565,11,0.7454545454545454,0.008454728885061592,0.6,0.010197876776240244
