STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,na_item,National accounts indicator (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,EL,Greece,2021,,15610,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,EL,Greece,2022,,17620,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,EL,Greece,2023,,18790,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,ES,Spain,2010,,18190,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,ES,Spain,2011,,18070,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,ES,Spain,2012,,17590,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,ES,Spain,2013,,17340,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,ES,Spain,2014,,17630,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,ES,Spain,2015,,18190,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,ES,Spain,2016,,18620,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,ES,Spain,2017,,19320,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,ES,Spain,2018,,19870,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,ES,Spain,2019,,20260,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,ES,Spain,2020,,18570,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,ES,Spain,2021,,20130,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,ES,Spain,2022,,21980,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,ES,Spain,2023,,23250,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,EU27_2020,European Union - 27 countries (from 2020),2010,,19430,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,EU27_2020,European Union - 27 countries (from 2020),2011,,19860,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,EU27_2020,European Union - 27 countries (from 2020),2012,,20010,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,EU27_2020,European Union - 27 countries (from 2020),2013,,20150,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,EU27_2020,European Union - 27 countries (from 2020),2014,,20410,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,EU27_2020,European Union - 27 countries (from 2020),2015,,20850,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,EU27_2020,European Union - 27 countries (from 2020),2016,,21320,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,EU27_2020,European Union - 27 countries (from 2020),2017,,22060,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,EU27_2020,European Union - 27 countries (from 2020),2018,,22750,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,EU27_2020,European Union - 27 countries (from 2020),2019,,23410,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,EU27_2020,European Union - 27 countries (from 2020),2020,,22600,,b,break in time series,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,EU27_2020,European Union - 27 countries (from 2020),2021,,24260,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,EU27_2020,European Union - 27 countries (from 2020),2022,,26580,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,EU27_2020,European Union - 27 countries (from 2020),2023,,28200,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,FI,Finland,2010,,26630,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,FI,Finland,2011,,27970,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,FI,Finland,2012,,28870,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,FI,Finland,2013,,29430,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,FI,Finland,2014,,29780,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,FI,Finland,2015,,30210,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,FI,Finland,2016,,30520,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,FI,Finland,2017,,30780,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,FI,Finland,2018,,31600,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,FI,Finland,2019,,32320,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,FI,Finland,2020,,31910,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,FI,Finland,2021,,33740,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,FI,Finland,2022,,35780,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,FI,Finland,2023,,37710,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,FR,France,2010,,24540,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,FR,France,2011,,25050,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,FR,France,2012,,25280,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,FR,France,2013,,25540,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,FR,France,2014,,25730,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,FR,France,2015,,26030,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,FR,France,2016,,26400,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,FR,France,2017,,26950,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,FR,France,2018,,27490,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,FR,France,2019,,28010,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,FR,France,2020,,27050,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,FR,France,2021,,28710,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,FR,France,2022,,30630,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,FR,France,2023,,32570,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,HR,Croatia,2010,,8420,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,HR,Croatia,2011,,8720,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,HR,Croatia,2012,,8770,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,HR,Croatia,2013,,8820,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,HR,Croatia,2014,,8720,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,HR,Croatia,2015,,8770,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,HR,Croatia,2016,,9010,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,HR,Croatia,2017,,9460,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,HR,Croatia,2018,,10000,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,HR,Croatia,2019,,10800,,b,break in time series,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,HR,Croatia,2020,,10720,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,HR,Croatia,2021,,12040,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,HR,Croatia,2022,,13830,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,HR,Croatia,2023,,15550,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,HU,Hungary,2010,,2033550,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,HU,Hungary,2011,,2095370,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,HU,Hungary,2012,,2150330,,b,break in time series,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,HU,Hungary,2013,,2206550,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,HU,Hungary,2014,,2332330,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,HU,Hungary,2015,,2448220,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,HU,Hungary,2016,,2593870,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,HU,Hungary,2017,,2841680,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,HU,Hungary,2018,,3087700,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,HU,Hungary,2019,,3416760,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,HU,Hungary,2020,,3556670,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,HU,Hungary,2021,,3978150,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,HU,Hungary,2022,,4839240,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,HU,Hungary,2023,,5478400,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,IE,Ireland,2010,,24200,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,IE,Ireland,2011,,24340,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,IE,Ireland,2012,,24120,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,IE,Ireland,2013,,24040,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,IE,Ireland,2014,,24790,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,IE,Ireland,2015,,25410,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,IE,Ireland,2016,,26320,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,IE,Ireland,2017,,27220,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,IE,Ireland,2018,,28740,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,IE,Ireland,2019,,29890,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,IE,Ireland,2020,,28370,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,IE,Ireland,2021,,31180,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,IE,Ireland,2022,,35340,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,IE,Ireland,2023,,39110,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,IS,Iceland,2010,,4129540,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,IS,Iceland,2011,,4392770,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,IS,Iceland,2012,,4646220,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,IS,Iceland,2013,,4811180,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,IS,Iceland,2014,,5009860,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,IS,Iceland,2015,,5254780,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,IS,Iceland,2016,,5566650,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,IS,Iceland,2017,,5829570,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,IS,Iceland,2018,,6165740,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,IS,Iceland,2019,,6457830,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,IS,Iceland,2020,,6645760,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,IS,Iceland,2021,,7249240,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,IS,Iceland,2022,,8038270,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,IS,Iceland,2023,,8516580,,p,provisional,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,IT,Italy,2010,,21920,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,IT,Italy,2011,,22270,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,IT,Italy,2012,,21960,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,IT,Italy,2013,,21690,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,IT,Italy,2014,,21730,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,IT,Italy,2015,,22060,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,IT,Italy,2016,,22440,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,IT,Italy,2017,,23010,,,,,
dataflow,ESTAT:NAMA_10_PC(1.0),Gross domestic product (GDP) and main components per capita,A,Annual,CP_NAC_HAB,"Current prices, units of national currency per capita",P3,Final consumption expenditure,IT,Italy,2018,,23450,,,,,
