Comunidades autónomas;Tipología penal;periodo;Total
CASTILLA - LA MANCHA;1.4.-Otros contra las personas;2013;531
CASTILLA - LA MANCHA;1.4.-Otros contra las personas;2012;692
CASTILLA - LA MANCHA;1.4.-Otros contra las personas;2011;749
CASTILLA - LA MANCHA;1.4.-Otros contra las personas;2010;52
CASTILLA - LA MANCHA;2. CONTRA LA LIBERTAD;2023;2.614
CASTILLA - LA MANCHA;2. CONTRA LA LIBERTAD;2022;2.468
CASTILLA - LA MANCHA;2. CONTRA LA LIBERTAD;2021;2.434
CASTILLA - LA MANCHA;2. CONTRA LA LIBERTAD;2020;2.145
CASTILLA - LA MANCHA;2. CONTRA LA LIBERTAD;2019;2.283
CASTILLA - LA MANCHA;2. CONTRA LA LIBERTAD;2018;2.285
CASTILLA - LA MANCHA;2. CONTRA LA LIBERTAD;2017;2.221
CASTILLA - LA MANCHA;2. CONTRA LA LIBERTAD;2016;1.908
CASTILLA - LA MANCHA;2. CONTRA LA LIBERTAD;2015;1.276
CASTILLA - LA MANCHA;2. CONTRA LA LIBERTAD;2014;1.038
CASTILLA - LA MANCHA;2. CONTRA LA LIBERTAD;2013;1.115
CASTILLA - LA MANCHA;2. CONTRA LA LIBERTAD;2012;1.122
CASTILLA - LA MANCHA;2. CONTRA LA LIBERTAD;2011;1.194
CASTILLA - LA MANCHA;2. CONTRA LA LIBERTAD;2010;870
CASTILLA - LA MANCHA;2.1.-Malos tratos habituales en el ámbito familiar;2023;808
CASTILLA - LA MANCHA;2.1.-Malos tratos habituales en el ámbito familiar;2022;660
CASTILLA - LA MANCHA;2.1.-Malos tratos habituales en el ámbito familiar;2021;552
CASTILLA - LA MANCHA;2.1.-Malos tratos habituales en el ámbito familiar;2020;493
CASTILLA - LA MANCHA;2.1.-Malos tratos habituales en el ámbito familiar;2019;512
CASTILLA - LA MANCHA;2.1.-Malos tratos habituales en el ámbito familiar;2018;523
CASTILLA - LA MANCHA;2.1.-Malos tratos habituales en el ámbito familiar;2017;544
CASTILLA - LA MANCHA;2.1.-Malos tratos habituales en el ámbito familiar;2016;462
CASTILLA - LA MANCHA;2.1.-Malos tratos habituales en el ámbito familiar;2015;520
CASTILLA - LA MANCHA;2.1.-Malos tratos habituales en el ámbito familiar;2014;488
CASTILLA - LA MANCHA;2.1.-Malos tratos habituales en el ámbito familiar;2013;521
CASTILLA - LA MANCHA;2.1.-Malos tratos habituales en el ámbito familiar;2012;481
CASTILLA - LA MANCHA;2.1.-Malos tratos habituales en el ámbito familiar;2011;511
CASTILLA - LA MANCHA;2.1.-Malos tratos habituales en el ámbito familiar;2010;413
CASTILLA - LA MANCHA;2.2.-Otros contra la libertad;2023;1.806
CASTILLA - LA MANCHA;2.2.-Otros contra la libertad;2022;1.808
CASTILLA - LA MANCHA;2.2.-Otros contra la libertad;2021;1.882
CASTILLA - LA MANCHA;2.2.-Otros contra la libertad;2020;1.652
CASTILLA - LA MANCHA;2.2.-Otros contra la libertad;2019;1.771
CASTILLA - LA MANCHA;2.2.-Otros contra la libertad;2018;1.762
CASTILLA - LA MANCHA;2.2.-Otros contra la libertad;2017;1.677
CASTILLA - LA MANCHA;2.2.-Otros contra la libertad;2016;1.446
CASTILLA - LA MANCHA;2.2.-Otros contra la libertad;2015;756
CASTILLA - LA MANCHA;2.2.-Otros contra la libertad;2014;550
CASTILLA - LA MANCHA;2.2.-Otros contra la libertad;2013;594
CASTILLA - LA MANCHA;2.2.-Otros contra la libertad;2012;641
CASTILLA - LA MANCHA;2.2.-Otros contra la libertad;2011;683
CASTILLA - LA MANCHA;2.2.-Otros contra la libertad;2010;457
CASTILLA - LA MANCHA;3. LIBERTAD SEXUAL;2023;498
CASTILLA - LA MANCHA;3. LIBERTAD SEXUAL;2022;405
CASTILLA - LA MANCHA;3. LIBERTAD SEXUAL;2021;386
CASTILLA - LA MANCHA;3. LIBERTAD SEXUAL;2020;318
CASTILLA - LA MANCHA;3. LIBERTAD SEXUAL;2019;385
CASTILLA - LA MANCHA;3. LIBERTAD SEXUAL;2018;352
CASTILLA - LA MANCHA;3. LIBERTAD SEXUAL;2017;258
CASTILLA - LA MANCHA;3. LIBERTAD SEXUAL;2016;242
CASTILLA - LA MANCHA;3. LIBERTAD SEXUAL;2015;211
CASTILLA - LA MANCHA;3. LIBERTAD SEXUAL;2014;215
CASTILLA - LA MANCHA;3. LIBERTAD SEXUAL;2013;225
CASTILLA - LA MANCHA;3. LIBERTAD SEXUAL;2012;221
CASTILLA - LA MANCHA;3. LIBERTAD SEXUAL;2011;272
CASTILLA - LA MANCHA;3. LIBERTAD SEXUAL;2010;242
CASTILLA - LA MANCHA;3.1.-Agresión sexual;2023;319
CASTILLA - LA MANCHA;3.1.-Agresión sexual;2022;260
CASTILLA - LA MANCHA;3.1.-Agresión sexual;2021;258
CASTILLA - LA MANCHA;3.1.-Agresión sexual;2020;216
CASTILLA - LA MANCHA;3.1.-Agresión sexual;2019;235
CASTILLA - LA MANCHA;3.1.-Agresión sexual;2018;227
CASTILLA - LA MANCHA;3.1.-Agresión sexual;2017;140
CASTILLA - LA MANCHA;3.1.-Agresión sexual;2016;136
CASTILLA - LA MANCHA;3.1.-Agresión sexual;2015;133
CASTILLA - LA MANCHA;3.1.-Agresión sexual;2014;125
CASTILLA - LA MANCHA;3.1.-Agresión sexual;2013;114
CASTILLA - LA MANCHA;3.1.-Agresión sexual;2012;128
CASTILLA - LA MANCHA;3.1.-Agresión sexual;2011;150
CASTILLA - LA MANCHA;3.1.-Agresión sexual;2010;131
CASTILLA - LA MANCHA;3.2.-Agresión sexual con penetración;2023;90
CASTILLA - LA MANCHA;3.2.-Agresión sexual con penetración;2022;90
CASTILLA - LA MANCHA;3.2.-Agresión sexual con penetración;2021;73
CASTILLA - LA MANCHA;3.2.-Agresión sexual con penetración;2020;50
CASTILLA - LA MANCHA;3.2.-Agresión sexual con penetración;2019;57
CASTILLA - LA MANCHA;3.2.-Agresión sexual con penetración;2018;66
CASTILLA - LA MANCHA;3.2.-Agresión sexual con penetración;2017;41
CASTILLA - LA MANCHA;3.2.-Agresión sexual con penetración;2016;33
CASTILLA - LA MANCHA;3.2.-Agresión sexual con penetración;2015;22
CASTILLA - LA MANCHA;3.2.-Agresión sexual con penetración;2014;29
CASTILLA - LA MANCHA;3.2.-Agresión sexual con penetración;2013;44
CASTILLA - LA MANCHA;3.2.-Agresión sexual con penetración;2012;30
CASTILLA - LA MANCHA;3.2.-Agresión sexual con penetración;2011;59
CASTILLA - LA MANCHA;3.2.-Agresión sexual con penetración;2010;36
CASTILLA - LA MANCHA;3.3.-Corrupción de menores o incapacitados;2023;15
CASTILLA - LA MANCHA;3.3.-Corrupción de menores o incapacitados;2022;9
CASTILLA - LA MANCHA;3.3.-Corrupción de menores o incapacitados;2021;9
CASTILLA - LA MANCHA;3.3.-Corrupción de menores o incapacitados;2020;6
CASTILLA - LA MANCHA;3.3.-Corrupción de menores o incapacitados;2019;8
CASTILLA - LA MANCHA;3.3.-Corrupción de menores o incapacitados;2018;9
CASTILLA - LA MANCHA;3.3.-Corrupción de menores o incapacitados;2017;31
CASTILLA - LA MANCHA;3.3.-Corrupción de menores o incapacitados;2016;22
CASTILLA - LA MANCHA;3.3.-Corrupción de menores o incapacitados;2015;9
CASTILLA - LA MANCHA;3.3.-Corrupción de menores o incapacitados;2014;13
CASTILLA - LA MANCHA;3.3.-Corrupción de menores o incapacitados;2013;4
CASTILLA - LA MANCHA;3.3.-Corrupción de menores o incapacitados;2012;5
CASTILLA - LA MANCHA;3.3.-Corrupción de menores o incapacitados;2011;15
CASTILLA - LA MANCHA;3.3.-Corrupción de menores o incapacitados;2010;5
CASTILLA - LA MANCHA;3.4.-Pornografía de menores;2023;24
CASTILLA - LA MANCHA;3.4.-Pornografía de menores;2022;12
CASTILLA - LA MANCHA;3.4.-Pornografía de menores;2021;13
CASTILLA - LA MANCHA;3.4.-Pornografía de menores;2020;16
CASTILLA - LA MANCHA;3.4.-Pornografía de menores;2019;43
CASTILLA - LA MANCHA;3.4.-Pornografía de menores;2018;22
CASTILLA - LA MANCHA;3.4.-Pornografía de menores;2017;12
CASTILLA - LA MANCHA;3.4.-Pornografía de menores;2016;9
CASTILLA - LA MANCHA;3.4.-Pornografía de menores;2015;14
CASTILLA - LA MANCHA;3.4.-Pornografía de menores;2014;19
CASTILLA - LA MANCHA;3.4.-Pornografía de menores;2013;12
CASTILLA - LA MANCHA;3.4.-Pornografía de menores;2012;33
CASTILLA - LA MANCHA;3.4.-Pornografía de menores;2011;8
CASTILLA - LA MANCHA;3.4.-Pornografía de menores;2010;19
CASTILLA - LA MANCHA;3.5.-Otros contra la libertad sexual;2023;50
CASTILLA - LA MANCHA;3.5.-Otros contra la libertad sexual;2022;34
CASTILLA - LA MANCHA;3.5.-Otros contra la libertad sexual;2021;33
CASTILLA - LA MANCHA;3.5.-Otros contra la libertad sexual;2020;30
CASTILLA - LA MANCHA;3.5.-Otros contra la libertad sexual;2019;42
CASTILLA - LA MANCHA;3.5.-Otros contra la libertad sexual;2018;28
CASTILLA - LA MANCHA;3.5.-Otros contra la libertad sexual;2017;34
CASTILLA - LA MANCHA;3.5.-Otros contra la libertad sexual;2016;42
CASTILLA - LA MANCHA;3.5.-Otros contra la libertad sexual;2015;33
CASTILLA - LA MANCHA;3.5.-Otros contra la libertad sexual;2014;29
CASTILLA - LA MANCHA;3.5.-Otros contra la libertad sexual;2013;51
CASTILLA - LA MANCHA;3.5.-Otros contra la libertad sexual;2012;25
CASTILLA - LA MANCHA;3.5.-Otros contra la libertad sexual;2011;40
CASTILLA - LA MANCHA;3.5.-Otros contra la libertad sexual;2010;51
CASTILLA - LA MANCHA;4. RELACIONES FAMILIARES;2023;101
CASTILLA - LA MANCHA;4. RELACIONES FAMILIARES;2022;102
CASTILLA - LA MANCHA;4. RELACIONES FAMILIARES;2021;100
CASTILLA - LA MANCHA;4. RELACIONES FAMILIARES;2020;112
CASTILLA - LA MANCHA;4. RELACIONES FAMILIARES;2019;124
CASTILLA - LA MANCHA;4. RELACIONES FAMILIARES;2018;127
CASTILLA - LA MANCHA;4. RELACIONES FAMILIARES;2017;130
CASTILLA - LA MANCHA;4. RELACIONES FAMILIARES;2016;102
CASTILLA - LA MANCHA;4. RELACIONES FAMILIARES;2015;139
CASTILLA - LA MANCHA;4. RELACIONES FAMILIARES;2014;212
CASTILLA - LA MANCHA;4. RELACIONES FAMILIARES;2013;166
CASTILLA - LA MANCHA;4. RELACIONES FAMILIARES;2012;130
CASTILLA - LA MANCHA;4. RELACIONES FAMILIARES;2011;114
CASTILLA - LA MANCHA;4. RELACIONES FAMILIARES;2010;84
CASTILLA - LA MANCHA;5. PATRIMONIO;2023;6.506
CASTILLA - LA MANCHA;5. PATRIMONIO;2022;6.033
CASTILLA - LA MANCHA;5. PATRIMONIO;2021;5.642
CASTILLA - LA MANCHA;5. PATRIMONIO;2020;5.123
CASTILLA - LA MANCHA;5. PATRIMONIO;2019;6.086
CASTILLA - LA MANCHA;5. PATRIMONIO;2018;6.355
CASTILLA - LA MANCHA;5. PATRIMONIO;2017;6.010
CASTILLA - LA MANCHA;5. PATRIMONIO;2016;6.202
CASTILLA - LA MANCHA;5. PATRIMONIO;2015;5.862
CASTILLA - LA MANCHA;5. PATRIMONIO;2014;7.292
CASTILLA - LA MANCHA;5. PATRIMONIO;2013;8.528
CASTILLA - LA MANCHA;5. PATRIMONIO;2012;7.823
CASTILLA - LA MANCHA;5. PATRIMONIO;2011;7.470
CASTILLA - LA MANCHA;5. PATRIMONIO;2010;5.602
CASTILLA - LA MANCHA;5.1.-Hurtos;2023;2.006
CASTILLA - LA MANCHA;5.1.-Hurtos;2022;1.714
CASTILLA - LA MANCHA;5.1.-Hurtos;2021;1.372
CASTILLA - LA MANCHA;5.1.-Hurtos;2020;1.237
CASTILLA - LA MANCHA;5.1.-Hurtos;2019;1.819
CASTILLA - LA MANCHA;5.1.-Hurtos;2018;1.942
CASTILLA - LA MANCHA;5.1.-Hurtos;2017;1.925
CASTILLA - LA MANCHA;5.1.-Hurtos;2016;2.046
CASTILLA - LA MANCHA;5.1.-Hurtos;2015;2.057
CASTILLA - LA MANCHA;5.1.-Hurtos;2014;2.303
CASTILLA - LA MANCHA;5.1.-Hurtos;2013;2.465
CASTILLA - LA MANCHA;5.1.-Hurtos;2012;2.382
CASTILLA - LA MANCHA;5.1.-Hurtos;2011;2.277
CASTILLA - LA MANCHA;5.1.-Hurtos;2010;1.073
CASTILLA - LA MANCHA;5.2.-Robos con fuerza en las cosas;2023;1.407
CASTILLA - LA MANCHA;5.2.-Robos con fuerza en las cosas;2022;1.303
CASTILLA - LA MANCHA;5.2.-Robos con fuerza en las cosas;2021;1.142
CASTILLA - LA MANCHA;5.2.-Robos con fuerza en las cosas;2020;1.170
CASTILLA - LA MANCHA;5.2.-Robos con fuerza en las cosas;2019;1.255
CASTILLA - LA MANCHA;5.2.-Robos con fuerza en las cosas;2018;1.479
CASTILLA - LA MANCHA;5.2.-Robos con fuerza en las cosas;2017;1.727
CASTILLA - LA MANCHA;5.2.-Robos con fuerza en las cosas;2016;1.713
CASTILLA - LA MANCHA;5.2.-Robos con fuerza en las cosas;2015;1.748
CASTILLA - LA MANCHA;5.2.-Robos con fuerza en las cosas;2014;2.589
CASTILLA - LA MANCHA;5.2.-Robos con fuerza en las cosas;2013;3.237
CASTILLA - LA MANCHA;5.2.-Robos con fuerza en las cosas;2012;2.809
CASTILLA - LA MANCHA;5.2.-Robos con fuerza en las cosas;2011;2.689
CASTILLA - LA MANCHA;5.2.-Robos con fuerza en las cosas;2010;2.553
CASTILLA - LA MANCHA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2023;193
CASTILLA - LA MANCHA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2022;214
CASTILLA - LA MANCHA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2021;132
CASTILLA - LA MANCHA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2020;175
CASTILLA - LA MANCHA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2019;173
CASTILLA - LA MANCHA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2018;224
CASTILLA - LA MANCHA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2017;172
CASTILLA - LA MANCHA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2016;184
CASTILLA - LA MANCHA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2015;159
CASTILLA - LA MANCHA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2014;240
CASTILLA - LA MANCHA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2013;287
CASTILLA - LA MANCHA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2012;229
CASTILLA - LA MANCHA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2011;309
CASTILLA - LA MANCHA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2010;197
CASTILLA - LA MANCHA;5.2.2.-Robos con fuerza en viviendas;2023;411
CASTILLA - LA MANCHA;5.2.2.-Robos con fuerza en viviendas;2022;400
CASTILLA - LA MANCHA;5.2.2.-Robos con fuerza en viviendas;2021;405
CASTILLA - LA MANCHA;5.2.2.-Robos con fuerza en viviendas;2020;474
CASTILLA - LA MANCHA;5.2.2.-Robos con fuerza en viviendas;2019;497
CASTILLA - LA MANCHA;5.2.2.-Robos con fuerza en viviendas;2018;585
CASTILLA - LA MANCHA;5.2.2.-Robos con fuerza en viviendas;2017;731
CASTILLA - LA MANCHA;5.2.2.-Robos con fuerza en viviendas;2016;660
CASTILLA - LA MANCHA;5.2.2.-Robos con fuerza en viviendas;2015;665
CASTILLA - LA MANCHA;5.2.2.-Robos con fuerza en viviendas;2014;801
CASTILLA - LA MANCHA;5.2.2.-Robos con fuerza en viviendas;2013;1.100
CASTILLA - LA MANCHA;5.2.2.-Robos con fuerza en viviendas;2012;1.005
CASTILLA - LA MANCHA;5.2.2.-Robos con fuerza en viviendas;2011;744
CASTILLA - LA MANCHA;5.2.2.-Robos con fuerza en viviendas;2010;610
CASTILLA - LA MANCHA;5.2.3.-Robos con fuerza en establecimientos;2023;319
CASTILLA - LA MANCHA;5.2.3.-Robos con fuerza en establecimientos;2022;289
CASTILLA - LA MANCHA;5.2.3.-Robos con fuerza en establecimientos;2021;273
CASTILLA - LA MANCHA;5.2.3.-Robos con fuerza en establecimientos;2020;209
CASTILLA - LA MANCHA;5.2.3.-Robos con fuerza en establecimientos;2019;247
CASTILLA - LA MANCHA;5.2.3.-Robos con fuerza en establecimientos;2018;270
CASTILLA - LA MANCHA;5.2.3.-Robos con fuerza en establecimientos;2017;442
CASTILLA - LA MANCHA;5.2.3.-Robos con fuerza en establecimientos;2016;370
CASTILLA - LA MANCHA;5.2.3.-Robos con fuerza en establecimientos;2015;338
CASTILLA - LA MANCHA;5.2.3.-Robos con fuerza en establecimientos;2014;503
CASTILLA - LA MANCHA;5.2.3.-Robos con fuerza en establecimientos;2013;575
CASTILLA - LA MANCHA;5.2.3.-Robos con fuerza en establecimientos;2012;461
CASTILLA - LA MANCHA;5.2.3.-Robos con fuerza en establecimientos;2011;461
CASTILLA - LA MANCHA;5.2.3.-Robos con fuerza en establecimientos;2010;568
CASTILLA - LA MANCHA;5.3.-Robos con violencia o intimidación;2023;533
CASTILLA - LA MANCHA;5.3.-Robos con violencia o intimidación;2022;451
CASTILLA - LA MANCHA;5.3.-Robos con violencia o intimidación;2021;432
CASTILLA - LA MANCHA;5.3.-Robos con violencia o intimidación;2020;359
CASTILLA - LA MANCHA;5.3.-Robos con violencia o intimidación;2019;457
CASTILLA - LA MANCHA;5.3.-Robos con violencia o intimidación;2018;447
CASTILLA - LA MANCHA;5.3.-Robos con violencia o intimidación;2017;404
CASTILLA - LA MANCHA;5.3.-Robos con violencia o intimidación;2016;403
CASTILLA - LA MANCHA;5.3.-Robos con violencia o intimidación;2015;402
CASTILLA - LA MANCHA;5.3.-Robos con violencia o intimidación;2014;470
CASTILLA - LA MANCHA;5.3.-Robos con violencia o intimidación;2013;665
CASTILLA - LA MANCHA;5.3.-Robos con violencia o intimidación;2012;660
CASTILLA - LA MANCHA;5.3.-Robos con violencia o intimidación;2011;687
CASTILLA - LA MANCHA;5.3.-Robos con violencia o intimidación;2010;599
CASTILLA - LA MANCHA;5.3.1.-Robos con violencia en vía pública;2023;261
CASTILLA - LA MANCHA;5.3.1.-Robos con violencia en vía pública;2022;221
CASTILLA - LA MANCHA;5.3.1.-Robos con violencia en vía pública;2021;218
CASTILLA - LA MANCHA;5.3.1.-Robos con violencia en vía pública;2020;164
CASTILLA - LA MANCHA;5.3.1.-Robos con violencia en vía pública;2019;225
CASTILLA - LA MANCHA;5.3.1.-Robos con violencia en vía pública;2018;251
CASTILLA - LA MANCHA;5.3.1.-Robos con violencia en vía pública;2017;167
CASTILLA - LA MANCHA;5.3.1.-Robos con violencia en vía pública;2016;214
CASTILLA - LA MANCHA;5.3.1.-Robos con violencia en vía pública;2015;239
CASTILLA - LA MANCHA;5.3.1.-Robos con violencia en vía pública;2014;234
CASTILLA - LA MANCHA;5.3.1.-Robos con violencia en vía pública;2013;348
CASTILLA - LA MANCHA;5.3.1.-Robos con violencia en vía pública;2012;350
CASTILLA - LA MANCHA;5.3.1.-Robos con violencia en vía pública;2011;403
CASTILLA - LA MANCHA;5.3.1.-Robos con violencia en vía pública;2010;362
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;2023;87
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;2022;58
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;2021;53
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;2020;52
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;2019;52
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;2018;68
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;2017;50
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;2016;50
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;2015;46
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;2014;68
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;2013;90
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;2012;70
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;2011;67
CASTILLA - LA MANCHA;5.3.2.-Robos con violencia en viviendas;2010;72
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;2023;130
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;2022;114
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;2021;111
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;2020;111
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;2019;102
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;2018;78
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;2017;113
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;2016;81
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;2015;80
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;2014;109
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;2013;122
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;2012;147
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;2011;135
CASTILLA - LA MANCHA;5.3.3.-Robos con violencia en establecimientos;2010;115
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;2023;158
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;2022;121
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;2021;114
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;2020;92
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;2019;81
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;2018;115
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;2017;166
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;2016;206
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;2015;203
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;2014;190
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;2013;238
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;2012;209
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;2011;288
CASTILLA - LA MANCHA;5.4.-Sustracción de vehículos;2010;284
CASTILLA - LA MANCHA;5.5.-Estafas;2023;1.046
CASTILLA - LA MANCHA;5.5.-Estafas;2022;1.023
CASTILLA - LA MANCHA;5.5.-Estafas;2021;1.161
CASTILLA - LA MANCHA;5.5.-Estafas;2020;926
CASTILLA - LA MANCHA;5.5.-Estafas;2019;912
CASTILLA - LA MANCHA;5.5.-Estafas;2018;803
CASTILLA - LA MANCHA;5.5.-Estafas;2017;660
CASTILLA - LA MANCHA;5.5.-Estafas;2016;659
CASTILLA - LA MANCHA;5.5.-Estafas;2015;482
CASTILLA - LA MANCHA;5.5.-Estafas;2014;541
CASTILLA - LA MANCHA;5.5.-Estafas;2013;860
CASTILLA - LA MANCHA;5.5.-Estafas;2012;646
CASTILLA - LA MANCHA;5.5.-Estafas;2011;526
CASTILLA - LA MANCHA;5.5.-Estafas;2010;388
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;2023;664
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;2022;594
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;2021;766
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;2020;449
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;2019;268
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;2018;183
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;2017;120
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;2016;105
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;2015;145
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;2014;126
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;2013;165
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;2012;155
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;2011;126
CASTILLA - LA MANCHA;5.5.1.-Estafas informáticas;2010;87
CASTILLA - LA MANCHA;5.6.-Daños;2023;601
CASTILLA - LA MANCHA;5.6.-Daños;2022;601
CASTILLA - LA MANCHA;5.6.-Daños;2021;612
CASTILLA - LA MANCHA;5.6.-Daños;2020;495
CASTILLA - LA MANCHA;5.6.-Daños;2019;669
CASTILLA - LA MANCHA;5.6.-Daños;2018;710
CASTILLA - LA MANCHA;5.6.-Daños;2017;523
CASTILLA - LA MANCHA;5.6.-Daños;2016;505
CASTILLA - LA MANCHA;5.6.-Daños;2015;387
CASTILLA - LA MANCHA;5.6.-Daños;2014;398
CASTILLA - LA MANCHA;5.6.-Daños;2013;427
CASTILLA - LA MANCHA;5.6.-Daños;2012;535
CASTILLA - LA MANCHA;5.6.-Daños;2011;488
CASTILLA - LA MANCHA;5.6.-Daños;2010;316
CASTILLA - LA MANCHA;5.7.-Contra la propiedad intelectual/industrial;2023;32
CASTILLA - LA MANCHA;5.7.-Contra la propiedad intelectual/industrial;2022;10
CASTILLA - LA MANCHA;5.7.-Contra la propiedad intelectual/industrial;2021;17
CASTILLA - LA MANCHA;5.7.-Contra la propiedad intelectual/industrial;2020;9
CASTILLA - LA MANCHA;5.7.-Contra la propiedad intelectual/industrial;2019;29
CASTILLA - LA MANCHA;5.7.-Contra la propiedad intelectual/industrial;2018;83
CASTILLA - LA MANCHA;5.7.-Contra la propiedad intelectual/industrial;2017;23
CASTILLA - LA MANCHA;5.7.-Contra la propiedad intelectual/industrial;2016;16
CASTILLA - LA MANCHA;5.7.-Contra la propiedad intelectual/industrial;2015;23
CASTILLA - LA MANCHA;5.7.-Contra la propiedad intelectual/industrial;2014;38
CASTILLA - LA MANCHA;5.7.-Contra la propiedad intelectual/industrial;2013;44
CASTILLA - LA MANCHA;5.7.-Contra la propiedad intelectual/industrial;2012;42
CASTILLA - LA MANCHA;5.7.-Contra la propiedad intelectual/industrial;2011;47
CASTILLA - LA MANCHA;5.7.-Contra la propiedad intelectual/industrial;2010;96
CASTILLA - LA MANCHA;5.8.-Blanqueo de capitales;2023;25
CASTILLA - LA MANCHA;5.8.-Blanqueo de capitales;2022;20
CASTILLA - LA MANCHA;5.8.-Blanqueo de capitales;2021;25
CASTILLA - LA MANCHA;5.8.-Blanqueo de capitales;2020;4
CASTILLA - LA MANCHA;5.8.-Blanqueo de capitales;2019;42
CASTILLA - LA MANCHA;5.8.-Blanqueo de capitales;2018;19
CASTILLA - LA MANCHA;5.8.-Blanqueo de capitales;2017;56
CASTILLA - LA MANCHA;5.8.-Blanqueo de capitales;2016;14
CASTILLA - LA MANCHA;5.8.-Blanqueo de capitales;2015;1
CASTILLA - LA MANCHA;5.8.-Blanqueo de capitales;2014;2
CASTILLA - LA MANCHA;5.8.-Blanqueo de capitales;2013;4
CASTILLA - LA MANCHA;5.8.-Blanqueo de capitales;2012;9
CASTILLA - LA MANCHA;5.8.-Blanqueo de capitales;2011;3
CASTILLA - LA MANCHA;5.8.-Blanqueo de capitales;2010;2
CASTILLA - LA MANCHA;5.9.-Otros contra el patrimonio;2023;698
CASTILLA - LA MANCHA;5.9.-Otros contra el patrimonio;2022;790
