Comunidades autónomas;Tipología penal;periodo;Total
CANTABRIA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2019;35
CANTABRIA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2018;29
CANTABRIA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2017;29
CANTABRIA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2016;24
CANTABRIA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2015;44
CANTABRIA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2014;42
CANTABRIA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2013;78
CANTABRIA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2012;89
CANTABRIA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2011;115
CANTABRIA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2010;42
CANTABRIA;5.2.2.-Robos con fuerza en viviendas;2023;70
CANTABRIA;5.2.2.-Robos con fuerza en viviendas;2022;69
CANTABRIA;5.2.2.-Robos con fuerza en viviendas;2021;71
CANTABRIA;5.2.2.-Robos con fuerza en viviendas;2020;80
CANTABRIA;5.2.2.-Robos con fuerza en viviendas;2019;87
CANTABRIA;5.2.2.-Robos con fuerza en viviendas;2018;101
CANTABRIA;5.2.2.-Robos con fuerza en viviendas;2017;143
CANTABRIA;5.2.2.-Robos con fuerza en viviendas;2016;108
CANTABRIA;5.2.2.-Robos con fuerza en viviendas;2015;84
CANTABRIA;5.2.2.-Robos con fuerza en viviendas;2014;147
CANTABRIA;5.2.2.-Robos con fuerza en viviendas;2013;399
CANTABRIA;5.2.2.-Robos con fuerza en viviendas;2012;299
CANTABRIA;5.2.2.-Robos con fuerza en viviendas;2011;120
CANTABRIA;5.2.2.-Robos con fuerza en viviendas;2010;115
CANTABRIA;5.2.3.-Robos con fuerza en establecimientos;2023;53
CANTABRIA;5.2.3.-Robos con fuerza en establecimientos;2022;88
CANTABRIA;5.2.3.-Robos con fuerza en establecimientos;2021;79
CANTABRIA;5.2.3.-Robos con fuerza en establecimientos;2020;64
CANTABRIA;5.2.3.-Robos con fuerza en establecimientos;2019;103
CANTABRIA;5.2.3.-Robos con fuerza en establecimientos;2018;86
CANTABRIA;5.2.3.-Robos con fuerza en establecimientos;2017;91
CANTABRIA;5.2.3.-Robos con fuerza en establecimientos;2016;82
CANTABRIA;5.2.3.-Robos con fuerza en establecimientos;2015;104
CANTABRIA;5.2.3.-Robos con fuerza en establecimientos;2014;98
CANTABRIA;5.2.3.-Robos con fuerza en establecimientos;2013;215
CANTABRIA;5.2.3.-Robos con fuerza en establecimientos;2012;282
CANTABRIA;5.2.3.-Robos con fuerza en establecimientos;2011;225
CANTABRIA;5.2.3.-Robos con fuerza en establecimientos;2010;152
CANTABRIA;5.3.-Robos con violencia o intimidación;2023;105
CANTABRIA;5.3.-Robos con violencia o intimidación;2022;114
CANTABRIA;5.3.-Robos con violencia o intimidación;2021;91
CANTABRIA;5.3.-Robos con violencia o intimidación;2020;108
CANTABRIA;5.3.-Robos con violencia o intimidación;2019;94
CANTABRIA;5.3.-Robos con violencia o intimidación;2018;77
CANTABRIA;5.3.-Robos con violencia o intimidación;2017;60
CANTABRIA;5.3.-Robos con violencia o intimidación;2016;70
CANTABRIA;5.3.-Robos con violencia o intimidación;2015;94
CANTABRIA;5.3.-Robos con violencia o intimidación;2014;124
CANTABRIA;5.3.-Robos con violencia o intimidación;2013;186
CANTABRIA;5.3.-Robos con violencia o intimidación;2012;243
CANTABRIA;5.3.-Robos con violencia o intimidación;2011;187
CANTABRIA;5.3.-Robos con violencia o intimidación;2010;172
CANTABRIA;5.3.1.-Robos con violencia en vía pública;2023;46
CANTABRIA;5.3.1.-Robos con violencia en vía pública;2022;49
CANTABRIA;5.3.1.-Robos con violencia en vía pública;2021;35
CANTABRIA;5.3.1.-Robos con violencia en vía pública;2020;43
CANTABRIA;5.3.1.-Robos con violencia en vía pública;2019;38
CANTABRIA;5.3.1.-Robos con violencia en vía pública;2018;35
CANTABRIA;5.3.1.-Robos con violencia en vía pública;2017;25
CANTABRIA;5.3.1.-Robos con violencia en vía pública;2016;31
CANTABRIA;5.3.1.-Robos con violencia en vía pública;2015;44
CANTABRIA;5.3.1.-Robos con violencia en vía pública;2014;72
CANTABRIA;5.3.1.-Robos con violencia en vía pública;2013;89
CANTABRIA;5.3.1.-Robos con violencia en vía pública;2012;127
CANTABRIA;5.3.1.-Robos con violencia en vía pública;2011;116
CANTABRIA;5.3.1.-Robos con violencia en vía pública;2010;119
CANTABRIA;5.3.2.-Robos con violencia en viviendas;2023;9
CANTABRIA;5.3.2.-Robos con violencia en viviendas;2022;14
CANTABRIA;5.3.2.-Robos con violencia en viviendas;2021;17
CANTABRIA;5.3.2.-Robos con violencia en viviendas;2020;11
CANTABRIA;5.3.2.-Robos con violencia en viviendas;2019;9
CANTABRIA;5.3.2.-Robos con violencia en viviendas;2018;6
CANTABRIA;5.3.2.-Robos con violencia en viviendas;2017;13
CANTABRIA;5.3.2.-Robos con violencia en viviendas;2016;7
CANTABRIA;5.3.2.-Robos con violencia en viviendas;2015;7
CANTABRIA;5.3.2.-Robos con violencia en viviendas;2014;10
CANTABRIA;5.3.2.-Robos con violencia en viviendas;2013;16
CANTABRIA;5.3.2.-Robos con violencia en viviendas;2012;21
CANTABRIA;5.3.2.-Robos con violencia en viviendas;2011;20
CANTABRIA;5.3.2.-Robos con violencia en viviendas;2010;7
CANTABRIA;5.3.3.-Robos con violencia en establecimientos;2023;43
CANTABRIA;5.3.3.-Robos con violencia en establecimientos;2022;44
CANTABRIA;5.3.3.-Robos con violencia en establecimientos;2021;23
CANTABRIA;5.3.3.-Robos con violencia en establecimientos;2020;31
CANTABRIA;5.3.3.-Robos con violencia en establecimientos;2019;37
CANTABRIA;5.3.3.-Robos con violencia en establecimientos;2018;22
CANTABRIA;5.3.3.-Robos con violencia en establecimientos;2017;17
CANTABRIA;5.3.3.-Robos con violencia en establecimientos;2016;24
CANTABRIA;5.3.3.-Robos con violencia en establecimientos;2015;27
CANTABRIA;5.3.3.-Robos con violencia en establecimientos;2014;33
CANTABRIA;5.3.3.-Robos con violencia en establecimientos;2013;62
CANTABRIA;5.3.3.-Robos con violencia en establecimientos;2012;62
CANTABRIA;5.3.3.-Robos con violencia en establecimientos;2011;34
CANTABRIA;5.3.3.-Robos con violencia en establecimientos;2010;32
CANTABRIA;5.4.-Sustracción de vehículos;2023;27
CANTABRIA;5.4.-Sustracción de vehículos;2022;13
CANTABRIA;5.4.-Sustracción de vehículos;2021;31
CANTABRIA;5.4.-Sustracción de vehículos;2020;21
CANTABRIA;5.4.-Sustracción de vehículos;2019;20
CANTABRIA;5.4.-Sustracción de vehículos;2018;30
CANTABRIA;5.4.-Sustracción de vehículos;2017;39
CANTABRIA;5.4.-Sustracción de vehículos;2016;42
CANTABRIA;5.4.-Sustracción de vehículos;2015;37
CANTABRIA;5.4.-Sustracción de vehículos;2014;36
CANTABRIA;5.4.-Sustracción de vehículos;2013;66
CANTABRIA;5.4.-Sustracción de vehículos;2012;100
CANTABRIA;5.4.-Sustracción de vehículos;2011;74
CANTABRIA;5.4.-Sustracción de vehículos;2010;66
CANTABRIA;5.5.-Estafas;2023;258
CANTABRIA;5.5.-Estafas;2022;199
CANTABRIA;5.5.-Estafas;2021;142
CANTABRIA;5.5.-Estafas;2020;120
CANTABRIA;5.5.-Estafas;2019;152
CANTABRIA;5.5.-Estafas;2018;81
CANTABRIA;5.5.-Estafas;2017;94
CANTABRIA;5.5.-Estafas;2016;101
CANTABRIA;5.5.-Estafas;2015;100
CANTABRIA;5.5.-Estafas;2014;149
CANTABRIA;5.5.-Estafas;2013;163
CANTABRIA;5.5.-Estafas;2012;119
CANTABRIA;5.5.-Estafas;2011;165
CANTABRIA;5.5.-Estafas;2010;82
CANTABRIA;5.5.1.-Estafas informáticas;2023;168
CANTABRIA;5.5.1.-Estafas informáticas;2022;116
CANTABRIA;5.5.1.-Estafas informáticas;2021;67
CANTABRIA;5.5.1.-Estafas informáticas;2020;44
CANTABRIA;5.5.1.-Estafas informáticas;2019;34
CANTABRIA;5.5.1.-Estafas informáticas;2018;25
CANTABRIA;5.5.1.-Estafas informáticas;2017;23
CANTABRIA;5.5.1.-Estafas informáticas;2016;24
CANTABRIA;5.5.1.-Estafas informáticas;2015;12
CANTABRIA;5.5.1.-Estafas informáticas;2014;27
CANTABRIA;5.5.1.-Estafas informáticas;2013;33
CANTABRIA;5.5.1.-Estafas informáticas;2012;30
CANTABRIA;5.5.1.-Estafas informáticas;2011;19
CANTABRIA;5.5.1.-Estafas informáticas;2010;14
CANTABRIA;5.6.-Daños;2023;132
CANTABRIA;5.6.-Daños;2022;153
CANTABRIA;5.6.-Daños;2021;141
CANTABRIA;5.6.-Daños;2020;110
CANTABRIA;5.6.-Daños;2019;105
CANTABRIA;5.6.-Daños;2018;87
CANTABRIA;5.6.-Daños;2017;82
CANTABRIA;5.6.-Daños;2016;90
CANTABRIA;5.6.-Daños;2015;87
CANTABRIA;5.6.-Daños;2014;92
CANTABRIA;5.6.-Daños;2013;151
CANTABRIA;5.6.-Daños;2012;212
CANTABRIA;5.6.-Daños;2011;150
CANTABRIA;5.6.-Daños;2010;88
CANTABRIA;5.7.-Contra la propiedad intelectual/industrial;2023;18
CANTABRIA;5.7.-Contra la propiedad intelectual/industrial;2022;24
CANTABRIA;5.7.-Contra la propiedad intelectual/industrial;2021;22
CANTABRIA;5.7.-Contra la propiedad intelectual/industrial;2020;12
CANTABRIA;5.7.-Contra la propiedad intelectual/industrial;2019;14
CANTABRIA;5.7.-Contra la propiedad intelectual/industrial;2018;18
CANTABRIA;5.7.-Contra la propiedad intelectual/industrial;2017;7
CANTABRIA;5.7.-Contra la propiedad intelectual/industrial;2016;10
CANTABRIA;5.7.-Contra la propiedad intelectual/industrial;2015;9
CANTABRIA;5.7.-Contra la propiedad intelectual/industrial;2014;24
CANTABRIA;5.7.-Contra la propiedad intelectual/industrial;2013;26
CANTABRIA;5.7.-Contra la propiedad intelectual/industrial;2012;11
CANTABRIA;5.7.-Contra la propiedad intelectual/industrial;2011;8
CANTABRIA;5.7.-Contra la propiedad intelectual/industrial;2010;35
CANTABRIA;5.8.-Blanqueo de capitales;2023;5
CANTABRIA;5.8.-Blanqueo de capitales;2022;0
CANTABRIA;5.8.-Blanqueo de capitales;2021;0
CANTABRIA;5.8.-Blanqueo de capitales;2020;0
CANTABRIA;5.8.-Blanqueo de capitales;2019;0
CANTABRIA;5.8.-Blanqueo de capitales;2018;0
CANTABRIA;5.8.-Blanqueo de capitales;2017;6
CANTABRIA;5.8.-Blanqueo de capitales;2016;0
CANTABRIA;5.8.-Blanqueo de capitales;2015;10
CANTABRIA;5.8.-Blanqueo de capitales;2014;0
CANTABRIA;5.8.-Blanqueo de capitales;2013;1
CANTABRIA;5.8.-Blanqueo de capitales;2012;2
CANTABRIA;5.8.-Blanqueo de capitales;2011;4
CANTABRIA;5.8.-Blanqueo de capitales;2010;6
CANTABRIA;5.9.-Otros contra el patrimonio;2023;101
CANTABRIA;5.9.-Otros contra el patrimonio;2022;105
CANTABRIA;5.9.-Otros contra el patrimonio;2021;109
CANTABRIA;5.9.-Otros contra el patrimonio;2020;67
CANTABRIA;5.9.-Otros contra el patrimonio;2019;102
CANTABRIA;5.9.-Otros contra el patrimonio;2018;144
CANTABRIA;5.9.-Otros contra el patrimonio;2017;83
CANTABRIA;5.9.-Otros contra el patrimonio;2016;65
CANTABRIA;5.9.-Otros contra el patrimonio;2015;103
CANTABRIA;5.9.-Otros contra el patrimonio;2014;96
CANTABRIA;5.9.-Otros contra el patrimonio;2013;116
CANTABRIA;5.9.-Otros contra el patrimonio;2012;119
CANTABRIA;5.9.-Otros contra el patrimonio;2011;83
CANTABRIA;5.9.-Otros contra el patrimonio;2010;75
CANTABRIA;6. SEGURIDAD COLECTIVA;2023;812
CANTABRIA;6. SEGURIDAD COLECTIVA;2022;869
CANTABRIA;6. SEGURIDAD COLECTIVA;2021;766
CANTABRIA;6. SEGURIDAD COLECTIVA;2020;665
CANTABRIA;6. SEGURIDAD COLECTIVA;2019;768
CANTABRIA;6. SEGURIDAD COLECTIVA;2018;744
CANTABRIA;6. SEGURIDAD COLECTIVA;2017;677
CANTABRIA;6. SEGURIDAD COLECTIVA;2016;720
CANTABRIA;6. SEGURIDAD COLECTIVA;2015;745
CANTABRIA;6. SEGURIDAD COLECTIVA;2014;872
CANTABRIA;6. SEGURIDAD COLECTIVA;2013;943
CANTABRIA;6. SEGURIDAD COLECTIVA;2012;1.026
CANTABRIA;6. SEGURIDAD COLECTIVA;2011;1.134
CANTABRIA;6. SEGURIDAD COLECTIVA;2010;979
CANTABRIA;6.1.-Tráfico de drogas;2023;182
CANTABRIA;6.1.-Tráfico de drogas;2022;157
CANTABRIA;6.1.-Tráfico de drogas;2021;173
CANTABRIA;6.1.-Tráfico de drogas;2020;174
CANTABRIA;6.1.-Tráfico de drogas;2019;188
CANTABRIA;6.1.-Tráfico de drogas;2018;159
CANTABRIA;6.1.-Tráfico de drogas;2017;111
CANTABRIA;6.1.-Tráfico de drogas;2016;151
CANTABRIA;6.1.-Tráfico de drogas;2015;152
CANTABRIA;6.1.-Tráfico de drogas;2014;171
CANTABRIA;6.1.-Tráfico de drogas;2013;215
CANTABRIA;6.1.-Tráfico de drogas;2012;189
CANTABRIA;6.1.-Tráfico de drogas;2011;220
CANTABRIA;6.1.-Tráfico de drogas;2010;362
CANTABRIA;6.2.-Contra la seguridad vial;2023;606
CANTABRIA;6.2.-Contra la seguridad vial;2022;685
CANTABRIA;6.2.-Contra la seguridad vial;2021;576
CANTABRIA;6.2.-Contra la seguridad vial;2020;483
CANTABRIA;6.2.-Contra la seguridad vial;2019;575
CANTABRIA;6.2.-Contra la seguridad vial;2018;567
CANTABRIA;6.2.-Contra la seguridad vial;2017;535
CANTABRIA;6.2.-Contra la seguridad vial;2016;549
CANTABRIA;6.2.-Contra la seguridad vial;2015;579
CANTABRIA;6.2.-Contra la seguridad vial;2014;678
CANTABRIA;6.2.-Contra la seguridad vial;2013;720
CANTABRIA;6.2.-Contra la seguridad vial;2012;817
CANTABRIA;6.2.-Contra la seguridad vial;2011;903
CANTABRIA;6.2.-Contra la seguridad vial;2010;588
CANTABRIA;6.3.-Otros contra la seguridad colectiva;2023;24
CANTABRIA;6.3.-Otros contra la seguridad colectiva;2022;27
CANTABRIA;6.3.-Otros contra la seguridad colectiva;2021;17
CANTABRIA;6.3.-Otros contra la seguridad colectiva;2020;8
CANTABRIA;6.3.-Otros contra la seguridad colectiva;2019;5
CANTABRIA;6.3.-Otros contra la seguridad colectiva;2018;18
CANTABRIA;6.3.-Otros contra la seguridad colectiva;2017;31
CANTABRIA;6.3.-Otros contra la seguridad colectiva;2016;20
CANTABRIA;6.3.-Otros contra la seguridad colectiva;2015;14
CANTABRIA;6.3.-Otros contra la seguridad colectiva;2014;23
CANTABRIA;6.3.-Otros contra la seguridad colectiva;2013;8
CANTABRIA;6.3.-Otros contra la seguridad colectiva;2012;20
CANTABRIA;6.3.-Otros contra la seguridad colectiva;2011;11
CANTABRIA;6.3.-Otros contra la seguridad colectiva;2010;29
CANTABRIA;7. FALSEDADES;2023;69
CANTABRIA;7. FALSEDADES;2022;90
CANTABRIA;7. FALSEDADES;2021;91
CANTABRIA;7. FALSEDADES;2020;69
CANTABRIA;7. FALSEDADES;2019;99
CANTABRIA;7. FALSEDADES;2018;67
CANTABRIA;7. FALSEDADES;2017;39
CANTABRIA;7. FALSEDADES;2016;77
CANTABRIA;7. FALSEDADES;2015;92
CANTABRIA;7. FALSEDADES;2014;82
CANTABRIA;7. FALSEDADES;2013;89
CANTABRIA;7. FALSEDADES;2012;127
CANTABRIA;7. FALSEDADES;2011;111
CANTABRIA;7. FALSEDADES;2010;75
CANTABRIA;8. ADMÓN. PÚBLICA;2023;13
CANTABRIA;8. ADMÓN. PÚBLICA;2022;2
CANTABRIA;8. ADMÓN. PÚBLICA;2021;0
CANTABRIA;8. ADMÓN. PÚBLICA;2020;2
CANTABRIA;8. ADMÓN. PÚBLICA;2019;0
CANTABRIA;8. ADMÓN. PÚBLICA;2018;0
CANTABRIA;8. ADMÓN. PÚBLICA;2017;1
CANTABRIA;8. ADMÓN. PÚBLICA;2016;0
CANTABRIA;8. ADMÓN. PÚBLICA;2015;0
CANTABRIA;8. ADMÓN. PÚBLICA;2014;0
CANTABRIA;8. ADMÓN. PÚBLICA;2013;0
CANTABRIA;8. ADMÓN. PÚBLICA;2012;2
CANTABRIA;8. ADMÓN. PÚBLICA;2011;2
CANTABRIA;8. ADMÓN. PÚBLICA;2010;1
CANTABRIA;9. ADMÓN. JUSTICIA;2023;362
CANTABRIA;9. ADMÓN. JUSTICIA;2022;287
CANTABRIA;9. ADMÓN. JUSTICIA;2021;195
CANTABRIA;9. ADMÓN. JUSTICIA;2020;204
CANTABRIA;9. ADMÓN. JUSTICIA;2019;223
CANTABRIA;9. ADMÓN. JUSTICIA;2018;230
CANTABRIA;9. ADMÓN. JUSTICIA;2017;199
CANTABRIA;9. ADMÓN. JUSTICIA;2016;162
CANTABRIA;9. ADMÓN. JUSTICIA;2015;205
CANTABRIA;9. ADMÓN. JUSTICIA;2014;259
CANTABRIA;9. ADMÓN. JUSTICIA;2013;294
CANTABRIA;9. ADMÓN. JUSTICIA;2012;291
CANTABRIA;9. ADMÓN. JUSTICIA;2011;295
CANTABRIA;9. ADMÓN. JUSTICIA;2010;206
CANTABRIA;10. ORDEN PÚBLICO;2023;243
CANTABRIA;10. ORDEN PÚBLICO;2022;306
CANTABRIA;10. ORDEN PÚBLICO;2021;246
CANTABRIA;10. ORDEN PÚBLICO;2020;430
CANTABRIA;10. ORDEN PÚBLICO;2019;163
CANTABRIA;10. ORDEN PÚBLICO;2018;185
CANTABRIA;10. ORDEN PÚBLICO;2017;144
CANTABRIA;10. ORDEN PÚBLICO;2016;146
CANTABRIA;10. ORDEN PÚBLICO;2015;165
CANTABRIA;10. ORDEN PÚBLICO;2014;277
CANTABRIA;10. ORDEN PÚBLICO;2013;310
CANTABRIA;10. ORDEN PÚBLICO;2012;320
CANTABRIA;10. ORDEN PÚBLICO;2011;401
CANTABRIA;10. ORDEN PÚBLICO;2010;292
CANTABRIA;11. LEGISLACIÓN ESPECIAL;2023;5
CANTABRIA;11. LEGISLACIÓN ESPECIAL;2022;0
CANTABRIA;11. LEGISLACIÓN ESPECIAL;2021;6
CANTABRIA;11. LEGISLACIÓN ESPECIAL;2020;0
CANTABRIA;11. LEGISLACIÓN ESPECIAL;2019;0
CANTABRIA;11. LEGISLACIÓN ESPECIAL;2018;1
CANTABRIA;11. LEGISLACIÓN ESPECIAL;2017;0
CANTABRIA;11. LEGISLACIÓN ESPECIAL;2016;0
CANTABRIA;11. LEGISLACIÓN ESPECIAL;2015;1
CANTABRIA;11. LEGISLACIÓN ESPECIAL;2014;0
CANTABRIA;11. LEGISLACIÓN ESPECIAL;2013;0
CANTABRIA;11. LEGISLACIÓN ESPECIAL;2012;1
CANTABRIA;11. LEGISLACIÓN ESPECIAL;2011;2
CANTABRIA;11. LEGISLACIÓN ESPECIAL;2010;0
CANTABRIA;12. OTRAS INFRACCIONES PENALES;2023;70
CANTABRIA;12. OTRAS INFRACCIONES PENALES;2022;69
CANTABRIA;12. OTRAS INFRACCIONES PENALES;2021;65
CANTABRIA;12. OTRAS INFRACCIONES PENALES;2020;71
CANTABRIA;12. OTRAS INFRACCIONES PENALES;2019;84
CANTABRIA;12. OTRAS INFRACCIONES PENALES;2018;71
CANTABRIA;12. OTRAS INFRACCIONES PENALES;2017;30
CANTABRIA;12. OTRAS INFRACCIONES PENALES;2016;93
CANTABRIA;12. OTRAS INFRACCIONES PENALES;2015;37
CANTABRIA;12. OTRAS INFRACCIONES PENALES;2014;49
CANTABRIA;12. OTRAS INFRACCIONES PENALES;2013;30
CANTABRIA;12. OTRAS INFRACCIONES PENALES;2012;9
CANTABRIA;12. OTRAS INFRACCIONES PENALES;2011;14
CANTABRIA;12. OTRAS INFRACCIONES PENALES;2010;20
CANTABRIA;TOTAL INFRACCIONES PENALES;2023;5.717
CANTABRIA;TOTAL INFRACCIONES PENALES;2022;5.576
CANTABRIA;TOTAL INFRACCIONES PENALES;2021;4.795
CANTABRIA;TOTAL INFRACCIONES PENALES;2020;4.111
CANTABRIA;TOTAL INFRACCIONES PENALES;2019;4.139
CANTABRIA;TOTAL INFRACCIONES PENALES;2018;3.981
CANTABRIA;TOTAL INFRACCIONES PENALES;2017;3.610
CANTABRIA;TOTAL INFRACCIONES PENALES;2016;3.745
CANTABRIA;TOTAL INFRACCIONES PENALES;2015;3.794
CANTABRIA;TOTAL INFRACCIONES PENALES;2014;4.600
CANTABRIA;TOTAL INFRACCIONES PENALES;2013;5.554
CANTABRIA;TOTAL INFRACCIONES PENALES;2012;5.664
CANTABRIA;TOTAL INFRACCIONES PENALES;2011;5.512
CANTABRIA;TOTAL INFRACCIONES PENALES;2010;4.111
CASTILLA Y LEÓN;1. CONTRA LAS PERSONAS;2023;5.201
CASTILLA Y LEÓN;1. CONTRA LAS PERSONAS;2022;4.871
CASTILLA Y LEÓN;1. CONTRA LAS PERSONAS;2021;4.117
CASTILLA Y LEÓN;1. CONTRA LAS PERSONAS;2020;3.654
CASTILLA Y LEÓN;1. CONTRA LAS PERSONAS;2019;3.957
CASTILLA Y LEÓN;1. CONTRA LAS PERSONAS;2018;4.025
CASTILLA Y LEÓN;1. CONTRA LAS PERSONAS;2017;3.621
CASTILLA Y LEÓN;1. CONTRA LAS PERSONAS;2016;3.474
CASTILLA Y LEÓN;1. CONTRA LAS PERSONAS;2015;4.239
CASTILLA Y LEÓN;1. CONTRA LAS PERSONAS;2014;4.991
CASTILLA Y LEÓN;1. CONTRA LAS PERSONAS;2013;4.345
CASTILLA Y LEÓN;1. CONTRA LAS PERSONAS;2012;4.496
CASTILLA Y LEÓN;1. CONTRA LAS PERSONAS;2011;4.394
CASTILLA Y LEÓN;1. CONTRA LAS PERSONAS;2010;2.535
CASTILLA Y LEÓN;1.1.-Homicidios dolosos/asesinatos;2023;55
CASTILLA Y LEÓN;1.1.-Homicidios dolosos/asesinatos;2022;65
CASTILLA Y LEÓN;1.1.-Homicidios dolosos/asesinatos;2021;34
CASTILLA Y LEÓN;1.1.-Homicidios dolosos/asesinatos;2020;69
CASTILLA Y LEÓN;1.1.-Homicidios dolosos/asesinatos;2019;61
CASTILLA Y LEÓN;1.1.-Homicidios dolosos/asesinatos;2018;47
CASTILLA Y LEÓN;1.1.-Homicidios dolosos/asesinatos;2017;35
CASTILLA Y LEÓN;1.1.-Homicidios dolosos/asesinatos;2016;21
CASTILLA Y LEÓN;1.1.-Homicidios dolosos/asesinatos;2015;22
CASTILLA Y LEÓN;1.1.-Homicidios dolosos/asesinatos;2014;56
CASTILLA Y LEÓN;1.1.-Homicidios dolosos/asesinatos;2013;49
CASTILLA Y LEÓN;1.1.-Homicidios dolosos/asesinatos;2012;65
CASTILLA Y LEÓN;1.1.-Homicidios dolosos/asesinatos;2011;51
CASTILLA Y LEÓN;1.1.-Homicidios dolosos/asesinatos;2010;43
CASTILLA Y LEÓN;1.1.1.-Homicidios dolosos/asesinatos consumados;2023;10
CASTILLA Y LEÓN;1.1.1.-Homicidios dolosos/asesinatos consumados;2022;20
CASTILLA Y LEÓN;1.1.1.-Homicidios dolosos/asesinatos consumados;2021;13
CASTILLA Y LEÓN;1.1.1.-Homicidios dolosos/asesinatos consumados;2020;33
CASTILLA Y LEÓN;1.1.1.-Homicidios dolosos/asesinatos consumados;2019;27
CASTILLA Y LEÓN;1.1.1.-Homicidios dolosos/asesinatos consumados;2018;19
CASTILLA Y LEÓN;1.1.1.-Homicidios dolosos/asesinatos consumados;2017;22
CASTILLA Y LEÓN;1.1.1.-Homicidios dolosos/asesinatos consumados;2016;6
CASTILLA Y LEÓN;1.1.1.-Homicidios dolosos/asesinatos consumados;2015;8
CASTILLA Y LEÓN;1.1.1.-Homicidios dolosos/asesinatos consumados;2014;20
CASTILLA Y LEÓN;1.1.1.-Homicidios dolosos/asesinatos consumados;2013;24
CASTILLA Y LEÓN;1.1.1.-Homicidios dolosos/asesinatos consumados;2012;31
CASTILLA Y LEÓN;1.1.1.-Homicidios dolosos/asesinatos consumados;2011;26
CASTILLA Y LEÓN;1.1.1.-Homicidios dolosos/asesinatos consumados;2010;16
CASTILLA Y LEÓN;1.2.-Lesiones;2023;1.953
CASTILLA Y LEÓN;1.2.-Lesiones;2022;2.003
CASTILLA Y LEÓN;1.2.-Lesiones;2021;1.598
CASTILLA Y LEÓN;1.2.-Lesiones;2020;1.346
CASTILLA Y LEÓN;1.2.-Lesiones;2019;1.651
CASTILLA Y LEÓN;1.2.-Lesiones;2018;1.829
CASTILLA Y LEÓN;1.2.-Lesiones;2017;1.539
CASTILLA Y LEÓN;1.2.-Lesiones;2016;1.422
CASTILLA Y LEÓN;1.2.-Lesiones;2015;1.530
CASTILLA Y LEÓN;1.2.-Lesiones;2014;1.677
CASTILLA Y LEÓN;1.2.-Lesiones;2013;1.405
CASTILLA Y LEÓN;1.2.-Lesiones;2012;1.552
CASTILLA Y LEÓN;1.2.-Lesiones;2011;1.450
CASTILLA Y LEÓN;1.2.-Lesiones;2010;585
CASTILLA Y LEÓN;1.3.-Malos tratos ámbito familiar;2023;3.012
CASTILLA Y LEÓN;1.3.-Malos tratos ámbito familiar;2022;2.678
CASTILLA Y LEÓN;1.3.-Malos tratos ámbito familiar;2021;2.382
CASTILLA Y LEÓN;1.3.-Malos tratos ámbito familiar;2020;2.163
CASTILLA Y LEÓN;1.3.-Malos tratos ámbito familiar;2019;2.135
CASTILLA Y LEÓN;1.3.-Malos tratos ámbito familiar;2018;2.068
CASTILLA Y LEÓN;1.3.-Malos tratos ámbito familiar;2017;1.984
CASTILLA Y LEÓN;1.3.-Malos tratos ámbito familiar;2016;1.981
CASTILLA Y LEÓN;1.3.-Malos tratos ámbito familiar;2015;1.931
CASTILLA Y LEÓN;1.3.-Malos tratos ámbito familiar;2014;2.029
CASTILLA Y LEÓN;1.3.-Malos tratos ámbito familiar;2013;1.915
CASTILLA Y LEÓN;1.3.-Malos tratos ámbito familiar;2012;1.993
CASTILLA Y LEÓN;1.3.-Malos tratos ámbito familiar;2011;2.090
CASTILLA Y LEÓN;1.3.-Malos tratos ámbito familiar;2010;1.822
CASTILLA Y LEÓN;1.4.-Otros contra las personas;2023;181
CASTILLA Y LEÓN;1.4.-Otros contra las personas;2022;125
CASTILLA Y LEÓN;1.4.-Otros contra las personas;2021;103
CASTILLA Y LEÓN;1.4.-Otros contra las personas;2020;76
CASTILLA Y LEÓN;1.4.-Otros contra las personas;2019;110
CASTILLA Y LEÓN;1.4.-Otros contra las personas;2018;81
CASTILLA Y LEÓN;1.4.-Otros contra las personas;2017;63
CASTILLA Y LEÓN;1.4.-Otros contra las personas;2016;50
CASTILLA Y LEÓN;1.4.-Otros contra las personas;2015;756
CASTILLA Y LEÓN;1.4.-Otros contra las personas;2014;1.229
CASTILLA Y LEÓN;1.4.-Otros contra las personas;2013;976
CASTILLA Y LEÓN;1.4.-Otros contra las personas;2012;886
CASTILLA Y LEÓN;1.4.-Otros contra las personas;2011;803
CASTILLA Y LEÓN;1.4.-Otros contra las personas;2010;85
CASTILLA Y LEÓN;2. CONTRA LA LIBERTAD;2023;2.477
CASTILLA Y LEÓN;2. CONTRA LA LIBERTAD;2022;2.245
CASTILLA Y LEÓN;2. CONTRA LA LIBERTAD;2021;2.193
CASTILLA Y LEÓN;2. CONTRA LA LIBERTAD;2020;1.960
