Comunidades autónomas;Tipología penal;periodo;Total
CATALUÑA;6.3.-Otros contra la seguridad colectiva;2014;146
CATALUÑA;6.3.-Otros contra la seguridad colectiva;2013;119
CATALUÑA;6.3.-Otros contra la seguridad colectiva;2012;175
CATALUÑA;6.3.-Otros contra la seguridad colectiva;2011;197
CATALUÑA;6.3.-Otros contra la seguridad colectiva;2010;195
CATALUÑA;7. FALSEDADES;2023;4.490
CATALUÑA;7. FALSEDADES;2022;4.715
CATALUÑA;7. FALSEDADES;2021;4.097
CATALUÑA;7. FALSEDADES;2020;2.787
CATALUÑA;7. FALSEDADES;2019;3.791
CATALUÑA;7. FALSEDADES;2018;3.456
CATALUÑA;7. FALSEDADES;2017;3.235
CATALUÑA;7. FALSEDADES;2016;3.563
CATALUÑA;7. FALSEDADES;2015;3.241
CATALUÑA;7. FALSEDADES;2014;3.368
CATALUÑA;7. FALSEDADES;2013;3.486
CATALUÑA;7. FALSEDADES;2012;3.855
CATALUÑA;7. FALSEDADES;2011;4.339
CATALUÑA;7. FALSEDADES;2010;4.550
CATALUÑA;8. ADMÓN. PÚBLICA;2023;63
CATALUÑA;8. ADMÓN. PÚBLICA;2022;152
CATALUÑA;8. ADMÓN. PÚBLICA;2021;106
CATALUÑA;8. ADMÓN. PÚBLICA;2020;34
CATALUÑA;8. ADMÓN. PÚBLICA;2019;58
CATALUÑA;8. ADMÓN. PÚBLICA;2018;52
CATALUÑA;8. ADMÓN. PÚBLICA;2017;81
CATALUÑA;8. ADMÓN. PÚBLICA;2016;65
CATALUÑA;8. ADMÓN. PÚBLICA;2015;58
CATALUÑA;8. ADMÓN. PÚBLICA;2014;67
CATALUÑA;8. ADMÓN. PÚBLICA;2013;68
CATALUÑA;8. ADMÓN. PÚBLICA;2012;30
CATALUÑA;8. ADMÓN. PÚBLICA;2011;45
CATALUÑA;8. ADMÓN. PÚBLICA;2010;52
CATALUÑA;9. ADMÓN. JUSTICIA;2023;4.773
CATALUÑA;9. ADMÓN. JUSTICIA;2022;4.043
CATALUÑA;9. ADMÓN. JUSTICIA;2021;3.680
CATALUÑA;9. ADMÓN. JUSTICIA;2020;3.172
CATALUÑA;9. ADMÓN. JUSTICIA;2019;3.519
CATALUÑA;9. ADMÓN. JUSTICIA;2018;3.464
CATALUÑA;9. ADMÓN. JUSTICIA;2017;3.383
CATALUÑA;9. ADMÓN. JUSTICIA;2016;3.240
CATALUÑA;9. ADMÓN. JUSTICIA;2015;3.261
CATALUÑA;9. ADMÓN. JUSTICIA;2014;3.405
CATALUÑA;9. ADMÓN. JUSTICIA;2013;3.450
CATALUÑA;9. ADMÓN. JUSTICIA;2012;3.478
CATALUÑA;9. ADMÓN. JUSTICIA;2011;3.724
CATALUÑA;9. ADMÓN. JUSTICIA;2010;3.766
CATALUÑA;10. ORDEN PÚBLICO;2023;4.171
CATALUÑA;10. ORDEN PÚBLICO;2022;4.138
CATALUÑA;10. ORDEN PÚBLICO;2021;3.785
CATALUÑA;10. ORDEN PÚBLICO;2020;2.962
CATALUÑA;10. ORDEN PÚBLICO;2019;3.073
CATALUÑA;10. ORDEN PÚBLICO;2018;2.775
CATALUÑA;10. ORDEN PÚBLICO;2017;2.539
CATALUÑA;10. ORDEN PÚBLICO;2016;2.304
CATALUÑA;10. ORDEN PÚBLICO;2015;3.236
CATALUÑA;10. ORDEN PÚBLICO;2014;3.908
CATALUÑA;10. ORDEN PÚBLICO;2013;4.467
CATALUÑA;10. ORDEN PÚBLICO;2012;4.634
CATALUÑA;10. ORDEN PÚBLICO;2011;5.258
CATALUÑA;10. ORDEN PÚBLICO;2010;4.677
CATALUÑA;11. LEGISLACIÓN ESPECIAL;2023;141
CATALUÑA;11. LEGISLACIÓN ESPECIAL;2022;15
CATALUÑA;11. LEGISLACIÓN ESPECIAL;2021;13
CATALUÑA;11. LEGISLACIÓN ESPECIAL;2020;10
CATALUÑA;11. LEGISLACIÓN ESPECIAL;2019;13
CATALUÑA;11. LEGISLACIÓN ESPECIAL;2018;17
CATALUÑA;11. LEGISLACIÓN ESPECIAL;2017;10
CATALUÑA;11. LEGISLACIÓN ESPECIAL;2016;19
CATALUÑA;11. LEGISLACIÓN ESPECIAL;2015;46
CATALUÑA;11. LEGISLACIÓN ESPECIAL;2014;78
CATALUÑA;11. LEGISLACIÓN ESPECIAL;2013;83
CATALUÑA;11. LEGISLACIÓN ESPECIAL;2012;116
CATALUÑA;11. LEGISLACIÓN ESPECIAL;2011;79
CATALUÑA;11. LEGISLACIÓN ESPECIAL;2010;97
CATALUÑA;12. OTRAS INFRACCIONES PENALES;2023;970
CATALUÑA;12. OTRAS INFRACCIONES PENALES;2022;783
CATALUÑA;12. OTRAS INFRACCIONES PENALES;2021;761
CATALUÑA;12. OTRAS INFRACCIONES PENALES;2020;614
CATALUÑA;12. OTRAS INFRACCIONES PENALES;2019;808
CATALUÑA;12. OTRAS INFRACCIONES PENALES;2018;667
CATALUÑA;12. OTRAS INFRACCIONES PENALES;2017;751
CATALUÑA;12. OTRAS INFRACCIONES PENALES;2016;785
CATALUÑA;12. OTRAS INFRACCIONES PENALES;2015;1.174
CATALUÑA;12. OTRAS INFRACCIONES PENALES;2014;1.543
CATALUÑA;12. OTRAS INFRACCIONES PENALES;2013;1.291
CATALUÑA;12. OTRAS INFRACCIONES PENALES;2012;1.300
CATALUÑA;12. OTRAS INFRACCIONES PENALES;2011;1.247
CATALUÑA;12. OTRAS INFRACCIONES PENALES;2010;1.446
CATALUÑA;TOTAL INFRACCIONES PENALES;2023;510.172
CATALUÑA;TOTAL INFRACCIONES PENALES;2022;475.031
CATALUÑA;TOTAL INFRACCIONES PENALES;2021;390.356
CATALUÑA;TOTAL INFRACCIONES PENALES;2020;353.052
CATALUÑA;TOTAL INFRACCIONES PENALES;2019;489.265
CATALUÑA;TOTAL INFRACCIONES PENALES;2018;471.510
CATALUÑA;TOTAL INFRACCIONES PENALES;2017;422.286
CATALUÑA;TOTAL INFRACCIONES PENALES;2016;403.928
CATALUÑA;TOTAL INFRACCIONES PENALES;2015;415.464
CATALUÑA;TOTAL INFRACCIONES PENALES;2014;422.864
CATALUÑA;TOTAL INFRACCIONES PENALES;2013;431.914
CATALUÑA;TOTAL INFRACCIONES PENALES;2012;453.156
CATALUÑA;TOTAL INFRACCIONES PENALES;2011;454.871
CATALUÑA;TOTAL INFRACCIONES PENALES;2010;464.923
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;2023;28.927
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;2022;27.316
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;2021;23.240
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;2020;20.231
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;2019;23.332
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;2018;22.039
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;2017;21.164
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;2016;20.598
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;2015;26.573
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;2014;33.506
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;2013;32.380
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;2012;33.893
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;2011;34.817
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;2010;34.995
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;2023;200
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;2022;175
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;2021;152
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;2020;126
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;2019;148
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;2018;118
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;2017;106
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;2016;125
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;2015;100
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;2014;100
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;2013;76
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;2012;114
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;2011;125
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;2010;106
COMUNITAT VALENCIANA;1.1.1.-Homicidios dolosos/asesinatos consumados;2023;34
COMUNITAT VALENCIANA;1.1.1.-Homicidios dolosos/asesinatos consumados;2022;38
COMUNITAT VALENCIANA;1.1.1.-Homicidios dolosos/asesinatos consumados;2021;35
COMUNITAT VALENCIANA;1.1.1.-Homicidios dolosos/asesinatos consumados;2020;37
COMUNITAT VALENCIANA;1.1.1.-Homicidios dolosos/asesinatos consumados;2019;40
COMUNITAT VALENCIANA;1.1.1.-Homicidios dolosos/asesinatos consumados;2018;25
COMUNITAT VALENCIANA;1.1.1.-Homicidios dolosos/asesinatos consumados;2017;41
COMUNITAT VALENCIANA;1.1.1.-Homicidios dolosos/asesinatos consumados;2016;30
COMUNITAT VALENCIANA;1.1.1.-Homicidios dolosos/asesinatos consumados;2015;48
COMUNITAT VALENCIANA;1.1.1.-Homicidios dolosos/asesinatos consumados;2014;32
COMUNITAT VALENCIANA;1.1.1.-Homicidios dolosos/asesinatos consumados;2013;32
COMUNITAT VALENCIANA;1.1.1.-Homicidios dolosos/asesinatos consumados;2012;51
COMUNITAT VALENCIANA;1.1.1.-Homicidios dolosos/asesinatos consumados;2011;46
COMUNITAT VALENCIANA;1.1.1.-Homicidios dolosos/asesinatos consumados;2010;46
COMUNITAT VALENCIANA;1.2.-Lesiones;2023;14.127
COMUNITAT VALENCIANA;1.2.-Lesiones;2022;13.947
COMUNITAT VALENCIANA;1.2.-Lesiones;2021;11.279
COMUNITAT VALENCIANA;1.2.-Lesiones;2020;9.208
COMUNITAT VALENCIANA;1.2.-Lesiones;2019;11.815
COMUNITAT VALENCIANA;1.2.-Lesiones;2018;11.366
COMUNITAT VALENCIANA;1.2.-Lesiones;2017;11.154
COMUNITAT VALENCIANA;1.2.-Lesiones;2016;11.061
COMUNITAT VALENCIANA;1.2.-Lesiones;2015;10.833
COMUNITAT VALENCIANA;1.2.-Lesiones;2014;11.396
COMUNITAT VALENCIANA;1.2.-Lesiones;2013;11.626
COMUNITAT VALENCIANA;1.2.-Lesiones;2012;12.168
COMUNITAT VALENCIANA;1.2.-Lesiones;2011;12.963
COMUNITAT VALENCIANA;1.2.-Lesiones;2010;12.694
COMUNITAT VALENCIANA;1.3.-Malos tratos ámbito familiar;2023;14.053
COMUNITAT VALENCIANA;1.3.-Malos tratos ámbito familiar;2022;12.711
COMUNITAT VALENCIANA;1.3.-Malos tratos ámbito familiar;2021;11.402
COMUNITAT VALENCIANA;1.3.-Malos tratos ámbito familiar;2020;10.608
COMUNITAT VALENCIANA;1.3.-Malos tratos ámbito familiar;2019;11.011
COMUNITAT VALENCIANA;1.3.-Malos tratos ámbito familiar;2018;10.209
COMUNITAT VALENCIANA;1.3.-Malos tratos ámbito familiar;2017;9.653
COMUNITAT VALENCIANA;1.3.-Malos tratos ámbito familiar;2016;9.254
COMUNITAT VALENCIANA;1.3.-Malos tratos ámbito familiar;2015;9.032
COMUNITAT VALENCIANA;1.3.-Malos tratos ámbito familiar;2014;8.763
COMUNITAT VALENCIANA;1.3.-Malos tratos ámbito familiar;2013;8.356
COMUNITAT VALENCIANA;1.3.-Malos tratos ámbito familiar;2012;8.319
COMUNITAT VALENCIANA;1.3.-Malos tratos ámbito familiar;2011;8.416
COMUNITAT VALENCIANA;1.3.-Malos tratos ámbito familiar;2010;9.012
COMUNITAT VALENCIANA;1.4.-Otros contra las personas;2023;547
COMUNITAT VALENCIANA;1.4.-Otros contra las personas;2022;483
COMUNITAT VALENCIANA;1.4.-Otros contra las personas;2021;407
COMUNITAT VALENCIANA;1.4.-Otros contra las personas;2020;289
COMUNITAT VALENCIANA;1.4.-Otros contra las personas;2019;358
COMUNITAT VALENCIANA;1.4.-Otros contra las personas;2018;346
COMUNITAT VALENCIANA;1.4.-Otros contra las personas;2017;251
COMUNITAT VALENCIANA;1.4.-Otros contra las personas;2016;158
COMUNITAT VALENCIANA;1.4.-Otros contra las personas;2015;6.608
COMUNITAT VALENCIANA;1.4.-Otros contra las personas;2014;13.247
COMUNITAT VALENCIANA;1.4.-Otros contra las personas;2013;12.322
COMUNITAT VALENCIANA;1.4.-Otros contra las personas;2012;13.292
COMUNITAT VALENCIANA;1.4.-Otros contra las personas;2011;13.313
COMUNITAT VALENCIANA;1.4.-Otros contra las personas;2010;13.183
COMUNITAT VALENCIANA;2. CONTRA LA LIBERTAD;2023;17.389
COMUNITAT VALENCIANA;2. CONTRA LA LIBERTAD;2022;15.991
COMUNITAT VALENCIANA;2. CONTRA LA LIBERTAD;2021;15.180
COMUNITAT VALENCIANA;2. CONTRA LA LIBERTAD;2020;13.334
COMUNITAT VALENCIANA;2. CONTRA LA LIBERTAD;2019;13.046
COMUNITAT VALENCIANA;2. CONTRA LA LIBERTAD;2018;12.488
COMUNITAT VALENCIANA;2. CONTRA LA LIBERTAD;2017;12.282
COMUNITAT VALENCIANA;2. CONTRA LA LIBERTAD;2016;11.726
COMUNITAT VALENCIANA;2. CONTRA LA LIBERTAD;2015;7.906
COMUNITAT VALENCIANA;2. CONTRA LA LIBERTAD;2014;4.413
COMUNITAT VALENCIANA;2. CONTRA LA LIBERTAD;2013;4.454
COMUNITAT VALENCIANA;2. CONTRA LA LIBERTAD;2012;4.640
COMUNITAT VALENCIANA;2. CONTRA LA LIBERTAD;2011;4.863
COMUNITAT VALENCIANA;2. CONTRA LA LIBERTAD;2010;4.431
COMUNITAT VALENCIANA;2.1.-Malos tratos habituales en el ámbito familiar;2023;2.480
COMUNITAT VALENCIANA;2.1.-Malos tratos habituales en el ámbito familiar;2022;2.441
COMUNITAT VALENCIANA;2.1.-Malos tratos habituales en el ámbito familiar;2021;1.847
COMUNITAT VALENCIANA;2.1.-Malos tratos habituales en el ámbito familiar;2020;1.631
COMUNITAT VALENCIANA;2.1.-Malos tratos habituales en el ámbito familiar;2019;1.764
COMUNITAT VALENCIANA;2.1.-Malos tratos habituales en el ámbito familiar;2018;1.670
COMUNITAT VALENCIANA;2.1.-Malos tratos habituales en el ámbito familiar;2017;1.500
COMUNITAT VALENCIANA;2.1.-Malos tratos habituales en el ámbito familiar;2016;1.488
COMUNITAT VALENCIANA;2.1.-Malos tratos habituales en el ámbito familiar;2015;1.518
COMUNITAT VALENCIANA;2.1.-Malos tratos habituales en el ámbito familiar;2014;1.721
COMUNITAT VALENCIANA;2.1.-Malos tratos habituales en el ámbito familiar;2013;1.762
COMUNITAT VALENCIANA;2.1.-Malos tratos habituales en el ámbito familiar;2012;1.908
COMUNITAT VALENCIANA;2.1.-Malos tratos habituales en el ámbito familiar;2011;1.973
COMUNITAT VALENCIANA;2.1.-Malos tratos habituales en el ámbito familiar;2010;1.573
COMUNITAT VALENCIANA;2.2.-Otros contra la libertad;2023;14.909
COMUNITAT VALENCIANA;2.2.-Otros contra la libertad;2022;13.550
COMUNITAT VALENCIANA;2.2.-Otros contra la libertad;2021;13.333
COMUNITAT VALENCIANA;2.2.-Otros contra la libertad;2020;11.703
COMUNITAT VALENCIANA;2.2.-Otros contra la libertad;2019;11.282
COMUNITAT VALENCIANA;2.2.-Otros contra la libertad;2018;10.818
COMUNITAT VALENCIANA;2.2.-Otros contra la libertad;2017;10.782
COMUNITAT VALENCIANA;2.2.-Otros contra la libertad;2016;10.238
COMUNITAT VALENCIANA;2.2.-Otros contra la libertad;2015;6.388
COMUNITAT VALENCIANA;2.2.-Otros contra la libertad;2014;2.692
COMUNITAT VALENCIANA;2.2.-Otros contra la libertad;2013;2.692
COMUNITAT VALENCIANA;2.2.-Otros contra la libertad;2012;2.732
COMUNITAT VALENCIANA;2.2.-Otros contra la libertad;2011;2.890
COMUNITAT VALENCIANA;2.2.-Otros contra la libertad;2010;2.858
COMUNITAT VALENCIANA;3. LIBERTAD SEXUAL;2023;2.575
COMUNITAT VALENCIANA;3. LIBERTAD SEXUAL;2022;2.390
COMUNITAT VALENCIANA;3. LIBERTAD SEXUAL;2021;2.173
COMUNITAT VALENCIANA;3. LIBERTAD SEXUAL;2020;1.518
COMUNITAT VALENCIANA;3. LIBERTAD SEXUAL;2019;1.749
COMUNITAT VALENCIANA;3. LIBERTAD SEXUAL;2018;1.580
COMUNITAT VALENCIANA;3. LIBERTAD SEXUAL;2017;1.348
COMUNITAT VALENCIANA;3. LIBERTAD SEXUAL;2016;1.343
COMUNITAT VALENCIANA;3. LIBERTAD SEXUAL;2015;1.216
COMUNITAT VALENCIANA;3. LIBERTAD SEXUAL;2014;1.143
COMUNITAT VALENCIANA;3. LIBERTAD SEXUAL;2013;1.102
COMUNITAT VALENCIANA;3. LIBERTAD SEXUAL;2012;1.175
COMUNITAT VALENCIANA;3. LIBERTAD SEXUAL;2011;1.244
COMUNITAT VALENCIANA;3. LIBERTAD SEXUAL;2010;1.303
COMUNITAT VALENCIANA;3.1.-Agresión sexual;2023;1.666
COMUNITAT VALENCIANA;3.1.-Agresión sexual;2022;1.485
COMUNITAT VALENCIANA;3.1.-Agresión sexual;2021;1.407
COMUNITAT VALENCIANA;3.1.-Agresión sexual;2020;904
COMUNITAT VALENCIANA;3.1.-Agresión sexual;2019;1.057
COMUNITAT VALENCIANA;3.1.-Agresión sexual;2018;988
COMUNITAT VALENCIANA;3.1.-Agresión sexual;2017;797
COMUNITAT VALENCIANA;3.1.-Agresión sexual;2016;775
COMUNITAT VALENCIANA;3.1.-Agresión sexual;2015;658
COMUNITAT VALENCIANA;3.1.-Agresión sexual;2014;625
COMUNITAT VALENCIANA;3.1.-Agresión sexual;2013;567
COMUNITAT VALENCIANA;3.1.-Agresión sexual;2012;653
COMUNITAT VALENCIANA;3.1.-Agresión sexual;2011;640
COMUNITAT VALENCIANA;3.1.-Agresión sexual;2010;636
COMUNITAT VALENCIANA;3.2.-Agresión sexual con penetración;2023;472
COMUNITAT VALENCIANA;3.2.-Agresión sexual con penetración;2022;513
COMUNITAT VALENCIANA;3.2.-Agresión sexual con penetración;2021;387
COMUNITAT VALENCIANA;3.2.-Agresión sexual con penetración;2020;279
COMUNITAT VALENCIANA;3.2.-Agresión sexual con penetración;2019;289
COMUNITAT VALENCIANA;3.2.-Agresión sexual con penetración;2018;252
COMUNITAT VALENCIANA;3.2.-Agresión sexual con penetración;2017;179
COMUNITAT VALENCIANA;3.2.-Agresión sexual con penetración;2016;186
COMUNITAT VALENCIANA;3.2.-Agresión sexual con penetración;2015;156
COMUNITAT VALENCIANA;3.2.-Agresión sexual con penetración;2014;154
COMUNITAT VALENCIANA;3.2.-Agresión sexual con penetración;2013;202
COMUNITAT VALENCIANA;3.2.-Agresión sexual con penetración;2012;163
COMUNITAT VALENCIANA;3.2.-Agresión sexual con penetración;2011;226
COMUNITAT VALENCIANA;3.2.-Agresión sexual con penetración;2010;230
COMUNITAT VALENCIANA;3.3.-Corrupción de menores o incapacitados;2023;53
COMUNITAT VALENCIANA;3.3.-Corrupción de menores o incapacitados;2022;66
COMUNITAT VALENCIANA;3.3.-Corrupción de menores o incapacitados;2021;67
COMUNITAT VALENCIANA;3.3.-Corrupción de menores o incapacitados;2020;43
COMUNITAT VALENCIANA;3.3.-Corrupción de menores o incapacitados;2019;57
COMUNITAT VALENCIANA;3.3.-Corrupción de menores o incapacitados;2018;35
COMUNITAT VALENCIANA;3.3.-Corrupción de menores o incapacitados;2017;76
COMUNITAT VALENCIANA;3.3.-Corrupción de menores o incapacitados;2016;52
COMUNITAT VALENCIANA;3.3.-Corrupción de menores o incapacitados;2015;86
COMUNITAT VALENCIANA;3.3.-Corrupción de menores o incapacitados;2014;63
COMUNITAT VALENCIANA;3.3.-Corrupción de menores o incapacitados;2013;57
COMUNITAT VALENCIANA;3.3.-Corrupción de menores o incapacitados;2012;55
COMUNITAT VALENCIANA;3.3.-Corrupción de menores o incapacitados;2011;45
COMUNITAT VALENCIANA;3.3.-Corrupción de menores o incapacitados;2010;39
COMUNITAT VALENCIANA;3.4.-Pornografía de menores;2023;89
COMUNITAT VALENCIANA;3.4.-Pornografía de menores;2022;78
COMUNITAT VALENCIANA;3.4.-Pornografía de menores;2021;73
COMUNITAT VALENCIANA;3.4.-Pornografía de menores;2020;62
COMUNITAT VALENCIANA;3.4.-Pornografía de menores;2019;100
COMUNITAT VALENCIANA;3.4.-Pornografía de menores;2018;87
COMUNITAT VALENCIANA;3.4.-Pornografía de menores;2017;85
COMUNITAT VALENCIANA;3.4.-Pornografía de menores;2016;78
COMUNITAT VALENCIANA;3.4.-Pornografía de menores;2015;88
COMUNITAT VALENCIANA;3.4.-Pornografía de menores;2014;71
COMUNITAT VALENCIANA;3.4.-Pornografía de menores;2013;59
COMUNITAT VALENCIANA;3.4.-Pornografía de menores;2012;73
COMUNITAT VALENCIANA;3.4.-Pornografía de menores;2011;109
COMUNITAT VALENCIANA;3.4.-Pornografía de menores;2010;167
COMUNITAT VALENCIANA;3.5.-Otros contra la libertad sexual;2023;295
COMUNITAT VALENCIANA;3.5.-Otros contra la libertad sexual;2022;248
COMUNITAT VALENCIANA;3.5.-Otros contra la libertad sexual;2021;239
COMUNITAT VALENCIANA;3.5.-Otros contra la libertad sexual;2020;230
COMUNITAT VALENCIANA;3.5.-Otros contra la libertad sexual;2019;246
COMUNITAT VALENCIANA;3.5.-Otros contra la libertad sexual;2018;218
COMUNITAT VALENCIANA;3.5.-Otros contra la libertad sexual;2017;211
COMUNITAT VALENCIANA;3.5.-Otros contra la libertad sexual;2016;252
COMUNITAT VALENCIANA;3.5.-Otros contra la libertad sexual;2015;228
COMUNITAT VALENCIANA;3.5.-Otros contra la libertad sexual;2014;230
COMUNITAT VALENCIANA;3.5.-Otros contra la libertad sexual;2013;217
COMUNITAT VALENCIANA;3.5.-Otros contra la libertad sexual;2012;231
COMUNITAT VALENCIANA;3.5.-Otros contra la libertad sexual;2011;224
COMUNITAT VALENCIANA;3.5.-Otros contra la libertad sexual;2010;231
COMUNITAT VALENCIANA;4. RELACIONES FAMILIARES;2023;910
COMUNITAT VALENCIANA;4. RELACIONES FAMILIARES;2022;912
COMUNITAT VALENCIANA;4. RELACIONES FAMILIARES;2021;838
COMUNITAT VALENCIANA;4. RELACIONES FAMILIARES;2020;793
COMUNITAT VALENCIANA;4. RELACIONES FAMILIARES;2019;858
COMUNITAT VALENCIANA;4. RELACIONES FAMILIARES;2018;890
COMUNITAT VALENCIANA;4. RELACIONES FAMILIARES;2017;889
COMUNITAT VALENCIANA;4. RELACIONES FAMILIARES;2016;880
COMUNITAT VALENCIANA;4. RELACIONES FAMILIARES;2015;988
COMUNITAT VALENCIANA;4. RELACIONES FAMILIARES;2014;1.056
COMUNITAT VALENCIANA;4. RELACIONES FAMILIARES;2013;967
COMUNITAT VALENCIANA;4. RELACIONES FAMILIARES;2012;1.018
COMUNITAT VALENCIANA;4. RELACIONES FAMILIARES;2011;941
COMUNITAT VALENCIANA;4. RELACIONES FAMILIARES;2010;802
COMUNITAT VALENCIANA;5. PATRIMONIO;2023;211.176
COMUNITAT VALENCIANA;5. PATRIMONIO;2022;191.865
COMUNITAT VALENCIANA;5. PATRIMONIO;2021;161.695
COMUNITAT VALENCIANA;5. PATRIMONIO;2020;137.438
COMUNITAT VALENCIANA;5. PATRIMONIO;2019;174.091
COMUNITAT VALENCIANA;5. PATRIMONIO;2018;175.524
COMUNITAT VALENCIANA;5. PATRIMONIO;2017;173.357
COMUNITAT VALENCIANA;5. PATRIMONIO;2016;177.644
COMUNITAT VALENCIANA;5. PATRIMONIO;2015;179.704
COMUNITAT VALENCIANA;5. PATRIMONIO;2014;187.271
COMUNITAT VALENCIANA;5. PATRIMONIO;2013;201.297
COMUNITAT VALENCIANA;5. PATRIMONIO;2012;217.131
COMUNITAT VALENCIANA;5. PATRIMONIO;2011;221.719
COMUNITAT VALENCIANA;5. PATRIMONIO;2010;225.991
COMUNITAT VALENCIANA;5.1.-Hurtos;2023;77.573
COMUNITAT VALENCIANA;5.1.-Hurtos;2022;71.315
COMUNITAT VALENCIANA;5.1.-Hurtos;2021;57.738
COMUNITAT VALENCIANA;5.1.-Hurtos;2020;43.801
COMUNITAT VALENCIANA;5.1.-Hurtos;2019;68.122
COMUNITAT VALENCIANA;5.1.-Hurtos;2018;70.169
COMUNITAT VALENCIANA;5.1.-Hurtos;2017;73.922
COMUNITAT VALENCIANA;5.1.-Hurtos;2016;77.169
COMUNITAT VALENCIANA;5.1.-Hurtos;2015;78.850
COMUNITAT VALENCIANA;5.1.-Hurtos;2014;80.030
COMUNITAT VALENCIANA;5.1.-Hurtos;2013;84.869
COMUNITAT VALENCIANA;5.1.-Hurtos;2012;88.359
COMUNITAT VALENCIANA;5.1.-Hurtos;2011;89.452
COMUNITAT VALENCIANA;5.1.-Hurtos;2010;90.667
COMUNITAT VALENCIANA;5.2.-Robos con fuerza en las cosas;2023;37.462
COMUNITAT VALENCIANA;5.2.-Robos con fuerza en las cosas;2022;33.752
COMUNITAT VALENCIANA;5.2.-Robos con fuerza en las cosas;2021;28.638
COMUNITAT VALENCIANA;5.2.-Robos con fuerza en las cosas;2020;26.465
COMUNITAT VALENCIANA;5.2.-Robos con fuerza en las cosas;2019;35.068
COMUNITAT VALENCIANA;5.2.-Robos con fuerza en las cosas;2018;36.312
COMUNITAT VALENCIANA;5.2.-Robos con fuerza en las cosas;2017;37.439
COMUNITAT VALENCIANA;5.2.-Robos con fuerza en las cosas;2016;40.730
COMUNITAT VALENCIANA;5.2.-Robos con fuerza en las cosas;2015;41.473
COMUNITAT VALENCIANA;5.2.-Robos con fuerza en las cosas;2014;47.121
COMUNITAT VALENCIANA;5.2.-Robos con fuerza en las cosas;2013;53.803
COMUNITAT VALENCIANA;5.2.-Robos con fuerza en las cosas;2012;59.885
COMUNITAT VALENCIANA;5.2.-Robos con fuerza en las cosas;2011;63.936
COMUNITAT VALENCIANA;5.2.-Robos con fuerza en las cosas;2010;67.089
COMUNITAT VALENCIANA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2023;14.322
COMUNITAT VALENCIANA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2022;11.423
COMUNITAT VALENCIANA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2021;9.144
COMUNITAT VALENCIANA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2020;8.189
COMUNITAT VALENCIANA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2019;10.880
COMUNITAT VALENCIANA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2018;9.906
COMUNITAT VALENCIANA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2017;11.287
COMUNITAT VALENCIANA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2016;11.346
COMUNITAT VALENCIANA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2015;10.618
COMUNITAT VALENCIANA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2014;12.860
COMUNITAT VALENCIANA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2013;15.308
COMUNITAT VALENCIANA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2012;18.383
COMUNITAT VALENCIANA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2011;21.679
