Comunidades autónomas;Tipología penal;periodo;Total
BALEARS (ILLES);1.2.-Lesiones;2011;3.702
BALEARS (ILLES);1.2.-Lesiones;2010;3.358
BALEARS (ILLES);1.3.-Malos tratos ámbito familiar;2023;5.341
BALEARS (ILLES);1.3.-Malos tratos ámbito familiar;2022;4.868
BALEARS (ILLES);1.3.-Malos tratos ámbito familiar;2021;4.114
BALEARS (ILLES);1.3.-Malos tratos ámbito familiar;2020;3.474
BALEARS (ILLES);1.3.-Malos tratos ámbito familiar;2019;4.123
BALEARS (ILLES);1.3.-Malos tratos ámbito familiar;2018;3.558
BALEARS (ILLES);1.3.-Malos tratos ámbito familiar;2017;3.253
BALEARS (ILLES);1.3.-Malos tratos ámbito familiar;2016;3.045
BALEARS (ILLES);1.3.-Malos tratos ámbito familiar;2015;2.647
BALEARS (ILLES);1.3.-Malos tratos ámbito familiar;2014;2.502
BALEARS (ILLES);1.3.-Malos tratos ámbito familiar;2013;2.425
BALEARS (ILLES);1.3.-Malos tratos ámbito familiar;2012;2.232
BALEARS (ILLES);1.3.-Malos tratos ámbito familiar;2011;2.347
BALEARS (ILLES);1.3.-Malos tratos ámbito familiar;2010;2.137
BALEARS (ILLES);1.4.-Otros contra las personas;2023;273
BALEARS (ILLES);1.4.-Otros contra las personas;2022;212
BALEARS (ILLES);1.4.-Otros contra las personas;2021;178
BALEARS (ILLES);1.4.-Otros contra las personas;2020;131
BALEARS (ILLES);1.4.-Otros contra las personas;2019;165
BALEARS (ILLES);1.4.-Otros contra las personas;2018;137
BALEARS (ILLES);1.4.-Otros contra las personas;2017;132
BALEARS (ILLES);1.4.-Otros contra las personas;2016;76
BALEARS (ILLES);1.4.-Otros contra las personas;2015;1.791
BALEARS (ILLES);1.4.-Otros contra las personas;2014;3.439
BALEARS (ILLES);1.4.-Otros contra las personas;2013;3.247
BALEARS (ILLES);1.4.-Otros contra las personas;2012;3.317
BALEARS (ILLES);1.4.-Otros contra las personas;2011;3.499
BALEARS (ILLES);1.4.-Otros contra las personas;2010;3.402
BALEARS (ILLES);2. CONTRA LA LIBERTAD;2023;6.339
BALEARS (ILLES);2. CONTRA LA LIBERTAD;2022;5.863
BALEARS (ILLES);2. CONTRA LA LIBERTAD;2021;5.619
BALEARS (ILLES);2. CONTRA LA LIBERTAD;2020;5.083
BALEARS (ILLES);2. CONTRA LA LIBERTAD;2019;4.718
BALEARS (ILLES);2. CONTRA LA LIBERTAD;2018;4.373
BALEARS (ILLES);2. CONTRA LA LIBERTAD;2017;4.377
BALEARS (ILLES);2. CONTRA LA LIBERTAD;2016;4.258
BALEARS (ILLES);2. CONTRA LA LIBERTAD;2015;2.685
BALEARS (ILLES);2. CONTRA LA LIBERTAD;2014;1.350
BALEARS (ILLES);2. CONTRA LA LIBERTAD;2013;1.327
BALEARS (ILLES);2. CONTRA LA LIBERTAD;2012;1.384
BALEARS (ILLES);2. CONTRA LA LIBERTAD;2011;1.590
BALEARS (ILLES);2. CONTRA LA LIBERTAD;2010;1.515
BALEARS (ILLES);2.1.-Malos tratos habituales en el ámbito familiar;2023;678
BALEARS (ILLES);2.1.-Malos tratos habituales en el ámbito familiar;2022;642
BALEARS (ILLES);2.1.-Malos tratos habituales en el ámbito familiar;2021;682
BALEARS (ILLES);2.1.-Malos tratos habituales en el ámbito familiar;2020;569
BALEARS (ILLES);2.1.-Malos tratos habituales en el ámbito familiar;2019;526
BALEARS (ILLES);2.1.-Malos tratos habituales en el ámbito familiar;2018;509
BALEARS (ILLES);2.1.-Malos tratos habituales en el ámbito familiar;2017;484
BALEARS (ILLES);2.1.-Malos tratos habituales en el ámbito familiar;2016;514
BALEARS (ILLES);2.1.-Malos tratos habituales en el ámbito familiar;2015;472
BALEARS (ILLES);2.1.-Malos tratos habituales en el ámbito familiar;2014;428
BALEARS (ILLES);2.1.-Malos tratos habituales en el ámbito familiar;2013;474
BALEARS (ILLES);2.1.-Malos tratos habituales en el ámbito familiar;2012;506
BALEARS (ILLES);2.1.-Malos tratos habituales en el ámbito familiar;2011;619
BALEARS (ILLES);2.1.-Malos tratos habituales en el ámbito familiar;2010;592
BALEARS (ILLES);2.2.-Otros contra la libertad;2023;5.661
BALEARS (ILLES);2.2.-Otros contra la libertad;2022;5.221
BALEARS (ILLES);2.2.-Otros contra la libertad;2021;4.937
BALEARS (ILLES);2.2.-Otros contra la libertad;2020;4.514
BALEARS (ILLES);2.2.-Otros contra la libertad;2019;4.192
BALEARS (ILLES);2.2.-Otros contra la libertad;2018;3.864
BALEARS (ILLES);2.2.-Otros contra la libertad;2017;3.893
BALEARS (ILLES);2.2.-Otros contra la libertad;2016;3.744
BALEARS (ILLES);2.2.-Otros contra la libertad;2015;2.213
BALEARS (ILLES);2.2.-Otros contra la libertad;2014;922
BALEARS (ILLES);2.2.-Otros contra la libertad;2013;853
BALEARS (ILLES);2.2.-Otros contra la libertad;2012;878
BALEARS (ILLES);2.2.-Otros contra la libertad;2011;971
BALEARS (ILLES);2.2.-Otros contra la libertad;2010;923
BALEARS (ILLES);3. LIBERTAD SEXUAL;2023;1.050
BALEARS (ILLES);3. LIBERTAD SEXUAL;2022;915
BALEARS (ILLES);3. LIBERTAD SEXUAL;2021;777
BALEARS (ILLES);3. LIBERTAD SEXUAL;2020;520
BALEARS (ILLES);3. LIBERTAD SEXUAL;2019;743
BALEARS (ILLES);3. LIBERTAD SEXUAL;2018;584
BALEARS (ILLES);3. LIBERTAD SEXUAL;2017;517
BALEARS (ILLES);3. LIBERTAD SEXUAL;2016;442
BALEARS (ILLES);3. LIBERTAD SEXUAL;2015;411
BALEARS (ILLES);3. LIBERTAD SEXUAL;2014;394
BALEARS (ILLES);3. LIBERTAD SEXUAL;2013;406
BALEARS (ILLES);3. LIBERTAD SEXUAL;2012;383
BALEARS (ILLES);3. LIBERTAD SEXUAL;2011;419
BALEARS (ILLES);3. LIBERTAD SEXUAL;2010;426
BALEARS (ILLES);3.1.-Agresión sexual;2023;709
BALEARS (ILLES);3.1.-Agresión sexual;2022;597
BALEARS (ILLES);3.1.-Agresión sexual;2021;513
BALEARS (ILLES);3.1.-Agresión sexual;2020;305
BALEARS (ILLES);3.1.-Agresión sexual;2019;492
BALEARS (ILLES);3.1.-Agresión sexual;2018;371
BALEARS (ILLES);3.1.-Agresión sexual;2017;336
BALEARS (ILLES);3.1.-Agresión sexual;2016;256
BALEARS (ILLES);3.1.-Agresión sexual;2015;238
BALEARS (ILLES);3.1.-Agresión sexual;2014;219
BALEARS (ILLES);3.1.-Agresión sexual;2013;225
BALEARS (ILLES);3.1.-Agresión sexual;2012;211
BALEARS (ILLES);3.1.-Agresión sexual;2011;238
BALEARS (ILLES);3.1.-Agresión sexual;2010;213
BALEARS (ILLES);3.2.-Agresión sexual con penetración;2023;156
BALEARS (ILLES);3.2.-Agresión sexual con penetración;2022;157
BALEARS (ILLES);3.2.-Agresión sexual con penetración;2021;122
BALEARS (ILLES);3.2.-Agresión sexual con penetración;2020;84
BALEARS (ILLES);3.2.-Agresión sexual con penetración;2019;126
BALEARS (ILLES);3.2.-Agresión sexual con penetración;2018;108
BALEARS (ILLES);3.2.-Agresión sexual con penetración;2017;67
BALEARS (ILLES);3.2.-Agresión sexual con penetración;2016;69
BALEARS (ILLES);3.2.-Agresión sexual con penetración;2015;69
BALEARS (ILLES);3.2.-Agresión sexual con penetración;2014;77
BALEARS (ILLES);3.2.-Agresión sexual con penetración;2013;87
BALEARS (ILLES);3.2.-Agresión sexual con penetración;2012;78
BALEARS (ILLES);3.2.-Agresión sexual con penetración;2011;68
BALEARS (ILLES);3.2.-Agresión sexual con penetración;2010;65
BALEARS (ILLES);3.3.-Corrupción de menores o incapacitados;2023;21
BALEARS (ILLES);3.3.-Corrupción de menores o incapacitados;2022;23
BALEARS (ILLES);3.3.-Corrupción de menores o incapacitados;2021;19
BALEARS (ILLES);3.3.-Corrupción de menores o incapacitados;2020;28
BALEARS (ILLES);3.3.-Corrupción de menores o incapacitados;2019;14
BALEARS (ILLES);3.3.-Corrupción de menores o incapacitados;2018;16
BALEARS (ILLES);3.3.-Corrupción de menores o incapacitados;2017;9
BALEARS (ILLES);3.3.-Corrupción de menores o incapacitados;2016;27
BALEARS (ILLES);3.3.-Corrupción de menores o incapacitados;2015;17
BALEARS (ILLES);3.3.-Corrupción de menores o incapacitados;2014;19
BALEARS (ILLES);3.3.-Corrupción de menores o incapacitados;2013;18
BALEARS (ILLES);3.3.-Corrupción de menores o incapacitados;2012;20
BALEARS (ILLES);3.3.-Corrupción de menores o incapacitados;2011;15
BALEARS (ILLES);3.3.-Corrupción de menores o incapacitados;2010;16
BALEARS (ILLES);3.4.-Pornografía de menores;2023;32
BALEARS (ILLES);3.4.-Pornografía de menores;2022;14
BALEARS (ILLES);3.4.-Pornografía de menores;2021;22
BALEARS (ILLES);3.4.-Pornografía de menores;2020;17
BALEARS (ILLES);3.4.-Pornografía de menores;2019;16
BALEARS (ILLES);3.4.-Pornografía de menores;2018;17
BALEARS (ILLES);3.4.-Pornografía de menores;2017;19
BALEARS (ILLES);3.4.-Pornografía de menores;2016;17
BALEARS (ILLES);3.4.-Pornografía de menores;2015;11
BALEARS (ILLES);3.4.-Pornografía de menores;2014;23
BALEARS (ILLES);3.4.-Pornografía de menores;2013;27
BALEARS (ILLES);3.4.-Pornografía de menores;2012;13
BALEARS (ILLES);3.4.-Pornografía de menores;2011;24
BALEARS (ILLES);3.4.-Pornografía de menores;2010;43
BALEARS (ILLES);3.5.-Otros contra la libertad sexual;2023;132
BALEARS (ILLES);3.5.-Otros contra la libertad sexual;2022;124
BALEARS (ILLES);3.5.-Otros contra la libertad sexual;2021;101
BALEARS (ILLES);3.5.-Otros contra la libertad sexual;2020;86
BALEARS (ILLES);3.5.-Otros contra la libertad sexual;2019;95
BALEARS (ILLES);3.5.-Otros contra la libertad sexual;2018;72
BALEARS (ILLES);3.5.-Otros contra la libertad sexual;2017;86
BALEARS (ILLES);3.5.-Otros contra la libertad sexual;2016;73
BALEARS (ILLES);3.5.-Otros contra la libertad sexual;2015;76
BALEARS (ILLES);3.5.-Otros contra la libertad sexual;2014;56
BALEARS (ILLES);3.5.-Otros contra la libertad sexual;2013;49
BALEARS (ILLES);3.5.-Otros contra la libertad sexual;2012;61
BALEARS (ILLES);3.5.-Otros contra la libertad sexual;2011;74
BALEARS (ILLES);3.5.-Otros contra la libertad sexual;2010;89
BALEARS (ILLES);4. RELACIONES FAMILIARES;2023;237
BALEARS (ILLES);4. RELACIONES FAMILIARES;2022;280
BALEARS (ILLES);4. RELACIONES FAMILIARES;2021;270
BALEARS (ILLES);4. RELACIONES FAMILIARES;2020;194
BALEARS (ILLES);4. RELACIONES FAMILIARES;2019;188
BALEARS (ILLES);4. RELACIONES FAMILIARES;2018;168
BALEARS (ILLES);4. RELACIONES FAMILIARES;2017;180
BALEARS (ILLES);4. RELACIONES FAMILIARES;2016;212
BALEARS (ILLES);4. RELACIONES FAMILIARES;2015;234
BALEARS (ILLES);4. RELACIONES FAMILIARES;2014;255
BALEARS (ILLES);4. RELACIONES FAMILIARES;2013;274
BALEARS (ILLES);4. RELACIONES FAMILIARES;2012;258
BALEARS (ILLES);4. RELACIONES FAMILIARES;2011;212
BALEARS (ILLES);4. RELACIONES FAMILIARES;2010;161
BALEARS (ILLES);5. PATRIMONIO;2023;53.976
BALEARS (ILLES);5. PATRIMONIO;2022;53.397
BALEARS (ILLES);5. PATRIMONIO;2021;41.567
BALEARS (ILLES);5. PATRIMONIO;2020;42.187
BALEARS (ILLES);5. PATRIMONIO;2019;58.274
BALEARS (ILLES);5. PATRIMONIO;2018;55.800
BALEARS (ILLES);5. PATRIMONIO;2017;55.129
BALEARS (ILLES);5. PATRIMONIO;2016;51.859
BALEARS (ILLES);5. PATRIMONIO;2015;50.642
BALEARS (ILLES);5. PATRIMONIO;2014;52.211
BALEARS (ILLES);5. PATRIMONIO;2013;57.282
BALEARS (ILLES);5. PATRIMONIO;2012;58.202
BALEARS (ILLES);5. PATRIMONIO;2011;57.572
BALEARS (ILLES);5. PATRIMONIO;2010;54.693
BALEARS (ILLES);5.1.-Hurtos;2023;23.009
BALEARS (ILLES);5.1.-Hurtos;2022;24.460
BALEARS (ILLES);5.1.-Hurtos;2021;16.433
BALEARS (ILLES);5.1.-Hurtos;2020;12.478
BALEARS (ILLES);5.1.-Hurtos;2019;26.584
BALEARS (ILLES);5.1.-Hurtos;2018;27.629
BALEARS (ILLES);5.1.-Hurtos;2017;29.183
BALEARS (ILLES);5.1.-Hurtos;2016;27.962
BALEARS (ILLES);5.1.-Hurtos;2015;27.662
BALEARS (ILLES);5.1.-Hurtos;2014;29.784
BALEARS (ILLES);5.1.-Hurtos;2013;34.526
BALEARS (ILLES);5.1.-Hurtos;2012;33.392
BALEARS (ILLES);5.1.-Hurtos;2011;31.650
BALEARS (ILLES);5.1.-Hurtos;2010;28.551
BALEARS (ILLES);5.2.-Robos con fuerza en las cosas;2023;6.806
BALEARS (ILLES);5.2.-Robos con fuerza en las cosas;2022;7.048
BALEARS (ILLES);5.2.-Robos con fuerza en las cosas;2021;6.119
BALEARS (ILLES);5.2.-Robos con fuerza en las cosas;2020;5.724
BALEARS (ILLES);5.2.-Robos con fuerza en las cosas;2019;7.883
BALEARS (ILLES);5.2.-Robos con fuerza en las cosas;2018;7.967
BALEARS (ILLES);5.2.-Robos con fuerza en las cosas;2017;8.666
BALEARS (ILLES);5.2.-Robos con fuerza en las cosas;2016;8.737
BALEARS (ILLES);5.2.-Robos con fuerza en las cosas;2015;8.506
BALEARS (ILLES);5.2.-Robos con fuerza en las cosas;2014;9.219
BALEARS (ILLES);5.2.-Robos con fuerza en las cosas;2013;10.050
BALEARS (ILLES);5.2.-Robos con fuerza en las cosas;2012;11.756
BALEARS (ILLES);5.2.-Robos con fuerza en las cosas;2011;13.000
BALEARS (ILLES);5.2.-Robos con fuerza en las cosas;2010;13.221
BALEARS (ILLES);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2023;3.195
BALEARS (ILLES);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2022;3.192
BALEARS (ILLES);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2021;2.582
BALEARS (ILLES);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2020;2.257
BALEARS (ILLES);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2019;2.893
BALEARS (ILLES);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2018;2.455
BALEARS (ILLES);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2017;2.895
BALEARS (ILLES);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2016;2.965
BALEARS (ILLES);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2015;2.528
BALEARS (ILLES);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2014;2.878
BALEARS (ILLES);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2013;3.037
BALEARS (ILLES);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2012;3.694
BALEARS (ILLES);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2011;4.211
BALEARS (ILLES);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2010;2.774
BALEARS (ILLES);5.2.2.-Robos con fuerza en viviendas;2023;1.937
BALEARS (ILLES);5.2.2.-Robos con fuerza en viviendas;2022;2.174
BALEARS (ILLES);5.2.2.-Robos con fuerza en viviendas;2021;1.921
BALEARS (ILLES);5.2.2.-Robos con fuerza en viviendas;2020;1.857
BALEARS (ILLES);5.2.2.-Robos con fuerza en viviendas;2019;2.598
BALEARS (ILLES);5.2.2.-Robos con fuerza en viviendas;2018;3.067
BALEARS (ILLES);5.2.2.-Robos con fuerza en viviendas;2017;3.125
BALEARS (ILLES);5.2.2.-Robos con fuerza en viviendas;2016;3.104
BALEARS (ILLES);5.2.2.-Robos con fuerza en viviendas;2015;3.323
BALEARS (ILLES);5.2.2.-Robos con fuerza en viviendas;2014;3.608
BALEARS (ILLES);5.2.2.-Robos con fuerza en viviendas;2013;3.540
BALEARS (ILLES);5.2.2.-Robos con fuerza en viviendas;2012;4.337
BALEARS (ILLES);5.2.2.-Robos con fuerza en viviendas;2011;2.921
BALEARS (ILLES);5.2.2.-Robos con fuerza en viviendas;2010;3.476
BALEARS (ILLES);5.2.3.-Robos con fuerza en establecimientos;2023;738
BALEARS (ILLES);5.2.3.-Robos con fuerza en establecimientos;2022;748
BALEARS (ILLES);5.2.3.-Robos con fuerza en establecimientos;2021;725
BALEARS (ILLES);5.2.3.-Robos con fuerza en establecimientos;2020;748
BALEARS (ILLES);5.2.3.-Robos con fuerza en establecimientos;2019;965
BALEARS (ILLES);5.2.3.-Robos con fuerza en establecimientos;2018;1.030
BALEARS (ILLES);5.2.3.-Robos con fuerza en establecimientos;2017;1.145
BALEARS (ILLES);5.2.3.-Robos con fuerza en establecimientos;2016;1.138
BALEARS (ILLES);5.2.3.-Robos con fuerza en establecimientos;2015;1.042
BALEARS (ILLES);5.2.3.-Robos con fuerza en establecimientos;2014;1.027
BALEARS (ILLES);5.2.3.-Robos con fuerza en establecimientos;2013;1.300
BALEARS (ILLES);5.2.3.-Robos con fuerza en establecimientos;2012;1.346
BALEARS (ILLES);5.2.3.-Robos con fuerza en establecimientos;2011;1.945
BALEARS (ILLES);5.2.3.-Robos con fuerza en establecimientos;2010;2.468
BALEARS (ILLES);5.3.-Robos con violencia o intimidación;2023;1.519
BALEARS (ILLES);5.3.-Robos con violencia o intimidación;2022;1.272
BALEARS (ILLES);5.3.-Robos con violencia o intimidación;2021;896
BALEARS (ILLES);5.3.-Robos con violencia o intimidación;2020;749
BALEARS (ILLES);5.3.-Robos con violencia o intimidación;2019;1.314
BALEARS (ILLES);5.3.-Robos con violencia o intimidación;2018;1.230
BALEARS (ILLES);5.3.-Robos con violencia o intimidación;2017;1.354
BALEARS (ILLES);5.3.-Robos con violencia o intimidación;2016;1.186
BALEARS (ILLES);5.3.-Robos con violencia o intimidación;2015;1.069
BALEARS (ILLES);5.3.-Robos con violencia o intimidación;2014;1.217
BALEARS (ILLES);5.3.-Robos con violencia o intimidación;2013;1.319
BALEARS (ILLES);5.3.-Robos con violencia o intimidación;2012;1.585
BALEARS (ILLES);5.3.-Robos con violencia o intimidación;2011;1.608
BALEARS (ILLES);5.3.-Robos con violencia o intimidación;2010;1.476
BALEARS (ILLES);5.3.1.-Robos con violencia en vía pública;2023;994
BALEARS (ILLES);5.3.1.-Robos con violencia en vía pública;2022;811
BALEARS (ILLES);5.3.1.-Robos con violencia en vía pública;2021;571
BALEARS (ILLES);5.3.1.-Robos con violencia en vía pública;2020;465
BALEARS (ILLES);5.3.1.-Robos con violencia en vía pública;2019;843
BALEARS (ILLES);5.3.1.-Robos con violencia en vía pública;2018;771
BALEARS (ILLES);5.3.1.-Robos con violencia en vía pública;2017;899
BALEARS (ILLES);5.3.1.-Robos con violencia en vía pública;2016;721
BALEARS (ILLES);5.3.1.-Robos con violencia en vía pública;2015;652
BALEARS (ILLES);5.3.1.-Robos con violencia en vía pública;2014;769
BALEARS (ILLES);5.3.1.-Robos con violencia en vía pública;2013;851
BALEARS (ILLES);5.3.1.-Robos con violencia en vía pública;2012;1.031
BALEARS (ILLES);5.3.1.-Robos con violencia en vía pública;2011;939
BALEARS (ILLES);5.3.1.-Robos con violencia en vía pública;2010;1.031
BALEARS (ILLES);5.3.2.-Robos con violencia en viviendas;2023;82
BALEARS (ILLES);5.3.2.-Robos con violencia en viviendas;2022;88
BALEARS (ILLES);5.3.2.-Robos con violencia en viviendas;2021;79
BALEARS (ILLES);5.3.2.-Robos con violencia en viviendas;2020;72
BALEARS (ILLES);5.3.2.-Robos con violencia en viviendas;2019;85
BALEARS (ILLES);5.3.2.-Robos con violencia en viviendas;2018;89
BALEARS (ILLES);5.3.2.-Robos con violencia en viviendas;2017;68
BALEARS (ILLES);5.3.2.-Robos con violencia en viviendas;2016;78
BALEARS (ILLES);5.3.2.-Robos con violencia en viviendas;2015;61
BALEARS (ILLES);5.3.2.-Robos con violencia en viviendas;2014;89
BALEARS (ILLES);5.3.2.-Robos con violencia en viviendas;2013;78
BALEARS (ILLES);5.3.2.-Robos con violencia en viviendas;2012;101
BALEARS (ILLES);5.3.2.-Robos con violencia en viviendas;2011;82
BALEARS (ILLES);5.3.2.-Robos con violencia en viviendas;2010;73
BALEARS (ILLES);5.3.3.-Robos con violencia en establecimientos;2023;228
BALEARS (ILLES);5.3.3.-Robos con violencia en establecimientos;2022;167
BALEARS (ILLES);5.3.3.-Robos con violencia en establecimientos;2021;118
BALEARS (ILLES);5.3.3.-Robos con violencia en establecimientos;2020;113
BALEARS (ILLES);5.3.3.-Robos con violencia en establecimientos;2019;164
BALEARS (ILLES);5.3.3.-Robos con violencia en establecimientos;2018;157
BALEARS (ILLES);5.3.3.-Robos con violencia en establecimientos;2017;186
BALEARS (ILLES);5.3.3.-Robos con violencia en establecimientos;2016;175
BALEARS (ILLES);5.3.3.-Robos con violencia en establecimientos;2015;141
BALEARS (ILLES);5.3.3.-Robos con violencia en establecimientos;2014;150
BALEARS (ILLES);5.3.3.-Robos con violencia en establecimientos;2013;169
BALEARS (ILLES);5.3.3.-Robos con violencia en establecimientos;2012;190
BALEARS (ILLES);5.3.3.-Robos con violencia en establecimientos;2011;156
BALEARS (ILLES);5.3.3.-Robos con violencia en establecimientos;2010;189
BALEARS (ILLES);5.4.-Sustracción de vehículos;2023;1.832
BALEARS (ILLES);5.4.-Sustracción de vehículos;2022;1.564
BALEARS (ILLES);5.4.-Sustracción de vehículos;2021;1.073
BALEARS (ILLES);5.4.-Sustracción de vehículos;2020;1.021
BALEARS (ILLES);5.4.-Sustracción de vehículos;2019;1.429
BALEARS (ILLES);5.4.-Sustracción de vehículos;2018;1.432
BALEARS (ILLES);5.4.-Sustracción de vehículos;2017;1.717
BALEARS (ILLES);5.4.-Sustracción de vehículos;2016;1.925
BALEARS (ILLES);5.4.-Sustracción de vehículos;2015;1.770
BALEARS (ILLES);5.4.-Sustracción de vehículos;2014;1.445
BALEARS (ILLES);5.4.-Sustracción de vehículos;2013;1.582
BALEARS (ILLES);5.4.-Sustracción de vehículos;2012;1.650
BALEARS (ILLES);5.4.-Sustracción de vehículos;2011;1.861
BALEARS (ILLES);5.4.-Sustracción de vehículos;2010;1.970
BALEARS (ILLES);5.5.-Estafas;2023;13.522
BALEARS (ILLES);5.5.-Estafas;2022;11.589
BALEARS (ILLES);5.5.-Estafas;2021;10.035
BALEARS (ILLES);5.5.-Estafas;2020;15.850
BALEARS (ILLES);5.5.-Estafas;2019;13.091
BALEARS (ILLES);5.5.-Estafas;2018;9.821
BALEARS (ILLES);5.5.-Estafas;2017;6.699
BALEARS (ILLES);5.5.-Estafas;2016;5.028
BALEARS (ILLES);5.5.-Estafas;2015;4.744
BALEARS (ILLES);5.5.-Estafas;2014;3.651
BALEARS (ILLES);5.5.-Estafas;2013;3.221
BALEARS (ILLES);5.5.-Estafas;2012;3.177
BALEARS (ILLES);5.5.-Estafas;2011;2.826
BALEARS (ILLES);5.5.-Estafas;2010;2.634
BALEARS (ILLES);5.5.1.-Estafas informáticas;2023;10.299
BALEARS (ILLES);5.5.1.-Estafas informáticas;2022;7.452
BALEARS (ILLES);5.5.1.-Estafas informáticas;2021;7.005
BALEARS (ILLES);5.5.1.-Estafas informáticas;2020;10.879
BALEARS (ILLES);5.5.1.-Estafas informáticas;2019;7.702
BALEARS (ILLES);5.5.1.-Estafas informáticas;2018;5.491
BALEARS (ILLES);5.5.1.-Estafas informáticas;2017;3.156
BALEARS (ILLES);5.5.1.-Estafas informáticas;2016;2.113
BALEARS (ILLES);5.5.1.-Estafas informáticas;2015;2.264
BALEARS (ILLES);5.5.1.-Estafas informáticas;2014;1.304
BALEARS (ILLES);5.5.1.-Estafas informáticas;2013;1.049
BALEARS (ILLES);5.5.1.-Estafas informáticas;2012;956
BALEARS (ILLES);5.5.1.-Estafas informáticas;2011;749
BALEARS (ILLES);5.5.1.-Estafas informáticas;2010;546
BALEARS (ILLES);5.6.-Daños;2023;4.912
BALEARS (ILLES);5.6.-Daños;2022;5.284
BALEARS (ILLES);5.6.-Daños;2021;5.010
BALEARS (ILLES);5.6.-Daños;2020;4.596
BALEARS (ILLES);5.6.-Daños;2019;5.625
BALEARS (ILLES);5.6.-Daños;2018;5.479
BALEARS (ILLES);5.6.-Daños;2017;5.290
BALEARS (ILLES);5.6.-Daños;2016;5.064
BALEARS (ILLES);5.6.-Daños;2015;4.994
BALEARS (ILLES);5.6.-Daños;2014;4.949
BALEARS (ILLES);5.6.-Daños;2013;4.821
BALEARS (ILLES);5.6.-Daños;2012;5.391
BALEARS (ILLES);5.6.-Daños;2011;5.573
BALEARS (ILLES);5.6.-Daños;2010;5.763
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;2023;89
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;2022;72
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;2021;74
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;2020;31
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;2019;133
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;2018;109
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;2017;77
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;2016;91
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;2015;116
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;2014;140
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;2013;113
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;2012;83
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;2011;79
BALEARS (ILLES);5.7.-Contra la propiedad intelectual/industrial;2010;89
BALEARS (ILLES);5.8.-Blanqueo de capitales;2023;7
BALEARS (ILLES);5.8.-Blanqueo de capitales;2022;9
BALEARS (ILLES);5.8.-Blanqueo de capitales;2021;4
BALEARS (ILLES);5.8.-Blanqueo de capitales;2020;8
BALEARS (ILLES);5.8.-Blanqueo de capitales;2019;8
BALEARS (ILLES);5.8.-Blanqueo de capitales;2018;5
BALEARS (ILLES);5.8.-Blanqueo de capitales;2017;4
BALEARS (ILLES);5.8.-Blanqueo de capitales;2016;4
BALEARS (ILLES);5.8.-Blanqueo de capitales;2015;8
BALEARS (ILLES);5.8.-Blanqueo de capitales;2014;6
BALEARS (ILLES);5.8.-Blanqueo de capitales;2013;4
BALEARS (ILLES);5.8.-Blanqueo de capitales;2012;4
BALEARS (ILLES);5.8.-Blanqueo de capitales;2011;10
BALEARS (ILLES);5.8.-Blanqueo de capitales;2010;10
BALEARS (ILLES);5.9.-Otros contra el patrimonio;2023;2.280
BALEARS (ILLES);5.9.-Otros contra el patrimonio;2022;2.099
BALEARS (ILLES);5.9.-Otros contra el patrimonio;2021;1.923
BALEARS (ILLES);5.9.-Otros contra el patrimonio;2020;1.730
BALEARS (ILLES);5.9.-Otros contra el patrimonio;2019;2.207
BALEARS (ILLES);5.9.-Otros contra el patrimonio;2018;2.128
BALEARS (ILLES);5.9.-Otros contra el patrimonio;2017;2.139
BALEARS (ILLES);5.9.-Otros contra el patrimonio;2016;1.862
BALEARS (ILLES);5.9.-Otros contra el patrimonio;2015;1.773
BALEARS (ILLES);5.9.-Otros contra el patrimonio;2014;1.800
BALEARS (ILLES);5.9.-Otros contra el patrimonio;2013;1.646
BALEARS (ILLES);5.9.-Otros contra el patrimonio;2012;1.164
BALEARS (ILLES);5.9.-Otros contra el patrimonio;2011;965
