Comunidades autónomas;Tipología penal;periodo;Total
CATALUÑA;5.5.1.-Estafas informáticas;2014;346
CATALUÑA;5.5.1.-Estafas informáticas;2013;366
CATALUÑA;5.5.1.-Estafas informáticas;2012;310
CATALUÑA;5.5.1.-Estafas informáticas;2011;246
CATALUÑA;5.5.1.-Estafas informáticas;2010;320
CATALUÑA;5.6.-Daños;2023;4.378
CATALUÑA;5.6.-Daños;2022;4.219
CATALUÑA;5.6.-Daños;2021;4.080
CATALUÑA;5.6.-Daños;2020;3.267
CATALUÑA;5.6.-Daños;2019;4.230
CATALUÑA;5.6.-Daños;2018;4.039
CATALUÑA;5.6.-Daños;2017;4.174
CATALUÑA;5.6.-Daños;2016;4.080
CATALUÑA;5.6.-Daños;2015;4.357
CATALUÑA;5.6.-Daños;2014;4.613
CATALUÑA;5.6.-Daños;2013;4.528
CATALUÑA;5.6.-Daños;2012;4.804
CATALUÑA;5.6.-Daños;2011;5.315
CATALUÑA;5.6.-Daños;2010;5.576
CATALUÑA;5.7.-Contra la propiedad intelectual/industrial;2023;174
CATALUÑA;5.7.-Contra la propiedad intelectual/industrial;2022;203
CATALUÑA;5.7.-Contra la propiedad intelectual/industrial;2021;242
CATALUÑA;5.7.-Contra la propiedad intelectual/industrial;2020;156
CATALUÑA;5.7.-Contra la propiedad intelectual/industrial;2019;212
CATALUÑA;5.7.-Contra la propiedad intelectual/industrial;2018;303
CATALUÑA;5.7.-Contra la propiedad intelectual/industrial;2017;199
CATALUÑA;5.7.-Contra la propiedad intelectual/industrial;2016;305
CATALUÑA;5.7.-Contra la propiedad intelectual/industrial;2015;372
CATALUÑA;5.7.-Contra la propiedad intelectual/industrial;2014;413
CATALUÑA;5.7.-Contra la propiedad intelectual/industrial;2013;481
CATALUÑA;5.7.-Contra la propiedad intelectual/industrial;2012;548
CATALUÑA;5.7.-Contra la propiedad intelectual/industrial;2011;618
CATALUÑA;5.7.-Contra la propiedad intelectual/industrial;2010;553
CATALUÑA;5.8.-Blanqueo de capitales;2023;70
CATALUÑA;5.8.-Blanqueo de capitales;2022;35
CATALUÑA;5.8.-Blanqueo de capitales;2021;27
CATALUÑA;5.8.-Blanqueo de capitales;2020;24
CATALUÑA;5.8.-Blanqueo de capitales;2019;17
CATALUÑA;5.8.-Blanqueo de capitales;2018;21
CATALUÑA;5.8.-Blanqueo de capitales;2017;25
CATALUÑA;5.8.-Blanqueo de capitales;2016;35
CATALUÑA;5.8.-Blanqueo de capitales;2015;32
CATALUÑA;5.8.-Blanqueo de capitales;2014;32
CATALUÑA;5.8.-Blanqueo de capitales;2013;27
CATALUÑA;5.8.-Blanqueo de capitales;2012;21
CATALUÑA;5.8.-Blanqueo de capitales;2011;26
CATALUÑA;5.8.-Blanqueo de capitales;2010;18
CATALUÑA;5.9.-Otros contra el patrimonio;2023;9.982
CATALUÑA;5.9.-Otros contra el patrimonio;2022;9.770
CATALUÑA;5.9.-Otros contra el patrimonio;2021;9.219
CATALUÑA;5.9.-Otros contra el patrimonio;2020;8.575
CATALUÑA;5.9.-Otros contra el patrimonio;2019;9.952
CATALUÑA;5.9.-Otros contra el patrimonio;2018;8.511
CATALUÑA;5.9.-Otros contra el patrimonio;2017;7.235
CATALUÑA;5.9.-Otros contra el patrimonio;2016;7.259
CATALUÑA;5.9.-Otros contra el patrimonio;2015;7.277
CATALUÑA;5.9.-Otros contra el patrimonio;2014;7.947
CATALUÑA;5.9.-Otros contra el patrimonio;2013;6.763
CATALUÑA;5.9.-Otros contra el patrimonio;2012;5.478
CATALUÑA;5.9.-Otros contra el patrimonio;2011;5.354
CATALUÑA;5.9.-Otros contra el patrimonio;2010;4.900
CATALUÑA;6. SEGURIDAD COLECTIVA;2023;10.620
CATALUÑA;6. SEGURIDAD COLECTIVA;2022;10.321
CATALUÑA;6. SEGURIDAD COLECTIVA;2021;9.307
CATALUÑA;6. SEGURIDAD COLECTIVA;2020;7.002
CATALUÑA;6. SEGURIDAD COLECTIVA;2019;8.600
CATALUÑA;6. SEGURIDAD COLECTIVA;2018;8.465
CATALUÑA;6. SEGURIDAD COLECTIVA;2017;8.104
CATALUÑA;6. SEGURIDAD COLECTIVA;2016;7.960
CATALUÑA;6. SEGURIDAD COLECTIVA;2015;7.740
CATALUÑA;6. SEGURIDAD COLECTIVA;2014;7.796
CATALUÑA;6. SEGURIDAD COLECTIVA;2013;8.133
CATALUÑA;6. SEGURIDAD COLECTIVA;2012;8.362
CATALUÑA;6. SEGURIDAD COLECTIVA;2011;11.760
CATALUÑA;6. SEGURIDAD COLECTIVA;2010;10.679
CATALUÑA;6.1.-Tráfico de drogas;2023;3.664
CATALUÑA;6.1.-Tráfico de drogas;2022;3.181
CATALUÑA;6.1.-Tráfico de drogas;2021;3.006
CATALUÑA;6.1.-Tráfico de drogas;2020;2.329
CATALUÑA;6.1.-Tráfico de drogas;2019;2.366
CATALUÑA;6.1.-Tráfico de drogas;2018;2.344
CATALUÑA;6.1.-Tráfico de drogas;2017;2.279
CATALUÑA;6.1.-Tráfico de drogas;2016;2.162
CATALUÑA;6.1.-Tráfico de drogas;2015;1.999
CATALUÑA;6.1.-Tráfico de drogas;2014;2.039
CATALUÑA;6.1.-Tráfico de drogas;2013;2.115
CATALUÑA;6.1.-Tráfico de drogas;2012;2.111
CATALUÑA;6.1.-Tráfico de drogas;2011;2.248
CATALUÑA;6.1.-Tráfico de drogas;2010;1.782
CATALUÑA;6.2.-Contra la seguridad vial;2023;6.820
CATALUÑA;6.2.-Contra la seguridad vial;2022;7.014
CATALUÑA;6.2.-Contra la seguridad vial;2021;6.183
CATALUÑA;6.2.-Contra la seguridad vial;2020;4.562
CATALUÑA;6.2.-Contra la seguridad vial;2019;6.081
CATALUÑA;6.2.-Contra la seguridad vial;2018;6.017
CATALUÑA;6.2.-Contra la seguridad vial;2017;5.728
CATALUÑA;6.2.-Contra la seguridad vial;2016;5.707
CATALUÑA;6.2.-Contra la seguridad vial;2015;5.655
CATALUÑA;6.2.-Contra la seguridad vial;2014;5.644
CATALUÑA;6.2.-Contra la seguridad vial;2013;5.931
CATALUÑA;6.2.-Contra la seguridad vial;2012;6.128
CATALUÑA;6.2.-Contra la seguridad vial;2011;9.385
CATALUÑA;6.2.-Contra la seguridad vial;2010;8.752
CATALUÑA;6.3.-Otros contra la seguridad colectiva;2023;136
CATALUÑA;6.3.-Otros contra la seguridad colectiva;2022;126
CATALUÑA;6.3.-Otros contra la seguridad colectiva;2021;118
CATALUÑA;6.3.-Otros contra la seguridad colectiva;2020;111
CATALUÑA;6.3.-Otros contra la seguridad colectiva;2019;153
CATALUÑA;6.3.-Otros contra la seguridad colectiva;2018;104
CATALUÑA;6.3.-Otros contra la seguridad colectiva;2017;97
CATALUÑA;6.3.-Otros contra la seguridad colectiva;2016;91
CATALUÑA;6.3.-Otros contra la seguridad colectiva;2015;86
CATALUÑA;6.3.-Otros contra la seguridad colectiva;2014;113
CATALUÑA;6.3.-Otros contra la seguridad colectiva;2013;87
CATALUÑA;6.3.-Otros contra la seguridad colectiva;2012;123
CATALUÑA;6.3.-Otros contra la seguridad colectiva;2011;127
CATALUÑA;6.3.-Otros contra la seguridad colectiva;2010;145
CATALUÑA;7. FALSEDADES;2023;2.113
CATALUÑA;7. FALSEDADES;2022;2.403
CATALUÑA;7. FALSEDADES;2021;2.119
CATALUÑA;7. FALSEDADES;2020;1.572
CATALUÑA;7. FALSEDADES;2019;2.710
CATALUÑA;7. FALSEDADES;2018;2.538
CATALUÑA;7. FALSEDADES;2017;2.362
CATALUÑA;7. FALSEDADES;2016;2.564
CATALUÑA;7. FALSEDADES;2015;2.314
CATALUÑA;7. FALSEDADES;2014;2.409
CATALUÑA;7. FALSEDADES;2013;2.604
CATALUÑA;7. FALSEDADES;2012;2.857
CATALUÑA;7. FALSEDADES;2011;2.903
CATALUÑA;7. FALSEDADES;2010;3.156
CATALUÑA;8. ADMÓN. PÚBLICA;2023;46
CATALUÑA;8. ADMÓN. PÚBLICA;2022;126
CATALUÑA;8. ADMÓN. PÚBLICA;2021;94
CATALUÑA;8. ADMÓN. PÚBLICA;2020;14
CATALUÑA;8. ADMÓN. PÚBLICA;2019;40
CATALUÑA;8. ADMÓN. PÚBLICA;2018;57
CATALUÑA;8. ADMÓN. PÚBLICA;2017;64
CATALUÑA;8. ADMÓN. PÚBLICA;2016;55
CATALUÑA;8. ADMÓN. PÚBLICA;2015;33
CATALUÑA;8. ADMÓN. PÚBLICA;2014;55
CATALUÑA;8. ADMÓN. PÚBLICA;2013;53
CATALUÑA;8. ADMÓN. PÚBLICA;2012;23
CATALUÑA;8. ADMÓN. PÚBLICA;2011;40
CATALUÑA;8. ADMÓN. PÚBLICA;2010;56
CATALUÑA;9. ADMÓN. JUSTICIA;2023;4.581
CATALUÑA;9. ADMÓN. JUSTICIA;2022;3.909
CATALUÑA;9. ADMÓN. JUSTICIA;2021;3.593
CATALUÑA;9. ADMÓN. JUSTICIA;2020;3.105
CATALUÑA;9. ADMÓN. JUSTICIA;2019;3.506
CATALUÑA;9. ADMÓN. JUSTICIA;2018;3.528
CATALUÑA;9. ADMÓN. JUSTICIA;2017;3.448
CATALUÑA;9. ADMÓN. JUSTICIA;2016;3.384
CATALUÑA;9. ADMÓN. JUSTICIA;2015;3.416
CATALUÑA;9. ADMÓN. JUSTICIA;2014;3.607
CATALUÑA;9. ADMÓN. JUSTICIA;2013;3.533
CATALUÑA;9. ADMÓN. JUSTICIA;2012;3.541
CATALUÑA;9. ADMÓN. JUSTICIA;2011;3.767
CATALUÑA;9. ADMÓN. JUSTICIA;2010;3.772
CATALUÑA;10. ORDEN PÚBLICO;2023;3.878
CATALUÑA;10. ORDEN PÚBLICO;2022;3.885
CATALUÑA;10. ORDEN PÚBLICO;2021;3.542
CATALUÑA;10. ORDEN PÚBLICO;2020;2.788
CATALUÑA;10. ORDEN PÚBLICO;2019;2.862
CATALUÑA;10. ORDEN PÚBLICO;2018;2.617
CATALUÑA;10. ORDEN PÚBLICO;2017;2.460
CATALUÑA;10. ORDEN PÚBLICO;2016;2.280
CATALUÑA;10. ORDEN PÚBLICO;2015;3.026
CATALUÑA;10. ORDEN PÚBLICO;2014;3.967
CATALUÑA;10. ORDEN PÚBLICO;2013;4.425
CATALUÑA;10. ORDEN PÚBLICO;2012;4.605
CATALUÑA;10. ORDEN PÚBLICO;2011;5.165
CATALUÑA;10. ORDEN PÚBLICO;2010;4.687
CATALUÑA;11. LEGISLACIÓN ESPECIAL;2023;137
CATALUÑA;11. LEGISLACIÓN ESPECIAL;2022;13
CATALUÑA;11. LEGISLACIÓN ESPECIAL;2021;9
CATALUÑA;11. LEGISLACIÓN ESPECIAL;2020;9
CATALUÑA;11. LEGISLACIÓN ESPECIAL;2019;10
CATALUÑA;11. LEGISLACIÓN ESPECIAL;2018;11
CATALUÑA;11. LEGISLACIÓN ESPECIAL;2017;8
CATALUÑA;11. LEGISLACIÓN ESPECIAL;2016;13
CATALUÑA;11. LEGISLACIÓN ESPECIAL;2015;60
CATALUÑA;11. LEGISLACIÓN ESPECIAL;2014;93
CATALUÑA;11. LEGISLACIÓN ESPECIAL;2013;141
CATALUÑA;11. LEGISLACIÓN ESPECIAL;2012;151
CATALUÑA;11. LEGISLACIÓN ESPECIAL;2011;84
CATALUÑA;11. LEGISLACIÓN ESPECIAL;2010;89
CATALUÑA;12. OTRAS INFRACCIONES PENALES;2023;655
CATALUÑA;12. OTRAS INFRACCIONES PENALES;2022;518
CATALUÑA;12. OTRAS INFRACCIONES PENALES;2021;499
CATALUÑA;12. OTRAS INFRACCIONES PENALES;2020;365
CATALUÑA;12. OTRAS INFRACCIONES PENALES;2019;582
CATALUÑA;12. OTRAS INFRACCIONES PENALES;2018;447
CATALUÑA;12. OTRAS INFRACCIONES PENALES;2017;532
CATALUÑA;12. OTRAS INFRACCIONES PENALES;2016;604
CATALUÑA;12. OTRAS INFRACCIONES PENALES;2015;846
CATALUÑA;12. OTRAS INFRACCIONES PENALES;2014;1.061
CATALUÑA;12. OTRAS INFRACCIONES PENALES;2013;960
CATALUÑA;12. OTRAS INFRACCIONES PENALES;2012;960
CATALUÑA;12. OTRAS INFRACCIONES PENALES;2011;1.013
CATALUÑA;12. OTRAS INFRACCIONES PENALES;2010;1.146
CATALUÑA;TOTAL INFRACCIONES PENALES;2023;124.616
CATALUÑA;TOTAL INFRACCIONES PENALES;2022;113.833
CATALUÑA;TOTAL INFRACCIONES PENALES;2021;99.537
CATALUÑA;TOTAL INFRACCIONES PENALES;2020;85.142
CATALUÑA;TOTAL INFRACCIONES PENALES;2019;119.249
CATALUÑA;TOTAL INFRACCIONES PENALES;2018;116.550
CATALUÑA;TOTAL INFRACCIONES PENALES;2017;110.310
CATALUÑA;TOTAL INFRACCIONES PENALES;2016;110.138
CATALUÑA;TOTAL INFRACCIONES PENALES;2015;116.165
CATALUÑA;TOTAL INFRACCIONES PENALES;2014;126.499
CATALUÑA;TOTAL INFRACCIONES PENALES;2013;129.164
CATALUÑA;TOTAL INFRACCIONES PENALES;2012;130.324
CATALUÑA;TOTAL INFRACCIONES PENALES;2011;136.445
CATALUÑA;TOTAL INFRACCIONES PENALES;2010;132.824
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;2023;26.207
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;2022;24.535
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;2021;21.181
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;2020;18.731
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;2019;21.232
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;2018;20.230
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;2017;19.302
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;2016;18.683
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;2015;23.174
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;2014;28.693
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;2013;28.197
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;2012;28.890
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;2011;28.157
COMUNITAT VALENCIANA;1. CONTRA LAS PERSONAS;2010;28.953
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;2023;196
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;2022;170
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;2021;141
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;2020;123
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;2019;139
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;2018;119
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;2017;107
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;2016;117
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;2015;88
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;2014;91
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;2013;70
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;2012;107
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;2011;113
COMUNITAT VALENCIANA;1.1.-Homicidios dolosos/asesinatos;2010;100
COMUNITAT VALENCIANA;1.1.1.-Homicidios dolosos/asesinatos consumados;2023;34
COMUNITAT VALENCIANA;1.1.1.-Homicidios dolosos/asesinatos consumados;2022;38
COMUNITAT VALENCIANA;1.1.1.-Homicidios dolosos/asesinatos consumados;2021;32
COMUNITAT VALENCIANA;1.1.1.-Homicidios dolosos/asesinatos consumados;2020;36
COMUNITAT VALENCIANA;1.1.1.-Homicidios dolosos/asesinatos consumados;2019;38
COMUNITAT VALENCIANA;1.1.1.-Homicidios dolosos/asesinatos consumados;2018;26
COMUNITAT VALENCIANA;1.1.1.-Homicidios dolosos/asesinatos consumados;2017;42
COMUNITAT VALENCIANA;1.1.1.-Homicidios dolosos/asesinatos consumados;2016;25
COMUNITAT VALENCIANA;1.1.1.-Homicidios dolosos/asesinatos consumados;2015;43
COMUNITAT VALENCIANA;1.1.1.-Homicidios dolosos/asesinatos consumados;2014;26
COMUNITAT VALENCIANA;1.1.1.-Homicidios dolosos/asesinatos consumados;2013;28
COMUNITAT VALENCIANA;1.1.1.-Homicidios dolosos/asesinatos consumados;2012;47
COMUNITAT VALENCIANA;1.1.1.-Homicidios dolosos/asesinatos consumados;2011;38
COMUNITAT VALENCIANA;1.1.1.-Homicidios dolosos/asesinatos consumados;2010;42
COMUNITAT VALENCIANA;1.2.-Lesiones;2023;11.273
COMUNITAT VALENCIANA;1.2.-Lesiones;2022;11.103
COMUNITAT VALENCIANA;1.2.-Lesiones;2021;9.037
COMUNITAT VALENCIANA;1.2.-Lesiones;2020;7.534
COMUNITAT VALENCIANA;1.2.-Lesiones;2019;9.563
COMUNITAT VALENCIANA;1.2.-Lesiones;2018;9.378
COMUNITAT VALENCIANA;1.2.-Lesiones;2017;9.163
COMUNITAT VALENCIANA;1.2.-Lesiones;2016;9.071
COMUNITAT VALENCIANA;1.2.-Lesiones;2015;8.540
COMUNITAT VALENCIANA;1.2.-Lesiones;2014;9.115
COMUNITAT VALENCIANA;1.2.-Lesiones;2013;9.546
COMUNITAT VALENCIANA;1.2.-Lesiones;2012;9.663
COMUNITAT VALENCIANA;1.2.-Lesiones;2011;9.720
COMUNITAT VALENCIANA;1.2.-Lesiones;2010;9.639
COMUNITAT VALENCIANA;1.3.-Malos tratos ámbito familiar;2023;14.281
COMUNITAT VALENCIANA;1.3.-Malos tratos ámbito familiar;2022;12.854
COMUNITAT VALENCIANA;1.3.-Malos tratos ámbito familiar;2021;11.658
COMUNITAT VALENCIANA;1.3.-Malos tratos ámbito familiar;2020;10.827
COMUNITAT VALENCIANA;1.3.-Malos tratos ámbito familiar;2019;11.215
COMUNITAT VALENCIANA;1.3.-Malos tratos ámbito familiar;2018;10.425
COMUNITAT VALENCIANA;1.3.-Malos tratos ámbito familiar;2017;9.820
COMUNITAT VALENCIANA;1.3.-Malos tratos ámbito familiar;2016;9.367
COMUNITAT VALENCIANA;1.3.-Malos tratos ámbito familiar;2015;9.093
COMUNITAT VALENCIANA;1.3.-Malos tratos ámbito familiar;2014;8.761
COMUNITAT VALENCIANA;1.3.-Malos tratos ámbito familiar;2013;8.409
COMUNITAT VALENCIANA;1.3.-Malos tratos ámbito familiar;2012;8.372
COMUNITAT VALENCIANA;1.3.-Malos tratos ámbito familiar;2011;8.364
COMUNITAT VALENCIANA;1.3.-Malos tratos ámbito familiar;2010;8.972
COMUNITAT VALENCIANA;1.4.-Otros contra las personas;2023;457
COMUNITAT VALENCIANA;1.4.-Otros contra las personas;2022;408
COMUNITAT VALENCIANA;1.4.-Otros contra las personas;2021;345
COMUNITAT VALENCIANA;1.4.-Otros contra las personas;2020;247
COMUNITAT VALENCIANA;1.4.-Otros contra las personas;2019;315
COMUNITAT VALENCIANA;1.4.-Otros contra las personas;2018;308
COMUNITAT VALENCIANA;1.4.-Otros contra las personas;2017;212
COMUNITAT VALENCIANA;1.4.-Otros contra las personas;2016;128
COMUNITAT VALENCIANA;1.4.-Otros contra las personas;2015;5.453
COMUNITAT VALENCIANA;1.4.-Otros contra las personas;2014;10.726
COMUNITAT VALENCIANA;1.4.-Otros contra las personas;2013;10.172
COMUNITAT VALENCIANA;1.4.-Otros contra las personas;2012;10.748
COMUNITAT VALENCIANA;1.4.-Otros contra las personas;2011;9.960
COMUNITAT VALENCIANA;1.4.-Otros contra las personas;2010;10.242
COMUNITAT VALENCIANA;2. CONTRA LA LIBERTAD;2023;14.302
COMUNITAT VALENCIANA;2. CONTRA LA LIBERTAD;2022;12.992
COMUNITAT VALENCIANA;2. CONTRA LA LIBERTAD;2021;12.230
COMUNITAT VALENCIANA;2. CONTRA LA LIBERTAD;2020;10.899
COMUNITAT VALENCIANA;2. CONTRA LA LIBERTAD;2019;10.953
COMUNITAT VALENCIANA;2. CONTRA LA LIBERTAD;2018;10.652
COMUNITAT VALENCIANA;2. CONTRA LA LIBERTAD;2017;10.360
COMUNITAT VALENCIANA;2. CONTRA LA LIBERTAD;2016;9.710
COMUNITAT VALENCIANA;2. CONTRA LA LIBERTAD;2015;6.511
COMUNITAT VALENCIANA;2. CONTRA LA LIBERTAD;2014;4.015
COMUNITAT VALENCIANA;2. CONTRA LA LIBERTAD;2013;4.147
COMUNITAT VALENCIANA;2. CONTRA LA LIBERTAD;2012;4.266
COMUNITAT VALENCIANA;2. CONTRA LA LIBERTAD;2011;4.324
COMUNITAT VALENCIANA;2. CONTRA LA LIBERTAD;2010;3.956
COMUNITAT VALENCIANA;2.1.-Malos tratos habituales en el ámbito familiar;2023;2.527
COMUNITAT VALENCIANA;2.1.-Malos tratos habituales en el ámbito familiar;2022;2.444
COMUNITAT VALENCIANA;2.1.-Malos tratos habituales en el ámbito familiar;2021;1.884
COMUNITAT VALENCIANA;2.1.-Malos tratos habituales en el ámbito familiar;2020;1.663
COMUNITAT VALENCIANA;2.1.-Malos tratos habituales en el ámbito familiar;2019;1.799
COMUNITAT VALENCIANA;2.1.-Malos tratos habituales en el ámbito familiar;2018;1.684
COMUNITAT VALENCIANA;2.1.-Malos tratos habituales en el ámbito familiar;2017;1.511
COMUNITAT VALENCIANA;2.1.-Malos tratos habituales en el ámbito familiar;2016;1.499
COMUNITAT VALENCIANA;2.1.-Malos tratos habituales en el ámbito familiar;2015;1.505
COMUNITAT VALENCIANA;2.1.-Malos tratos habituales en el ámbito familiar;2014;1.721
COMUNITAT VALENCIANA;2.1.-Malos tratos habituales en el ámbito familiar;2013;1.773
COMUNITAT VALENCIANA;2.1.-Malos tratos habituales en el ámbito familiar;2012;1.905
COMUNITAT VALENCIANA;2.1.-Malos tratos habituales en el ámbito familiar;2011;1.931
COMUNITAT VALENCIANA;2.1.-Malos tratos habituales en el ámbito familiar;2010;1.546
COMUNITAT VALENCIANA;2.2.-Otros contra la libertad;2023;11.775
COMUNITAT VALENCIANA;2.2.-Otros contra la libertad;2022;10.548
COMUNITAT VALENCIANA;2.2.-Otros contra la libertad;2021;10.346
COMUNITAT VALENCIANA;2.2.-Otros contra la libertad;2020;9.236
COMUNITAT VALENCIANA;2.2.-Otros contra la libertad;2019;9.154
COMUNITAT VALENCIANA;2.2.-Otros contra la libertad;2018;8.968
COMUNITAT VALENCIANA;2.2.-Otros contra la libertad;2017;8.849
COMUNITAT VALENCIANA;2.2.-Otros contra la libertad;2016;8.211
COMUNITAT VALENCIANA;2.2.-Otros contra la libertad;2015;5.006
COMUNITAT VALENCIANA;2.2.-Otros contra la libertad;2014;2.294
COMUNITAT VALENCIANA;2.2.-Otros contra la libertad;2013;2.374
COMUNITAT VALENCIANA;2.2.-Otros contra la libertad;2012;2.361
COMUNITAT VALENCIANA;2.2.-Otros contra la libertad;2011;2.393
COMUNITAT VALENCIANA;2.2.-Otros contra la libertad;2010;2.410
COMUNITAT VALENCIANA;3. LIBERTAD SEXUAL;2023;2.172
COMUNITAT VALENCIANA;3. LIBERTAD SEXUAL;2022;2.004
COMUNITAT VALENCIANA;3. LIBERTAD SEXUAL;2021;1.775
COMUNITAT VALENCIANA;3. LIBERTAD SEXUAL;2020;1.242
COMUNITAT VALENCIANA;3. LIBERTAD SEXUAL;2019;1.441
COMUNITAT VALENCIANA;3. LIBERTAD SEXUAL;2018;1.338
COMUNITAT VALENCIANA;3. LIBERTAD SEXUAL;2017;1.056
COMUNITAT VALENCIANA;3. LIBERTAD SEXUAL;2016;1.107
COMUNITAT VALENCIANA;3. LIBERTAD SEXUAL;2015;993
COMUNITAT VALENCIANA;3. LIBERTAD SEXUAL;2014;899
COMUNITAT VALENCIANA;3. LIBERTAD SEXUAL;2013;912
COMUNITAT VALENCIANA;3. LIBERTAD SEXUAL;2012;962
COMUNITAT VALENCIANA;3. LIBERTAD SEXUAL;2011;913
COMUNITAT VALENCIANA;3. LIBERTAD SEXUAL;2010;980
COMUNITAT VALENCIANA;3.1.-Agresión sexual;2023;1.402
COMUNITAT VALENCIANA;3.1.-Agresión sexual;2022;1.254
COMUNITAT VALENCIANA;3.1.-Agresión sexual;2021;1.159
COMUNITAT VALENCIANA;3.1.-Agresión sexual;2020;751
COMUNITAT VALENCIANA;3.1.-Agresión sexual;2019;878
COMUNITAT VALENCIANA;3.1.-Agresión sexual;2018;849
COMUNITAT VALENCIANA;3.1.-Agresión sexual;2017;641
COMUNITAT VALENCIANA;3.1.-Agresión sexual;2016;637
COMUNITAT VALENCIANA;3.1.-Agresión sexual;2015;533
COMUNITAT VALENCIANA;3.1.-Agresión sexual;2014;490
COMUNITAT VALENCIANA;3.1.-Agresión sexual;2013;458
COMUNITAT VALENCIANA;3.1.-Agresión sexual;2012;536
COMUNITAT VALENCIANA;3.1.-Agresión sexual;2011;476
COMUNITAT VALENCIANA;3.1.-Agresión sexual;2010;491
COMUNITAT VALENCIANA;3.2.-Agresión sexual con penetración;2023;427
COMUNITAT VALENCIANA;3.2.-Agresión sexual con penetración;2022;430
COMUNITAT VALENCIANA;3.2.-Agresión sexual con penetración;2021;341
COMUNITAT VALENCIANA;3.2.-Agresión sexual con penetración;2020;258
COMUNITAT VALENCIANA;3.2.-Agresión sexual con penetración;2019;256
COMUNITAT VALENCIANA;3.2.-Agresión sexual con penetración;2018;221
COMUNITAT VALENCIANA;3.2.-Agresión sexual con penetración;2017;148
COMUNITAT VALENCIANA;3.2.-Agresión sexual con penetración;2016;168
COMUNITAT VALENCIANA;3.2.-Agresión sexual con penetración;2015;133
COMUNITAT VALENCIANA;3.2.-Agresión sexual con penetración;2014;127
COMUNITAT VALENCIANA;3.2.-Agresión sexual con penetración;2013;189
COMUNITAT VALENCIANA;3.2.-Agresión sexual con penetración;2012;148
COMUNITAT VALENCIANA;3.2.-Agresión sexual con penetración;2011;178
COMUNITAT VALENCIANA;3.2.-Agresión sexual con penetración;2010;197
COMUNITAT VALENCIANA;3.3.-Corrupción de menores o incapacitados;2023;38
COMUNITAT VALENCIANA;3.3.-Corrupción de menores o incapacitados;2022;59
COMUNITAT VALENCIANA;3.3.-Corrupción de menores o incapacitados;2021;50
COMUNITAT VALENCIANA;3.3.-Corrupción de menores o incapacitados;2020;28
COMUNITAT VALENCIANA;3.3.-Corrupción de menores o incapacitados;2019;48
COMUNITAT VALENCIANA;3.3.-Corrupción de menores o incapacitados;2018;33
COMUNITAT VALENCIANA;3.3.-Corrupción de menores o incapacitados;2017;62
COMUNITAT VALENCIANA;3.3.-Corrupción de menores o incapacitados;2016;43
COMUNITAT VALENCIANA;3.3.-Corrupción de menores o incapacitados;2015;74
COMUNITAT VALENCIANA;3.3.-Corrupción de menores o incapacitados;2014;48
COMUNITAT VALENCIANA;3.3.-Corrupción de menores o incapacitados;2013;48
COMUNITAT VALENCIANA;3.3.-Corrupción de menores o incapacitados;2012;43
COMUNITAT VALENCIANA;3.3.-Corrupción de menores o incapacitados;2011;34
COMUNITAT VALENCIANA;3.3.-Corrupción de menores o incapacitados;2010;24
COMUNITAT VALENCIANA;3.4.-Pornografía de menores;2023;78
COMUNITAT VALENCIANA;3.4.-Pornografía de menores;2022;65
COMUNITAT VALENCIANA;3.4.-Pornografía de menores;2021;49
COMUNITAT VALENCIANA;3.4.-Pornografía de menores;2020;42
COMUNITAT VALENCIANA;3.4.-Pornografía de menores;2019;81
COMUNITAT VALENCIANA;3.4.-Pornografía de menores;2018;70
COMUNITAT VALENCIANA;3.4.-Pornografía de menores;2017;52
COMUNITAT VALENCIANA;3.4.-Pornografía de menores;2016;60
