Comunidades autónomas;Tipología penal;periodo;Total
ASTURIAS (PRINCIPADO DE);5.3.2.-Robos con violencia en viviendas;2023;28
ASTURIAS (PRINCIPADO DE);5.3.2.-Robos con violencia en viviendas;2022;21
ASTURIAS (PRINCIPADO DE);5.3.2.-Robos con violencia en viviendas;2021;24
ASTURIAS (PRINCIPADO DE);5.3.2.-Robos con violencia en viviendas;2020;21
ASTURIAS (PRINCIPADO DE);5.3.2.-Robos con violencia en viviendas;2019;23
ASTURIAS (PRINCIPADO DE);5.3.2.-Robos con violencia en viviendas;2018;22
ASTURIAS (PRINCIPADO DE);5.3.2.-Robos con violencia en viviendas;2017;23
ASTURIAS (PRINCIPADO DE);5.3.2.-Robos con violencia en viviendas;2016;23
ASTURIAS (PRINCIPADO DE);5.3.2.-Robos con violencia en viviendas;2015;26
ASTURIAS (PRINCIPADO DE);5.3.2.-Robos con violencia en viviendas;2014;35
ASTURIAS (PRINCIPADO DE);5.3.2.-Robos con violencia en viviendas;2013;51
ASTURIAS (PRINCIPADO DE);5.3.2.-Robos con violencia en viviendas;2012;30
ASTURIAS (PRINCIPADO DE);5.3.2.-Robos con violencia en viviendas;2011;22
ASTURIAS (PRINCIPADO DE);5.3.2.-Robos con violencia en viviendas;2010;22
ASTURIAS (PRINCIPADO DE);5.3.3.-Robos con violencia en establecimientos;2023;80
ASTURIAS (PRINCIPADO DE);5.3.3.-Robos con violencia en establecimientos;2022;79
ASTURIAS (PRINCIPADO DE);5.3.3.-Robos con violencia en establecimientos;2021;58
ASTURIAS (PRINCIPADO DE);5.3.3.-Robos con violencia en establecimientos;2020;66
ASTURIAS (PRINCIPADO DE);5.3.3.-Robos con violencia en establecimientos;2019;72
ASTURIAS (PRINCIPADO DE);5.3.3.-Robos con violencia en establecimientos;2018;57
ASTURIAS (PRINCIPADO DE);5.3.3.-Robos con violencia en establecimientos;2017;42
ASTURIAS (PRINCIPADO DE);5.3.3.-Robos con violencia en establecimientos;2016;71
ASTURIAS (PRINCIPADO DE);5.3.3.-Robos con violencia en establecimientos;2015;93
ASTURIAS (PRINCIPADO DE);5.3.3.-Robos con violencia en establecimientos;2014;79
ASTURIAS (PRINCIPADO DE);5.3.3.-Robos con violencia en establecimientos;2013;87
ASTURIAS (PRINCIPADO DE);5.3.3.-Robos con violencia en establecimientos;2012;83
ASTURIAS (PRINCIPADO DE);5.3.3.-Robos con violencia en establecimientos;2011;49
ASTURIAS (PRINCIPADO DE);5.3.3.-Robos con violencia en establecimientos;2010;79
ASTURIAS (PRINCIPADO DE);5.4.-Sustracción de vehículos;2023;133
ASTURIAS (PRINCIPADO DE);5.4.-Sustracción de vehículos;2022;133
ASTURIAS (PRINCIPADO DE);5.4.-Sustracción de vehículos;2021;112
ASTURIAS (PRINCIPADO DE);5.4.-Sustracción de vehículos;2020;107
ASTURIAS (PRINCIPADO DE);5.4.-Sustracción de vehículos;2019;88
ASTURIAS (PRINCIPADO DE);5.4.-Sustracción de vehículos;2018;94
ASTURIAS (PRINCIPADO DE);5.4.-Sustracción de vehículos;2017;169
ASTURIAS (PRINCIPADO DE);5.4.-Sustracción de vehículos;2016;169
ASTURIAS (PRINCIPADO DE);5.4.-Sustracción de vehículos;2015;169
ASTURIAS (PRINCIPADO DE);5.4.-Sustracción de vehículos;2014;232
ASTURIAS (PRINCIPADO DE);5.4.-Sustracción de vehículos;2013;181
ASTURIAS (PRINCIPADO DE);5.4.-Sustracción de vehículos;2012;200
ASTURIAS (PRINCIPADO DE);5.4.-Sustracción de vehículos;2011;237
ASTURIAS (PRINCIPADO DE);5.4.-Sustracción de vehículos;2010;234
ASTURIAS (PRINCIPADO DE);5.5.-Estafas;2023;1.981
ASTURIAS (PRINCIPADO DE);5.5.-Estafas;2022;1.921
ASTURIAS (PRINCIPADO DE);5.5.-Estafas;2021;1.378
ASTURIAS (PRINCIPADO DE);5.5.-Estafas;2020;1.103
ASTURIAS (PRINCIPADO DE);5.5.-Estafas;2019;931
ASTURIAS (PRINCIPADO DE);5.5.-Estafas;2018;840
ASTURIAS (PRINCIPADO DE);5.5.-Estafas;2017;762
ASTURIAS (PRINCIPADO DE);5.5.-Estafas;2016;754
ASTURIAS (PRINCIPADO DE);5.5.-Estafas;2015;765
ASTURIAS (PRINCIPADO DE);5.5.-Estafas;2014;937
ASTURIAS (PRINCIPADO DE);5.5.-Estafas;2013;714
ASTURIAS (PRINCIPADO DE);5.5.-Estafas;2012;672
ASTURIAS (PRINCIPADO DE);5.5.-Estafas;2011;606
ASTURIAS (PRINCIPADO DE);5.5.-Estafas;2010;576
ASTURIAS (PRINCIPADO DE);5.5.1.-Estafas informáticas;2023;1.394
ASTURIAS (PRINCIPADO DE);5.5.1.-Estafas informáticas;2022;1.330
ASTURIAS (PRINCIPADO DE);5.5.1.-Estafas informáticas;2021;934
ASTURIAS (PRINCIPADO DE);5.5.1.-Estafas informáticas;2020;710
ASTURIAS (PRINCIPADO DE);5.5.1.-Estafas informáticas;2019;401
ASTURIAS (PRINCIPADO DE);5.5.1.-Estafas informáticas;2018;316
ASTURIAS (PRINCIPADO DE);5.5.1.-Estafas informáticas;2017;312
ASTURIAS (PRINCIPADO DE);5.5.1.-Estafas informáticas;2016;288
ASTURIAS (PRINCIPADO DE);5.5.1.-Estafas informáticas;2015;243
ASTURIAS (PRINCIPADO DE);5.5.1.-Estafas informáticas;2014;197
ASTURIAS (PRINCIPADO DE);5.5.1.-Estafas informáticas;2013;188
ASTURIAS (PRINCIPADO DE);5.5.1.-Estafas informáticas;2012;142
ASTURIAS (PRINCIPADO DE);5.5.1.-Estafas informáticas;2011;129
ASTURIAS (PRINCIPADO DE);5.5.1.-Estafas informáticas;2010;135
ASTURIAS (PRINCIPADO DE);5.6.-Daños;2023;720
ASTURIAS (PRINCIPADO DE);5.6.-Daños;2022;661
ASTURIAS (PRINCIPADO DE);5.6.-Daños;2021;680
ASTURIAS (PRINCIPADO DE);5.6.-Daños;2020;532
ASTURIAS (PRINCIPADO DE);5.6.-Daños;2019;640
ASTURIAS (PRINCIPADO DE);5.6.-Daños;2018;510
ASTURIAS (PRINCIPADO DE);5.6.-Daños;2017;570
ASTURIAS (PRINCIPADO DE);5.6.-Daños;2016;570
ASTURIAS (PRINCIPADO DE);5.6.-Daños;2015;567
ASTURIAS (PRINCIPADO DE);5.6.-Daños;2014;653
ASTURIAS (PRINCIPADO DE);5.6.-Daños;2013;653
ASTURIAS (PRINCIPADO DE);5.6.-Daños;2012;688
ASTURIAS (PRINCIPADO DE);5.6.-Daños;2011;826
ASTURIAS (PRINCIPADO DE);5.6.-Daños;2010;807
ASTURIAS (PRINCIPADO DE);5.7.-Contra la propiedad intelectual/industrial;2023;8
ASTURIAS (PRINCIPADO DE);5.7.-Contra la propiedad intelectual/industrial;2022;11
ASTURIAS (PRINCIPADO DE);5.7.-Contra la propiedad intelectual/industrial;2021;6
ASTURIAS (PRINCIPADO DE);5.7.-Contra la propiedad intelectual/industrial;2020;4
ASTURIAS (PRINCIPADO DE);5.7.-Contra la propiedad intelectual/industrial;2019;16
ASTURIAS (PRINCIPADO DE);5.7.-Contra la propiedad intelectual/industrial;2018;37
ASTURIAS (PRINCIPADO DE);5.7.-Contra la propiedad intelectual/industrial;2017;7
ASTURIAS (PRINCIPADO DE);5.7.-Contra la propiedad intelectual/industrial;2016;10
ASTURIAS (PRINCIPADO DE);5.7.-Contra la propiedad intelectual/industrial;2015;15
ASTURIAS (PRINCIPADO DE);5.7.-Contra la propiedad intelectual/industrial;2014;26
ASTURIAS (PRINCIPADO DE);5.7.-Contra la propiedad intelectual/industrial;2013;20
ASTURIAS (PRINCIPADO DE);5.7.-Contra la propiedad intelectual/industrial;2012;28
ASTURIAS (PRINCIPADO DE);5.7.-Contra la propiedad intelectual/industrial;2011;18
ASTURIAS (PRINCIPADO DE);5.7.-Contra la propiedad intelectual/industrial;2010;30
ASTURIAS (PRINCIPADO DE);5.8.-Blanqueo de capitales;2023;2
ASTURIAS (PRINCIPADO DE);5.8.-Blanqueo de capitales;2022;1
ASTURIAS (PRINCIPADO DE);5.8.-Blanqueo de capitales;2021;1
ASTURIAS (PRINCIPADO DE);5.8.-Blanqueo de capitales;2020;1
ASTURIAS (PRINCIPADO DE);5.8.-Blanqueo de capitales;2019;2
ASTURIAS (PRINCIPADO DE);5.8.-Blanqueo de capitales;2018;3
ASTURIAS (PRINCIPADO DE);5.8.-Blanqueo de capitales;2017;3
ASTURIAS (PRINCIPADO DE);5.8.-Blanqueo de capitales;2016;0
ASTURIAS (PRINCIPADO DE);5.8.-Blanqueo de capitales;2015;1
ASTURIAS (PRINCIPADO DE);5.8.-Blanqueo de capitales;2014;1
ASTURIAS (PRINCIPADO DE);5.8.-Blanqueo de capitales;2013;4
ASTURIAS (PRINCIPADO DE);5.8.-Blanqueo de capitales;2012;0
ASTURIAS (PRINCIPADO DE);5.8.-Blanqueo de capitales;2011;2
ASTURIAS (PRINCIPADO DE);5.8.-Blanqueo de capitales;2010;1
ASTURIAS (PRINCIPADO DE);5.9.-Otros contra el patrimonio;2023;398
ASTURIAS (PRINCIPADO DE);5.9.-Otros contra el patrimonio;2022;416
ASTURIAS (PRINCIPADO DE);5.9.-Otros contra el patrimonio;2021;363
ASTURIAS (PRINCIPADO DE);5.9.-Otros contra el patrimonio;2020;362
ASTURIAS (PRINCIPADO DE);5.9.-Otros contra el patrimonio;2019;342
ASTURIAS (PRINCIPADO DE);5.9.-Otros contra el patrimonio;2018;343
ASTURIAS (PRINCIPADO DE);5.9.-Otros contra el patrimonio;2017;284
ASTURIAS (PRINCIPADO DE);5.9.-Otros contra el patrimonio;2016;328
ASTURIAS (PRINCIPADO DE);5.9.-Otros contra el patrimonio;2015;367
ASTURIAS (PRINCIPADO DE);5.9.-Otros contra el patrimonio;2014;380
ASTURIAS (PRINCIPADO DE);5.9.-Otros contra el patrimonio;2013;381
ASTURIAS (PRINCIPADO DE);5.9.-Otros contra el patrimonio;2012;246
ASTURIAS (PRINCIPADO DE);5.9.-Otros contra el patrimonio;2011;195
ASTURIAS (PRINCIPADO DE);5.9.-Otros contra el patrimonio;2010;190
ASTURIAS (PRINCIPADO DE);6. SEGURIDAD COLECTIVA;2023;1.023
ASTURIAS (PRINCIPADO DE);6. SEGURIDAD COLECTIVA;2022;1.044
ASTURIAS (PRINCIPADO DE);6. SEGURIDAD COLECTIVA;2021;1.062
ASTURIAS (PRINCIPADO DE);6. SEGURIDAD COLECTIVA;2020;908
ASTURIAS (PRINCIPADO DE);6. SEGURIDAD COLECTIVA;2019;1.177
ASTURIAS (PRINCIPADO DE);6. SEGURIDAD COLECTIVA;2018;1.035
ASTURIAS (PRINCIPADO DE);6. SEGURIDAD COLECTIVA;2017;1.043
ASTURIAS (PRINCIPADO DE);6. SEGURIDAD COLECTIVA;2016;1.101
ASTURIAS (PRINCIPADO DE);6. SEGURIDAD COLECTIVA;2015;1.094
ASTURIAS (PRINCIPADO DE);6. SEGURIDAD COLECTIVA;2014;1.290
ASTURIAS (PRINCIPADO DE);6. SEGURIDAD COLECTIVA;2013;1.468
ASTURIAS (PRINCIPADO DE);6. SEGURIDAD COLECTIVA;2012;1.531
ASTURIAS (PRINCIPADO DE);6. SEGURIDAD COLECTIVA;2011;1.559
ASTURIAS (PRINCIPADO DE);6. SEGURIDAD COLECTIVA;2010;1.194
ASTURIAS (PRINCIPADO DE);6.1.-Tráfico de drogas;2023;189
ASTURIAS (PRINCIPADO DE);6.1.-Tráfico de drogas;2022;169
ASTURIAS (PRINCIPADO DE);6.1.-Tráfico de drogas;2021;164
ASTURIAS (PRINCIPADO DE);6.1.-Tráfico de drogas;2020;175
ASTURIAS (PRINCIPADO DE);6.1.-Tráfico de drogas;2019;202
ASTURIAS (PRINCIPADO DE);6.1.-Tráfico de drogas;2018;137
ASTURIAS (PRINCIPADO DE);6.1.-Tráfico de drogas;2017;127
ASTURIAS (PRINCIPADO DE);6.1.-Tráfico de drogas;2016;103
ASTURIAS (PRINCIPADO DE);6.1.-Tráfico de drogas;2015;152
ASTURIAS (PRINCIPADO DE);6.1.-Tráfico de drogas;2014;165
ASTURIAS (PRINCIPADO DE);6.1.-Tráfico de drogas;2013;190
ASTURIAS (PRINCIPADO DE);6.1.-Tráfico de drogas;2012;204
ASTURIAS (PRINCIPADO DE);6.1.-Tráfico de drogas;2011;238
ASTURIAS (PRINCIPADO DE);6.1.-Tráfico de drogas;2010;156
ASTURIAS (PRINCIPADO DE);6.2.-Contra la seguridad vial;2023;768
ASTURIAS (PRINCIPADO DE);6.2.-Contra la seguridad vial;2022;836
ASTURIAS (PRINCIPADO DE);6.2.-Contra la seguridad vial;2021;833
ASTURIAS (PRINCIPADO DE);6.2.-Contra la seguridad vial;2020;682
ASTURIAS (PRINCIPADO DE);6.2.-Contra la seguridad vial;2019;933
ASTURIAS (PRINCIPADO DE);6.2.-Contra la seguridad vial;2018;854
ASTURIAS (PRINCIPADO DE);6.2.-Contra la seguridad vial;2017;855
ASTURIAS (PRINCIPADO DE);6.2.-Contra la seguridad vial;2016;942
ASTURIAS (PRINCIPADO DE);6.2.-Contra la seguridad vial;2015;915
ASTURIAS (PRINCIPADO DE);6.2.-Contra la seguridad vial;2014;1.078
ASTURIAS (PRINCIPADO DE);6.2.-Contra la seguridad vial;2013;1.231
ASTURIAS (PRINCIPADO DE);6.2.-Contra la seguridad vial;2012;1.290
ASTURIAS (PRINCIPADO DE);6.2.-Contra la seguridad vial;2011;1.283
ASTURIAS (PRINCIPADO DE);6.2.-Contra la seguridad vial;2010;998
ASTURIAS (PRINCIPADO DE);6.3.-Otros contra la seguridad colectiva;2023;66
ASTURIAS (PRINCIPADO DE);6.3.-Otros contra la seguridad colectiva;2022;39
ASTURIAS (PRINCIPADO DE);6.3.-Otros contra la seguridad colectiva;2021;65
ASTURIAS (PRINCIPADO DE);6.3.-Otros contra la seguridad colectiva;2020;51
ASTURIAS (PRINCIPADO DE);6.3.-Otros contra la seguridad colectiva;2019;42
ASTURIAS (PRINCIPADO DE);6.3.-Otros contra la seguridad colectiva;2018;44
ASTURIAS (PRINCIPADO DE);6.3.-Otros contra la seguridad colectiva;2017;61
ASTURIAS (PRINCIPADO DE);6.3.-Otros contra la seguridad colectiva;2016;56
ASTURIAS (PRINCIPADO DE);6.3.-Otros contra la seguridad colectiva;2015;27
ASTURIAS (PRINCIPADO DE);6.3.-Otros contra la seguridad colectiva;2014;47
ASTURIAS (PRINCIPADO DE);6.3.-Otros contra la seguridad colectiva;2013;47
ASTURIAS (PRINCIPADO DE);6.3.-Otros contra la seguridad colectiva;2012;37
ASTURIAS (PRINCIPADO DE);6.3.-Otros contra la seguridad colectiva;2011;38
ASTURIAS (PRINCIPADO DE);6.3.-Otros contra la seguridad colectiva;2010;40
ASTURIAS (PRINCIPADO DE);7. FALSEDADES;2023;191
ASTURIAS (PRINCIPADO DE);7. FALSEDADES;2022;202
ASTURIAS (PRINCIPADO DE);7. FALSEDADES;2021;196
ASTURIAS (PRINCIPADO DE);7. FALSEDADES;2020;158
ASTURIAS (PRINCIPADO DE);7. FALSEDADES;2019;152
ASTURIAS (PRINCIPADO DE);7. FALSEDADES;2018;130
ASTURIAS (PRINCIPADO DE);7. FALSEDADES;2017;128
ASTURIAS (PRINCIPADO DE);7. FALSEDADES;2016;138
ASTURIAS (PRINCIPADO DE);7. FALSEDADES;2015;126
ASTURIAS (PRINCIPADO DE);7. FALSEDADES;2014;141
ASTURIAS (PRINCIPADO DE);7. FALSEDADES;2013;131
ASTURIAS (PRINCIPADO DE);7. FALSEDADES;2012;147
ASTURIAS (PRINCIPADO DE);7. FALSEDADES;2011;131
ASTURIAS (PRINCIPADO DE);7. FALSEDADES;2010;99
ASTURIAS (PRINCIPADO DE);8. ADMÓN. PÚBLICA;2023;3
ASTURIAS (PRINCIPADO DE);8. ADMÓN. PÚBLICA;2022;0
ASTURIAS (PRINCIPADO DE);8. ADMÓN. PÚBLICA;2021;6
ASTURIAS (PRINCIPADO DE);8. ADMÓN. PÚBLICA;2020;1
ASTURIAS (PRINCIPADO DE);8. ADMÓN. PÚBLICA;2019;5
ASTURIAS (PRINCIPADO DE);8. ADMÓN. PÚBLICA;2018;3
ASTURIAS (PRINCIPADO DE);8. ADMÓN. PÚBLICA;2017;2
ASTURIAS (PRINCIPADO DE);8. ADMÓN. PÚBLICA;2016;0
ASTURIAS (PRINCIPADO DE);8. ADMÓN. PÚBLICA;2015;3
ASTURIAS (PRINCIPADO DE);8. ADMÓN. PÚBLICA;2014;0
ASTURIAS (PRINCIPADO DE);8. ADMÓN. PÚBLICA;2013;6
ASTURIAS (PRINCIPADO DE);8. ADMÓN. PÚBLICA;2012;4
ASTURIAS (PRINCIPADO DE);8. ADMÓN. PÚBLICA;2011;7
ASTURIAS (PRINCIPADO DE);8. ADMÓN. PÚBLICA;2010;2
ASTURIAS (PRINCIPADO DE);9. ADMÓN. JUSTICIA;2023;846
ASTURIAS (PRINCIPADO DE);9. ADMÓN. JUSTICIA;2022;742
ASTURIAS (PRINCIPADO DE);9. ADMÓN. JUSTICIA;2021;569
ASTURIAS (PRINCIPADO DE);9. ADMÓN. JUSTICIA;2020;570
ASTURIAS (PRINCIPADO DE);9. ADMÓN. JUSTICIA;2019;565
ASTURIAS (PRINCIPADO DE);9. ADMÓN. JUSTICIA;2018;569
ASTURIAS (PRINCIPADO DE);9. ADMÓN. JUSTICIA;2017;579
ASTURIAS (PRINCIPADO DE);9. ADMÓN. JUSTICIA;2016;515
ASTURIAS (PRINCIPADO DE);9. ADMÓN. JUSTICIA;2015;444
ASTURIAS (PRINCIPADO DE);9. ADMÓN. JUSTICIA;2014;498
ASTURIAS (PRINCIPADO DE);9. ADMÓN. JUSTICIA;2013;460
ASTURIAS (PRINCIPADO DE);9. ADMÓN. JUSTICIA;2012;402
ASTURIAS (PRINCIPADO DE);9. ADMÓN. JUSTICIA;2011;511
ASTURIAS (PRINCIPADO DE);9. ADMÓN. JUSTICIA;2010;512
ASTURIAS (PRINCIPADO DE);10. ORDEN PÚBLICO;2023;507
ASTURIAS (PRINCIPADO DE);10. ORDEN PÚBLICO;2022;503
ASTURIAS (PRINCIPADO DE);10. ORDEN PÚBLICO;2021;479
ASTURIAS (PRINCIPADO DE);10. ORDEN PÚBLICO;2020;538
ASTURIAS (PRINCIPADO DE);10. ORDEN PÚBLICO;2019;359
ASTURIAS (PRINCIPADO DE);10. ORDEN PÚBLICO;2018;373
ASTURIAS (PRINCIPADO DE);10. ORDEN PÚBLICO;2017;401
ASTURIAS (PRINCIPADO DE);10. ORDEN PÚBLICO;2016;362
ASTURIAS (PRINCIPADO DE);10. ORDEN PÚBLICO;2015;440
ASTURIAS (PRINCIPADO DE);10. ORDEN PÚBLICO;2014;608
ASTURIAS (PRINCIPADO DE);10. ORDEN PÚBLICO;2013;663
ASTURIAS (PRINCIPADO DE);10. ORDEN PÚBLICO;2012;755
ASTURIAS (PRINCIPADO DE);10. ORDEN PÚBLICO;2011;759
ASTURIAS (PRINCIPADO DE);10. ORDEN PÚBLICO;2010;700
ASTURIAS (PRINCIPADO DE);11. LEGISLACIÓN ESPECIAL;2023;5
ASTURIAS (PRINCIPADO DE);11. LEGISLACIÓN ESPECIAL;2022;0
ASTURIAS (PRINCIPADO DE);11. LEGISLACIÓN ESPECIAL;2021;1
ASTURIAS (PRINCIPADO DE);11. LEGISLACIÓN ESPECIAL;2020;1
ASTURIAS (PRINCIPADO DE);11. LEGISLACIÓN ESPECIAL;2019;2
ASTURIAS (PRINCIPADO DE);11. LEGISLACIÓN ESPECIAL;2018;0
ASTURIAS (PRINCIPADO DE);11. LEGISLACIÓN ESPECIAL;2017;1
ASTURIAS (PRINCIPADO DE);11. LEGISLACIÓN ESPECIAL;2016;0
ASTURIAS (PRINCIPADO DE);11. LEGISLACIÓN ESPECIAL;2015;0
ASTURIAS (PRINCIPADO DE);11. LEGISLACIÓN ESPECIAL;2014;2
ASTURIAS (PRINCIPADO DE);11. LEGISLACIÓN ESPECIAL;2013;1
ASTURIAS (PRINCIPADO DE);11. LEGISLACIÓN ESPECIAL;2012;1
ASTURIAS (PRINCIPADO DE);11. LEGISLACIÓN ESPECIAL;2011;0
ASTURIAS (PRINCIPADO DE);11. LEGISLACIÓN ESPECIAL;2010;2
ASTURIAS (PRINCIPADO DE);12. OTRAS INFRACCIONES PENALES;2023;224
ASTURIAS (PRINCIPADO DE);12. OTRAS INFRACCIONES PENALES;2022;188
ASTURIAS (PRINCIPADO DE);12. OTRAS INFRACCIONES PENALES;2021;178
ASTURIAS (PRINCIPADO DE);12. OTRAS INFRACCIONES PENALES;2020;129
ASTURIAS (PRINCIPADO DE);12. OTRAS INFRACCIONES PENALES;2019;171
ASTURIAS (PRINCIPADO DE);12. OTRAS INFRACCIONES PENALES;2018;183
ASTURIAS (PRINCIPADO DE);12. OTRAS INFRACCIONES PENALES;2017;159
ASTURIAS (PRINCIPADO DE);12. OTRAS INFRACCIONES PENALES;2016;176
ASTURIAS (PRINCIPADO DE);12. OTRAS INFRACCIONES PENALES;2015;114
ASTURIAS (PRINCIPADO DE);12. OTRAS INFRACCIONES PENALES;2014;63
ASTURIAS (PRINCIPADO DE);12. OTRAS INFRACCIONES PENALES;2013;69
ASTURIAS (PRINCIPADO DE);12. OTRAS INFRACCIONES PENALES;2012;57
ASTURIAS (PRINCIPADO DE);12. OTRAS INFRACCIONES PENALES;2011;59
ASTURIAS (PRINCIPADO DE);12. OTRAS INFRACCIONES PENALES;2010;84
ASTURIAS (PRINCIPADO DE);TOTAL INFRACCIONES PENALES;2023;16.528
ASTURIAS (PRINCIPADO DE);TOTAL INFRACCIONES PENALES;2022;14.671
ASTURIAS (PRINCIPADO DE);TOTAL INFRACCIONES PENALES;2021;12.426
ASTURIAS (PRINCIPADO DE);TOTAL INFRACCIONES PENALES;2020;11.325
ASTURIAS (PRINCIPADO DE);TOTAL INFRACCIONES PENALES;2019;12.550
ASTURIAS (PRINCIPADO DE);TOTAL INFRACCIONES PENALES;2018;11.775
ASTURIAS (PRINCIPADO DE);TOTAL INFRACCIONES PENALES;2017;11.883
ASTURIAS (PRINCIPADO DE);TOTAL INFRACCIONES PENALES;2016;11.828
ASTURIAS (PRINCIPADO DE);TOTAL INFRACCIONES PENALES;2015;12.273
ASTURIAS (PRINCIPADO DE);TOTAL INFRACCIONES PENALES;2014;13.933
ASTURIAS (PRINCIPADO DE);TOTAL INFRACCIONES PENALES;2013;14.521
ASTURIAS (PRINCIPADO DE);TOTAL INFRACCIONES PENALES;2012;14.190
ASTURIAS (PRINCIPADO DE);TOTAL INFRACCIONES PENALES;2011;14.513
ASTURIAS (PRINCIPADO DE);TOTAL INFRACCIONES PENALES;2010;14.057
BALEARS (ILLES);1. CONTRA LAS PERSONAS;2023;8.860
BALEARS (ILLES);1. CONTRA LAS PERSONAS;2022;8.018
BALEARS (ILLES);1. CONTRA LAS PERSONAS;2021;6.632
BALEARS (ILLES);1. CONTRA LAS PERSONAS;2020;5.741
BALEARS (ILLES);1. CONTRA LAS PERSONAS;2019;6.797
BALEARS (ILLES);1. CONTRA LAS PERSONAS;2018;6.335
BALEARS (ILLES);1. CONTRA LAS PERSONAS;2017;5.935
BALEARS (ILLES);1. CONTRA LAS PERSONAS;2016;5.570
BALEARS (ILLES);1. CONTRA LAS PERSONAS;2015;6.558
BALEARS (ILLES);1. CONTRA LAS PERSONAS;2014;7.590
BALEARS (ILLES);1. CONTRA LAS PERSONAS;2013;7.441
BALEARS (ILLES);1. CONTRA LAS PERSONAS;2012;7.224
BALEARS (ILLES);1. CONTRA LAS PERSONAS;2011;7.539
BALEARS (ILLES);1. CONTRA LAS PERSONAS;2010;7.264
BALEARS (ILLES);1.1.-Homicidios dolosos/asesinatos;2023;47
BALEARS (ILLES);1.1.-Homicidios dolosos/asesinatos;2022;32
BALEARS (ILLES);1.1.-Homicidios dolosos/asesinatos;2021;38
BALEARS (ILLES);1.1.-Homicidios dolosos/asesinatos;2020;37
BALEARS (ILLES);1.1.-Homicidios dolosos/asesinatos;2019;44
BALEARS (ILLES);1.1.-Homicidios dolosos/asesinatos;2018;42
BALEARS (ILLES);1.1.-Homicidios dolosos/asesinatos;2017;32
BALEARS (ILLES);1.1.-Homicidios dolosos/asesinatos;2016;30
BALEARS (ILLES);1.1.-Homicidios dolosos/asesinatos;2015;35
BALEARS (ILLES);1.1.-Homicidios dolosos/asesinatos;2014;28
BALEARS (ILLES);1.1.-Homicidios dolosos/asesinatos;2013;32
BALEARS (ILLES);1.1.-Homicidios dolosos/asesinatos;2012;26
BALEARS (ILLES);1.1.-Homicidios dolosos/asesinatos;2011;47
BALEARS (ILLES);1.1.-Homicidios dolosos/asesinatos;2010;40
BALEARS (ILLES);1.1.1.-Homicidios dolosos/asesinatos consumados;2023;9
BALEARS (ILLES);1.1.1.-Homicidios dolosos/asesinatos consumados;2022;0
BALEARS (ILLES);1.1.1.-Homicidios dolosos/asesinatos consumados;2021;6
BALEARS (ILLES);1.1.1.-Homicidios dolosos/asesinatos consumados;2020;6
BALEARS (ILLES);1.1.1.-Homicidios dolosos/asesinatos consumados;2019;6
BALEARS (ILLES);1.1.1.-Homicidios dolosos/asesinatos consumados;2018;7
BALEARS (ILLES);1.1.1.-Homicidios dolosos/asesinatos consumados;2017;4
BALEARS (ILLES);1.1.1.-Homicidios dolosos/asesinatos consumados;2016;8
BALEARS (ILLES);1.1.1.-Homicidios dolosos/asesinatos consumados;2015;9
BALEARS (ILLES);1.1.1.-Homicidios dolosos/asesinatos consumados;2014;10
BALEARS (ILLES);1.1.1.-Homicidios dolosos/asesinatos consumados;2013;8
BALEARS (ILLES);1.1.1.-Homicidios dolosos/asesinatos consumados;2012;4
BALEARS (ILLES);1.1.1.-Homicidios dolosos/asesinatos consumados;2011;11
BALEARS (ILLES);1.1.1.-Homicidios dolosos/asesinatos consumados;2010;6
BALEARS (ILLES);1.2.-Lesiones;2023;3.215
BALEARS (ILLES);1.2.-Lesiones;2022;3.010
BALEARS (ILLES);1.2.-Lesiones;2021;2.339
BALEARS (ILLES);1.2.-Lesiones;2020;2.146
BALEARS (ILLES);1.2.-Lesiones;2019;2.578
BALEARS (ILLES);1.2.-Lesiones;2018;2.658
BALEARS (ILLES);1.2.-Lesiones;2017;2.603
BALEARS (ILLES);1.2.-Lesiones;2016;2.501
BALEARS (ILLES);1.2.-Lesiones;2015;2.493
BALEARS (ILLES);1.2.-Lesiones;2014;2.511
BALEARS (ILLES);1.2.-Lesiones;2013;2.572
BALEARS (ILLES);1.2.-Lesiones;2012;2.526
BALEARS (ILLES);1.2.-Lesiones;2011;2.735
BALEARS (ILLES);1.2.-Lesiones;2010;2.548
BALEARS (ILLES);1.3.-Malos tratos ámbito familiar;2023;5.381
BALEARS (ILLES);1.3.-Malos tratos ámbito familiar;2022;4.806
BALEARS (ILLES);1.3.-Malos tratos ámbito familiar;2021;4.122
BALEARS (ILLES);1.3.-Malos tratos ámbito familiar;2020;3.464
BALEARS (ILLES);1.3.-Malos tratos ámbito familiar;2019;4.052
BALEARS (ILLES);1.3.-Malos tratos ámbito familiar;2018;3.524
BALEARS (ILLES);1.3.-Malos tratos ámbito familiar;2017;3.214
BALEARS (ILLES);1.3.-Malos tratos ámbito familiar;2016;2.994
BALEARS (ILLES);1.3.-Malos tratos ámbito familiar;2015;2.613
BALEARS (ILLES);1.3.-Malos tratos ámbito familiar;2014;2.475
BALEARS (ILLES);1.3.-Malos tratos ámbito familiar;2013;2.409
BALEARS (ILLES);1.3.-Malos tratos ámbito familiar;2012;2.188
BALEARS (ILLES);1.3.-Malos tratos ámbito familiar;2011;2.214
BALEARS (ILLES);1.3.-Malos tratos ámbito familiar;2010;2.093
