"ts","kind","script","caller","path","rows","cols"
"2025-09-22 10:09:20","read","01_validacion_raw.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/tasas_paro.csv",3666,4,"sep=;;enc=UTF-8"
"2025-09-22 10:09:20","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/cols_tasas_paro.csv",4,1,NA
"2025-09-22 10:09:20","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/uniques_tasas_paro.csv",3,3,NA
"2025-09-22 10:09:21","read","01_validacion_raw.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/umbral_pobreza.csv",128,4,"sep=;;enc=UTF-8"
"2025-09-22 10:09:21","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/cols_umbral_pobreza.csv",4,1,NA
"2025-09-22 10:09:21","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/uniques_umbral_pobreza.csv",4,3,NA
"2025-09-22 10:09:21","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/resumen_raw.csv",12,12,NA
"2025-09-22 10:09:21","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/raw_sep_encoding.csv",12,3,NA
"2025-09-22 10:09:21","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/raw_numeric_parse_samples.csv",7,4,NA
"2025-09-22 10:09:21","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/raw_file_logs.csv",12,4,NA
"2025-09-22 10:09:21","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/acciones_prioritarias.csv",8,3,NA
"2025-09-22 10:37:31","read","01_validacion_raw.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/arope.csv",1632,5,"sep=;;enc=UTF-8"
"2025-09-22 10:37:31","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/cols_arope.csv",5,1,NA
"2025-09-22 10:37:31","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/uniques_arope.csv",5,3,NA
"2025-09-22 10:37:31","read","01_validacion_raw.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/crecimiento_pib.csv",180,3,"sep=;;enc=UTF-8"
"2025-09-22 10:37:31","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/cols_crecimiento_pib.csv",3,1,NA
"2025-09-22 10:37:31","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/uniques_crecimiento_pib.csv",3,3,NA
"2025-09-22 10:37:32","read","01_validacion_raw.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/detenciones_extranjeros_tipologia.csv",36960,5,"sep=;;enc=UTF-8"
"2025-09-22 10:37:32","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/cols_detenciones_extranjeros_tipologia.csv",5,1,NA
"2025-09-22 10:37:32","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/uniques_detenciones_extranjeros_tipologia.csv",4,3,NA
"2025-09-22 10:37:33","read","01_validacion_raw.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/detenciones_tipologia.csv",12320,4,"sep=;;enc=UTF-8"
"2025-09-22 10:37:33","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/cols_detenciones_tipologia.csv",4,1,NA
"2025-09-22 10:37:33","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/uniques_detenciones_tipologia.csv",3,3,NA
"2025-09-22 10:37:33","read","01_validacion_raw.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/epa_activos_16_29_trimestral.csv",168,5,"sep=;;enc=UTF-8"
"2025-09-22 10:37:33","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/cols_epa_activos_16_29_trimestral.csv",5,1,NA
"2025-09-22 10:37:33","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/uniques_epa_activos_16_29_trimestral.csv",5,3,NA
"2025-09-22 10:37:34","read","01_validacion_raw.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/estat_nama_10_pc_filtered_en.csv",14190,19,"sep=,;enc=UTF-8"
"2025-09-22 10:37:34","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/cols_estat_nama_10_pc_filtered_en.csv",19,1,NA
"2025-09-22 10:37:34","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/uniques_estat_nama_10_pc_filtered_en.csv",18,3,NA
"2025-09-22 10:37:35","read","01_validacion_raw.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/gini.csv",28,3,"sep=;;enc=UTF-8"
"2025-09-22 10:37:35","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/cols_gini.csv",3,1,NA
"2025-09-22 10:37:35","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/uniques_gini.csv",3,3,NA
"2025-09-22 10:37:35","read","01_validacion_raw.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/hechos_conocidos.csv",13552,4,"sep=;;enc=UTF-8"
"2025-09-22 10:37:35","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/cols_hechos_conocidos.csv",4,1,NA
"2025-09-22 10:37:35","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/uniques_hechos_conocidos.csv",3,3,NA
"2025-09-22 10:37:36","read","01_validacion_raw.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/hechos_esclarecidos.csv",13552,4,"sep=;;enc=UTF-8"
"2025-09-22 10:37:36","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/cols_hechos_esclarecidos.csv",4,1,NA
"2025-09-22 10:37:36","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/uniques_hechos_esclarecidos.csv",3,3,NA
"2025-09-22 10:37:41","read","01_validacion_raw.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/poblacion_espana.csv",384480,5,"sep=;;enc=UTF-8"
"2025-09-22 10:37:41","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/cols_poblacion_espana.csv",5,1,NA
"2025-09-22 10:37:42","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/uniques_poblacion_espana.csv",4,3,NA
"2025-09-22 10:37:43","read","01_validacion_raw.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/tasas_paro.csv",3666,4,"sep=;;enc=UTF-8"
"2025-09-22 10:37:43","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/cols_tasas_paro.csv",4,1,NA
"2025-09-22 10:37:43","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/uniques_tasas_paro.csv",3,3,NA
"2025-09-22 10:37:43","read","01_validacion_raw.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/umbral_pobreza.csv",128,4,"sep=;;enc=UTF-8"
"2025-09-22 10:37:43","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/cols_umbral_pobreza.csv",4,1,NA
"2025-09-22 10:37:44","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/uniques_umbral_pobreza.csv",4,3,NA
"2025-09-22 10:37:44","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/resumen_raw.csv",12,12,NA
"2025-09-22 10:37:44","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/raw_sep_encoding.csv",12,3,NA
"2025-09-22 10:37:44","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/raw_numeric_parse_samples.csv",7,4,NA
"2025-09-22 10:37:44","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/raw_file_logs.csv",12,4,NA
"2025-09-22 10:37:44","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/acciones_prioritarias.csv",8,3,NA
"2025-09-22 10:47:15","read","01_validacion_raw.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/arope.csv",1632,5,"sep=;;enc=UTF-8"
"2025-09-22 10:47:15","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/cols_arope.csv",5,1,NA
"2025-09-22 10:47:15","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/uniques_arope.csv",5,3,NA
"2025-09-22 10:47:16","read","01_validacion_raw.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/crecimiento_pib.csv",180,3,"sep=;;enc=UTF-8"
"2025-09-22 10:47:16","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/cols_crecimiento_pib.csv",3,1,NA
"2025-09-22 10:47:16","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/uniques_crecimiento_pib.csv",3,3,NA
"2025-09-22 10:47:17","read","01_validacion_raw.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/detenciones_extranjeros_tipologia.csv",36960,5,"sep=;;enc=UTF-8"
"2025-09-22 10:47:17","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/cols_detenciones_extranjeros_tipologia.csv",5,1,NA
"2025-09-22 10:47:17","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/uniques_detenciones_extranjeros_tipologia.csv",4,3,NA
"2025-09-22 10:47:17","read","01_validacion_raw.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/detenciones_tipologia.csv",12320,4,"sep=;;enc=UTF-8"
"2025-09-22 10:47:17","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/cols_detenciones_tipologia.csv",4,1,NA
"2025-09-22 10:47:17","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/uniques_detenciones_tipologia.csv",3,3,NA
"2025-09-22 10:47:17","read","01_validacion_raw.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/epa_activos_16_29_trimestral.csv",168,5,"sep=;;enc=UTF-8"
"2025-09-22 10:47:17","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/cols_epa_activos_16_29_trimestral.csv",5,1,NA
"2025-09-22 10:47:17","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/uniques_epa_activos_16_29_trimestral.csv",5,3,NA
"2025-09-22 10:47:18","read","01_validacion_raw.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/estat_nama_10_pc_filtered_en.csv",14190,19,"sep=,;enc=UTF-8"
"2025-09-22 10:47:18","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/cols_estat_nama_10_pc_filtered_en.csv",19,1,NA
"2025-09-22 10:47:18","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/uniques_estat_nama_10_pc_filtered_en.csv",18,3,NA
"2025-09-22 10:47:19","read","01_validacion_raw.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/gini.csv",28,3,"sep=;;enc=UTF-8"
"2025-09-22 10:47:19","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/cols_gini.csv",3,1,NA
"2025-09-22 10:47:19","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/uniques_gini.csv",3,3,NA
"2025-09-22 10:47:19","read","01_validacion_raw.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/hechos_conocidos.csv",13552,4,"sep=;;enc=UTF-8"
"2025-09-22 10:47:19","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/cols_hechos_conocidos.csv",4,1,NA
"2025-09-22 10:47:19","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/uniques_hechos_conocidos.csv",3,3,NA
"2025-09-22 10:47:20","read","01_validacion_raw.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/hechos_esclarecidos.csv",13552,4,"sep=;;enc=UTF-8"
"2025-09-22 10:47:20","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/cols_hechos_esclarecidos.csv",4,1,NA
"2025-09-22 10:47:20","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/uniques_hechos_esclarecidos.csv",3,3,NA
"2025-09-22 10:47:25","read","01_validacion_raw.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/poblacion_espana.csv",384480,5,"sep=;;enc=UTF-8"
"2025-09-22 10:47:25","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/cols_poblacion_espana.csv",5,1,NA
"2025-09-22 10:47:26","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/uniques_poblacion_espana.csv",4,3,NA
"2025-09-22 10:47:26","read","01_validacion_raw.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/tasas_paro.csv",3666,4,"sep=;;enc=UTF-8"
"2025-09-22 10:47:26","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/cols_tasas_paro.csv",4,1,NA
"2025-09-22 10:47:26","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/uniques_tasas_paro.csv",3,3,NA
"2025-09-22 10:47:27","read","01_validacion_raw.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/umbral_pobreza.csv",128,4,"sep=;;enc=UTF-8"
"2025-09-22 10:47:27","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/cols_umbral_pobreza.csv",4,1,NA
"2025-09-22 10:47:27","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/uniques_umbral_pobreza.csv",4,3,NA
"2025-09-22 10:47:27","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/resumen_raw.csv",12,12,NA
"2025-09-22 10:47:27","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/raw_sep_encoding.csv",12,3,NA
"2025-09-22 10:47:27","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/raw_numeric_parse_samples.csv",7,4,NA
"2025-09-22 10:47:27","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/raw_file_logs.csv",12,4,NA
"2025-09-22 10:47:27","write","01_validacion_raw.R","write_clean","D:/delitos_inmigracion_espana_MIN/diagnostics/acciones_prioritarias.csv",8,3,NA
"2025-09-22 11:05:25","read","10_limpieza_arope.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/arope.csv",1632,5,"sep=;;enc=UTF-8"
"2025-09-22 11:05:25","write","10_limpieza_arope.R","write_clean","D:/delitos_inmigracion_espana_MIN/data/processed/arope_componentes.csv",56,3,NA
"2025-09-22 11:05:25","write","10_limpieza_arope.R","write_clean","D:/delitos_inmigracion_espana_MIN/data/processed/arope_total.csv",14,2,NA
"2025-09-22 11:05:26","write","10_limpieza_arope.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/10_arope_comp_resumen.csv",1,3,NA
"2025-09-22 11:05:26","write","10_limpieza_arope.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/10_arope_total_resumen.csv",1,3,NA
"2025-09-22 11:05:26","write","10_limpieza_arope.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/10_arope_comp_duplicados.csv",0,3,NA
"2025-09-22 11:05:26","write","10_limpieza_arope.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/10_arope_total_anos_faltantes.csv",0,1,NA
"2025-09-22 11:05:26","write","10_limpieza_arope.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/10_arope_total_fuera_rango_componentes.csv",0,5,NA
"2025-09-22 11:15:59","read","10_limpieza_arope.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/arope.csv",1632,5,"sep=;;enc=UTF-8"
"2025-09-22 11:16:00","write","10_limpieza_arope.R","write_clean","D:/delitos_inmigracion_espana_MIN/data/processed/arope_componentes.csv",56,3,NA
"2025-09-22 11:16:00","write","10_limpieza_arope.R","write_clean","D:/delitos_inmigracion_espana_MIN/data/processed/arope_total.csv",14,2,NA
"2025-09-22 11:16:00","write","10_limpieza_arope.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/10_arope_comp_resumen.csv",1,3,NA
"2025-09-22 11:16:00","write","10_limpieza_arope.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/10_arope_total_resumen.csv",1,3,NA
"2025-09-22 11:16:00","write","10_limpieza_arope.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/10_arope_comp_duplicados.csv",0,3,NA
"2025-09-22 11:16:00","write","10_limpieza_arope.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/10_arope_total_anos_faltantes.csv",0,1,NA
"2025-09-22 11:16:00","write","10_limpieza_arope.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/10_arope_total_fuera_rango_componentes.csv",0,5,NA
"2025-09-22 11:44:21","read","10_limpieza_arope.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/arope.csv",1632,5,"sep=;;enc=UTF-8"
"2025-09-22 11:44:21","write","10_limpieza_arope.R","write_clean","D:/delitos_inmigracion_espana_MIN/data/processed/arope_componentes.csv",56,3,NA
"2025-09-22 11:44:21","write","10_limpieza_arope.R","write_clean","D:/delitos_inmigracion_espana_MIN/data/processed/arope_total.csv",14,2,NA
"2025-09-22 11:44:21","write","10_limpieza_arope.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/10_arope_comp_resumen.csv",1,3,NA
"2025-09-22 11:44:21","write","10_limpieza_arope.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/10_arope_total_resumen.csv",1,3,NA
"2025-09-22 11:44:21","write","10_limpieza_arope.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/10_arope_comp_duplicados.csv",0,3,NA
"2025-09-22 11:44:21","write","10_limpieza_arope.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/10_arope_total_anos_faltantes.csv",0,1,NA
"2025-09-22 11:44:21","write","10_limpieza_arope.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/10_arope_total_fuera_rango_componentes.csv",0,5,NA
"2025-09-22 11:44:39","read","10_limpieza_arope.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/arope.csv",1632,5,"sep=;;enc=UTF-8"
"2025-09-22 11:44:39","write","10_limpieza_arope.R","write_clean","D:/delitos_inmigracion_espana_MIN/data/processed/arope_componentes.csv",56,3,NA
"2025-09-22 11:44:39","write","10_limpieza_arope.R","write_clean","D:/delitos_inmigracion_espana_MIN/data/processed/arope_total.csv",14,2,NA
"2025-09-22 11:44:39","write","10_limpieza_arope.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/10_arope_comp_resumen.csv",1,3,NA
"2025-09-22 11:44:39","write","10_limpieza_arope.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/10_arope_total_resumen.csv",1,3,NA
"2025-09-22 11:44:39","write","10_limpieza_arope.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/10_arope_comp_duplicados.csv",0,3,NA
"2025-09-22 11:44:39","write","10_limpieza_arope.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/10_arope_total_anos_faltantes.csv",0,1,NA
"2025-09-22 11:44:39","write","10_limpieza_arope.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/10_arope_total_fuera_rango_componentes.csv",0,5,NA
"2025-09-22 11:49:14","read","11_build_paro_16_29.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/epa_activos_16_29_trimestral.csv",168,5,"sep=;;enc=UTF-8"
"2025-09-22 11:49:14","read","11_build_paro_16_29.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/tasas_paro.csv",3666,4,"sep=;;enc=UTF-8"
"2025-09-22 11:52:46","read","12_build_poblacion.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/poblacion_espana.csv",384480,5,"sep=;;enc=UTF-8"
"2025-09-22 11:53:07","write","12_build_poblacion.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/cov_poblacion_15_29.csv",168,5,NA
"2025-09-22 11:53:07","write","12_build_poblacion.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/cov_poblacion_15_29_criticos.csv",0,4,NA
"2025-09-22 11:53:07","write","12_build_poblacion.R","write_clean","D:/delitos_inmigracion_espana_MIN/data/processed/poblacion_total_15_29_bins_anual.csv",42,5,NA
"2025-09-22 11:53:08","write","12_build_poblacion.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/12b_qc_cobertura_trimestral.csv",28,4,NA
"2025-09-22 11:53:08","write","12_build_poblacion.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/12b_qc_sin_valores.csv",0,4,NA
"2025-09-22 11:53:08","write","12_build_poblacion.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/12b_qc_desviacion_cierre.csv",14,10,NA
"2025-09-22 11:53:08","write","12_build_poblacion.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/12b_meta_origen.csv",1,6,NA
"2025-09-22 11:53:08","write","12_build_poblacion.R","write_clean","D:/delitos_inmigracion_espana_MIN/data/processed/poblacion_total_nacional.csv",14,2,NA
"2025-09-22 11:53:08","write","12_build_poblacion.R","write_clean","D:/delitos_inmigracion_espana_MIN/data/processed/poblacion_espanola_total.csv",14,2,NA
"2025-09-22 11:53:08","write","12_build_poblacion.R","write_clean","D:/delitos_inmigracion_espana_MIN/data/processed/poblacion_extranjera_total.csv",14,2,NA
"2025-09-22 11:53:08","write","12_build_poblacion.R","write_clean","D:/delitos_inmigracion_espana_MIN/data/processed/pct_extranjeros_poblacion.csv",14,2,NA
"2025-09-22 11:56:15","read","13_build_hechos_conocidos.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/hechos_conocidos.csv",13552,4,"sep=;;enc=UTF-8"
"2025-09-22 11:56:16","write","13_build_hechos_conocidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/13_qc_unidades_detectadas.csv",3,2,NA
"2025-09-22 11:56:16","write","13_build_hechos_conocidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/13_qc_cobertura_anual.csv",14,3,NA
"2025-09-22 11:56:16","write","13_build_hechos_conocidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/13_qc_duplicados_clave.csv",0,4,NA
"2025-09-22 11:56:16","write","13_build_hechos_conocidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/13_qc_no_negatividad.csv",0,4,NA
"2025-09-22 11:56:17","write","13_build_hechos_conocidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/13_qc_nacional_vs_suma_ccaa.csv",616,7,NA
"2025-09-22 11:56:17","write","13_build_hechos_conocidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/13_qc_summary_checks.csv",5,4,NA
"2025-09-22 11:56:17","write","13_build_hechos_conocidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/data/processed/hechos_conocidos_panel_ccaa.csv",11704,4,NA
"2025-09-22 11:56:17","write","13_build_hechos_conocidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/data/processed/hechos_conocidos_total_nacional_por_tipo.csv",616,3,NA
"2025-09-22 11:56:17","write","13_build_hechos_conocidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/data/processed/hechos_conocidos_total_nacional.csv",14,2,NA
"2025-09-22 18:36:05","read","14_build_hechos_esclarecidos.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/hechos_esclarecidos.csv",13552,4,"sep=;;enc=UTF-8"
"2025-09-22 18:36:06","write","14_build_hechos_esclarecidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/14_he_regiones_especiales_counts.csv",3,2,NA
"2025-09-22 18:36:07","write","14_build_hechos_esclarecidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/14_he_nacional_vs_sum_ccaa.csv",616,8,NA
"2025-09-22 18:36:07","write","14_build_hechos_esclarecidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/14_he_unit_detection.csv",1,4,NA
"2025-09-22 18:36:07","write","14_build_hechos_esclarecidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/data/processed/hechos_esclarecidos_panel_ccaa.csv",11704,4,NA
"2025-09-22 18:36:07","write","14_build_hechos_esclarecidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/data/processed/hechos_esclarecidos_total_nacional.csv",616,4,NA
"2025-09-22 18:36:07","write","14_build_hechos_esclarecidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/14_he_cov_years.csv",14,2,NA
"2025-09-22 18:36:07","write","14_build_hechos_esclarecidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/14_he_dups_keys.csv",0,4,NA
"2025-09-22 18:36:08","write","14_build_hechos_esclarecidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/14_he_vs_hc_fullcheck.csv",616,6,NA
"2025-09-22 18:36:08","write","14_build_hechos_esclarecidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/14_he_vs_hc_violaciones.csv",0,6,NA
"2025-09-22 18:36:08","write","14_build_hechos_esclarecidos.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/14_he_qa_summary.csv",5,4,NA
"2025-09-22 18:41:43","read","15_limpieza_detenciones_totales.R","read_raw","D:/delitos_inmigracion_espana_MIN/data/raw/detenciones_tipologia.csv",12320,4,"sep=;;enc=UTF-8"
"2025-09-22 18:41:43","write","15_limpieza_detenciones_totales.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/qa_det_tot_exclusion_regiones.csv",20,4,NA
"2025-09-22 18:41:43","write","15_limpieza_detenciones_totales.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/qa_det_tot_cobertura.csv",1,6,NA
"2025-09-22 18:41:43","write","15_limpieza_detenciones_totales.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/qa_det_tot_cobertura_por_tipo.csv",44,4,NA
"2025-09-22 18:41:43","write","15_limpieza_detenciones_totales.R","write_clean","D:/delitos_inmigracion_espana_MIN/output/tables/qa_det_tot_plaus_yoy.csv",1,5,NA
"2025-09-22 18:41:44","write","15_limpieza_detenciones_totales.R","write_clean","D:/delitos_inmigracion_espana_MIN/data/processed/detenciones_totales_total_nacional.csv",616,3,NA
"2025-09-22 18:41:44","write","15_limpieza_detenciones_totales.R","write_clean","D:/delitos_inmigracion_espana_MIN/data/processed/detenciones_totales_total.csv",14,2,NA
