nacionalidad,grupo_quinquenal_de_edad,sexo,periodo,total
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de octubre de 2016,
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de julio de 2016,1
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de abril de 2016,
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de enero de 2016,1
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de octubre de 2015,
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de julio de 2015,1
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de abril de 2015,
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de enero de 2015,1
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de octubre de 2014,
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de julio de 2014,1
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de abril de 2014,
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de enero de 2014,1
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de octubre de 2013,
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de julio de 2013,0
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de abril de 2013,
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de enero de 2013,0
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de octubre de 2012,
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de julio de 2012,1
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de abril de 2012,
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de enero de 2012,1
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de octubre de 2011,
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de julio de 2011,1
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de abril de 2011,
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de enero de 2011,2
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de octubre de 2010,
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de julio de 2010,2
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de abril de 2010,
Otro país de Sudamérica,De 50 a 54 años,Hombres,1 de enero de 2010,2
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de octubre de 2023,1
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de julio de 2023,1
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de abril de 2023,2
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de enero de 2023,2
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de octubre de 2022,2
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de julio de 2022,2
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de abril de 2022,5
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de enero de 2022,6
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de octubre de 2021,6
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de julio de 2021,6
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de abril de 2021,7
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de enero de 2021,7
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de octubre de 2020,
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de julio de 2020,7
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de abril de 2020,
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de enero de 2020,7
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de octubre de 2019,
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de julio de 2019,6
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de abril de 2019,
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de enero de 2019,6
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de octubre de 2018,
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de julio de 2018,4
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de abril de 2018,
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de enero de 2018,4
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de octubre de 2017,
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de julio de 2017,3
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de abril de 2017,
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de enero de 2017,1
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de octubre de 2016,
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de julio de 2016,1
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de abril de 2016,
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de enero de 2016,2
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de octubre de 2015,
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de julio de 2015,2
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de abril de 2015,
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de enero de 2015,2
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de octubre de 2014,
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de julio de 2014,2
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de abril de 2014,
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de enero de 2014,2
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de octubre de 2013,
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de julio de 2013,2
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de abril de 2013,
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de enero de 2013,2
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de octubre de 2012,
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de julio de 2012,2
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de abril de 2012,
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de enero de 2012,3
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de octubre de 2011,
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de julio de 2011,2
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de abril de 2011,
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de enero de 2011,1
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de octubre de 2010,
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de julio de 2010,3
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de abril de 2010,
Otro país de Sudamérica,De 50 a 54 años,Mujeres,1 de enero de 2010,3
Otro país de Sudamérica,De 55 a 59 años,Total,1 de octubre de 2023,6
Otro país de Sudamérica,De 55 a 59 años,Total,1 de julio de 2023,6
Otro país de Sudamérica,De 55 a 59 años,Total,1 de abril de 2023,6
Otro país de Sudamérica,De 55 a 59 años,Total,1 de enero de 2023,7
Otro país de Sudamérica,De 55 a 59 años,Total,1 de octubre de 2022,6
Otro país de Sudamérica,De 55 a 59 años,Total,1 de julio de 2022,4
Otro país de Sudamérica,De 55 a 59 años,Total,1 de abril de 2022,2
Otro país de Sudamérica,De 55 a 59 años,Total,1 de enero de 2022,2
Otro país de Sudamérica,De 55 a 59 años,Total,1 de octubre de 2021,4
Otro país de Sudamérica,De 55 a 59 años,Total,1 de julio de 2021,4
Otro país de Sudamérica,De 55 a 59 años,Total,1 de abril de 2021,4
Otro país de Sudamérica,De 55 a 59 años,Total,1 de enero de 2021,5
Otro país de Sudamérica,De 55 a 59 años,Total,1 de octubre de 2020,
Otro país de Sudamérica,De 55 a 59 años,Total,1 de julio de 2020,4
Otro país de Sudamérica,De 55 a 59 años,Total,1 de abril de 2020,
Otro país de Sudamérica,De 55 a 59 años,Total,1 de enero de 2020,4
Otro país de Sudamérica,De 55 a 59 años,Total,1 de octubre de 2019,
Otro país de Sudamérica,De 55 a 59 años,Total,1 de julio de 2019,4
Otro país de Sudamérica,De 55 a 59 años,Total,1 de abril de 2019,
Otro país de Sudamérica,De 55 a 59 años,Total,1 de enero de 2019,3
Otro país de Sudamérica,De 55 a 59 años,Total,1 de octubre de 2018,
Otro país de Sudamérica,De 55 a 59 años,Total,1 de julio de 2018,1
Otro país de Sudamérica,De 55 a 59 años,Total,1 de abril de 2018,
Otro país de Sudamérica,De 55 a 59 años,Total,1 de enero de 2018,1
Otro país de Sudamérica,De 55 a 59 años,Total,1 de octubre de 2017,
Otro país de Sudamérica,De 55 a 59 años,Total,1 de julio de 2017,2
Otro país de Sudamérica,De 55 a 59 años,Total,1 de abril de 2017,
Otro país de Sudamérica,De 55 a 59 años,Total,1 de enero de 2017,3
Otro país de Sudamérica,De 55 a 59 años,Total,1 de octubre de 2016,
Otro país de Sudamérica,De 55 a 59 años,Total,1 de julio de 2016,2
Otro país de Sudamérica,De 55 a 59 años,Total,1 de abril de 2016,
Otro país de Sudamérica,De 55 a 59 años,Total,1 de enero de 2016,1
Otro país de Sudamérica,De 55 a 59 años,Total,1 de octubre de 2015,
Otro país de Sudamérica,De 55 a 59 años,Total,1 de julio de 2015,2
Otro país de Sudamérica,De 55 a 59 años,Total,1 de abril de 2015,
Otro país de Sudamérica,De 55 a 59 años,Total,1 de enero de 2015,2
Otro país de Sudamérica,De 55 a 59 años,Total,1 de octubre de 2014,
Otro país de Sudamérica,De 55 a 59 años,Total,1 de julio de 2014,2
Otro país de Sudamérica,De 55 a 59 años,Total,1 de abril de 2014,
Otro país de Sudamérica,De 55 a 59 años,Total,1 de enero de 2014,2
Otro país de Sudamérica,De 55 a 59 años,Total,1 de octubre de 2013,
Otro país de Sudamérica,De 55 a 59 años,Total,1 de julio de 2013,3
Otro país de Sudamérica,De 55 a 59 años,Total,1 de abril de 2013,
Otro país de Sudamérica,De 55 a 59 años,Total,1 de enero de 2013,3
Otro país de Sudamérica,De 55 a 59 años,Total,1 de octubre de 2012,
Otro país de Sudamérica,De 55 a 59 años,Total,1 de julio de 2012,3
Otro país de Sudamérica,De 55 a 59 años,Total,1 de abril de 2012,
Otro país de Sudamérica,De 55 a 59 años,Total,1 de enero de 2012,2
Otro país de Sudamérica,De 55 a 59 años,Total,1 de octubre de 2011,
Otro país de Sudamérica,De 55 a 59 años,Total,1 de julio de 2011,2
Otro país de Sudamérica,De 55 a 59 años,Total,1 de abril de 2011,
Otro país de Sudamérica,De 55 a 59 años,Total,1 de enero de 2011,3
Otro país de Sudamérica,De 55 a 59 años,Total,1 de octubre de 2010,
Otro país de Sudamérica,De 55 a 59 años,Total,1 de julio de 2010,2
Otro país de Sudamérica,De 55 a 59 años,Total,1 de abril de 2010,
Otro país de Sudamérica,De 55 a 59 años,Total,1 de enero de 2010,2
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de octubre de 2023,2
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de julio de 2023,2
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de abril de 2023,2
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de enero de 2023,3
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de octubre de 2022,3
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de julio de 2022,2
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de abril de 2022,1
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de enero de 2022,1
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de octubre de 2021,3
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de julio de 2021,3
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de abril de 2021,3
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de enero de 2021,3
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de octubre de 2020,
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de julio de 2020,3
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de abril de 2020,
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de enero de 2020,3
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de octubre de 2019,
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de julio de 2019,3
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de abril de 2019,
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de enero de 2019,2
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de octubre de 2018,
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de julio de 2018,0
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de abril de 2018,
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de enero de 2018,0
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de octubre de 2017,
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de julio de 2017,0
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de abril de 2017,
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de enero de 2017,0
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de octubre de 2016,
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de julio de 2016,0
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de abril de 2016,
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de enero de 2016,0
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de octubre de 2015,
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de julio de 2015,0
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de abril de 2015,
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de enero de 2015,0
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de octubre de 2014,
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de julio de 2014,0
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de abril de 2014,
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de enero de 2014,0
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de octubre de 2013,
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de julio de 2013,0
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de abril de 2013,
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de enero de 2013,0
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de octubre de 2012,
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de julio de 2012,0
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de abril de 2012,
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de enero de 2012,0
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de octubre de 2011,
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de julio de 2011,0
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de abril de 2011,
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de enero de 2011,0
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de octubre de 2010,
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de julio de 2010,1
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de abril de 2010,
Otro país de Sudamérica,De 55 a 59 años,Hombres,1 de enero de 2010,1
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de octubre de 2023,4
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de julio de 2023,4
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de abril de 2023,4
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de enero de 2023,4
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de octubre de 2022,3
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de julio de 2022,2
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de abril de 2022,1
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de enero de 2022,1
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de octubre de 2021,1
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de julio de 2021,1
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de abril de 2021,1
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de enero de 2021,2
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de octubre de 2020,
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de julio de 2020,1
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de abril de 2020,
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de enero de 2020,1
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de octubre de 2019,
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de julio de 2019,1
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de abril de 2019,
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de enero de 2019,1
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de octubre de 2018,
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de julio de 2018,1
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de abril de 2018,
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de enero de 2018,1
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de octubre de 2017,
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de julio de 2017,2
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de abril de 2017,
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de enero de 2017,3
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de octubre de 2016,
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de julio de 2016,2
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de abril de 2016,
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de enero de 2016,1
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de octubre de 2015,
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de julio de 2015,2
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de abril de 2015,
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de enero de 2015,2
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de octubre de 2014,
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de julio de 2014,2
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de abril de 2014,
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de enero de 2014,2
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de octubre de 2013,
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de julio de 2013,3
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de abril de 2013,
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de enero de 2013,3
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de octubre de 2012,
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de julio de 2012,3
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de abril de 2012,
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de enero de 2012,2
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de octubre de 2011,
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de julio de 2011,2
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de abril de 2011,
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de enero de 2011,2
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de octubre de 2010,
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de julio de 2010,2
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de abril de 2010,
Otro país de Sudamérica,De 55 a 59 años,Mujeres,1 de enero de 2010,1
Otro país de Sudamérica,De 60 a 64 años,Total,1 de octubre de 2023,4
Otro país de Sudamérica,De 60 a 64 años,Total,1 de julio de 2023,4
Otro país de Sudamérica,De 60 a 64 años,Total,1 de abril de 2023,4
Otro país de Sudamérica,De 60 a 64 años,Total,1 de enero de 2023,4
Otro país de Sudamérica,De 60 a 64 años,Total,1 de octubre de 2022,4
Otro país de Sudamérica,De 60 a 64 años,Total,1 de julio de 2022,4
Otro país de Sudamérica,De 60 a 64 años,Total,1 de abril de 2022,4
Otro país de Sudamérica,De 60 a 64 años,Total,1 de enero de 2022,5
Otro país de Sudamérica,De 60 a 64 años,Total,1 de octubre de 2021,5
Otro país de Sudamérica,De 60 a 64 años,Total,1 de julio de 2021,3
Otro país de Sudamérica,De 60 a 64 años,Total,1 de abril de 2021,3
Otro país de Sudamérica,De 60 a 64 años,Total,1 de enero de 2021,2
Otro país de Sudamérica,De 60 a 64 años,Total,1 de octubre de 2020,
Otro país de Sudamérica,De 60 a 64 años,Total,1 de julio de 2020,1
Otro país de Sudamérica,De 60 a 64 años,Total,1 de abril de 2020,
Otro país de Sudamérica,De 60 a 64 años,Total,1 de enero de 2020,1
