ano,tipo,valor
2023,5.3.2.-Robos con violencia en viviendas,3844
2023,5.3.3.-Robos con violencia en establecimientos,8238
2023,5.4.-Sustracción de vehículos,32839
2023,5.5.-Estafas,533379
2023,5.5.1.-Estafas informáticas,427448
2023,5.6.-Daños,209299
2023,5.7.-Contra la propiedad intelectual/industrial,1451
2023,5.8.-Blanqueo de capitales,516
2023,5.9.-Otros contra el patrimonio,66366
2023,6. SEGURIDAD COLECTIVA,77130
2023,6.1.-Tráfico de drogas,21033
2023,6.2.-Contra la seguridad vial,53517
2023,6.3.-Otros contra la seguridad colectiva,2580
2023,7. FALSEDADES,40889
2023,8. ADMÓN. PÚBLICA,506
2023,9. ADMÓN. JUSTICIA,41910
2023,TOTAL INFRACCIONES PENALES,2464759
