ano,tipo,valor
2017,5.3.-Robos con violencia o intimidación,16049
2017,5.3.1.-Robos con violencia en vía pública,6463
2017,5.3.2.-Robos con violencia en viviendas,1119
2017,5.3.3.-Robos con violencia en establecimientos,2901
2017,5.4.-Sustracción de vehículos,11909
2017,5.5.-Estafas,39235
2017,5.5.1.-Estafas informáticas,12893
2017,5.6.-Daños,27284
2017,5.7.-Contra la propiedad intelectual/industrial,1447
2017,5.8.-Blanqueo de capitales,241
2017,5.9.-Otros contra el patrimonio,24955
2017,6. SEGURIDAD COLECTIVA,54620
2017,6.1.-Tráfico de drogas,12126
2017,6.2.-Contra la seguridad vial,40882
2017,6.3.-Otros contra la seguridad colectiva,1612
2017,7. FALSEDADES,12764
2017,8. ADMÓN. PÚBLICA,532
2017,9. ADMÓN. JUSTICIA,27356
2017,TOTAL INFRACCIONES PENALES,654821
2018,1. CONTRA LAS PERSONAS,153525
2018,1.1.-Homicidios dolosos/asesinatos,1008
2018,1.1.1.-Homicidios dolosos/asesinatos consumados,227
2018,1.2.-Lesiones,78214
2018,1.3.-Malos tratos ámbito familiar,71414
2018,1.4.-Otros contra las personas,2889
2018,10. ORDEN PÚBLICO,18781
2018,11. LEGISLACIÓN ESPECIAL,193
2018,12. OTRAS INFRACCIONES PENALES,6776
2018,2. CONTRA LA LIBERTAD,92985
2018,2.1.-Malos tratos habituales en el ámbito familiar,11347
2018,2.2.-Otros contra la libertad,81638
2018,3. LIBERTAD SEXUAL,10674
2018,3.1.-Agresión sexual,6224
2018,3.2.-Agresión sexual con penetración,2318
2018,3.3.-Corrupción de menores o incapacitados,206
2018,3.4.-Pornografía de menores,668
2018,3.5.-Otros contra la libertad sexual,1258
2018,4. RELACIONES FAMILIARES,7089
2018,5. PATRIMONIO,281008
2018,5.1.-Hurtos,109908
2018,5.2.-Robos con fuerza en las cosas,40365
2018,5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,8272
2018,5.2.2.-Robos con fuerza en viviendas,12028
2018,5.2.3.-Robos con fuerza en establecimientos,7005
2018,5.3.-Robos con violencia o intimidación,16043
2018,5.3.1.-Robos con violencia en vía pública,5996
2018,5.3.2.-Robos con violencia en viviendas,1154
2018,5.3.3.-Robos con violencia en establecimientos,2954
2018,5.4.-Sustracción de vehículos,10988
2018,5.5.-Estafas,46091
2018,5.5.1.-Estafas informáticas,15542
2018,5.6.-Daños,26845
2018,5.7.-Contra la propiedad intelectual/industrial,2020
2018,5.8.-Blanqueo de capitales,257
2018,5.9.-Otros contra el patrimonio,28491
2018,6. SEGURIDAD COLECTIVA,59223
2018,6.1.-Tráfico de drogas,13140
2018,6.2.-Contra la seguridad vial,44382
2018,6.3.-Otros contra la seguridad colectiva,1701
2018,7. FALSEDADES,14042
2018,8. ADMÓN. PÚBLICA,447
2018,9. ADMÓN. JUSTICIA,28851
2018,TOTAL INFRACCIONES PENALES,673594
2019,1. CONTRA LAS PERSONAS,159909
2019,1.1.-Homicidios dolosos/asesinatos,1090
2019,1.1.1.-Homicidios dolosos/asesinatos consumados,254
2019,1.2.-Lesiones,79537
2019,1.3.-Malos tratos ámbito familiar,76160
2019,1.4.-Otros contra las personas,3122
2019,10. ORDEN PÚBLICO,20350
2019,11. LEGISLACIÓN ESPECIAL,259
2019,12. OTRAS INFRACCIONES PENALES,7058
2019,2. CONTRA LA LIBERTAD,96246
2019,2.1.-Malos tratos habituales en el ámbito familiar,11860
2019,2.2.-Otros contra la libertad,84386
2019,3. LIBERTAD SEXUAL,11887
2019,3.1.-Agresión sexual,7022
2019,3.2.-Agresión sexual con penetración,2554
2019,3.3.-Corrupción de menores o incapacitados,276
2019,3.4.-Pornografía de menores,620
2019,3.5.-Otros contra la libertad sexual,1415
2019,4. RELACIONES FAMILIARES,6846
2019,5. PATRIMONIO,291270
2019,5.1.-Hurtos,111318
2019,5.2.-Robos con fuerza en las cosas,39704
2019,5.2.1.-Robos con fuerza en las cosas en el interior de vehículos,8567
2019,5.2.2.-Robos con fuerza en viviendas,10775
2019,5.2.3.-Robos con fuerza en establecimientos,7461
2019,5.3.-Robos con violencia o intimidación,18196
2019,5.3.1.-Robos con violencia en vía pública,6927
2019,5.3.2.-Robos con violencia en viviendas,1181
2019,5.3.3.-Robos con violencia en establecimientos,3129
2019,5.4.-Sustracción de vehículos,10981
2019,5.5.-Estafas,49856
2019,5.5.1.-Estafas informáticas,18712
2019,5.6.-Daños,28309
2019,5.7.-Contra la propiedad intelectual/industrial,1573
2019,5.8.-Blanqueo de capitales,265
2019,5.9.-Otros contra el patrimonio,31068
2019,6. SEGURIDAD COLECTIVA,63291
2019,6.1.-Tráfico de drogas,15191
2019,6.2.-Contra la seguridad vial,46622
2019,6.3.-Otros contra la seguridad colectiva,1478
2019,7. FALSEDADES,14629
2019,8. ADMÓN. PÚBLICA,327
2019,9. ADMÓN. JUSTICIA,30472
2019,TOTAL INFRACCIONES PENALES,702544
2020,1. CONTRA LAS PERSONAS,141869
