sexo,edad,tasa_de_riesgo_de_pobreza_o_exclusion_social_y_sus_componentes,periodo,total
Mujeres,De 45 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2014,"22,5"
Mujeres,De 45 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2013,"20,8"
Mujeres,De 45 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2012,"19,6"
Mujeres,De 45 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2011,"17,4"
Mujeres,De 45 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2010,"16,3"
Mujeres,65 y más años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2023,"23,1"
Mujeres,65 y más años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2022,"23,3"
Mujeres,65 y más años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2021,"21,7"
Mujeres,65 y más años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2020,"22,2"
Mujeres,65 y más años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2019,"15,8"
Mujeres,65 y más años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2018,"18,7"
Mujeres,65 y más años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2017,"17,8"
Mujeres,65 y más años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2016,"14,9"
Mujeres,65 y más años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2015,"14,8"
Mujeres,65 y más años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2014,"14,0"
Mujeres,65 y más años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2013,"15,0"
Mujeres,65 y más años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2012,"16,8"
Mujeres,65 y más años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2011,"22,9"
Mujeres,65 y más años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2010,"24,9"
Mujeres,65 y más años,En riesgo de pobreza (renta año anterior a la entrevista),2023,"20,3"
Mujeres,65 y más años,En riesgo de pobreza (renta año anterior a la entrevista),2022,"20,6"
Mujeres,65 y más años,En riesgo de pobreza (renta año anterior a la entrevista),2021,"19,6"
Mujeres,65 y más años,En riesgo de pobreza (renta año anterior a la entrevista),2020,"20,6"
Mujeres,65 y más años,En riesgo de pobreza (renta año anterior a la entrevista),2019,"14,4"
Mujeres,65 y más años,En riesgo de pobreza (renta año anterior a la entrevista),2018,"16,3"
Mujeres,65 y más años,En riesgo de pobreza (renta año anterior a la entrevista),2017,"15,9"
Mujeres,65 y más años,En riesgo de pobreza (renta año anterior a la entrevista),2016,"13,2"
Mujeres,65 y más años,En riesgo de pobreza (renta año anterior a la entrevista),2015,"13,2"
Mujeres,65 y más años,En riesgo de pobreza (renta año anterior a la entrevista),2014,"12,5"
Mujeres,65 y más años,En riesgo de pobreza (renta año anterior a la entrevista),2013,"13,2"
Mujeres,65 y más años,En riesgo de pobreza (renta año anterior a la entrevista),2012,"14,8"
Mujeres,65 y más años,En riesgo de pobreza (renta año anterior a la entrevista),2011,"21,6"
Mujeres,65 y más años,En riesgo de pobreza (renta año anterior a la entrevista),2010,"23,6"
Mujeres,65 y más años,Con carencia material severa,2023,"5,2"
Mujeres,65 y más años,Con carencia material severa,2022,"4,6"
Mujeres,65 y más años,Con carencia material severa,2021,"4,0"
Mujeres,65 y más años,Con carencia material severa,2020,"3,0"
Mujeres,65 y más años,Con carencia material severa,2019,"2,2"
Mujeres,65 y más años,Con carencia material severa,2018,"3,5"
Mujeres,65 y más años,Con carencia material severa,2017,"3,0"
Mujeres,65 y más años,Con carencia material severa,2016,"2,9"
Mujeres,65 y más años,Con carencia material severa,2015,"2,5"
Mujeres,65 y más años,Con carencia material severa,2014,"2,8"
Mujeres,65 y más años,Con carencia material severa,2013,"3,0"
Mujeres,65 y más años,Con carencia material severa,2012,"3,1"
Mujeres,65 y más años,Con carencia material severa,2011,"2,8"
Mujeres,65 y más años,Con carencia material severa,2010,"2,7"
Mujeres,65 y más años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2023,..
Mujeres,65 y más años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2022,..
Mujeres,65 y más años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2021,..
Mujeres,65 y más años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2020,..
Mujeres,65 y más años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2019,..
Mujeres,65 y más años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2018,..
Mujeres,65 y más años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2017,..
Mujeres,65 y más años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2016,..
Mujeres,65 y más años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2015,..
Mujeres,65 y más años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2014,..
Mujeres,65 y más años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2013,..
Mujeres,65 y más años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2012,..
Mujeres,65 y más años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2011,..
Mujeres,65 y más años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2010,..
Mujeres,Menos de 18 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2023,"33,0"
Mujeres,Menos de 18 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2022,"31,6"
Mujeres,Menos de 18 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2021,"33,1"
Mujeres,Menos de 18 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2020,"30,9"
Mujeres,Menos de 18 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2019,"32,1"
Mujeres,Menos de 18 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2018,"30,8"
Mujeres,Menos de 18 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2017,"31,9"
Mujeres,Menos de 18 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2016,"32,3"
Mujeres,Menos de 18 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2015,"33,8"
Mujeres,Menos de 18 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2014,"35,2"
Mujeres,Menos de 18 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2013,"31,0"
Mujeres,Menos de 18 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2012,"33,1"
Mujeres,Menos de 18 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2011,"33,4"
Mujeres,Menos de 18 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2010,"34,0"
Mujeres,Menos de 18 años,En riesgo de pobreza (renta año anterior a la entrevista),2023,"27,9"
Mujeres,Menos de 18 años,En riesgo de pobreza (renta año anterior a la entrevista),2022,"26,9"
Mujeres,Menos de 18 años,En riesgo de pobreza (renta año anterior a la entrevista),2021,"29,0"
Mujeres,Menos de 18 años,En riesgo de pobreza (renta año anterior a la entrevista),2020,"27,6"
Mujeres,Menos de 18 años,En riesgo de pobreza (renta año anterior a la entrevista),2019,"28,5"
Mujeres,Menos de 18 años,En riesgo de pobreza (renta año anterior a la entrevista),2018,"27,5"
Mujeres,Menos de 18 años,En riesgo de pobreza (renta año anterior a la entrevista),2017,"28,8"
Mujeres,Menos de 18 años,En riesgo de pobreza (renta año anterior a la entrevista),2016,"29,3"
Mujeres,Menos de 18 años,En riesgo de pobreza (renta año anterior a la entrevista),2015,"29,3"
Mujeres,Menos de 18 años,En riesgo de pobreza (renta año anterior a la entrevista),2014,"29,9"
Mujeres,Menos de 18 años,En riesgo de pobreza (renta año anterior a la entrevista),2013,"25,8"
Mujeres,Menos de 18 años,En riesgo de pobreza (renta año anterior a la entrevista),2012,"28,7"
Mujeres,Menos de 18 años,En riesgo de pobreza (renta año anterior a la entrevista),2011,"28,5"
Mujeres,Menos de 18 años,En riesgo de pobreza (renta año anterior a la entrevista),2010,"29,9"
Mujeres,Menos de 18 años,Con carencia material severa,2023,"10,8"
Mujeres,Menos de 18 años,Con carencia material severa,2022,"10,6"
Mujeres,Menos de 18 años,Con carencia material severa,2021,"8,9"
Mujeres,Menos de 18 años,Con carencia material severa,2020,"9,0"
Mujeres,Menos de 18 años,Con carencia material severa,2019,"6,1"
Mujeres,Menos de 18 años,Con carencia material severa,2018,"6,9"
Mujeres,Menos de 18 años,Con carencia material severa,2017,"7,3"
Mujeres,Menos de 18 años,Con carencia material severa,2016,"8,0"
Mujeres,Menos de 18 años,Con carencia material severa,2015,"8,4"
Mujeres,Menos de 18 años,Con carencia material severa,2014,"9,2"
Mujeres,Menos de 18 años,Con carencia material severa,2013,"8,2"
Mujeres,Menos de 18 años,Con carencia material severa,2012,"7,2"
Mujeres,Menos de 18 años,Con carencia material severa,2011,"5,3"
Mujeres,Menos de 18 años,Con carencia material severa,2010,"7,8"
Mujeres,Menos de 18 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2023,"6,6"
Mujeres,Menos de 18 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2022,"6,6"
Mujeres,Menos de 18 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2021,"9,4"
Mujeres,Menos de 18 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2020,"6,9"
Mujeres,Menos de 18 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2019,"9,1"
Mujeres,Menos de 18 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2018,"8,0"
Mujeres,Menos de 18 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2017,"10,2"
Mujeres,Menos de 18 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2016,"10,9"
Mujeres,Menos de 18 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2015,"12,1"
Mujeres,Menos de 18 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2014,"14,2"
Mujeres,Menos de 18 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2013,"12,8"
Mujeres,Menos de 18 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2012,"13,3"
Mujeres,Menos de 18 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2011,"12,3"
Mujeres,Menos de 18 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2010,"10,5"
Mujeres,De 18 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2023,"27,6"
Mujeres,De 18 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2022,"27,3"
Mujeres,De 18 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2021,"29,2"
Mujeres,De 18 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2020,"27,8"
Mujeres,De 18 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2019,"27,7"
Mujeres,De 18 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2018,"28,7"
Mujeres,De 18 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2017,"28,9"
Mujeres,De 18 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2016,"30,9"
Mujeres,De 18 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2015,"31,1"
Mujeres,De 18 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2014,"31,9"
Mujeres,De 18 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2013,"29,1"
Mujeres,De 18 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2012,"28,7"
Mujeres,De 18 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2011,"27,1"
Mujeres,De 18 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2010,"25,3"
Mujeres,De 18 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2023,"19,2"
Mujeres,De 18 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2022,"19,7"
Mujeres,De 18 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2021,"21,3"
Mujeres,De 18 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2020,"20,5"
Mujeres,De 18 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2019,"21,4"
Mujeres,De 18 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2018,"22,7"
Mujeres,De 18 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2017,"22,4"
Mujeres,De 18 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2016,"23,0"
Mujeres,De 18 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2015,"22,4"
Mujeres,De 18 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2014,"22,9"
Mujeres,De 18 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2013,"20,3"
Mujeres,De 18 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2012,"20,6"
Mujeres,De 18 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2011,"19,5"
Mujeres,De 18 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2010,"18,3"
Mujeres,De 18 a 64 años,Con carencia material severa,2023,"9,9"
Mujeres,De 18 a 64 años,Con carencia material severa,2022,"9,0"
Mujeres,De 18 a 64 años,Con carencia material severa,2021,"8,2"
Mujeres,De 18 a 64 años,Con carencia material severa,2020,"7,8"
Mujeres,De 18 a 64 años,Con carencia material severa,2019,"5,3"
Mujeres,De 18 a 64 años,Con carencia material severa,2018,"5,9"
Mujeres,De 18 a 64 años,Con carencia material severa,2017,"5,5"
Mujeres,De 18 a 64 años,Con carencia material severa,2016,"6,8"
Mujeres,De 18 a 64 años,Con carencia material severa,2015,"6,9"
Mujeres,De 18 a 64 años,Con carencia material severa,2014,"7,8"
Mujeres,De 18 a 64 años,Con carencia material severa,2013,"6,4"
Mujeres,De 18 a 64 años,Con carencia material severa,2012,"5,8"
Mujeres,De 18 a 64 años,Con carencia material severa,2011,"4,9"
Mujeres,De 18 a 64 años,Con carencia material severa,2010,"5,1"
Mujeres,De 18 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2023,"9,3"
Mujeres,De 18 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2022,"10,1"
Mujeres,De 18 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2021,"12,9"
Mujeres,De 18 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2020,"11,1"
Mujeres,De 18 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2019,"12,5"
Mujeres,De 18 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2018,"12,2"
Mujeres,De 18 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2017,"14,1"
Mujeres,De 18 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2016,"16,0"
Mujeres,De 18 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2015,"16,0"
Mujeres,De 18 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2014,"18,2"
Mujeres,De 18 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2013,"16,3"
Mujeres,De 18 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2012,"15,3"
Mujeres,De 18 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2011,"14,2"
Mujeres,De 18 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2010,"11,2"
