sexo,edad,tasa_de_riesgo_de_pobreza_o_exclusion_social_y_sus_componentes,periodo,total
Ambos sexos,De 45 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2010,"14,9"
Ambos sexos,65 y más años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2023,"21,1"
Ambos sexos,65 y más años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2022,"21,3"
Ambos sexos,65 y más años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2021,"19,8"
Ambos sexos,65 y más años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2020,"20,5"
Ambos sexos,65 y más años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2019,"15,7"
Ambos sexos,65 y más años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2018,"17,6"
Ambos sexos,65 y más años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2017,"16,4"
Ambos sexos,65 y más años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2016,"14,4"
Ambos sexos,65 y más años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2015,"13,7"
Ambos sexos,65 y más años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2014,"12,9"
Ambos sexos,65 y más años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2013,"14,5"
Ambos sexos,65 y más años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2012,"16,5"
Ambos sexos,65 y más años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2011,"21,2"
Ambos sexos,65 y más años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2010,"22,9"
Ambos sexos,65 y más años,En riesgo de pobreza (renta año anterior a la entrevista),2023,"18,3"
Ambos sexos,65 y más años,En riesgo de pobreza (renta año anterior a la entrevista),2022,"18,7"
Ambos sexos,65 y más años,En riesgo de pobreza (renta año anterior a la entrevista),2021,"17,5"
Ambos sexos,65 y más años,En riesgo de pobreza (renta año anterior a la entrevista),2020,"18,8"
Ambos sexos,65 y más años,En riesgo de pobreza (renta año anterior a la entrevista),2019,"14,5"
Ambos sexos,65 y más años,En riesgo de pobreza (renta año anterior a la entrevista),2018,"15,6"
Ambos sexos,65 y más años,En riesgo de pobreza (renta año anterior a la entrevista),2017,"14,8"
Ambos sexos,65 y más años,En riesgo de pobreza (renta año anterior a la entrevista),2016,"13,0"
Ambos sexos,65 y más años,En riesgo de pobreza (renta año anterior a la entrevista),2015,"12,3"
Ambos sexos,65 y más años,En riesgo de pobreza (renta año anterior a la entrevista),2014,"11,4"
Ambos sexos,65 y más años,En riesgo de pobreza (renta año anterior a la entrevista),2013,"12,7"
Ambos sexos,65 y más años,En riesgo de pobreza (renta año anterior a la entrevista),2012,"14,8"
Ambos sexos,65 y más años,En riesgo de pobreza (renta año anterior a la entrevista),2011,"19,8"
Ambos sexos,65 y más años,En riesgo de pobreza (renta año anterior a la entrevista),2010,"21,8"
Ambos sexos,65 y más años,Con carencia material severa,2023,"5,1"
Ambos sexos,65 y más años,Con carencia material severa,2022,"4,3"
Ambos sexos,65 y más años,Con carencia material severa,2021,"4,4"
Ambos sexos,65 y más años,Con carencia material severa,2020,"3,2"
Ambos sexos,65 y más años,Con carencia material severa,2019,"2,3"
Ambos sexos,65 y más años,Con carencia material severa,2018,"3,4"
Ambos sexos,65 y más años,Con carencia material severa,2017,"2,4"
Ambos sexos,65 y más años,Con carencia material severa,2016,"2,5"
Ambos sexos,65 y más años,Con carencia material severa,2015,"2,2"
Ambos sexos,65 y más años,Con carencia material severa,2014,"2,4"
Ambos sexos,65 y más años,Con carencia material severa,2013,"2,7"
Ambos sexos,65 y más años,Con carencia material severa,2012,"2,9"
Ambos sexos,65 y más años,Con carencia material severa,2011,"2,7"
Ambos sexos,65 y más años,Con carencia material severa,2010,"2,2"
Ambos sexos,65 y más años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2023,..
Ambos sexos,65 y más años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2022,..
Ambos sexos,65 y más años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2021,..
Ambos sexos,65 y más años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2020,..
Ambos sexos,65 y más años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2019,..
Ambos sexos,65 y más años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2018,..
Ambos sexos,65 y más años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2017,..
Ambos sexos,65 y más años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2016,..
Ambos sexos,65 y más años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2015,..
Ambos sexos,65 y más años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2014,..
Ambos sexos,65 y más años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2013,..
Ambos sexos,65 y más años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2012,..
Ambos sexos,65 y más años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2011,..
Ambos sexos,65 y más años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2010,..
Ambos sexos,Menos de 18 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2023,"33,9"
Ambos sexos,Menos de 18 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2022,"32,2"
Ambos sexos,Menos de 18 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2021,"33,0"
Ambos sexos,Menos de 18 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2020,"31,1"
Ambos sexos,Menos de 18 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2019,"30,3"
Ambos sexos,Menos de 18 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2018,"29,5"
Ambos sexos,Menos de 18 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2017,"31,3"
Ambos sexos,Menos de 18 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2016,"32,9"
Ambos sexos,Menos de 18 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2015,"34,4"
Ambos sexos,Menos de 18 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2014,"35,8"
Ambos sexos,Menos de 18 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2013,"32,6"
Ambos sexos,Menos de 18 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2012,"32,4"
Ambos sexos,Menos de 18 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2011,"32,2"
Ambos sexos,Menos de 18 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2010,"33,3"
Ambos sexos,Menos de 18 años,En riesgo de pobreza (renta año anterior a la entrevista),2023,"28,9"
Ambos sexos,Menos de 18 años,En riesgo de pobreza (renta año anterior a la entrevista),2022,"27,8"
Ambos sexos,Menos de 18 años,En riesgo de pobreza (renta año anterior a la entrevista),2021,"28,9"
Ambos sexos,Menos de 18 años,En riesgo de pobreza (renta año anterior a la entrevista),2020,"27,4"
Ambos sexos,Menos de 18 años,En riesgo de pobreza (renta año anterior a la entrevista),2019,"27,4"
Ambos sexos,Menos de 18 años,En riesgo de pobreza (renta año anterior a la entrevista),2018,"26,8"
Ambos sexos,Menos de 18 años,En riesgo de pobreza (renta año anterior a la entrevista),2017,"28,3"
Ambos sexos,Menos de 18 años,En riesgo de pobreza (renta año anterior a la entrevista),2016,"29,7"
Ambos sexos,Menos de 18 años,En riesgo de pobreza (renta año anterior a la entrevista),2015,"29,6"
Ambos sexos,Menos de 18 años,En riesgo de pobreza (renta año anterior a la entrevista),2014,"30,5"
Ambos sexos,Menos de 18 años,En riesgo de pobreza (renta año anterior a la entrevista),2013,"27,5"
Ambos sexos,Menos de 18 años,En riesgo de pobreza (renta año anterior a la entrevista),2012,"27,9"
Ambos sexos,Menos de 18 años,En riesgo de pobreza (renta año anterior a la entrevista),2011,"27,5"
Ambos sexos,Menos de 18 años,En riesgo de pobreza (renta año anterior a la entrevista),2010,"29,3"
Ambos sexos,Menos de 18 años,Con carencia material severa,2023,"10,8"
Ambos sexos,Menos de 18 años,Con carencia material severa,2022,"10,1"
Ambos sexos,Menos de 18 años,Con carencia material severa,2021,"8,9"
Ambos sexos,Menos de 18 años,Con carencia material severa,2020,"9,0"
Ambos sexos,Menos de 18 años,Con carencia material severa,2019,"6,0"
Ambos sexos,Menos de 18 años,Con carencia material severa,2018,"6,5"
Ambos sexos,Menos de 18 años,Con carencia material severa,2017,"6,5"
Ambos sexos,Menos de 18 años,Con carencia material severa,2016,"7,1"
Ambos sexos,Menos de 18 años,Con carencia material severa,2015,"9,1"
Ambos sexos,Menos de 18 años,Con carencia material severa,2014,"9,5"
Ambos sexos,Menos de 18 años,Con carencia material severa,2013,"8,3"
Ambos sexos,Menos de 18 años,Con carencia material severa,2012,"7,6"
Ambos sexos,Menos de 18 años,Con carencia material severa,2011,"5,2"
Ambos sexos,Menos de 18 años,Con carencia material severa,2010,"7,4"
Ambos sexos,Menos de 18 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2023,"7,1"
Ambos sexos,Menos de 18 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2022,"6,8"
Ambos sexos,Menos de 18 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2021,"9,1"
Ambos sexos,Menos de 18 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2020,"7,2"
Ambos sexos,Menos de 18 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2019,"8,3"
Ambos sexos,Menos de 18 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2018,"7,6"
Ambos sexos,Menos de 18 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2017,"9,8"
Ambos sexos,Menos de 18 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2016,"11,6"
Ambos sexos,Menos de 18 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2015,"12,0"
Ambos sexos,Menos de 18 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2014,"14,2"
Ambos sexos,Menos de 18 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2013,"13,8"
Ambos sexos,Menos de 18 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2012,"12,3"
Ambos sexos,Menos de 18 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2011,"11,6"
Ambos sexos,Menos de 18 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2010,"9,5"
Ambos sexos,De 18 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2023,"26,9"
Ambos sexos,De 18 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2022,"26,2"
Ambos sexos,De 18 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2021,"28,5"
Ambos sexos,De 18 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2020,"26,9"
Ambos sexos,De 18 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2019,"26,7"
Ambos sexos,De 18 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2018,"27,6"
Ambos sexos,De 18 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2017,"28,2"
Ambos sexos,De 18 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2016,"30,4"
Ambos sexos,De 18 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2015,"31,2"
Ambos sexos,De 18 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2014,"31,8"
Ambos sexos,De 18 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2013,"29,2"
Ambos sexos,De 18 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2012,"28,6"
Ambos sexos,De 18 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2011,"26,7"
Ambos sexos,De 18 a 64 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2010,"24,9"
Ambos sexos,De 18 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2023,"18,5"
Ambos sexos,De 18 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2022,"19,0"
Ambos sexos,De 18 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2021,"20,9"
Ambos sexos,De 18 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2020,"19,8"
Ambos sexos,De 18 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2019,"20,6"
Ambos sexos,De 18 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2018,"21,8"
Ambos sexos,De 18 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2017,"21,7"
Ambos sexos,De 18 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2016,"22,9"
Ambos sexos,De 18 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2015,"22,8"
Ambos sexos,De 18 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2014,"22,9"
Ambos sexos,De 18 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2013,"20,4"
Ambos sexos,De 18 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2012,"20,4"
Ambos sexos,De 18 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2011,"19,0"
Ambos sexos,De 18 a 64 años,En riesgo de pobreza (renta año anterior a la entrevista),2010,"18,1"
Ambos sexos,De 18 a 64 años,Con carencia material severa,2023,"9,7"
Ambos sexos,De 18 a 64 años,Con carencia material severa,2022,"8,7"
Ambos sexos,De 18 a 64 años,Con carencia material severa,2021,"7,8"
Ambos sexos,De 18 a 64 años,Con carencia material severa,2020,"7,5"
Ambos sexos,De 18 a 64 años,Con carencia material severa,2019,"5,1"
Ambos sexos,De 18 a 64 años,Con carencia material severa,2018,"5,7"
Ambos sexos,De 18 a 64 años,Con carencia material severa,2017,"5,6"
Ambos sexos,De 18 a 64 años,Con carencia material severa,2016,"6,4"
Ambos sexos,De 18 a 64 años,Con carencia material severa,2015,"6,9"
Ambos sexos,De 18 a 64 años,Con carencia material severa,2014,"7,6"
Ambos sexos,De 18 a 64 años,Con carencia material severa,2013,"6,5"
Ambos sexos,De 18 a 64 años,Con carencia material severa,2012,"6,1"
Ambos sexos,De 18 a 64 años,Con carencia material severa,2011,"4,8"
Ambos sexos,De 18 a 64 años,Con carencia material severa,2010,"4,9"
Ambos sexos,De 18 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2023,"8,9"
Ambos sexos,De 18 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2022,"9,3"
Ambos sexos,De 18 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2021,"12,5"
Ambos sexos,De 18 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2020,"10,8"
Ambos sexos,De 18 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2019,"11,6"
Ambos sexos,De 18 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2018,"11,6"
Ambos sexos,De 18 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2017,"13,7"
Ambos sexos,De 18 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2016,"15,9"
Ambos sexos,De 18 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2015,"16,5"
Ambos sexos,De 18 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2014,"18,0"
Ambos sexos,De 18 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2013,"16,3"
Ambos sexos,De 18 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2012,"14,9"
Ambos sexos,De 18 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2011,"13,9"
Ambos sexos,De 18 a 64 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2010,"11,2"
Hombres,Total,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2023,"26,3"
Hombres,Total,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2022,"25,4"
Hombres,Total,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2021,"27,0"
Hombres,Total,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2020,"25,6"
Hombres,Total,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2019,"24,6"
Hombres,Total,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2018,"25,1"
Hombres,Total,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2017,"26,0"
Hombres,Total,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2016,"28,0"
Hombres,Total,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2015,"29,0"
Hombres,Total,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2014,"29,4"
Hombres,Total,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2013,"27,9"
Hombres,Total,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2012,"27,3"
Hombres,Total,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2011,"26,1"
Hombres,Total,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2010,"25,5"
Hombres,Total,En riesgo de pobreza (renta año anterior a la entrevista),2023,"19,5"
Hombres,Total,En riesgo de pobreza (renta año anterior a la entrevista),2022,"19,8"
Hombres,Total,En riesgo de pobreza (renta año anterior a la entrevista),2021,"21,1"
Hombres,Total,En riesgo de pobreza (renta año anterior a la entrevista),2020,"20,2"
Hombres,Total,En riesgo de pobreza (renta año anterior a la entrevista),2019,"20,2"
Hombres,Total,En riesgo de pobreza (renta año anterior a la entrevista),2018,"20,9"
Hombres,Total,En riesgo de pobreza (renta año anterior a la entrevista),2017,"21,0"
Hombres,Total,En riesgo de pobreza (renta año anterior a la entrevista),2016,"22,6"
Hombres,Total,En riesgo de pobreza (renta año anterior a la entrevista),2015,"22,5"
Hombres,Total,En riesgo de pobreza (renta año anterior a la entrevista),2014,"22,4"
Hombres,Total,En riesgo de pobreza (renta año anterior a la entrevista),2013,"20,9"
Hombres,Total,En riesgo de pobreza (renta año anterior a la entrevista),2012,"20,7"
Hombres,Total,En riesgo de pobreza (renta año anterior a la entrevista),2011,"19,9"
Hombres,Total,En riesgo de pobreza (renta año anterior a la entrevista),2010,"20,1"
Hombres,Total,Con carencia material severa,2023,"8,9"
Hombres,Total,Con carencia material severa,2022,"7,8"
Hombres,Total,Con carencia material severa,2021,"7,2"
Hombres,Total,Con carencia material severa,2020,"6,9"
Hombres,Total,Con carencia material severa,2019,"4,6"
Hombres,Total,Con carencia material severa,2018,"5,3"
Hombres,Total,Con carencia material severa,2017,"4,9"
Hombres,Total,Con carencia material severa,2016,"5,3"
Hombres,Total,Con carencia material severa,2015,"6,6"
Hombres,Total,Con carencia material severa,2014,"7,0"
Hombres,Total,Con carencia material severa,2013,"6,3"
Hombres,Total,Con carencia material severa,2012,"6,2"
Hombres,Total,Con carencia material severa,2011,"4,5"
Hombres,Total,Con carencia material severa,2010,"4,7"
Hombres,Total,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2023,"8,3"
Hombres,Total,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2022,"8,1"
Hombres,Total,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2021,"11,3"
Hombres,Total,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2020,"9,7"
Hombres,Total,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2019,"10,0"
Hombres,Total,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2018,"10,1"
Hombres,Total,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2017,"12,4"
Hombres,Total,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2016,"14,9"
Hombres,Total,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2015,"15,8"
Hombres,Total,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2014,"17,0"
Hombres,Total,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2013,"15,9"
Hombres,Total,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2012,"13,8"
Hombres,Total,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2011,"12,9"
Hombres,Total,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2010,"10,6"
Hombres,Menores de 16 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2023,"34,1"
Hombres,Menores de 16 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2022,"32,4"
Hombres,Menores de 16 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2021,"32,7"
Hombres,Menores de 16 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2020,"31,3"
Hombres,Menores de 16 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2019,"28,2"
Hombres,Menores de 16 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2018,"27,7"
Hombres,Menores de 16 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2017,"30,6"
Hombres,Menores de 16 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2016,"32,3"
Hombres,Menores de 16 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2015,"34,0"
Hombres,Menores de 16 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2014,"35,4"
Hombres,Menores de 16 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2013,"33,4"
Hombres,Menores de 16 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2012,"30,9"
Hombres,Menores de 16 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2011,"30,4"
Hombres,Menores de 16 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2010,"31,7"
Hombres,Menores de 16 años,En riesgo de pobreza (renta año anterior a la entrevista),2023,"29,2"
Hombres,Menores de 16 años,En riesgo de pobreza (renta año anterior a la entrevista),2022,"28,4"
Hombres,Menores de 16 años,En riesgo de pobreza (renta año anterior a la entrevista),2021,"29,0"
Hombres,Menores de 16 años,En riesgo de pobreza (renta año anterior a la entrevista),2020,"27,4"
Hombres,Menores de 16 años,En riesgo de pobreza (renta año anterior a la entrevista),2019,"26,0"
Hombres,Menores de 16 años,En riesgo de pobreza (renta año anterior a la entrevista),2018,"25,5"
Hombres,Menores de 16 años,En riesgo de pobreza (renta año anterior a la entrevista),2017,"27,7"
Hombres,Menores de 16 años,En riesgo de pobreza (renta año anterior a la entrevista),2016,"29,2"
Hombres,Menores de 16 años,En riesgo de pobreza (renta año anterior a la entrevista),2015,"29,0"
Hombres,Menores de 16 años,En riesgo de pobreza (renta año anterior a la entrevista),2014,"30,5"
Hombres,Menores de 16 años,En riesgo de pobreza (renta año anterior a la entrevista),2013,"28,3"
Hombres,Menores de 16 años,En riesgo de pobreza (renta año anterior a la entrevista),2012,"26,1"
Hombres,Menores de 16 años,En riesgo de pobreza (renta año anterior a la entrevista),2011,"26,1"
Hombres,Menores de 16 años,En riesgo de pobreza (renta año anterior a la entrevista),2010,"28,0"
Hombres,Menores de 16 años,Con carencia material severa,2023,"10,5"
Hombres,Menores de 16 años,Con carencia material severa,2022,"9,7"
Hombres,Menores de 16 años,Con carencia material severa,2021,"8,4"
Hombres,Menores de 16 años,Con carencia material severa,2020,"9,0"
Hombres,Menores de 16 años,Con carencia material severa,2019,"5,8"
Hombres,Menores de 16 años,Con carencia material severa,2018,"5,8"
Hombres,Menores de 16 años,Con carencia material severa,2017,"5,6"
Hombres,Menores de 16 años,Con carencia material severa,2016,"5,8"
Hombres,Menores de 16 años,Con carencia material severa,2015,"10,0"
Hombres,Menores de 16 años,Con carencia material severa,2014,"9,9"
Hombres,Menores de 16 años,Con carencia material severa,2013,"8,7"
Hombres,Menores de 16 años,Con carencia material severa,2012,"7,6"
Hombres,Menores de 16 años,Con carencia material severa,2011,"5,3"
Hombres,Menores de 16 años,Con carencia material severa,2010,"6,8"
Hombres,Menores de 16 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2023,"7,5"
Hombres,Menores de 16 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2022,"7,1"
Hombres,Menores de 16 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2021,"8,8"
Hombres,Menores de 16 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2020,"7,5"
Hombres,Menores de 16 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2019,"7,2"
Hombres,Menores de 16 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2018,"7,2"
Hombres,Menores de 16 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2017,"9,3"
Hombres,Menores de 16 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2016,"11,8"
Hombres,Menores de 16 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2015,"11,4"
Hombres,Menores de 16 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2014,"14,1"
Hombres,Menores de 16 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2013,"14,0"
Hombres,Menores de 16 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2012,"10,9"
Hombres,Menores de 16 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2011,"10,7"
Hombres,Menores de 16 años,Viviendo en hogares con baja intensidad en el trabajo (de 0 a 59 años),2010,"7,9"
Hombres,De 16 a 29 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2023,"32,4"
Hombres,De 16 a 29 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2022,"30,0"
Hombres,De 16 a 29 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2021,"32,9"
Hombres,De 16 a 29 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2020,"31,2"
Hombres,De 16 a 29 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2019,"29,7"
Hombres,De 16 a 29 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2018,"30,5"
Hombres,De 16 a 29 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2017,"33,2"
Hombres,De 16 a 29 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2016,"37,1"
Hombres,De 16 a 29 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2015,"39,1"
Hombres,De 16 a 29 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2014,"36,8"
Hombres,De 16 a 29 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2013,"33,9"
Hombres,De 16 a 29 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2012,"33,2"
Hombres,De 16 a 29 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2011,"28,8"
Hombres,De 16 a 29 años,Tasa de riesgo de pobreza o exclusión social (indicador AROPE),2010,"26,4"
Hombres,De 16 a 29 años,En riesgo de pobreza (renta año anterior a la entrevista),2023,"21,9"
