ano,tipo,sexo,valor
2014,5.2.-robos con fuerza en las cosas,mujeres,766
2014,5.2.-robos con fuerza en las cosas,total,10126
2014,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,hombres,1231
2014,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,mujeres,48
2014,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,total,1279
2014,5.2.2.-robos con fuerza en viviendas,hombres,3775
2014,5.2.2.-robos con fuerza en viviendas,mujeres,460
2014,5.2.2.-robos con fuerza en viviendas,total,4235
2014,5.2.3.-robos con fuerza en establecimientos,hombres,1748
2014,5.2.3.-robos con fuerza en establecimientos,mujeres,121
2014,5.2.3.-robos con fuerza en establecimientos,total,1869
2014,5.3.-robos con violencia o intimidacion,hombres,4134
2014,5.3.-robos con violencia o intimidacion,mujeres,509
2014,5.3.-robos con violencia o intimidacion,total,4643
2014,5.3.1.-robos con violencia en via publica,hombres,2604
2014,5.3.1.-robos con violencia en via publica,mujeres,283
2014,5.3.1.-robos con violencia en via publica,total,2887
2014,5.3.2.-robos con violencia en viviendas,hombres,418
2014,5.3.2.-robos con violencia en viviendas,mujeres,65
2014,5.3.2.-robos con violencia en viviendas,total,483
2014,5.3.3.-robos con violencia en establecimientos,hombres,652
2014,5.3.3.-robos con violencia en establecimientos,mujeres,112
2014,5.3.3.-robos con violencia en establecimientos,total,764
2014,5.4.-sustraccion de vehiculos,hombres,1134
2014,5.4.-sustraccion de vehiculos,mujeres,75
2014,5.4.-sustraccion de vehiculos,total,1209
2014,5.5.-estafas,hombres,1993
2014,5.5.-estafas,mujeres,787
2014,5.5.-estafas,total,2780
2014,5.5.1.-estafas informaticas,hombres,324
2014,5.5.1.-estafas informaticas,mujeres,149
2014,5.5.1.-estafas informaticas,total,473
2014,5.6.-danos,hombres,1478
2014,5.6.-danos,mujeres,181
2014,5.6.-danos,total,1659
2014,5.7.-contra la propiedad intelectual/industrial,hombres,1357
2014,5.7.-contra la propiedad intelectual/industrial,mujeres,127
2014,5.7.-contra la propiedad intelectual/industrial,total,1484
2014,5.8.-blanqueo de capitales,hombres,106
2014,5.8.-blanqueo de capitales,mujeres,65
2014,5.8.-blanqueo de capitales,total,171
2014,5.9.-otros contra el patrimonio,hombres,2597
2014,5.9.-otros contra el patrimonio,mujeres,697
2014,5.9.-otros contra el patrimonio,total,3294
2014,6. seguridad colectiva,hombres,13376
2014,6. seguridad colectiva,mujeres,1573
2014,6. seguridad colectiva,total,14949
2014,6.1.-trafico de drogas,hombres,5357
2014,6.1.-trafico de drogas,mujeres,839
2014,6.1.-trafico de drogas,total,6196
2014,6.2.-contra la seguridad vial,hombres,7670
2014,6.2.-contra la seguridad vial,mujeres,694
2014,6.2.-contra la seguridad vial,total,8364
2014,6.3.-otros contra la seguridad colectiva,hombres,349
2014,6.3.-otros contra la seguridad colectiva,mujeres,40
2014,6.3.-otros contra la seguridad colectiva,total,389
2014,7. falsedades,hombres,5051
2014,7. falsedades,mujeres,1284
2014,7. falsedades,total,6335
2014,8. admon. publica,hombres,44
2014,8. admon. publica,mujeres,9
2014,8. admon. publica,total,53
2014,9. admon. justicia,hombres,3328
2014,9. admon. justicia,mujeres,362
2014,9. admon. justicia,total,3690
2014,total infracciones penales,hombres,89673
2014,total infracciones penales,mujeres,18326
2014,total infracciones penales,total,107999
2015,1. contra las personas,hombres,17358
2015,1. contra las personas,mujeres,2565
2015,1. contra las personas,total,19923
2015,1.1.-homicidios dolosos/asesinatos,hombres,193
2015,1.1.-homicidios dolosos/asesinatos,mujeres,37
2015,1.1.-homicidios dolosos/asesinatos,total,230
2015,1.1.1.-homicidios dolosos/asesinatos consumados,hombres,76
2015,1.1.1.-homicidios dolosos/asesinatos consumados,mujeres,15
2015,1.1.1.-homicidios dolosos/asesinatos consumados,total,91
2015,1.2.-lesiones,hombres,4988
2015,1.2.-lesiones,mujeres,963
2015,1.2.-lesiones,total,5951
2015,1.3.-malos tratos ambito familiar,hombres,11170
2015,1.3.-malos tratos ambito familiar,mujeres,1260
2015,1.3.-malos tratos ambito familiar,total,12430
2015,1.4.-otros contra las personas,hombres,1007
2015,1.4.-otros contra las personas,mujeres,305
2015,1.4.-otros contra las personas,total,1312
2015,10. orden publico,hombres,4748
2015,10. orden publico,mujeres,825
2015,10. orden publico,total,5573
2015,11. legislacion especial,hombres,61
2015,11. legislacion especial,mujeres,7
2015,11. legislacion especial,total,68
2015,12. otras infracciones penales,hombres,1095
2015,12. otras infracciones penales,mujeres,309
2015,12. otras infracciones penales,total,1404
2015,2. contra la libertad,hombres,4655
2015,2. contra la libertad,mujeres,677
2015,2. contra la libertad,total,5332
2015,2.1.-malos tratos habituales en el ambito familiar,hombres,1872
2015,2.1.-malos tratos habituales en el ambito familiar,mujeres,164
2015,2.1.-malos tratos habituales en el ambito familiar,total,2036
2015,2.2.-otros contra la libertad,hombres,2783
2015,2.2.-otros contra la libertad,mujeres,513
2015,2.2.-otros contra la libertad,total,3296
2015,3. libertad sexual,hombres,1367
2015,3. libertad sexual,mujeres,129
2015,3. libertad sexual,total,1496
2015,3.1.-agresion sexual,hombres,745
2015,3.1.-agresion sexual,mujeres,10
2015,3.1.-agresion sexual,total,755
2015,3.2.-agresion sexual con penetracion,hombres,336
2015,3.2.-agresion sexual con penetracion,mujeres,5
2015,3.2.-agresion sexual con penetracion,total,341
2015,3.3.-corrupcion de menores o incapacitados,hombres,27
2015,3.3.-corrupcion de menores o incapacitados,mujeres,9
2015,3.3.-corrupcion de menores o incapacitados,total,36
2015,3.4.-pornografia de menores,hombres,42
2015,3.4.-pornografia de menores,mujeres,3
2015,3.4.-pornografia de menores,total,45
2015,3.5.-otros contra la libertad sexual,hombres,217
2015,3.5.-otros contra la libertad sexual,mujeres,102
2015,3.5.-otros contra la libertad sexual,total,319
2015,4. relaciones familiares,hombres,272
2015,4. relaciones familiares,mujeres,148
2015,4. relaciones familiares,total,420
2015,5. patrimonio,hombres,27626
2015,5. patrimonio,mujeres,7833
2015,5. patrimonio,total,35459
2015,5.1.-hurtos,hombres,10939
2015,5.1.-hurtos,mujeres,5495
2015,5.1.-hurtos,total,16434
2015,5.2.-robos con fuerza en las cosas,hombres,6505
2015,5.2.-robos con fuerza en las cosas,mujeres,491
2015,5.2.-robos con fuerza en las cosas,total,6996
2015,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,hombres,957
2015,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,mujeres,31
2015,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,total,988
2015,5.2.2.-robos con fuerza en viviendas,hombres,2545
2015,5.2.2.-robos con fuerza en viviendas,mujeres,268
2015,5.2.2.-robos con fuerza en viviendas,total,2813
2015,5.2.3.-robos con fuerza en establecimientos,hombres,1288
2015,5.2.3.-robos con fuerza en establecimientos,mujeres,89
2015,5.2.3.-robos con fuerza en establecimientos,total,1377
2015,5.3.-robos con violencia o intimidacion,hombres,3272
2015,5.3.-robos con violencia o intimidacion,mujeres,330
2015,5.3.-robos con violencia o intimidacion,total,3602
2015,5.3.1.-robos con violencia en via publica,hombres,2072
2015,5.3.1.-robos con violencia en via publica,mujeres,197
2015,5.3.1.-robos con violencia en via publica,total,2269
2015,5.3.2.-robos con violencia en viviendas,hombres,294
2015,5.3.2.-robos con violencia en viviendas,mujeres,46
2015,5.3.2.-robos con violencia en viviendas,total,340
2015,5.3.3.-robos con violencia en establecimientos,hombres,513
2015,5.3.3.-robos con violencia en establecimientos,mujeres,52
2015,5.3.3.-robos con violencia en establecimientos,total,565
2015,5.4.-sustraccion de vehiculos,hombres,1060
2015,5.4.-sustraccion de vehiculos,mujeres,79
2015,5.4.-sustraccion de vehiculos,total,1139
2015,5.5.-estafas,hombres,1625
2015,5.5.-estafas,mujeres,616
2015,5.5.-estafas,total,2241
2015,5.5.1.-estafas informaticas,hombres,327
2015,5.5.1.-estafas informaticas,mujeres,100
2015,5.5.1.-estafas informaticas,total,427
2015,5.6.-danos,hombres,1089
2015,5.6.-danos,mujeres,162
2015,5.6.-danos,total,1251
2015,5.7.-contra la propiedad intelectual/industrial,hombres,1034
2015,5.7.-contra la propiedad intelectual/industrial,mujeres,96
2015,5.7.-contra la propiedad intelectual/industrial,total,1130
2015,5.8.-blanqueo de capitales,hombres,126
2015,5.8.-blanqueo de capitales,mujeres,62
2015,5.8.-blanqueo de capitales,total,188
2015,5.9.-otros contra el patrimonio,hombres,1976
2015,5.9.-otros contra el patrimonio,mujeres,502
2015,5.9.-otros contra el patrimonio,total,2478
2015,6. seguridad colectiva,hombres,11142
2015,6. seguridad colectiva,mujeres,1287
2015,6. seguridad colectiva,total,12429
2015,6.1.-trafico de drogas,hombres,4326
2015,6.1.-trafico de drogas,mujeres,662
2015,6.1.-trafico de drogas,total,4988
2015,6.2.-contra la seguridad vial,hombres,6543
2015,6.2.-contra la seguridad vial,mujeres,592
2015,6.2.-contra la seguridad vial,total,7135
2015,6.3.-otros contra la seguridad colectiva,hombres,273
2015,6.3.-otros contra la seguridad colectiva,mujeres,33
2015,6.3.-otros contra la seguridad colectiva,total,306
2015,7. falsedades,hombres,5015
2015,7. falsedades,mujeres,1243
2015,7. falsedades,total,6258
2015,8. admon. publica,hombres,41
2015,8. admon. publica,mujeres,16
2015,8. admon. publica,total,57
2015,9. admon. justicia,hombres,3068
2015,9. admon. justicia,mujeres,321
2015,9. admon. justicia,total,3389
2015,total infracciones penales,hombres,76448
2015,total infracciones penales,mujeres,15360
2015,total infracciones penales,total,91808
2016,1. contra las personas,hombres,17065
2016,1. contra las personas,mujeres,2402
2016,1. contra las personas,total,19467
2016,1.1.-homicidios dolosos/asesinatos,hombres,252
2016,1.1.-homicidios dolosos/asesinatos,mujeres,38
2016,1.1.-homicidios dolosos/asesinatos,total,290
2016,1.1.1.-homicidios dolosos/asesinatos consumados,hombres,87
2016,1.1.1.-homicidios dolosos/asesinatos consumados,mujeres,20
2016,1.1.1.-homicidios dolosos/asesinatos consumados,total,107
2016,1.2.-lesiones,hombres,4995
2016,1.2.-lesiones,mujeres,1032
2016,1.2.-lesiones,total,6027
2016,1.3.-malos tratos ambito familiar,hombres,11481
2016,1.3.-malos tratos ambito familiar,mujeres,1305
2016,1.3.-malos tratos ambito familiar,total,12786
2016,1.4.-otros contra las personas,hombres,337
2016,1.4.-otros contra las personas,mujeres,27
2016,1.4.-otros contra las personas,total,364
2016,10. orden publico,hombres,4348
2016,10. orden publico,mujeres,808
2016,10. orden publico,total,5156
2016,11. legislacion especial,hombres,78
2016,11. legislacion especial,mujeres,16
2016,11. legislacion especial,total,94
2016,12. otras infracciones penales,hombres,1052
2016,12. otras infracciones penales,mujeres,291
2016,12. otras infracciones penales,total,1343
2016,2. contra la libertad,hombres,5174
2016,2. contra la libertad,mujeres,963
2016,2. contra la libertad,total,6137
2016,2.1.-malos tratos habituales en el ambito familiar,hombres,1807
2016,2.1.-malos tratos habituales en el ambito familiar,mujeres,123
2016,2.1.-malos tratos habituales en el ambito familiar,total,1930
2016,2.2.-otros contra la libertad,hombres,3367
2016,2.2.-otros contra la libertad,mujeres,840
2016,2.2.-otros contra la libertad,total,4207
2016,3. libertad sexual,hombres,1501
2016,3. libertad sexual,mujeres,122
2016,3. libertad sexual,total,1623
2016,3.1.-agresion sexual,hombres,864
2016,3.1.-agresion sexual,mujeres,13
2016,3.1.-agresion sexual,total,877
2016,3.2.-agresion sexual con penetracion,hombres,373
2016,3.2.-agresion sexual con penetracion,mujeres,3
2016,3.2.-agresion sexual con penetracion,total,376
2016,3.3.-corrupcion de menores o incapacitados,hombres,38
2016,3.3.-corrupcion de menores o incapacitados,mujeres,5
2016,3.3.-corrupcion de menores o incapacitados,total,43
2016,3.4.-pornografia de menores,hombres,35
2016,3.4.-pornografia de menores,mujeres,5
2016,3.4.-pornografia de menores,total,40
2016,3.5.-otros contra la libertad sexual,hombres,191
2016,3.5.-otros contra la libertad sexual,mujeres,96
2016,3.5.-otros contra la libertad sexual,total,287
2016,4. relaciones familiares,hombres,229
2016,4. relaciones familiares,mujeres,105
2016,4. relaciones familiares,total,334
2016,5. patrimonio,hombres,27081
2016,5. patrimonio,mujeres,8118
2016,5. patrimonio,total,35199
2016,5.1.-hurtos,hombres,10913
2016,5.1.-hurtos,mujeres,5831
2016,5.1.-hurtos,total,16744
2016,5.2.-robos con fuerza en las cosas,hombres,6222
2016,5.2.-robos con fuerza en las cosas,mujeres,543
2016,5.2.-robos con fuerza en las cosas,total,6765
2016,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,hombres,983
2016,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,mujeres,48
2016,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,total,1031
2016,5.2.2.-robos con fuerza en viviendas,hombres,2716
2016,5.2.2.-robos con fuerza en viviendas,mujeres,361
2016,5.2.2.-robos con fuerza en viviendas,total,3077
2016,5.2.3.-robos con fuerza en establecimientos,hombres,1270
2016,5.2.3.-robos con fuerza en establecimientos,mujeres,56
2016,5.2.3.-robos con fuerza en establecimientos,total,1326
2016,5.3.-robos con violencia o intimidacion,hombres,3519
2016,5.3.-robos con violencia o intimidacion,mujeres,410
2016,5.3.-robos con violencia o intimidacion,total,3929
2016,5.3.1.-robos con violencia en via publica,hombres,2338
2016,5.3.1.-robos con violencia en via publica,mujeres,230
2016,5.3.1.-robos con violencia en via publica,total,2568
2016,5.3.2.-robos con violencia en viviendas,hombres,301
2016,5.3.2.-robos con violencia en viviendas,mujeres,56
2016,5.3.2.-robos con violencia en viviendas,total,357
2016,5.3.3.-robos con violencia en establecimientos,hombres,518
2016,5.3.3.-robos con violencia en establecimientos,mujeres,80
2016,5.3.3.-robos con violencia en establecimientos,total,598
2016,5.4.-sustraccion de vehiculos,hombres,982
2016,5.4.-sustraccion de vehiculos,mujeres,67
2016,5.4.-sustraccion de vehiculos,total,1049
2016,5.5.-estafas,hombres,1622
2016,5.5.-estafas,mujeres,551
2016,5.5.-estafas,total,2173
2016,5.5.1.-estafas informaticas,hombres,343
2016,5.5.1.-estafas informaticas,mujeres,103
2016,5.5.1.-estafas informaticas,total,446
2016,5.6.-danos,hombres,1260
2016,5.6.-danos,mujeres,173
2016,5.6.-danos,total,1433
2016,5.7.-contra la propiedad intelectual/industrial,hombres,1011
2016,5.7.-contra la propiedad intelectual/industrial,mujeres,81
2016,5.7.-contra la propiedad intelectual/industrial,total,1092
2016,5.8.-blanqueo de capitales,hombres,141
2016,5.8.-blanqueo de capitales,mujeres,60
2016,5.8.-blanqueo de capitales,total,201
2016,5.9.-otros contra el patrimonio,hombres,1411
2016,5.9.-otros contra el patrimonio,mujeres,402
2016,5.9.-otros contra el patrimonio,total,1813
2016,6. seguridad colectiva,hombres,10282
2016,6. seguridad colectiva,mujeres,1355
2016,6. seguridad colectiva,total,11637
2016,6.1.-trafico de drogas,hombres,4094
2016,6.1.-trafico de drogas,mujeres,664
2016,6.1.-trafico de drogas,total,4758
2016,6.2.-contra la seguridad vial,hombres,5931
2016,6.2.-contra la seguridad vial,mujeres,649
2016,6.2.-contra la seguridad vial,total,6580
2016,6.3.-otros contra la seguridad colectiva,hombres,257
2016,6.3.-otros contra la seguridad colectiva,mujeres,42
2016,6.3.-otros contra la seguridad colectiva,total,299
2016,7. falsedades,hombres,4662
2016,7. falsedades,mujeres,1118
2016,7. falsedades,total,5780
2016,8. admon. publica,hombres,31
2016,8. admon. publica,mujeres,5
2016,8. admon. publica,total,36
2016,9. admon. justicia,hombres,3101
2016,9. admon. justicia,mujeres,294
2016,9. admon. justicia,total,3395
2016,total infracciones penales,hombres,74604
2016,total infracciones penales,mujeres,15597
2016,total infracciones penales,total,90201
2017,1. contra las personas,hombres,18489
2017,1. contra las personas,mujeres,2815
2017,1. contra las personas,total,21304
2017,1.1.-homicidios dolosos/asesinatos,hombres,238
2017,1.1.-homicidios dolosos/asesinatos,mujeres,32
2017,1.1.-homicidios dolosos/asesinatos,total,270
2017,1.1.1.-homicidios dolosos/asesinatos consumados,hombres,73
2017,1.1.1.-homicidios dolosos/asesinatos consumados,mujeres,13
2017,1.1.1.-homicidios dolosos/asesinatos consumados,total,86
2017,1.2.-lesiones,hombres,5480
2017,1.2.-lesiones,mujeres,1322
2017,1.2.-lesiones,total,6802
2017,1.3.-malos tratos ambito familiar,hombres,12404
2017,1.3.-malos tratos ambito familiar,mujeres,1410
2017,1.3.-malos tratos ambito familiar,total,13814
2017,1.4.-otros contra las personas,hombres,367
2017,1.4.-otros contra las personas,mujeres,51
2017,1.4.-otros contra las personas,total,418
2017,10. orden publico,hombres,4559
2017,10. orden publico,mujeres,869
2017,10. orden publico,total,5428
2017,11. legislacion especial,hombres,64
2017,11. legislacion especial,mujeres,12
2017,11. legislacion especial,total,76
2017,12. otras infracciones penales,hombres,1024
2017,12. otras infracciones penales,mujeres,319
2017,12. otras infracciones penales,total,1343
2017,2. contra la libertad,hombres,5587
2017,2. contra la libertad,mujeres,1089
2017,2. contra la libertad,total,6676
2017,2.1.-malos tratos habituales en el ambito familiar,hombres,1863
2017,2.1.-malos tratos habituales en el ambito familiar,mujeres,126
2017,2.1.-malos tratos habituales en el ambito familiar,total,1989
2017,2.2.-otros contra la libertad,hombres,3724
2017,2.2.-otros contra la libertad,mujeres,963
2017,2.2.-otros contra la libertad,total,4687
2017,3. libertad sexual,hombres,1650
2017,3. libertad sexual,mujeres,125
2017,3. libertad sexual,total,1775
2017,3.1.-agresion sexual,hombres,960
2017,3.1.-agresion sexual,mujeres,10
2017,3.1.-agresion sexual,total,970
2017,3.2.-agresion sexual con penetracion,hombres,388
2017,3.2.-agresion sexual con penetracion,mujeres,5
2017,3.2.-agresion sexual con penetracion,total,393
2017,3.3.-corrupcion de menores o incapacitados,hombres,44
2017,3.3.-corrupcion de menores o incapacitados,mujeres,9
2017,3.3.-corrupcion de menores o incapacitados,total,53
2017,3.4.-pornografia de menores,hombres,35
2017,3.4.-pornografia de menores,mujeres,17
2017,3.4.-pornografia de menores,total,52
2017,3.5.-otros contra la libertad sexual,hombres,223
2017,3.5.-otros contra la libertad sexual,mujeres,84
2017,3.5.-otros contra la libertad sexual,total,307
2017,4. relaciones familiares,hombres,238
2017,4. relaciones familiares,mujeres,129
2017,4. relaciones familiares,total,367
2017,5. patrimonio,hombres,26340
2017,5. patrimonio,mujeres,7737
2017,5. patrimonio,total,34077
2017,5.1.-hurtos,hombres,11310
2017,5.1.-hurtos,mujeres,5595
2017,5.1.-hurtos,total,16905
2017,5.2.-robos con fuerza en las cosas,hombres,5432
2017,5.2.-robos con fuerza en las cosas,mujeres,404
2017,5.2.-robos con fuerza en las cosas,total,5836
2017,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,hombres,945
2017,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,mujeres,32
2017,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,total,977
2017,5.2.2.-robos con fuerza en viviendas,hombres,2230
2017,5.2.2.-robos con fuerza en viviendas,mujeres,236
2017,5.2.2.-robos con fuerza en viviendas,total,2466
2017,5.2.3.-robos con fuerza en establecimientos,hombres,1052
2017,5.2.3.-robos con fuerza en establecimientos,mujeres,41
2017,5.2.3.-robos con fuerza en establecimientos,total,1093
2017,5.3.-robos con violencia o intimidacion,hombres,3396
2017,5.3.-robos con violencia o intimidacion,mujeres,305
2017,5.3.-robos con violencia o intimidacion,total,3701
2017,5.3.1.-robos con violencia en via publica,hombres,2137
2017,5.3.1.-robos con violencia en via publica,mujeres,161
2017,5.3.1.-robos con violencia en via publica,total,2298
2017,5.3.2.-robos con violencia en viviendas,hombres,272
2017,5.3.2.-robos con violencia en viviendas,mujeres,40
2017,5.3.2.-robos con violencia en viviendas,total,312
2017,5.3.3.-robos con violencia en establecimientos,hombres,561
2017,5.3.3.-robos con violencia en establecimientos,mujeres,61
2017,5.3.3.-robos con violencia en establecimientos,total,622
2017,5.4.-sustraccion de vehiculos,hombres,824
2017,5.4.-sustraccion de vehiculos,mujeres,71
2017,5.4.-sustraccion de vehiculos,total,895
2017,5.5.-estafas,hombres,1576
2017,5.5.-estafas,mujeres,603
2017,5.5.-estafas,total,2179
2017,5.5.1.-estafas informaticas,hombres,286
2017,5.5.1.-estafas informaticas,mujeres,107
2017,5.5.1.-estafas informaticas,total,393
2017,5.6.-danos,hombres,1300
2017,5.6.-danos,mujeres,183
2017,5.6.-danos,total,1483
2017,5.7.-contra la propiedad intelectual/industrial,hombres,796
2017,5.7.-contra la propiedad intelectual/industrial,mujeres,94
2017,5.7.-contra la propiedad intelectual/industrial,total,890
2017,5.8.-blanqueo de capitales,hombres,130
2017,5.8.-blanqueo de capitales,mujeres,61
2017,5.8.-blanqueo de capitales,total,191
2017,5.9.-otros contra el patrimonio,hombres,1576
2017,5.9.-otros contra el patrimonio,mujeres,421
2017,5.9.-otros contra el patrimonio,total,1997
2017,6. seguridad colectiva,hombres,10632
2017,6. seguridad colectiva,mujeres,1282
2017,6. seguridad colectiva,total,11914
2017,6.1.-trafico de drogas,hombres,4325
2017,6.1.-trafico de drogas,mujeres,581
2017,6.1.-trafico de drogas,total,4906
2017,6.2.-contra la seguridad vial,hombres,5989
2017,6.2.-contra la seguridad vial,mujeres,664
2017,6.2.-contra la seguridad vial,total,6653
2017,6.3.-otros contra la seguridad colectiva,hombres,318
2017,6.3.-otros contra la seguridad colectiva,mujeres,37
2017,6.3.-otros contra la seguridad colectiva,total,355
2017,7. falsedades,hombres,4368
2017,7. falsedades,mujeres,867
2017,7. falsedades,total,5235
2017,8. admon. publica,hombres,57
2017,8. admon. publica,mujeres,31
2017,8. admon. publica,total,88
2017,9. admon. justicia,hombres,3403
2017,9. admon. justicia,mujeres,325
2017,9. admon. justicia,total,3728
2017,total infracciones penales,hombres,76411
2017,total infracciones penales,mujeres,15600
2017,total infracciones penales,total,92011
2018,1. contra las personas,hombres,19579
2018,1. contra las personas,mujeres,2933
2018,1. contra las personas,total,22512
2018,1.1.-homicidios dolosos/asesinatos,hombres,242
2018,1.1.-homicidios dolosos/asesinatos,mujeres,35
2018,1.1.-homicidios dolosos/asesinatos,total,277
2018,1.1.1.-homicidios dolosos/asesinatos consumados,hombres,82
2018,1.1.1.-homicidios dolosos/asesinatos consumados,mujeres,11
2018,1.1.1.-homicidios dolosos/asesinatos consumados,total,93
2018,1.2.-lesiones,hombres,5842
2018,1.2.-lesiones,mujeres,1330
2018,1.2.-lesiones,total,7172
2018,1.3.-malos tratos ambito familiar,hombres,13120
2018,1.3.-malos tratos ambito familiar,mujeres,1494
2018,1.3.-malos tratos ambito familiar,total,14614
2018,1.4.-otros contra las personas,hombres,375
2018,1.4.-otros contra las personas,mujeres,74
2018,1.4.-otros contra las personas,total,449
2018,10. orden publico,hombres,4604
2018,10. orden publico,mujeres,917
2018,10. orden publico,total,5521
2018,11. legislacion especial,hombres,79
2018,11. legislacion especial,mujeres,4
2018,11. legislacion especial,total,83
2018,12. otras infracciones penales,hombres,962
2018,12. otras infracciones penales,mujeres,304
2018,12. otras infracciones penales,total,1266
2018,2. contra la libertad,hombres,5964
2018,2. contra la libertad,mujeres,1197
2018,2. contra la libertad,total,7161
2018,2.1.-malos tratos habituales en el ambito familiar,hombres,1920
2018,2.1.-malos tratos habituales en el ambito familiar,mujeres,174
2018,2.1.-malos tratos habituales en el ambito familiar,total,2094
2018,2.2.-otros contra la libertad,hombres,4044
2018,2.2.-otros contra la libertad,mujeres,1023
2018,2.2.-otros contra la libertad,total,5067
2018,3. libertad sexual,hombres,2109
2018,3. libertad sexual,mujeres,121
2018,3. libertad sexual,total,2230
2018,3.1.-agresion sexual,hombres,1304
2018,3.1.-agresion sexual,mujeres,16
2018,3.1.-agresion sexual,total,1320
2018,3.2.-agresion sexual con penetracion,hombres,506
2018,3.2.-agresion sexual con penetracion,mujeres,10
2018,3.2.-agresion sexual con penetracion,total,516
2018,3.3.-corrupcion de menores o incapacitados,hombres,23
2018,3.3.-corrupcion de menores o incapacitados,mujeres,3
2018,3.3.-corrupcion de menores o incapacitados,total,26
2018,3.4.-pornografia de menores,hombres,71
2018,3.4.-pornografia de menores,mujeres,8
2018,3.4.-pornografia de menores,total,79
2018,3.5.-otros contra la libertad sexual,hombres,205
2018,3.5.-otros contra la libertad sexual,mujeres,84
2018,3.5.-otros contra la libertad sexual,total,289
2018,4. relaciones familiares,hombres,239
2018,4. relaciones familiares,mujeres,156
2018,4. relaciones familiares,total,395
2018,5. patrimonio,hombres,28305
2018,5. patrimonio,mujeres,8044
2018,5. patrimonio,total,36349
2018,5.1.-hurtos,hombres,12296
2018,5.1.-hurtos,mujeres,5667
2018,5.1.-hurtos,total,17963
2018,5.2.-robos con fuerza en las cosas,hombres,5272
2018,5.2.-robos con fuerza en las cosas,mujeres,455
2018,5.2.-robos con fuerza en las cosas,total,5727
2018,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,hombres,1000
2018,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,mujeres,37
2018,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,total,1037
2018,5.2.2.-robos con fuerza en viviendas,hombres,2264
2018,5.2.2.-robos con fuerza en viviendas,mujeres,272
2018,5.2.2.-robos con fuerza en viviendas,total,2536
2018,5.2.3.-robos con fuerza en establecimientos,hombres,988
2018,5.2.3.-robos con fuerza en establecimientos,mujeres,53
2018,5.2.3.-robos con fuerza en establecimientos,total,1041
2018,5.3.-robos con violencia o intimidacion,hombres,3690
2018,5.3.-robos con violencia o intimidacion,mujeres,329
2018,5.3.-robos con violencia o intimidacion,total,4019
2018,5.3.1.-robos con violencia en via publica,hombres,2324
2018,5.3.1.-robos con violencia en via publica,mujeres,158
2018,5.3.1.-robos con violencia en via publica,total,2482
2018,5.3.2.-robos con violencia en viviendas,hombres,274
2018,5.3.2.-robos con violencia en viviendas,mujeres,47
2018,5.3.2.-robos con violencia en viviendas,total,321
2018,5.3.3.-robos con violencia en establecimientos,hombres,645
2018,5.3.3.-robos con violencia en establecimientos,mujeres,83
2018,5.3.3.-robos con violencia en establecimientos,total,728
2018,5.4.-sustraccion de vehiculos,hombres,645
2018,5.4.-sustraccion de vehiculos,mujeres,52
2018,5.4.-sustraccion de vehiculos,total,697
2018,5.5.-estafas,hombres,1953
2018,5.5.-estafas,mujeres,621
2018,5.5.-estafas,total,2574
2018,5.5.1.-estafas informaticas,hombres,430
2018,5.5.1.-estafas informaticas,mujeres,129
2018,5.5.1.-estafas informaticas,total,559
2018,5.6.-danos,hombres,1293
2018,5.6.-danos,mujeres,179
2018,5.6.-danos,total,1472
2018,5.7.-contra la propiedad intelectual/industrial,hombres,1149
2018,5.7.-contra la propiedad intelectual/industrial,mujeres,178
2018,5.7.-contra la propiedad intelectual/industrial,total,1327
2018,5.8.-blanqueo de capitales,hombres,81
2018,5.8.-blanqueo de capitales,mujeres,42
2018,5.8.-blanqueo de capitales,total,123
2018,5.9.-otros contra el patrimonio,hombres,1926
2018,5.9.-otros contra el patrimonio,mujeres,521
2018,5.9.-otros contra el patrimonio,total,2447
2018,6. seguridad colectiva,hombres,12055
2018,6. seguridad colectiva,mujeres,1364
2018,6. seguridad colectiva,total,13419
2018,6.1.-trafico de drogas,hombres,4800
2018,6.1.-trafico de drogas,mujeres,631
2018,6.1.-trafico de drogas,total,5431
2018,6.2.-contra la seguridad vial,hombres,6816
2018,6.2.-contra la seguridad vial,mujeres,680
2018,6.2.-contra la seguridad vial,total,7496
2018,6.3.-otros contra la seguridad colectiva,hombres,439
2018,6.3.-otros contra la seguridad colectiva,mujeres,53
2018,6.3.-otros contra la seguridad colectiva,total,492
2018,7. falsedades,hombres,5465
2018,7. falsedades,mujeres,1112
2018,7. falsedades,total,6577
2018,8. admon. publica,hombres,56
