ano,tipo,sexo,valor
2018,8. admon. publica,mujeres,21
2018,8. admon. publica,total,77
2018,9. admon. justicia,hombres,3527
2018,9. admon. justicia,mujeres,382
2018,9. admon. justicia,total,3909
2018,total infracciones penales,hombres,82944
2018,total infracciones penales,mujeres,16555
2018,total infracciones penales,total,99499
2019,1. contra las personas,hombres,21710
2019,1. contra las personas,mujeres,3473
2019,1. contra las personas,total,25183
2019,1.1.-homicidios dolosos/asesinatos,hombres,265
2019,1.1.-homicidios dolosos/asesinatos,mujeres,22
2019,1.1.-homicidios dolosos/asesinatos,total,287
2019,1.1.1.-homicidios dolosos/asesinatos consumados,hombres,88
2019,1.1.1.-homicidios dolosos/asesinatos consumados,mujeres,11
2019,1.1.1.-homicidios dolosos/asesinatos consumados,total,99
2019,1.2.-lesiones,hombres,6528
2019,1.2.-lesiones,mujeres,1463
2019,1.2.-lesiones,total,7991
2019,1.3.-malos tratos ambito familiar,hombres,14493
2019,1.3.-malos tratos ambito familiar,mujeres,1923
2019,1.3.-malos tratos ambito familiar,total,16416
2019,1.4.-otros contra las personas,hombres,424
2019,1.4.-otros contra las personas,mujeres,65
2019,1.4.-otros contra las personas,total,489
2019,10. orden publico,hombres,4947
2019,10. orden publico,mujeres,903
2019,10. orden publico,total,5850
2019,11. legislacion especial,hombres,108
2019,11. legislacion especial,mujeres,10
2019,11. legislacion especial,total,118
2019,12. otras infracciones penales,hombres,1173
2019,12. otras infracciones penales,mujeres,302
2019,12. otras infracciones penales,total,1475
2019,2. contra la libertad,hombres,6779
2019,2. contra la libertad,mujeres,1240
2019,2. contra la libertad,total,8019
2019,2.1.-malos tratos habituales en el ambito familiar,hombres,2212
2019,2.1.-malos tratos habituales en el ambito familiar,mujeres,184
2019,2.1.-malos tratos habituales en el ambito familiar,total,2396
2019,2.2.-otros contra la libertad,hombres,4567
2019,2.2.-otros contra la libertad,mujeres,1056
2019,2.2.-otros contra la libertad,total,5623
2019,3. libertad sexual,hombres,2373
2019,3. libertad sexual,mujeres,104
2019,3. libertad sexual,total,2477
2019,3.1.-agresion sexual,hombres,1490
2019,3.1.-agresion sexual,mujeres,19
2019,3.1.-agresion sexual,total,1509
2019,3.2.-agresion sexual con penetracion,hombres,553
2019,3.2.-agresion sexual con penetracion,mujeres,4
2019,3.2.-agresion sexual con penetracion,total,557
2019,3.3.-corrupcion de menores o incapacitados,hombres,19
2019,3.3.-corrupcion de menores o incapacitados,mujeres,2
2019,3.3.-corrupcion de menores o incapacitados,total,21
2019,3.4.-pornografia de menores,hombres,73
2019,3.4.-pornografia de menores,mujeres,5
2019,3.4.-pornografia de menores,total,78
2019,3.5.-otros contra la libertad sexual,hombres,238
2019,3.5.-otros contra la libertad sexual,mujeres,74
2019,3.5.-otros contra la libertad sexual,total,312
2019,4. relaciones familiares,hombres,215
2019,4. relaciones familiares,mujeres,121
2019,4. relaciones familiares,total,336
2019,5. patrimonio,hombres,30336
2019,5. patrimonio,mujeres,7948
2019,5. patrimonio,total,38284
2019,5.1.-hurtos,hombres,12728
2019,5.1.-hurtos,mujeres,5352
2019,5.1.-hurtos,total,18080
2019,5.2.-robos con fuerza en las cosas,hombres,5529
2019,5.2.-robos con fuerza en las cosas,mujeres,449
2019,5.2.-robos con fuerza en las cosas,total,5978
2019,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,hombres,1027
2019,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,mujeres,47
2019,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,total,1074
2019,5.2.2.-robos con fuerza en viviendas,hombres,2199
2019,5.2.2.-robos con fuerza en viviendas,mujeres,276
2019,5.2.2.-robos con fuerza en viviendas,total,2475
2019,5.2.3.-robos con fuerza en establecimientos,hombres,1249
2019,5.2.3.-robos con fuerza en establecimientos,mujeres,60
2019,5.2.3.-robos con fuerza en establecimientos,total,1309
2019,5.3.-robos con violencia o intimidacion,hombres,4664
2019,5.3.-robos con violencia o intimidacion,mujeres,383
2019,5.3.-robos con violencia o intimidacion,total,5047
2019,5.3.1.-robos con violencia en via publica,hombres,3055
2019,5.3.1.-robos con violencia en via publica,mujeres,209
2019,5.3.1.-robos con violencia en via publica,total,3264
2019,5.3.2.-robos con violencia en viviendas,hombres,274
2019,5.3.2.-robos con violencia en viviendas,mujeres,47
2019,5.3.2.-robos con violencia en viviendas,total,321
2019,5.3.3.-robos con violencia en establecimientos,hombres,673
2019,5.3.3.-robos con violencia en establecimientos,mujeres,87
2019,5.3.3.-robos con violencia en establecimientos,total,760
2019,5.4.-sustraccion de vehiculos,hombres,689
2019,5.4.-sustraccion de vehiculos,mujeres,69
2019,5.4.-sustraccion de vehiculos,total,758
2019,5.5.-estafas,hombres,2213
2019,5.5.-estafas,mujeres,760
2019,5.5.-estafas,total,2973
2019,5.5.1.-estafas informaticas,hombres,680
2019,5.5.1.-estafas informaticas,mujeres,234
2019,5.5.1.-estafas informaticas,total,914
2019,5.6.-danos,hombres,1432
2019,5.6.-danos,mujeres,211
2019,5.6.-danos,total,1643
2019,5.7.-contra la propiedad intelectual/industrial,hombres,955
2019,5.7.-contra la propiedad intelectual/industrial,mujeres,141
2019,5.7.-contra la propiedad intelectual/industrial,total,1096
2019,5.8.-blanqueo de capitales,hombres,93
2019,5.8.-blanqueo de capitales,mujeres,37
2019,5.8.-blanqueo de capitales,total,130
2019,5.9.-otros contra el patrimonio,hombres,2033
2019,5.9.-otros contra el patrimonio,mujeres,546
2019,5.9.-otros contra el patrimonio,total,2579
2019,6. seguridad colectiva,hombres,12974
2019,6. seguridad colectiva,mujeres,1453
2019,6. seguridad colectiva,total,14427
2019,6.1.-trafico de drogas,hombres,5350
2019,6.1.-trafico de drogas,mujeres,681
2019,6.1.-trafico de drogas,total,6031
2019,6.2.-contra la seguridad vial,hombres,7361
2019,6.2.-contra la seguridad vial,mujeres,744
2019,6.2.-contra la seguridad vial,total,8105
2019,6.3.-otros contra la seguridad colectiva,hombres,263
2019,6.3.-otros contra la seguridad colectiva,mujeres,28
2019,6.3.-otros contra la seguridad colectiva,total,291
2019,7. falsedades,hombres,5739
2019,7. falsedades,mujeres,1321
2019,7. falsedades,total,7060
2019,8. admon. publica,hombres,41
2019,8. admon. publica,mujeres,5
2019,8. admon. publica,total,46
2019,9. admon. justicia,hombres,4024
2019,9. admon. justicia,mujeres,377
2019,9. admon. justicia,total,4401
2019,total infracciones penales,hombres,90419
2019,total infracciones penales,mujeres,17257
2019,total infracciones penales,total,107676
2020,1. contra las personas,hombres,24442
2020,1. contra las personas,mujeres,4502
2020,1. contra las personas,total,28944
2020,1.1.-homicidios dolosos/asesinatos,hombres,332
2020,1.1.-homicidios dolosos/asesinatos,mujeres,49
2020,1.1.-homicidios dolosos/asesinatos,total,381
2020,1.1.1.-homicidios dolosos/asesinatos consumados,hombres,84
2020,1.1.1.-homicidios dolosos/asesinatos consumados,mujeres,17
2020,1.1.1.-homicidios dolosos/asesinatos consumados,total,101
2020,1.2.-lesiones,hombres,7534
2020,1.2.-lesiones,mujeres,1766
2020,1.2.-lesiones,total,9300
2020,1.3.-malos tratos ambito familiar,hombres,15998
2020,1.3.-malos tratos ambito familiar,mujeres,2597
2020,1.3.-malos tratos ambito familiar,total,18595
2020,1.4.-otros contra las personas,hombres,578
2020,1.4.-otros contra las personas,mujeres,90
2020,1.4.-otros contra las personas,total,668
2020,10. orden publico,hombres,8294
2020,10. orden publico,mujeres,1231
2020,10. orden publico,total,9525
2020,11. legislacion especial,hombres,117
2020,11. legislacion especial,mujeres,6
2020,11. legislacion especial,total,123
2020,12. otras infracciones penales,hombres,895
2020,12. otras infracciones penales,mujeres,220
2020,12. otras infracciones penales,total,1115
2020,2. contra la libertad,hombres,8958
2020,2. contra la libertad,mujeres,1785
2020,2. contra la libertad,total,10743
2020,2.1.-malos tratos habituales en el ambito familiar,hombres,2384
2020,2.1.-malos tratos habituales en el ambito familiar,mujeres,214
2020,2.1.-malos tratos habituales en el ambito familiar,total,2598
2020,2.2.-otros contra la libertad,hombres,6574
2020,2.2.-otros contra la libertad,mujeres,1571
2020,2.2.-otros contra la libertad,total,8145
2020,3. libertad sexual,hombres,2517
2020,3. libertad sexual,mujeres,105
2020,3. libertad sexual,total,2622
2020,3.1.-agresion sexual,hombres,1495
2020,3.1.-agresion sexual,mujeres,25
2020,3.1.-agresion sexual,total,1520
2020,3.2.-agresion sexual con penetracion,hombres,691
2020,3.2.-agresion sexual con penetracion,mujeres,12
2020,3.2.-agresion sexual con penetracion,total,703
2020,3.3.-corrupcion de menores o incapacitados,hombres,20
2020,3.3.-corrupcion de menores o incapacitados,mujeres,3
2020,3.3.-corrupcion de menores o incapacitados,total,23
2020,3.4.-pornografia de menores,hombres,64
2020,3.4.-pornografia de menores,mujeres,7
2020,3.4.-pornografia de menores,total,71
2020,3.5.-otros contra la libertad sexual,hombres,247
2020,3.5.-otros contra la libertad sexual,mujeres,58
2020,3.5.-otros contra la libertad sexual,total,305
2020,4. relaciones familiares,hombres,424
2020,4. relaciones familiares,mujeres,159
2020,4. relaciones familiares,total,583
2020,5. patrimonio,hombres,41541
2020,5. patrimonio,mujeres,9911
2020,5. patrimonio,total,51452
2020,5.1.-hurtos,hombres,15080
2020,5.1.-hurtos,mujeres,5289
2020,5.1.-hurtos,total,20369
2020,5.2.-robos con fuerza en las cosas,hombres,8032
2020,5.2.-robos con fuerza en las cosas,mujeres,465
2020,5.2.-robos con fuerza en las cosas,total,8497
2020,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,hombres,1051
2020,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,mujeres,35
2020,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,total,1086
2020,5.2.2.-robos con fuerza en viviendas,hombres,2858
2020,5.2.2.-robos con fuerza en viviendas,mujeres,256
2020,5.2.2.-robos con fuerza en viviendas,total,3114
2020,5.2.3.-robos con fuerza en establecimientos,hombres,2001
2020,5.2.3.-robos con fuerza en establecimientos,mujeres,57
2020,5.2.3.-robos con fuerza en establecimientos,total,2058
2020,5.3.-robos con violencia o intimidacion,hombres,5592
2020,5.3.-robos con violencia o intimidacion,mujeres,349
2020,5.3.-robos con violencia o intimidacion,total,5941
2020,5.3.1.-robos con violencia en via publica,hombres,3622
2020,5.3.1.-robos con violencia en via publica,mujeres,188
2020,5.3.1.-robos con violencia en via publica,total,3810
2020,5.3.2.-robos con violencia en viviendas,hombres,354
2020,5.3.2.-robos con violencia en viviendas,mujeres,45
2020,5.3.2.-robos con violencia en viviendas,total,399
2020,5.3.3.-robos con violencia en establecimientos,hombres,926
2020,5.3.3.-robos con violencia en establecimientos,mujeres,82
2020,5.3.3.-robos con violencia en establecimientos,total,1008
2020,5.4.-sustraccion de vehiculos,hombres,774
2020,5.4.-sustraccion de vehiculos,mujeres,84
2020,5.4.-sustraccion de vehiculos,total,858
2020,5.5.-estafas,hombres,2595
2020,5.5.-estafas,mujeres,852
2020,5.5.-estafas,total,3447
2020,5.5.1.-estafas informaticas,hombres,915
2020,5.5.1.-estafas informaticas,mujeres,329
2020,5.5.1.-estafas informaticas,total,1244
2020,5.6.-danos,hombres,2319
2020,5.6.-danos,mujeres,360
2020,5.6.-danos,total,2679
2020,5.7.-contra la propiedad intelectual/industrial,hombres,404
2020,5.7.-contra la propiedad intelectual/industrial,mujeres,81
2020,5.7.-contra la propiedad intelectual/industrial,total,485
2020,5.8.-blanqueo de capitales,hombres,64
2020,5.8.-blanqueo de capitales,mujeres,23
2020,5.8.-blanqueo de capitales,total,87
2020,5.9.-otros contra el patrimonio,hombres,6681
2020,5.9.-otros contra el patrimonio,mujeres,2408
2020,5.9.-otros contra el patrimonio,total,9089
2020,6. seguridad colectiva,hombres,13322
2020,6. seguridad colectiva,mujeres,1335
2020,6. seguridad colectiva,total,14657
2020,6.1.-trafico de drogas,hombres,5741
2020,6.1.-trafico de drogas,mujeres,647
2020,6.1.-trafico de drogas,total,6388
2020,6.2.-contra la seguridad vial,hombres,7348
2020,6.2.-contra la seguridad vial,mujeres,644
2020,6.2.-contra la seguridad vial,total,7992
2020,6.3.-otros contra la seguridad colectiva,hombres,233
2020,6.3.-otros contra la seguridad colectiva,mujeres,44
2020,6.3.-otros contra la seguridad colectiva,total,277
2020,7. falsedades,hombres,4419
2020,7. falsedades,mujeres,963
2020,7. falsedades,total,5382
2020,8. admon. publica,hombres,17
2020,8. admon. publica,mujeres,4
2020,8. admon. publica,total,21
2020,9. admon. justicia,hombres,5440
2020,9. admon. justicia,mujeres,501
2020,9. admon. justicia,total,5941
2020,total infracciones penales,hombres,110386
2020,total infracciones penales,mujeres,20722
2020,total infracciones penales,total,131108
2021,1. contra las personas,hombres,27810
2021,1. contra las personas,mujeres,5025
2021,1. contra las personas,total,32835
2021,1.1.-homicidios dolosos/asesinatos,hombres,404
2021,1.1.-homicidios dolosos/asesinatos,mujeres,35
2021,1.1.-homicidios dolosos/asesinatos,total,439
2021,1.1.1.-homicidios dolosos/asesinatos consumados,hombres,97
2021,1.1.1.-homicidios dolosos/asesinatos consumados,mujeres,15
2021,1.1.1.-homicidios dolosos/asesinatos consumados,total,112
2021,1.2.-lesiones,hombres,9072
2021,1.2.-lesiones,mujeres,1889
2021,1.2.-lesiones,total,10961
2021,1.3.-malos tratos ambito familiar,hombres,17587
2021,1.3.-malos tratos ambito familiar,mujeres,2976
2021,1.3.-malos tratos ambito familiar,total,20563
2021,1.4.-otros contra las personas,hombres,747
2021,1.4.-otros contra las personas,mujeres,125
2021,1.4.-otros contra las personas,total,872
2021,10. orden publico,hombres,7278
2021,10. orden publico,mujeres,1131
2021,10. orden publico,total,8409
2021,11. legislacion especial,hombres,127
2021,11. legislacion especial,mujeres,4
2021,11. legislacion especial,total,131
2021,12. otras infracciones penales,hombres,1382
2021,12. otras infracciones penales,mujeres,233
2021,12. otras infracciones penales,total,1615
2021,2. contra la libertad,hombres,10240
2021,2. contra la libertad,mujeres,1963
2021,2. contra la libertad,total,12203
2021,2.1.-malos tratos habituales en el ambito familiar,hombres,2535
2021,2.1.-malos tratos habituales en el ambito familiar,mujeres,249
2021,2.1.-malos tratos habituales en el ambito familiar,total,2784
2021,2.2.-otros contra la libertad,hombres,7705
2021,2.2.-otros contra la libertad,mujeres,1714
2021,2.2.-otros contra la libertad,total,9419
2021,3. libertad sexual,hombres,3470
2021,3. libertad sexual,mujeres,135
2021,3. libertad sexual,total,3605
2021,3.1.-agresion sexual,hombres,2163
2021,3.1.-agresion sexual,mujeres,25
2021,3.1.-agresion sexual,total,2188
2021,3.2.-agresion sexual con penetracion,hombres,920
2021,3.2.-agresion sexual con penetracion,mujeres,19
2021,3.2.-agresion sexual con penetracion,total,939
2021,3.3.-corrupcion de menores o incapacitados,hombres,45
2021,3.3.-corrupcion de menores o incapacitados,mujeres,8
2021,3.3.-corrupcion de menores o incapacitados,total,53
2021,3.4.-pornografia de menores,hombres,73
2021,3.4.-pornografia de menores,mujeres,5
2021,3.4.-pornografia de menores,total,78
2021,3.5.-otros contra la libertad sexual,hombres,269
2021,3.5.-otros contra la libertad sexual,mujeres,78
2021,3.5.-otros contra la libertad sexual,total,347
2021,4. relaciones familiares,hombres,519
2021,4. relaciones familiares,mujeres,208
2021,4. relaciones familiares,total,727
2021,5. patrimonio,hombres,45480
2021,5. patrimonio,mujeres,10381
2021,5. patrimonio,total,55861
2021,5.1.-hurtos,hombres,17342
2021,5.1.-hurtos,mujeres,5747
2021,5.1.-hurtos,total,23089
2021,5.2.-robos con fuerza en las cosas,hombres,8114
2021,5.2.-robos con fuerza en las cosas,mujeres,501
2021,5.2.-robos con fuerza en las cosas,total,8615
2021,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,hombres,1835
2021,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,mujeres,55
2021,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,total,1890
2021,5.2.2.-robos con fuerza en viviendas,hombres,2785
2021,5.2.2.-robos con fuerza en viviendas,mujeres,314
2021,5.2.2.-robos con fuerza en viviendas,total,3099
2021,5.2.3.-robos con fuerza en establecimientos,hombres,1821
2021,5.2.3.-robos con fuerza en establecimientos,mujeres,57
2021,5.2.3.-robos con fuerza en establecimientos,total,1878
2021,5.3.-robos con violencia o intimidacion,hombres,6457
2021,5.3.-robos con violencia o intimidacion,mujeres,408
2021,5.3.-robos con violencia o intimidacion,total,6865
2021,5.3.1.-robos con violencia en via publica,hombres,4233
2021,5.3.1.-robos con violencia en via publica,mujeres,201
2021,5.3.1.-robos con violencia en via publica,total,4434
2021,5.3.2.-robos con violencia en viviendas,hombres,380
2021,5.3.2.-robos con violencia en viviendas,mujeres,58
2021,5.3.2.-robos con violencia en viviendas,total,438
2021,5.3.3.-robos con violencia en establecimientos,hombres,989
2021,5.3.3.-robos con violencia en establecimientos,mujeres,108
2021,5.3.3.-robos con violencia en establecimientos,total,1097
2021,5.4.-sustraccion de vehiculos,hombres,747
2021,5.4.-sustraccion de vehiculos,mujeres,58
2021,5.4.-sustraccion de vehiculos,total,805
2021,5.5.-estafas,hombres,2891
2021,5.5.-estafas,mujeres,950
2021,5.5.-estafas,total,3841
2021,5.5.1.-estafas informaticas,hombres,1055
2021,5.5.1.-estafas informaticas,mujeres,374
2021,5.5.1.-estafas informaticas,total,1429
2021,5.6.-danos,hombres,2666
2021,5.6.-danos,mujeres,439
2021,5.6.-danos,total,3105
2021,5.7.-contra la propiedad intelectual/industrial,hombres,538
2021,5.7.-contra la propiedad intelectual/industrial,mujeres,96
2021,5.7.-contra la propiedad intelectual/industrial,total,634
2021,5.8.-blanqueo de capitales,hombres,110
2021,5.8.-blanqueo de capitales,mujeres,43
2021,5.8.-blanqueo de capitales,total,153
2021,5.9.-otros contra el patrimonio,hombres,6615
2021,5.9.-otros contra el patrimonio,mujeres,2139
2021,5.9.-otros contra el patrimonio,total,8754
2021,6. seguridad colectiva,hombres,15558
2021,6. seguridad colectiva,mujeres,1528
2021,6. seguridad colectiva,total,17086
2021,6.1.-trafico de drogas,hombres,6639
2021,6.1.-trafico de drogas,mujeres,675
2021,6.1.-trafico de drogas,total,7314
2021,6.2.-contra la seguridad vial,hombres,8682
2021,6.2.-contra la seguridad vial,mujeres,808
2021,6.2.-contra la seguridad vial,total,9490
2021,6.3.-otros contra la seguridad colectiva,hombres,237
2021,6.3.-otros contra la seguridad colectiva,mujeres,45
2021,6.3.-otros contra la seguridad colectiva,total,282
2021,7. falsedades,hombres,5719
2021,7. falsedades,mujeres,1133
2021,7. falsedades,total,6852
2021,8. admon. publica,hombres,42
2021,8. admon. publica,mujeres,12
2021,8. admon. publica,total,54
2021,9. admon. justicia,hombres,5457
2021,9. admon. justicia,mujeres,462
2021,9. admon. justicia,total,5919
2021,total infracciones penales,hombres,123082
2021,total infracciones penales,mujeres,22215
2021,total infracciones penales,total,145297
2022,1. contra las personas,hombres,33036
2022,1. contra las personas,mujeres,6240
2022,1. contra las personas,total,39276
2022,1.1.-homicidios dolosos/asesinatos,hombres,445
2022,1.1.-homicidios dolosos/asesinatos,mujeres,37
2022,1.1.-homicidios dolosos/asesinatos,total,482
2022,1.1.1.-homicidios dolosos/asesinatos consumados,hombres,96
2022,1.1.1.-homicidios dolosos/asesinatos consumados,mujeres,9
2022,1.1.1.-homicidios dolosos/asesinatos consumados,total,105
2022,1.2.-lesiones,hombres,10683
2022,1.2.-lesiones,mujeres,2450
2022,1.2.-lesiones,total,13133
2022,1.3.-malos tratos ambito familiar,hombres,21083
2022,1.3.-malos tratos ambito familiar,mujeres,3604
2022,1.3.-malos tratos ambito familiar,total,24687
2022,1.4.-otros contra las personas,hombres,825
2022,1.4.-otros contra las personas,mujeres,149
2022,1.4.-otros contra las personas,total,974
2022,10. orden publico,hombres,7561
2022,10. orden publico,mujeres,1155
2022,10. orden publico,total,8716
2022,11. legislacion especial,hombres,90
2022,11. legislacion especial,mujeres,8
2022,11. legislacion especial,total,98
2022,12. otras infracciones penales,hombres,1385
2022,12. otras infracciones penales,mujeres,326
2022,12. otras infracciones penales,total,1711
2022,2. contra la libertad,hombres,11242
2022,2. contra la libertad,mujeres,2186
2022,2. contra la libertad,total,13428
2022,2.1.-malos tratos habituales en el ambito familiar,hombres,2788
2022,2.1.-malos tratos habituales en el ambito familiar,mujeres,274
2022,2.1.-malos tratos habituales en el ambito familiar,total,3062
2022,2.2.-otros contra la libertad,hombres,8454
2022,2.2.-otros contra la libertad,mujeres,1912
2022,2.2.-otros contra la libertad,total,10366
2022,3. libertad sexual,hombres,3963
2022,3. libertad sexual,mujeres,220
2022,3. libertad sexual,total,4183
2022,3.1.-agresion sexual,hombres,2517
2022,3.1.-agresion sexual,mujeres,101
2022,3.1.-agresion sexual,total,2618
2022,3.2.-agresion sexual con penetracion,hombres,1034
2022,3.2.-agresion sexual con penetracion,mujeres,28
2022,3.2.-agresion sexual con penetracion,total,1062
2022,3.3.-corrupcion de menores o incapacitados,hombres,43
2022,3.3.-corrupcion de menores o incapacitados,mujeres,9
2022,3.3.-corrupcion de menores o incapacitados,total,52
2022,3.4.-pornografia de menores,hombres,58
2022,3.4.-pornografia de menores,mujeres,4
2022,3.4.-pornografia de menores,total,62
2022,3.5.-otros contra la libertad sexual,hombres,311
2022,3.5.-otros contra la libertad sexual,mujeres,78
2022,3.5.-otros contra la libertad sexual,total,389
2022,4. relaciones familiares,hombres,524
2022,4. relaciones familiares,mujeres,224
2022,4. relaciones familiares,total,748
2022,5. patrimonio,hombres,57501
2022,5. patrimonio,mujeres,12704
2022,5. patrimonio,total,70205
2022,5.1.-hurtos,hombres,24432
2022,5.1.-hurtos,mujeres,7679
2022,5.1.-hurtos,total,32111
2022,5.2.-robos con fuerza en las cosas,hombres,9166
2022,5.2.-robos con fuerza en las cosas,mujeres,569
2022,5.2.-robos con fuerza en las cosas,total,9735
2022,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,hombres,2285
2022,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,mujeres,74
2022,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,total,2359
2022,5.2.2.-robos con fuerza en viviendas,hombres,2984
2022,5.2.2.-robos con fuerza en viviendas,mujeres,346
2022,5.2.2.-robos con fuerza en viviendas,total,3330
2022,5.2.3.-robos con fuerza en establecimientos,hombres,1978
2022,5.2.3.-robos con fuerza en establecimientos,mujeres,56
2022,5.2.3.-robos con fuerza en establecimientos,total,2034
2022,5.3.-robos con violencia o intimidacion,hombres,8316
2022,5.3.-robos con violencia o intimidacion,mujeres,428
2022,5.3.-robos con violencia o intimidacion,total,8744
2022,5.3.1.-robos con violencia en via publica,hombres,5784
2022,5.3.1.-robos con violencia en via publica,mujeres,212
2022,5.3.1.-robos con violencia en via publica,total,5996
2022,5.3.2.-robos con violencia en viviendas,hombres,334
2022,5.3.2.-robos con violencia en viviendas,mujeres,49
2022,5.3.2.-robos con violencia en viviendas,total,383
2022,5.3.3.-robos con violencia en establecimientos,hombres,1208
2022,5.3.3.-robos con violencia en establecimientos,mujeres,113
2022,5.3.3.-robos con violencia en establecimientos,total,1321
2022,5.4.-sustraccion de vehiculos,hombres,918
2022,5.4.-sustraccion de vehiculos,mujeres,98
2022,5.4.-sustraccion de vehiculos,total,1016
2022,5.5.-estafas,hombres,3671
2022,5.5.-estafas,mujeres,1104
2022,5.5.-estafas,total,4775
2022,5.5.1.-estafas informaticas,hombres,1376
2022,5.5.1.-estafas informaticas,mujeres,519
2022,5.5.1.-estafas informaticas,total,1895
2022,5.6.-danos,hombres,2938
2022,5.6.-danos,mujeres,446
2022,5.6.-danos,total,3384
2022,5.7.-contra la propiedad intelectual/industrial,hombres,623
2022,5.7.-contra la propiedad intelectual/industrial,mujeres,123
2022,5.7.-contra la propiedad intelectual/industrial,total,746
2022,5.8.-blanqueo de capitales,hombres,150
2022,5.8.-blanqueo de capitales,mujeres,49
2022,5.8.-blanqueo de capitales,total,199
2022,5.9.-otros contra el patrimonio,hombres,7287
2022,5.9.-otros contra el patrimonio,mujeres,2208
2022,5.9.-otros contra el patrimonio,total,9495
2022,6. seguridad colectiva,hombres,18069
2022,6. seguridad colectiva,mujeres,1785
2022,6. seguridad colectiva,total,19854
2022,6.1.-trafico de drogas,hombres,7491
2022,6.1.-trafico de drogas,mujeres,837
2022,6.1.-trafico de drogas,total,8328
2022,6.2.-contra la seguridad vial,hombres,10214
2022,6.2.-contra la seguridad vial,mujeres,897
2022,6.2.-contra la seguridad vial,total,11111
2022,6.3.-otros contra la seguridad colectiva,hombres,364
2022,6.3.-otros contra la seguridad colectiva,mujeres,51
2022,6.3.-otros contra la seguridad colectiva,total,415
2022,7. falsedades,hombres,5893
2022,7. falsedades,mujeres,1030
2022,7. falsedades,total,6923
2022,8. admon. publica,hombres,39
2022,8. admon. publica,mujeres,16
2022,8. admon. publica,total,55
2022,9. admon. justicia,hombres,6645
2022,9. admon. justicia,mujeres,472
2022,9. admon. justicia,total,7117
2022,total infracciones penales,hombres,145948
2022,total infracciones penales,mujeres,26366
2022,total infracciones penales,total,172314
2023,1. contra las personas,hombres,36261
2023,1. contra las personas,mujeres,6955
2023,1. contra las personas,total,43216
2023,1.1.-homicidios dolosos/asesinatos,hombres,533
2023,1.1.-homicidios dolosos/asesinatos,mujeres,35
2023,1.1.-homicidios dolosos/asesinatos,total,568
2023,1.1.1.-homicidios dolosos/asesinatos consumados,hombres,125
2023,1.1.1.-homicidios dolosos/asesinatos consumados,mujeres,12
2023,1.1.1.-homicidios dolosos/asesinatos consumados,total,137
2023,1.2.-lesiones,hombres,11103
2023,1.2.-lesiones,mujeres,2435
2023,1.2.-lesiones,total,13538
2023,1.3.-malos tratos ambito familiar,hombres,23533
2023,1.3.-malos tratos ambito familiar,mujeres,4273
2023,1.3.-malos tratos ambito familiar,total,27806
2023,1.4.-otros contra las personas,hombres,1092
2023,1.4.-otros contra las personas,mujeres,212
2023,1.4.-otros contra las personas,total,1304
2023,10. orden publico,hombres,8483
2023,10. orden publico,mujeres,1321
2023,10. orden publico,total,9804
2023,11. legislacion especial,hombres,81
2023,11. legislacion especial,mujeres,12
2023,11. legislacion especial,total,93
2023,12. otras infracciones penales,hombres,1402
2023,12. otras infracciones penales,mujeres,369
2023,12. otras infracciones penales,total,1771
2023,2. contra la libertad,hombres,13082
2023,2. contra la libertad,mujeres,2504
2023,2. contra la libertad,total,15586
2023,2.1.-malos tratos habituales en el ambito familiar,hombres,3201
2023,2.1.-malos tratos habituales en el ambito familiar,mujeres,364
2023,2.1.-malos tratos habituales en el ambito familiar,total,3565
2023,2.2.-otros contra la libertad,hombres,9881
2023,2.2.-otros contra la libertad,mujeres,2140
2023,2.2.-otros contra la libertad,total,12021
2023,3. libertad sexual,hombres,4782
2023,3. libertad sexual,mujeres,354
2023,3. libertad sexual,total,5136
2023,3.1.-agresion sexual,hombres,2964
2023,3.1.-agresion sexual,mujeres,161
2023,3.1.-agresion sexual,total,3125
2023,3.2.-agresion sexual con penetracion,hombres,1277
2023,3.2.-agresion sexual con penetracion,mujeres,49
2023,3.2.-agresion sexual con penetracion,total,1326
2023,3.3.-corrupcion de menores o incapacitados,hombres,31
2023,3.3.-corrupcion de menores o incapacitados,mujeres,5
2023,3.3.-corrupcion de menores o incapacitados,total,36
2023,3.4.-pornografia de menores,hombres,80
2023,3.4.-pornografia de menores,mujeres,3
2023,3.4.-pornografia de menores,total,83
2023,3.5.-otros contra la libertad sexual,hombres,430
2023,3.5.-otros contra la libertad sexual,mujeres,136
2023,3.5.-otros contra la libertad sexual,total,566
2023,4. relaciones familiares,hombres,556
2023,4. relaciones familiares,mujeres,274
2023,4. relaciones familiares,total,830
2023,5. patrimonio,hombres,68542
2023,5. patrimonio,mujeres,15427
