ano,region,tipo,valor
2011,PAIS VASCO,1. contra las personas,12633
2011,PAIS VASCO,1.1.-homicidios dolosos/asesinatos,50
2011,PAIS VASCO,1.1.1.-homicidios dolosos/asesinatos consumados,12
2011,PAIS VASCO,1.2.-lesiones,5419
2011,PAIS VASCO,1.3.-malos tratos ambito familiar,707
2011,PAIS VASCO,1.4.-otros contra las personas,6457
2011,PAIS VASCO,10. orden publico,2161
2011,PAIS VASCO,11. legislacion especial,2
2011,PAIS VASCO,12. otras infracciones penales,417
2011,PAIS VASCO,2. contra la libertad,4679
2011,PAIS VASCO,2.1.-malos tratos habituales en el ambito familiar,3144
2011,PAIS VASCO,2.2.-otros contra la libertad,1535
2011,PAIS VASCO,3. libertad sexual,435
2011,PAIS VASCO,3.1.-agresion sexual,265
2011,PAIS VASCO,3.2.-agresion sexual con penetracion,50
2011,PAIS VASCO,3.3.-corrupcion de menores o incapacitados,10
2011,PAIS VASCO,3.4.-pornografia de menores,46
2011,PAIS VASCO,3.5.-otros contra la libertad sexual,64
2011,PAIS VASCO,4. relaciones familiares,380
2011,PAIS VASCO,5. patrimonio,63215
2011,PAIS VASCO,5.1.-hurtos,26242
2011,PAIS VASCO,5.2.-robos con fuerza en las cosas,17473
2011,PAIS VASCO,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,49
2011,PAIS VASCO,5.2.2.-robos con fuerza en viviendas,4787
2011,PAIS VASCO,5.2.3.-robos con fuerza en establecimientos,2781
2011,PAIS VASCO,5.3.-robos con violencia o intimidacion,2888
2011,PAIS VASCO,5.3.1.-robos con violencia en via publica,1940
2011,PAIS VASCO,5.3.2.-robos con violencia en viviendas,322
2011,PAIS VASCO,5.3.3.-robos con violencia en establecimientos,392
2011,PAIS VASCO,5.4.-sustraccion de vehiculos,974
2011,PAIS VASCO,5.5.-estafas,4755
2011,PAIS VASCO,5.5.1.-estafas informaticas,141
2011,PAIS VASCO,5.6.-danos,9779
2011,PAIS VASCO,5.7.-contra la propiedad intelectual/industrial,17
2011,PAIS VASCO,5.8.-blanqueo de capitales,8
2011,PAIS VASCO,5.9.-otros contra el patrimonio,1079
2011,PAIS VASCO,6. seguridad colectiva,3568
2011,PAIS VASCO,6.1.-trafico de drogas,384
2011,PAIS VASCO,6.2.-contra la seguridad vial,3135
2011,PAIS VASCO,6.3.-otros contra la seguridad colectiva,49
2011,PAIS VASCO,7. falsedades,702
2011,PAIS VASCO,8. admon. publica,18
2011,PAIS VASCO,9. admon. justicia,1357
2011,PAIS VASCO,total infracciones penales,89567
2011,RIOJA (LA),1. contra las personas,1625
2011,RIOJA (LA),1.1.-homicidios dolosos/asesinatos,7
2011,RIOJA (LA),1.1.1.-homicidios dolosos/asesinatos consumados,2
2011,RIOJA (LA),1.2.-lesiones,760
2011,RIOJA (LA),1.3.-malos tratos ambito familiar,362
2011,RIOJA (LA),1.4.-otros contra las personas,496
2011,RIOJA (LA),10. orden publico,263
2011,RIOJA (LA),11. legislacion especial,0
2011,RIOJA (LA),12. otras infracciones penales,21
2011,RIOJA (LA),2. contra la libertad,150
2011,RIOJA (LA),2.1.-malos tratos habituales en el ambito familiar,31
2011,RIOJA (LA),2.2.-otros contra la libertad,119
2011,RIOJA (LA),3. libertad sexual,62
2011,RIOJA (LA),3.1.-agresion sexual,41
2011,RIOJA (LA),3.2.-agresion sexual con penetracion,11
2011,RIOJA (LA),3.3.-corrupcion de menores o incapacitados,2
2011,RIOJA (LA),3.4.-pornografia de menores,5
2011,RIOJA (LA),3.5.-otros contra la libertad sexual,3
2011,RIOJA (LA),4. relaciones familiares,18
2011,RIOJA (LA),5. patrimonio,7007
2011,RIOJA (LA),5.1.-hurtos,2855
2011,RIOJA (LA),5.2.-robos con fuerza en las cosas,1967
2011,RIOJA (LA),5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,405
2011,RIOJA (LA),5.2.2.-robos con fuerza en viviendas,327
2011,RIOJA (LA),5.2.3.-robos con fuerza en establecimientos,261
2011,RIOJA (LA),5.3.-robos con violencia o intimidacion,224
2011,RIOJA (LA),5.3.1.-robos con violencia en via publica,111
2011,RIOJA (LA),5.3.2.-robos con violencia en viviendas,20
2011,RIOJA (LA),5.3.3.-robos con violencia en establecimientos,51
2011,RIOJA (LA),5.4.-sustraccion de vehiculos,149
2011,RIOJA (LA),5.5.-estafas,475
2011,RIOJA (LA),5.5.1.-estafas informaticas,64
2011,RIOJA (LA),5.6.-danos,1214
2011,RIOJA (LA),5.7.-contra la propiedad intelectual/industrial,10
2011,RIOJA (LA),5.8.-blanqueo de capitales,1
2011,RIOJA (LA),5.9.-otros contra el patrimonio,112
2011,RIOJA (LA),6. seguridad colectiva,618
2011,RIOJA (LA),6.1.-trafico de drogas,62
2011,RIOJA (LA),6.2.-contra la seguridad vial,546
2011,RIOJA (LA),6.3.-otros contra la seguridad colectiva,10
2011,RIOJA (LA),7. falsedades,93
2011,RIOJA (LA),8. admon. publica,0
2011,RIOJA (LA),9. admon. justicia,141
2011,RIOJA (LA),total infracciones penales,9998
2012,ANDALUCIA,1. contra las personas,59894
2012,ANDALUCIA,1.1.-homicidios dolosos/asesinatos,247
2012,ANDALUCIA,1.1.1.-homicidios dolosos/asesinatos consumados,68
2012,ANDALUCIA,1.2.-lesiones,20923
2012,ANDALUCIA,1.3.-malos tratos ambito familiar,12522
2012,ANDALUCIA,1.4.-otros contra las personas,26202
2012,ANDALUCIA,10. orden publico,5800
2012,ANDALUCIA,11. legislacion especial,82
2012,ANDALUCIA,12. otras infracciones penales,1376
2012,ANDALUCIA,2. contra la libertad,7671
2012,ANDALUCIA,2.1.-malos tratos habituales en el ambito familiar,3477
2012,ANDALUCIA,2.2.-otros contra la libertad,4194
2012,ANDALUCIA,3. libertad sexual,1632
2012,ANDALUCIA,3.1.-agresion sexual,926
2012,ANDALUCIA,3.2.-agresion sexual con penetracion,265
2012,ANDALUCIA,3.3.-corrupcion de menores o incapacitados,47
2012,ANDALUCIA,3.4.-pornografia de menores,85
2012,ANDALUCIA,3.5.-otros contra la libertad sexual,309
2012,ANDALUCIA,4. relaciones familiares,1691
2012,ANDALUCIA,5. patrimonio,289754
2012,ANDALUCIA,5.1.-hurtos,133759
2012,ANDALUCIA,5.2.-robos con fuerza en las cosas,70769
2012,ANDALUCIA,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,26001
2012,ANDALUCIA,5.2.2.-robos con fuerza en viviendas,21963
2012,ANDALUCIA,5.2.3.-robos con fuerza en establecimientos,8092
2012,ANDALUCIA,5.3.-robos con violencia o intimidacion,11673
2012,ANDALUCIA,5.3.1.-robos con violencia en via publica,8411
2012,ANDALUCIA,5.3.2.-robos con violencia en viviendas,715
2012,ANDALUCIA,5.3.3.-robos con violencia en establecimientos,1382
2012,ANDALUCIA,5.4.-sustraccion de vehiculos,11294
2012,ANDALUCIA,5.5.-estafas,15579
2012,ANDALUCIA,5.5.1.-estafas informaticas,4378
2012,ANDALUCIA,5.6.-danos,41013
2012,ANDALUCIA,5.7.-contra la propiedad intelectual/industrial,830
2012,ANDALUCIA,5.8.-blanqueo de capitales,53
2012,ANDALUCIA,5.9.-otros contra el patrimonio,4784
2012,ANDALUCIA,6. seguridad colectiva,17340
2012,ANDALUCIA,6.1.-trafico de drogas,3407
2012,ANDALUCIA,6.2.-contra la seguridad vial,13440
2012,ANDALUCIA,6.3.-otros contra la seguridad colectiva,493
2012,ANDALUCIA,7. falsedades,3211
2012,ANDALUCIA,8. admon. publica,67
2012,ANDALUCIA,9. admon. justicia,6422
2012,ANDALUCIA,total infracciones penales,394940
2012,ARAGON,1. contra las personas,5987
2012,ARAGON,1.1.-homicidios dolosos/asesinatos,16
2012,ARAGON,1.1.1.-homicidios dolosos/asesinatos consumados,6
2012,ARAGON,1.2.-lesiones,2294
2012,ARAGON,1.3.-malos tratos ambito familiar,1558
2012,ARAGON,1.4.-otros contra las personas,2119
2012,ARAGON,10. orden publico,759
2012,ARAGON,11. legislacion especial,3
2012,ARAGON,12. otras infracciones penales,151
2012,ARAGON,2. contra la libertad,914
2012,ARAGON,2.1.-malos tratos habituales en el ambito familiar,379
2012,ARAGON,2.2.-otros contra la libertad,535
2012,ARAGON,3. libertad sexual,215
2012,ARAGON,3.1.-agresion sexual,114
2012,ARAGON,3.2.-agresion sexual con penetracion,46
2012,ARAGON,3.3.-corrupcion de menores o incapacitados,8
2012,ARAGON,3.4.-pornografia de menores,17
2012,ARAGON,3.5.-otros contra la libertad sexual,30
2012,ARAGON,4. relaciones familiares,148
2012,ARAGON,5. patrimonio,35860
2012,ARAGON,5.1.-hurtos,16318
2012,ARAGON,5.2.-robos con fuerza en las cosas,7806
2012,ARAGON,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,1857
2012,ARAGON,5.2.2.-robos con fuerza en viviendas,2229
2012,ARAGON,5.2.3.-robos con fuerza en establecimientos,1305
2012,ARAGON,5.3.-robos con violencia o intimidacion,1460
2012,ARAGON,5.3.1.-robos con violencia en via publica,965
2012,ARAGON,5.3.2.-robos con violencia en viviendas,122
2012,ARAGON,5.3.3.-robos con violencia en establecimientos,223
2012,ARAGON,5.4.-sustraccion de vehiculos,573
2012,ARAGON,5.5.-estafas,2559
2012,ARAGON,5.5.1.-estafas informaticas,984
2012,ARAGON,5.6.-danos,6545
2012,ARAGON,5.7.-contra la propiedad intelectual/industrial,52
2012,ARAGON,5.8.-blanqueo de capitales,5
2012,ARAGON,5.9.-otros contra el patrimonio,542
2012,ARAGON,6. seguridad colectiva,1411
2012,ARAGON,6.1.-trafico de drogas,262
2012,ARAGON,6.2.-contra la seguridad vial,993
2012,ARAGON,6.3.-otros contra la seguridad colectiva,156
2012,ARAGON,7. falsedades,329
2012,ARAGON,8. admon. publica,6
2012,ARAGON,9. admon. justicia,618
2012,ARAGON,total infracciones penales,46401
2012,ASTURIAS (PRINCIPADO DE),1. contra las personas,5677
2012,ASTURIAS (PRINCIPADO DE),1.1.-homicidios dolosos/asesinatos,15
2012,ASTURIAS (PRINCIPADO DE),1.1.1.-homicidios dolosos/asesinatos consumados,6
2012,ASTURIAS (PRINCIPADO DE),1.2.-lesiones,2200
2012,ASTURIAS (PRINCIPADO DE),1.3.-malos tratos ambito familiar,1280
2012,ASTURIAS (PRINCIPADO DE),1.4.-otros contra las personas,2182
2012,ASTURIAS (PRINCIPADO DE),10. orden publico,781
2012,ASTURIAS (PRINCIPADO DE),11. legislacion especial,1
2012,ASTURIAS (PRINCIPADO DE),12. otras infracciones penales,82
2012,ASTURIAS (PRINCIPADO DE),2. contra la libertad,539
2012,ASTURIAS (PRINCIPADO DE),2.1.-malos tratos habituales en el ambito familiar,81
2012,ASTURIAS (PRINCIPADO DE),2.2.-otros contra la libertad,458
2012,ASTURIAS (PRINCIPADO DE),3. libertad sexual,149
2012,ASTURIAS (PRINCIPADO DE),3.1.-agresion sexual,100
2012,ASTURIAS (PRINCIPADO DE),3.2.-agresion sexual con penetracion,19
2012,ASTURIAS (PRINCIPADO DE),3.3.-corrupcion de menores o incapacitados,2
2012,ASTURIAS (PRINCIPADO DE),3.4.-pornografia de menores,11
2012,ASTURIAS (PRINCIPADO DE),3.5.-otros contra la libertad sexual,17
2012,ASTURIAS (PRINCIPADO DE),4. relaciones familiares,160
2012,ASTURIAS (PRINCIPADO DE),5. patrimonio,20612
2012,ASTURIAS (PRINCIPADO DE),5.1.-hurtos,10381
2012,ASTURIAS (PRINCIPADO DE),5.2.-robos con fuerza en las cosas,3553
2012,ASTURIAS (PRINCIPADO DE),5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,677
2012,ASTURIAS (PRINCIPADO DE),5.2.2.-robos con fuerza en viviendas,1130
2012,ASTURIAS (PRINCIPADO DE),5.2.3.-robos con fuerza en establecimientos,867
2012,ASTURIAS (PRINCIPADO DE),5.3.-robos con violencia o intimidacion,836
2012,ASTURIAS (PRINCIPADO DE),5.3.1.-robos con violencia en via publica,540
2012,ASTURIAS (PRINCIPADO DE),5.3.2.-robos con violencia en viviendas,71
2012,ASTURIAS (PRINCIPADO DE),5.3.3.-robos con violencia en establecimientos,117
2012,ASTURIAS (PRINCIPADO DE),5.4.-sustraccion de vehiculos,480
2012,ASTURIAS (PRINCIPADO DE),5.5.-estafas,1545
2012,ASTURIAS (PRINCIPADO DE),5.5.1.-estafas informaticas,475
2012,ASTURIAS (PRINCIPADO DE),5.6.-danos,3429
2012,ASTURIAS (PRINCIPADO DE),5.7.-contra la propiedad intelectual/industrial,32
2012,ASTURIAS (PRINCIPADO DE),5.8.-blanqueo de capitales,0
2012,ASTURIAS (PRINCIPADO DE),5.9.-otros contra el patrimonio,356
2012,ASTURIAS (PRINCIPADO DE),6. seguridad colectiva,1545
2012,ASTURIAS (PRINCIPADO DE),6.1.-trafico de drogas,206
2012,ASTURIAS (PRINCIPADO DE),6.2.-contra la seguridad vial,1295
2012,ASTURIAS (PRINCIPADO DE),6.3.-otros contra la seguridad colectiva,44
2012,ASTURIAS (PRINCIPADO DE),7. falsedades,204
2012,ASTURIAS (PRINCIPADO DE),8. admon. publica,6
2012,ASTURIAS (PRINCIPADO DE),9. admon. justicia,408
2012,ASTURIAS (PRINCIPADO DE),total infracciones penales,30164
2012,BALEARS (ILLES),1. contra las personas,8966
2012,BALEARS (ILLES),1.1.-homicidios dolosos/asesinatos,30
2012,BALEARS (ILLES),1.1.1.-homicidios dolosos/asesinatos consumados,5
2012,BALEARS (ILLES),1.2.-lesiones,3387
2012,BALEARS (ILLES),1.3.-malos tratos ambito familiar,2232
2012,BALEARS (ILLES),1.4.-otros contra las personas,3317
2012,BALEARS (ILLES),10. orden publico,1003
2012,BALEARS (ILLES),11. legislacion especial,0
2012,BALEARS (ILLES),12. otras infracciones penales,199
2012,BALEARS (ILLES),2. contra la libertad,1384
2012,BALEARS (ILLES),2.1.-malos tratos habituales en el ambito familiar,506
2012,BALEARS (ILLES),2.2.-otros contra la libertad,878
2012,BALEARS (ILLES),3. libertad sexual,383
2012,BALEARS (ILLES),3.1.-agresion sexual,211
2012,BALEARS (ILLES),3.2.-agresion sexual con penetracion,78
2012,BALEARS (ILLES),3.3.-corrupcion de menores o incapacitados,20
2012,BALEARS (ILLES),3.4.-pornografia de menores,13
2012,BALEARS (ILLES),3.5.-otros contra la libertad sexual,61
2012,BALEARS (ILLES),4. relaciones familiares,258
2012,BALEARS (ILLES),5. patrimonio,58202
2012,BALEARS (ILLES),5.1.-hurtos,33392
2012,BALEARS (ILLES),5.2.-robos con fuerza en las cosas,11756
2012,BALEARS (ILLES),5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,3694
2012,BALEARS (ILLES),5.2.2.-robos con fuerza en viviendas,4337
2012,BALEARS (ILLES),5.2.3.-robos con fuerza en establecimientos,1346
2012,BALEARS (ILLES),5.3.-robos con violencia o intimidacion,1585
2012,BALEARS (ILLES),5.3.1.-robos con violencia en via publica,1031
2012,BALEARS (ILLES),5.3.2.-robos con violencia en viviendas,101
2012,BALEARS (ILLES),5.3.3.-robos con violencia en establecimientos,190
2012,BALEARS (ILLES),5.4.-sustraccion de vehiculos,1650
2012,BALEARS (ILLES),5.5.-estafas,3177
2012,BALEARS (ILLES),5.5.1.-estafas informaticas,956
2012,BALEARS (ILLES),5.6.-danos,5391
2012,BALEARS (ILLES),5.7.-contra la propiedad intelectual/industrial,83
2012,BALEARS (ILLES),5.8.-blanqueo de capitales,4
2012,BALEARS (ILLES),5.9.-otros contra el patrimonio,1164
2012,BALEARS (ILLES),6. seguridad colectiva,2948
2012,BALEARS (ILLES),6.1.-trafico de drogas,435
2012,BALEARS (ILLES),6.2.-contra la seguridad vial,2421
2012,BALEARS (ILLES),6.3.-otros contra la seguridad colectiva,92
2012,BALEARS (ILLES),7. falsedades,419
2012,BALEARS (ILLES),8. admon. publica,15
2012,BALEARS (ILLES),9. admon. justicia,781
2012,BALEARS (ILLES),total infracciones penales,74558
2012,CANARIAS,1. contra las personas,19993
2012,CANARIAS,1.1.-homicidios dolosos/asesinatos,55
2012,CANARIAS,1.1.1.-homicidios dolosos/asesinatos consumados,15
2012,CANARIAS,1.2.-lesiones,6839
2012,CANARIAS,1.3.-malos tratos ambito familiar,3935
2012,CANARIAS,1.4.-otros contra las personas,9164
2012,CANARIAS,10. orden publico,1497
2012,CANARIAS,11. legislacion especial,5
2012,CANARIAS,12. otras infracciones penales,192
2012,CANARIAS,2. contra la libertad,1983
2012,CANARIAS,2.1.-malos tratos habituales en el ambito familiar,700
2012,CANARIAS,2.2.-otros contra la libertad,1283
2012,CANARIAS,3. libertad sexual,525
2012,CANARIAS,3.1.-agresion sexual,325
2012,CANARIAS,3.2.-agresion sexual con penetracion,73
2012,CANARIAS,3.3.-corrupcion de menores o incapacitados,30
2012,CANARIAS,3.4.-pornografia de menores,38
2012,CANARIAS,3.5.-otros contra la libertad sexual,59
2012,CANARIAS,4. relaciones familiares,1016
2012,CANARIAS,5. patrimonio,66731
2012,CANARIAS,5.1.-hurtos,32454
2012,CANARIAS,5.2.-robos con fuerza en las cosas,14956
2012,CANARIAS,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,4838
2012,CANARIAS,5.2.2.-robos con fuerza en viviendas,4294
2012,CANARIAS,5.2.3.-robos con fuerza en establecimientos,1901
2012,CANARIAS,5.3.-robos con violencia o intimidacion,2011
2012,CANARIAS,5.3.1.-robos con violencia en via publica,1346
2012,CANARIAS,5.3.2.-robos con violencia en viviendas,134
2012,CANARIAS,5.3.3.-robos con violencia en establecimientos,248
2012,CANARIAS,5.4.-sustraccion de vehiculos,2168
2012,CANARIAS,5.5.-estafas,5267
2012,CANARIAS,5.5.1.-estafas informaticas,2118
2012,CANARIAS,5.6.-danos,8721
2012,CANARIAS,5.7.-contra la propiedad intelectual/industrial,73
2012,CANARIAS,5.8.-blanqueo de capitales,10
2012,CANARIAS,5.9.-otros contra el patrimonio,1071
2012,CANARIAS,6. seguridad colectiva,4127
2012,CANARIAS,6.1.-trafico de drogas,614
2012,CANARIAS,6.2.-contra la seguridad vial,3406
2012,CANARIAS,6.3.-otros contra la seguridad colectiva,107
2012,CANARIAS,7. falsedades,554
2012,CANARIAS,8. admon. publica,21
2012,CANARIAS,9. admon. justicia,1329
2012,CANARIAS,total infracciones penales,97973
2012,CANTABRIA,1. contra las personas,3292
2012,CANTABRIA,1.1.-homicidios dolosos/asesinatos,6
2012,CANTABRIA,1.1.1.-homicidios dolosos/asesinatos consumados,1
2012,CANTABRIA,1.2.-lesiones,1448
2012,CANTABRIA,1.3.-malos tratos ambito familiar,534
2012,CANTABRIA,1.4.-otros contra las personas,1304
2012,CANTABRIA,10. orden publico,433
2012,CANTABRIA,11. legislacion especial,0
2012,CANTABRIA,12. otras infracciones penales,23
2012,CANTABRIA,2. contra la libertad,359
2012,CANTABRIA,2.1.-malos tratos habituales en el ambito familiar,146
2012,CANTABRIA,2.2.-otros contra la libertad,213
2012,CANTABRIA,3. libertad sexual,48
2012,CANTABRIA,3.1.-agresion sexual,27
2012,CANTABRIA,3.2.-agresion sexual con penetracion,9
2012,CANTABRIA,3.3.-corrupcion de menores o incapacitados,2
2012,CANTABRIA,3.4.-pornografia de menores,4
2012,CANTABRIA,3.5.-otros contra la libertad sexual,6
2012,CANTABRIA,4. relaciones familiares,40
2012,CANTABRIA,5. patrimonio,12651
2012,CANTABRIA,5.1.-hurtos,6011
2012,CANTABRIA,5.2.-robos con fuerza en las cosas,2859
2012,CANTABRIA,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,672
2012,CANTABRIA,5.2.2.-robos con fuerza en viviendas,1004
2012,CANTABRIA,5.2.3.-robos con fuerza en establecimientos,603
2012,CANTABRIA,5.3.-robos con violencia o intimidacion,419
2012,CANTABRIA,5.3.1.-robos con violencia en via publica,242
2012,CANTABRIA,5.3.2.-robos con violencia en viviendas,43
2012,CANTABRIA,5.3.3.-robos con violencia en establecimientos,79
2012,CANTABRIA,5.4.-sustraccion de vehiculos,344
2012,CANTABRIA,5.5.-estafas,708
2012,CANTABRIA,5.5.1.-estafas informaticas,233
2012,CANTABRIA,5.6.-danos,1935
2012,CANTABRIA,5.7.-contra la propiedad intelectual/industrial,26
2012,CANTABRIA,5.8.-blanqueo de capitales,2
2012,CANTABRIA,5.9.-otros contra el patrimonio,347
2012,CANTABRIA,6. seguridad colectiva,1005
2012,CANTABRIA,6.1.-trafico de drogas,103
2012,CANTABRIA,6.2.-contra la seguridad vial,887
2012,CANTABRIA,6.3.-otros contra la seguridad colectiva,15
2012,CANTABRIA,7. falsedades,138
2012,CANTABRIA,8. admon. publica,2
2012,CANTABRIA,9. admon. justicia,306
2012,CANTABRIA,total infracciones penales,18297
2012,CASTILLA - LA MANCHA,1. contra las personas,11949
2012,CASTILLA - LA MANCHA,1.1.-homicidios dolosos/asesinatos,37
2012,CASTILLA - LA MANCHA,1.1.1.-homicidios dolosos/asesinatos consumados,17
2012,CASTILLA - LA MANCHA,1.2.-lesiones,4281
2012,CASTILLA - LA MANCHA,1.3.-malos tratos ambito familiar,2474
2012,CASTILLA - LA MANCHA,1.4.-otros contra las personas,5157
2012,CASTILLA - LA MANCHA,10. orden publico,1237
2012,CASTILLA - LA MANCHA,11. legislacion especial,0
2012,CASTILLA - LA MANCHA,12. otras infracciones penales,277
2012,CASTILLA - LA MANCHA,2. contra la libertad,1286
2012,CASTILLA - LA MANCHA,2.1.-malos tratos habituales en el ambito familiar,516
2012,CASTILLA - LA MANCHA,2.2.-otros contra la libertad,770
2012,CASTILLA - LA MANCHA,3. libertad sexual,258
2012,CASTILLA - LA MANCHA,3.1.-agresion sexual,160
2012,CASTILLA - LA MANCHA,3.2.-agresion sexual con penetracion,43
2012,CASTILLA - LA MANCHA,3.3.-corrupcion de menores o incapacitados,10
2012,CASTILLA - LA MANCHA,3.4.-pornografia de menores,15
2012,CASTILLA - LA MANCHA,3.5.-otros contra la libertad sexual,30
2012,CASTILLA - LA MANCHA,4. relaciones familiares,340
2012,CASTILLA - LA MANCHA,5. patrimonio,53616
2012,CASTILLA - LA MANCHA,5.1.-hurtos,18808
2012,CASTILLA - LA MANCHA,5.2.-robos con fuerza en las cosas,18255
2012,CASTILLA - LA MANCHA,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,3357
2012,CASTILLA - LA MANCHA,5.2.2.-robos con fuerza en viviendas,6711
2012,CASTILLA - LA MANCHA,5.2.3.-robos con fuerza en establecimientos,2215
2012,CASTILLA - LA MANCHA,5.3.-robos con violencia o intimidacion,1419
2012,CASTILLA - LA MANCHA,5.3.1.-robos con violencia en via publica,873
2012,CASTILLA - LA MANCHA,5.3.2.-robos con violencia en viviendas,127
2012,CASTILLA - LA MANCHA,5.3.3.-robos con violencia en establecimientos,205
2012,CASTILLA - LA MANCHA,5.4.-sustraccion de vehiculos,1450
2012,CASTILLA - LA MANCHA,5.5.-estafas,3751
2012,CASTILLA - LA MANCHA,5.5.1.-estafas informaticas,1092
2012,CASTILLA - LA MANCHA,5.6.-danos,8840
2012,CASTILLA - LA MANCHA,5.7.-contra la propiedad intelectual/industrial,48
2012,CASTILLA - LA MANCHA,5.8.-blanqueo de capitales,3
2012,CASTILLA - LA MANCHA,5.9.-otros contra el patrimonio,1042
2012,CASTILLA - LA MANCHA,6. seguridad colectiva,3749
2012,CASTILLA - LA MANCHA,6.1.-trafico de drogas,418
2012,CASTILLA - LA MANCHA,6.2.-contra la seguridad vial,3246
2012,CASTILLA - LA MANCHA,6.3.-otros contra la seguridad colectiva,85
2012,CASTILLA - LA MANCHA,7. falsedades,663
2012,CASTILLA - LA MANCHA,8. admon. publica,7
2012,CASTILLA - LA MANCHA,9. admon. justicia,1021
2012,CASTILLA - LA MANCHA,total infracciones penales,74403
2012,CASTILLA Y LEON,1. contra las personas,13943
2012,CASTILLA Y LEON,1.1.-homicidios dolosos/asesinatos,48
2012,CASTILLA Y LEON,1.1.1.-homicidios dolosos/asesinatos consumados,15
2012,CASTILLA Y LEON,1.2.-lesiones,5410
2012,CASTILLA Y LEON,1.3.-malos tratos ambito familiar,2171
2012,CASTILLA Y LEON,1.4.-otros contra las personas,6314
2012,CASTILLA Y LEON,10. orden publico,1559
2012,CASTILLA Y LEON,11. legislacion especial,2
2012,CASTILLA Y LEON,12. otras infracciones penales,250
2012,CASTILLA Y LEON,2. contra la libertad,1220
2012,CASTILLA Y LEON,2.1.-malos tratos habituales en el ambito familiar,480
2012,CASTILLA Y LEON,2.2.-otros contra la libertad,740
2012,CASTILLA Y LEON,3. libertad sexual,309
2012,CASTILLA Y LEON,3.1.-agresion sexual,181
2012,CASTILLA Y LEON,3.2.-agresion sexual con penetracion,46
2012,CASTILLA Y LEON,3.3.-corrupcion de menores o incapacitados,7
2012,CASTILLA Y LEON,3.4.-pornografia de menores,26
2012,CASTILLA Y LEON,3.5.-otros contra la libertad sexual,49
2012,CASTILLA Y LEON,4. relaciones familiares,290
2012,CASTILLA Y LEON,5. patrimonio,61485
2012,CASTILLA Y LEON,5.1.-hurtos,28694
2012,CASTILLA Y LEON,5.2.-robos con fuerza en las cosas,13456
2012,CASTILLA Y LEON,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,2333
2012,CASTILLA Y LEON,5.2.2.-robos con fuerza en viviendas,3940
2012,CASTILLA Y LEON,5.2.3.-robos con fuerza en establecimientos,2480
2012,CASTILLA Y LEON,5.3.-robos con violencia o intimidacion,1199
2012,CASTILLA Y LEON,5.3.1.-robos con violencia en via publica,738
2012,CASTILLA Y LEON,5.3.2.-robos con violencia en viviendas,131
2012,CASTILLA Y LEON,5.3.3.-robos con violencia en establecimientos,179
2012,CASTILLA Y LEON,5.4.-sustraccion de vehiculos,976
2012,CASTILLA Y LEON,5.5.-estafas,4130
2012,CASTILLA Y LEON,5.5.1.-estafas informaticas,1172
2012,CASTILLA Y LEON,5.6.-danos,11887
2012,CASTILLA Y LEON,5.7.-contra la propiedad intelectual/industrial,69
2012,CASTILLA Y LEON,5.8.-blanqueo de capitales,3
2012,CASTILLA Y LEON,5.9.-otros contra el patrimonio,1071
2012,CASTILLA Y LEON,6. seguridad colectiva,3882
2012,CASTILLA Y LEON,6.1.-trafico de drogas,364
2012,CASTILLA Y LEON,6.2.-contra la seguridad vial,3402
2012,CASTILLA Y LEON,6.3.-otros contra la seguridad colectiva,116
2012,CASTILLA Y LEON,7. falsedades,441
2012,CASTILLA Y LEON,8. admon. publica,10
2012,CASTILLA Y LEON,9. admon. justicia,1009
2012,CASTILLA Y LEON,total infracciones penales,84400
2012,CATALUNA,1. contra las personas,37270
2012,CATALUNA,1.1.-homicidios dolosos/asesinatos,275
2012,CATALUNA,1.1.1.-homicidios dolosos/asesinatos consumados,74
2012,CATALUNA,1.2.-lesiones,14751
2012,CATALUNA,1.3.-malos tratos ambito familiar,6266
2012,CATALUNA,1.4.-otros contra las personas,15978
2012,CATALUNA,10. orden publico,4634
2012,CATALUNA,11. legislacion especial,116
2012,CATALUNA,12. otras infracciones penales,1300
2012,CATALUNA,2. contra la libertad,10819
2012,CATALUNA,2.1.-malos tratos habituales en el ambito familiar,3301
2012,CATALUNA,2.2.-otros contra la libertad,7518
2012,CATALUNA,3. libertad sexual,1633
2012,CATALUNA,3.1.-agresion sexual,844
2012,CATALUNA,3.2.-agresion sexual con penetracion,388
2012,CATALUNA,3.3.-corrupcion de menores o incapacitados,6
2012,CATALUNA,3.4.-pornografia de menores,138
2012,CATALUNA,3.5.-otros contra la libertad sexual,257
2012,CATALUNA,4. relaciones familiares,2416
2012,CATALUNA,5. patrimonio,379323
2012,CATALUNA,5.1.-hurtos,177583
2012,CATALUNA,5.2.-robos con fuerza en las cosas,83150
2012,CATALUNA,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,33772
