ano,region,tipo,valor
2013,Región de Murcia,5.7.-contra la propiedad intelectual/industrial,65
2013,Región de Murcia,5.8.-blanqueo de capitales,9
2013,Región de Murcia,5.9.-otros contra el patrimonio,602
2013,Región de Murcia,6. seguridad colectiva,1653
2013,Región de Murcia,6.1.-trafico de drogas,308
2013,Región de Murcia,6.2.-contra la seguridad vial,1301
2013,Región de Murcia,6.3.-otros contra la seguridad colectiva,44
2013,Región de Murcia,7. falsedades,296
2013,Región de Murcia,8. admon. publica,8
2013,Región de Murcia,9. admon. justicia,797
2013,Región de Murcia,total infracciones penales,22681
2014,Andalucía,1. contra las personas,52827
2014,Andalucía,1.1.-homicidios dolosos/asesinatos,210
2014,Andalucía,1.1.1.-homicidios dolosos/asesinatos consumados,63
2014,Andalucía,1.2.-lesiones,17083
2014,Andalucía,1.3.-malos tratos ambito familiar,13362
2014,Andalucía,1.4.-otros contra las personas,22172
2014,Andalucía,10. orden publico,5075
2014,Andalucía,11. legislacion especial,55
2014,Andalucía,12. otras infracciones penales,1058
2014,Andalucía,2. contra la libertad,6789
2014,Andalucía,2.1.-malos tratos habituales en el ambito familiar,2973
2014,Andalucía,2.2.-otros contra la libertad,3816
2014,Andalucía,3. libertad sexual,1342
2014,Andalucía,3.1.-agresion sexual,742
2014,Andalucía,3.2.-agresion sexual con penetracion,181
2014,Andalucía,3.3.-corrupcion de menores o incapacitados,75
2014,Andalucía,3.4.-pornografia de menores,63
2014,Andalucía,3.5.-otros contra la libertad sexual,281
2014,Andalucía,4. relaciones familiares,1568
2014,Andalucía,5. patrimonio,53849
2014,Andalucía,5.1.-hurtos,22250
2014,Andalucía,5.2.-robos con fuerza en las cosas,9639
2014,Andalucía,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,2220
2014,Andalucía,5.2.2.-robos con fuerza en viviendas,3582
2014,Andalucía,5.2.3.-robos con fuerza en establecimientos,1728
2014,Andalucía,5.3.-robos con violencia o intimidacion,3108
2014,Andalucía,5.3.1.-robos con violencia en via publica,1917
2014,Andalucía,5.3.2.-robos con violencia en viviendas,256
2014,Andalucía,5.3.3.-robos con violencia en establecimientos,663
2014,Andalucía,5.4.-sustraccion de vehiculos,1863
2014,Andalucía,5.5.-estafas,6692
2014,Andalucía,5.5.1.-estafas informaticas,1835
2014,Andalucía,5.6.-danos,4801
2014,Andalucía,5.7.-contra la propiedad intelectual/industrial,710
2014,Andalucía,5.8.-blanqueo de capitales,85
2014,Andalucía,5.9.-otros contra el patrimonio,4701
2014,Andalucía,6. seguridad colectiva,14673
2014,Andalucía,6.1.-trafico de drogas,3168
2014,Andalucía,6.2.-contra la seguridad vial,11175
2014,Andalucía,6.3.-otros contra la seguridad colectiva,330
2014,Andalucía,7. falsedades,1920
2014,Andalucía,8. admon. publica,201
2014,Andalucía,9. admon. justicia,6600
2014,Andalucía,total infracciones penales,145957
2014,Aragón,1. contra las personas,5248
2014,Aragón,1.1.-homicidios dolosos/asesinatos,18
2014,Aragón,1.1.1.-homicidios dolosos/asesinatos consumados,5
2014,Aragón,1.2.-lesiones,1886
2014,Aragón,1.3.-malos tratos ambito familiar,1723
2014,Aragón,1.4.-otros contra las personas,1621
2014,Aragón,10. orden publico,617
2014,Aragón,11. legislacion especial,3
2014,Aragón,12. otras infracciones penales,87
2014,Aragón,2. contra la libertad,826
2014,Aragón,2.1.-malos tratos habituales en el ambito familiar,363
2014,Aragón,2.2.-otros contra la libertad,463
2014,Aragón,3. libertad sexual,178
2014,Aragón,3.1.-agresion sexual,93
2014,Aragón,3.2.-agresion sexual con penetracion,35
2014,Aragón,3.3.-corrupcion de menores o incapacitados,13
2014,Aragón,3.4.-pornografia de menores,12
2014,Aragón,3.5.-otros contra la libertad sexual,25
2014,Aragón,4. relaciones familiares,203
2014,Aragón,5. patrimonio,6931
2014,Aragón,5.1.-hurtos,2833
2014,Aragón,5.2.-robos con fuerza en las cosas,1240
2014,Aragón,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,207
2014,Aragón,5.2.2.-robos con fuerza en viviendas,417
2014,Aragón,5.2.3.-robos con fuerza en establecimientos,202
2014,Aragón,5.3.-robos con violencia o intimidacion,372
2014,Aragón,5.3.1.-robos con violencia en via publica,198
2014,Aragón,5.3.2.-robos con violencia en viviendas,40
2014,Aragón,5.3.3.-robos con violencia en establecimientos,100
2014,Aragón,5.4.-sustraccion de vehiculos,137
2014,Aragón,5.5.-estafas,863
2014,Aragón,5.5.1.-estafas informaticas,238
2014,Aragón,5.6.-danos,849
2014,Aragón,5.7.-contra la propiedad intelectual/industrial,61
2014,Aragón,5.8.-blanqueo de capitales,4
2014,Aragón,5.9.-otros contra el patrimonio,572
2014,Aragón,6. seguridad colectiva,1121
2014,Aragón,6.1.-trafico de drogas,303
2014,Aragón,6.2.-contra la seguridad vial,758
2014,Aragón,6.3.-otros contra la seguridad colectiva,60
2014,Aragón,7. falsedades,197
2014,Aragón,8. admon. publica,9
2014,Aragón,9. admon. justicia,783
2014,Aragón,total infracciones penales,16203
2014,Canarias,1. contra las personas,17743
2014,Canarias,1.1.-homicidios dolosos/asesinatos,52
2014,Canarias,1.1.1.-homicidios dolosos/asesinatos consumados,10
2014,Canarias,1.2.-lesiones,5276
2014,Canarias,1.3.-malos tratos ambito familiar,3893
2014,Canarias,1.4.-otros contra las personas,8522
2014,Canarias,10. orden publico,1259
2014,Canarias,11. legislacion especial,3
2014,Canarias,12. otras infracciones penales,158
2014,Canarias,2. contra la libertad,1885
2014,Canarias,2.1.-malos tratos habituales en el ambito familiar,679
2014,Canarias,2.2.-otros contra la libertad,1206
2014,Canarias,3. libertad sexual,371
2014,Canarias,3.1.-agresion sexual,237
2014,Canarias,3.2.-agresion sexual con penetracion,57
2014,Canarias,3.3.-corrupcion de menores o incapacitados,8
2014,Canarias,3.4.-pornografia de menores,27
2014,Canarias,3.5.-otros contra la libertad sexual,42
2014,Canarias,4. relaciones familiares,1130
2014,Canarias,5. patrimonio,14976
2014,Canarias,5.1.-hurtos,6294
2014,Canarias,5.2.-robos con fuerza en las cosas,2778
2014,Canarias,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,664
2014,Canarias,5.2.2.-robos con fuerza en viviendas,965
2014,Canarias,5.2.3.-robos con fuerza en establecimientos,526
2014,Canarias,5.3.-robos con violencia o intimidacion,791
2014,Canarias,5.3.1.-robos con violencia en via publica,482
2014,Canarias,5.3.2.-robos con violencia en viviendas,54
2014,Canarias,5.3.3.-robos con violencia en establecimientos,161
2014,Canarias,5.4.-sustraccion de vehiculos,512
2014,Canarias,5.5.-estafas,1537
2014,Canarias,5.5.1.-estafas informaticas,297
2014,Canarias,5.6.-danos,1924
2014,Canarias,5.7.-contra la propiedad intelectual/industrial,58
2014,Canarias,5.8.-blanqueo de capitales,3
2014,Canarias,5.9.-otros contra el patrimonio,1079
2014,Canarias,6. seguridad colectiva,3545
2014,Canarias,6.1.-trafico de drogas,549
2014,Canarias,6.2.-contra la seguridad vial,2933
2014,Canarias,6.3.-otros contra la seguridad colectiva,63
2014,Canarias,7. falsedades,385
2014,Canarias,8. admon. publica,11
2014,Canarias,9. admon. justicia,1324
2014,Canarias,total infracciones penales,42790
2014,Cantabria,1. contra las personas,3062
2014,Cantabria,1.1.-homicidios dolosos/asesinatos,4
2014,Cantabria,1.1.1.-homicidios dolosos/asesinatos consumados,2
2014,Cantabria,1.2.-lesiones,1163
2014,Cantabria,1.3.-malos tratos ambito familiar,544
2014,Cantabria,1.4.-otros contra las personas,1351
2014,Cantabria,10. orden publico,368
2014,Cantabria,11. legislacion especial,0
2014,Cantabria,12. otras infracciones penales,32
2014,Cantabria,2. contra la libertad,332
2014,Cantabria,2.1.-malos tratos habituales en el ambito familiar,134
2014,Cantabria,2.2.-otros contra la libertad,198
2014,Cantabria,3. libertad sexual,61
2014,Cantabria,3.1.-agresion sexual,42
2014,Cantabria,3.2.-agresion sexual con penetracion,7
2014,Cantabria,3.3.-corrupcion de menores o incapacitados,1
2014,Cantabria,3.4.-pornografia de menores,5
2014,Cantabria,3.5.-otros contra la libertad sexual,6
2014,Cantabria,4. relaciones familiares,65
2014,Cantabria,5. patrimonio,3144
2014,Cantabria,5.1.-hurtos,1382
2014,Cantabria,5.2.-robos con fuerza en las cosas,622
2014,Cantabria,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,76
2014,Cantabria,5.2.2.-robos con fuerza en viviendas,236
2014,Cantabria,5.2.3.-robos con fuerza en establecimientos,142
2014,Cantabria,5.3.-robos con violencia o intimidacion,128
2014,Cantabria,5.3.1.-robos con violencia en via publica,66
2014,Cantabria,5.3.2.-robos con violencia en viviendas,13
2014,Cantabria,5.3.3.-robos con violencia en establecimientos,39
2014,Cantabria,5.4.-sustraccion de vehiculos,68
2014,Cantabria,5.5.-estafas,377
2014,Cantabria,5.5.1.-estafas informaticas,141
2014,Cantabria,5.6.-danos,366
2014,Cantabria,5.7.-contra la propiedad intelectual/industrial,23
2014,Cantabria,5.8.-blanqueo de capitales,0
2014,Cantabria,5.9.-otros contra el patrimonio,178
2014,Cantabria,6. seguridad colectiva,861
2014,Cantabria,6.1.-trafico de drogas,105
2014,Cantabria,6.2.-contra la seguridad vial,730
2014,Cantabria,6.3.-otros contra la seguridad colectiva,26
2014,Cantabria,7. falsedades,86
2014,Cantabria,8. admon. publica,1
2014,Cantabria,9. admon. justicia,285
2014,Cantabria,total infracciones penales,8297
2014,Castilla y León,1. contra las personas,11708
2014,Castilla y León,1.1.-homicidios dolosos/asesinatos,46
2014,Castilla y León,1.1.1.-homicidios dolosos/asesinatos consumados,16
2014,Castilla y León,1.2.-lesiones,4093
2014,Castilla y León,1.3.-malos tratos ambito familiar,2258
2014,Castilla y León,1.4.-otros contra las personas,5311
2014,Castilla y León,10. orden publico,1181
2014,Castilla y León,11. legislacion especial,3
2014,Castilla y León,12. otras infracciones penales,208
2014,Castilla y León,2. contra la libertad,1148
2014,Castilla y León,2.1.-malos tratos habituales en el ambito familiar,502
2014,Castilla y León,2.2.-otros contra la libertad,646
2014,Castilla y León,3. libertad sexual,241
2014,Castilla y León,3.1.-agresion sexual,125
2014,Castilla y León,3.2.-agresion sexual con penetracion,30
2014,Castilla y León,3.3.-corrupcion de menores o incapacitados,14
2014,Castilla y León,3.4.-pornografia de menores,18
2014,Castilla y León,3.5.-otros contra la libertad sexual,54
2014,Castilla y León,4. relaciones familiares,257
2014,Castilla y León,5. patrimonio,13522
2014,Castilla y León,5.1.-hurtos,5295
2014,Castilla y León,5.2.-robos con fuerza en las cosas,2746
2014,Castilla y León,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,518
2014,Castilla y León,5.2.2.-robos con fuerza en viviendas,863
2014,Castilla y León,5.2.3.-robos con fuerza en establecimientos,629
2014,Castilla y León,5.3.-robos con violencia o intimidacion,470
2014,Castilla y León,5.3.1.-robos con violencia en via publica,254
2014,Castilla y León,5.3.2.-robos con violencia en viviendas,58
2014,Castilla y León,5.3.3.-robos con violencia en establecimientos,106
2014,Castilla y León,5.4.-sustraccion de vehiculos,247
2014,Castilla y León,5.5.-estafas,1985
2014,Castilla y León,5.5.1.-estafas informaticas,594
2014,Castilla y León,5.6.-danos,1855
2014,Castilla y León,5.7.-contra la propiedad intelectual/industrial,110
2014,Castilla y León,5.8.-blanqueo de capitales,3
2014,Castilla y León,5.9.-otros contra el patrimonio,811
2014,Castilla y León,6. seguridad colectiva,2918
2014,Castilla y León,6.1.-trafico de drogas,366
2014,Castilla y León,6.2.-contra la seguridad vial,2499
2014,Castilla y León,6.3.-otros contra la seguridad colectiva,53
2014,Castilla y León,7. falsedades,356
2014,Castilla y León,8. admon. publica,5
2014,Castilla y León,9. admon. justicia,994
2014,Castilla y León,total infracciones penales,32541
2014,Castilla-La Mancha,1. contra las personas,9991
2014,Castilla-La Mancha,1.1.-homicidios dolosos/asesinatos,46
2014,Castilla-La Mancha,1.1.1.-homicidios dolosos/asesinatos consumados,15
2014,Castilla-La Mancha,1.2.-lesiones,3450
2014,Castilla-La Mancha,1.3.-malos tratos ambito familiar,2421
2014,Castilla-La Mancha,1.4.-otros contra las personas,4074
2014,Castilla-La Mancha,10. orden publico,910
2014,Castilla-La Mancha,11. legislacion especial,2
2014,Castilla-La Mancha,12. otras infracciones penales,221
2014,Castilla-La Mancha,2. contra la libertad,1212
2014,Castilla-La Mancha,2.1.-malos tratos habituales en el ambito familiar,527
2014,Castilla-La Mancha,2.2.-otros contra la libertad,685
2014,Castilla-La Mancha,3. libertad sexual,251
2014,Castilla-La Mancha,3.1.-agresion sexual,155
2014,Castilla-La Mancha,3.2.-agresion sexual con penetracion,32
2014,Castilla-La Mancha,3.3.-corrupcion de menores o incapacitados,14
2014,Castilla-La Mancha,3.4.-pornografia de menores,15
2014,Castilla-La Mancha,3.5.-otros contra la libertad sexual,35
2014,Castilla-La Mancha,4. relaciones familiares,370
2014,Castilla-La Mancha,5. patrimonio,11423
2014,Castilla-La Mancha,5.1.-hurtos,3699
2014,Castilla-La Mancha,5.2.-robos con fuerza en las cosas,3037
2014,Castilla-La Mancha,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,516
2014,Castilla-La Mancha,5.2.2.-robos con fuerza en viviendas,1016
2014,Castilla-La Mancha,5.2.3.-robos con fuerza en establecimientos,551
2014,Castilla-La Mancha,5.3.-robos con violencia o intimidacion,479
2014,Castilla-La Mancha,5.3.1.-robos con violencia en via publica,258
2014,Castilla-La Mancha,5.3.2.-robos con violencia en viviendas,59
2014,Castilla-La Mancha,5.3.3.-robos con violencia en establecimientos,101
2014,Castilla-La Mancha,5.4.-sustraccion de vehiculos,341
2014,Castilla-La Mancha,5.5.-estafas,1485
2014,Castilla-La Mancha,5.5.1.-estafas informaticas,501
2014,Castilla-La Mancha,5.6.-danos,1335
2014,Castilla-La Mancha,5.7.-contra la propiedad intelectual/industrial,36
2014,Castilla-La Mancha,5.8.-blanqueo de capitales,10
2014,Castilla-La Mancha,5.9.-otros contra el patrimonio,1001
2014,Castilla-La Mancha,6. seguridad colectiva,2866
2014,Castilla-La Mancha,6.1.-trafico de drogas,408
2014,Castilla-La Mancha,6.2.-contra la seguridad vial,2392
2014,Castilla-La Mancha,6.3.-otros contra la seguridad colectiva,66
2014,Castilla-La Mancha,7. falsedades,497
2014,Castilla-La Mancha,8. admon. publica,19
2014,Castilla-La Mancha,9. admon. justicia,1104
2014,Castilla-La Mancha,total infracciones penales,28866
2014,Cataluña,1. contra las personas,33217
2014,Cataluña,1.1.-homicidios dolosos/asesinatos,194
2014,Cataluña,1.1.1.-homicidios dolosos/asesinatos consumados,1
2014,Cataluña,1.2.-lesiones,11762
2014,Cataluña,1.3.-malos tratos ambito familiar,6346
2014,Cataluña,1.4.-otros contra las personas,14915
2014,Cataluña,10. orden publico,3967
2014,Cataluña,11. legislacion especial,93
2014,Cataluña,12. otras infracciones penales,1061
2014,Cataluña,2. contra la libertad,9380
2014,Cataluña,2.1.-malos tratos habituales en el ambito familiar,2542
2014,Cataluña,2.2.-otros contra la libertad,6838
2014,Cataluña,3. libertad sexual,1502
2014,Cataluña,3.1.-agresion sexual,697
2014,Cataluña,3.2.-agresion sexual con penetracion,408
2014,Cataluña,3.3.-corrupcion de menores o incapacitados,5
2014,Cataluña,3.4.-pornografia de menores,109
2014,Cataluña,3.5.-otros contra la libertad sexual,283
2014,Cataluña,4. relaciones familiares,2252
2014,Cataluña,5. patrimonio,61160
2014,Cataluña,5.1.-hurtos,21777
2014,Cataluña,5.2.-robos con fuerza en las cosas,9820
2014,Cataluña,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,1723
2014,Cataluña,5.2.2.-robos con fuerza en viviendas,13
2014,Cataluña,5.2.3.-robos con fuerza en establecimientos,15
2014,Cataluña,5.3.-robos con violencia o intimidacion,5489
2014,Cataluña,5.3.1.-robos con violencia en via publica,5
2014,Cataluña,5.3.2.-robos con violencia en viviendas,6
2014,Cataluña,5.3.3.-robos con violencia en establecimientos,6
2014,Cataluña,5.4.-sustraccion de vehiculos,4161
2014,Cataluña,5.5.-estafas,6908
2014,Cataluña,5.5.1.-estafas informaticas,346
2014,Cataluña,5.6.-danos,4613
2014,Cataluña,5.7.-contra la propiedad intelectual/industrial,413
2014,Cataluña,5.8.-blanqueo de capitales,32
2014,Cataluña,5.9.-otros contra el patrimonio,7947
2014,Cataluña,6. seguridad colectiva,7796
2014,Cataluña,6.1.-trafico de drogas,2039
2014,Cataluña,6.2.-contra la seguridad vial,5644
2014,Cataluña,6.3.-otros contra la seguridad colectiva,113
2014,Cataluña,7. falsedades,2409
2014,Cataluña,8. admon. publica,55
2014,Cataluña,9. admon. justicia,3607
2014,Cataluña,total infracciones penales,126499
2014,Ceuta,1. contra las personas,656
2014,Ceuta,1.1.-homicidios dolosos/asesinatos,13
2014,Ceuta,1.1.1.-homicidios dolosos/asesinatos consumados,4
2014,Ceuta,1.2.-lesiones,314
2014,Ceuta,1.3.-malos tratos ambito familiar,151
2014,Ceuta,1.4.-otros contra las personas,178
2014,Ceuta,10. orden publico,153
2014,Ceuta,11. legislacion especial,0
2014,Ceuta,12. otras infracciones penales,96
2014,Ceuta,2. contra la libertad,97
2014,Ceuta,2.1.-malos tratos habituales en el ambito familiar,51
2014,Ceuta,2.2.-otros contra la libertad,46
2014,Ceuta,3. libertad sexual,10
2014,Ceuta,3.1.-agresion sexual,6
2014,Ceuta,3.2.-agresion sexual con penetracion,0
2014,Ceuta,3.3.-corrupcion de menores o incapacitados,1
2014,Ceuta,3.4.-pornografia de menores,1
2014,Ceuta,3.5.-otros contra la libertad sexual,2
2014,Ceuta,4. relaciones familiares,54
2014,Ceuta,5. patrimonio,704
2014,Ceuta,5.1.-hurtos,239
2014,Ceuta,5.2.-robos con fuerza en las cosas,106
2014,Ceuta,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,59
2014,Ceuta,5.2.2.-robos con fuerza en viviendas,18
2014,Ceuta,5.2.3.-robos con fuerza en establecimientos,12
2014,Ceuta,5.3.-robos con violencia o intimidacion,79
2014,Ceuta,5.3.1.-robos con violencia en via publica,67
2014,Ceuta,5.3.2.-robos con violencia en viviendas,2
2014,Ceuta,5.3.3.-robos con violencia en establecimientos,3
2014,Ceuta,5.4.-sustraccion de vehiculos,68
2014,Ceuta,5.5.-estafas,94
2014,Ceuta,5.5.1.-estafas informaticas,45
2014,Ceuta,5.6.-danos,77
2014,Ceuta,5.7.-contra la propiedad intelectual/industrial,6
2014,Ceuta,5.8.-blanqueo de capitales,1
2014,Ceuta,5.9.-otros contra el patrimonio,34
2014,Ceuta,6. seguridad colectiva,809
2014,Ceuta,6.1.-trafico de drogas,552
2014,Ceuta,6.2.-contra la seguridad vial,254
2014,Ceuta,6.3.-otros contra la seguridad colectiva,3
2014,Ceuta,7. falsedades,397
2014,Ceuta,8. admon. publica,5
2014,Ceuta,9. admon. justicia,119
2014,Ceuta,total infracciones penales,3100
2014,Comunidad Foral de Navarra,1. contra las personas,3014
2014,Comunidad Foral de Navarra,1.1.-homicidios dolosos/asesinatos,14
2014,Comunidad Foral de Navarra,1.1.1.-homicidios dolosos/asesinatos consumados,2
2014,Comunidad Foral de Navarra,1.2.-lesiones,1077
2014,Comunidad Foral de Navarra,1.3.-malos tratos ambito familiar,622
2014,Comunidad Foral de Navarra,1.4.-otros contra las personas,1301
2014,Comunidad Foral de Navarra,10. orden publico,511
2014,Comunidad Foral de Navarra,11. legislacion especial,1
2014,Comunidad Foral de Navarra,12. otras infracciones penales,54
2014,Comunidad Foral de Navarra,2. contra la libertad,261
2014,Comunidad Foral de Navarra,2.1.-malos tratos habituales en el ambito familiar,56
2014,Comunidad Foral de Navarra,2.2.-otros contra la libertad,205
2014,Comunidad Foral de Navarra,3. libertad sexual,82
2014,Comunidad Foral de Navarra,3.1.-agresion sexual,56
2014,Comunidad Foral de Navarra,3.2.-agresion sexual con penetracion,9
2014,Comunidad Foral de Navarra,3.3.-corrupcion de menores o incapacitados,2
2014,Comunidad Foral de Navarra,3.4.-pornografia de menores,3
2014,Comunidad Foral de Navarra,3.5.-otros contra la libertad sexual,12
2014,Comunidad Foral de Navarra,4. relaciones familiares,72
2014,Comunidad Foral de Navarra,5. patrimonio,3163
2014,Comunidad Foral de Navarra,5.1.-hurtos,1246
2014,Comunidad Foral de Navarra,5.2.-robos con fuerza en las cosas,505
2014,Comunidad Foral de Navarra,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,76
2014,Comunidad Foral de Navarra,5.2.2.-robos con fuerza en viviendas,180
2014,Comunidad Foral de Navarra,5.2.3.-robos con fuerza en establecimientos,94
2014,Comunidad Foral de Navarra,5.3.-robos con violencia o intimidacion,75
2014,Comunidad Foral de Navarra,5.3.1.-robos con violencia en via publica,35
2014,Comunidad Foral de Navarra,5.3.2.-robos con violencia en viviendas,8
2014,Comunidad Foral de Navarra,5.3.3.-robos con violencia en establecimientos,22
2014,Comunidad Foral de Navarra,5.4.-sustraccion de vehiculos,57
2014,Comunidad Foral de Navarra,5.5.-estafas,495
2014,Comunidad Foral de Navarra,5.5.1.-estafas informaticas,174
2014,Comunidad Foral de Navarra,5.6.-danos,470
2014,Comunidad Foral de Navarra,5.7.-contra la propiedad intelectual/industrial,47
2014,Comunidad Foral de Navarra,5.8.-blanqueo de capitales,1
2014,Comunidad Foral de Navarra,5.9.-otros contra el patrimonio,267
2014,Comunidad Foral de Navarra,6. seguridad colectiva,692
2014,Comunidad Foral de Navarra,6.1.-trafico de drogas,178
2014,Comunidad Foral de Navarra,6.2.-contra la seguridad vial,488
2014,Comunidad Foral de Navarra,6.3.-otros contra la seguridad colectiva,26
2014,Comunidad Foral de Navarra,7. falsedades,167
2014,Comunidad Foral de Navarra,8. admon. publica,3
2014,Comunidad Foral de Navarra,9. admon. justicia,201
2014,Comunidad Foral de Navarra,total infracciones penales,8221
2014,Comunidad Valenciana,1. contra las personas,28693
2014,Comunidad Valenciana,1.1.-homicidios dolosos/asesinatos,91
2014,Comunidad Valenciana,1.1.1.-homicidios dolosos/asesinatos consumados,26
2014,Comunidad Valenciana,1.2.-lesiones,9115
2014,Comunidad Valenciana,1.3.-malos tratos ambito familiar,8761
2014,Comunidad Valenciana,1.4.-otros contra las personas,10726
2014,Comunidad Valenciana,10. orden publico,4041
2014,Comunidad Valenciana,11. legislacion especial,3
2014,Comunidad Valenciana,12. otras infracciones penales,556
2014,Comunidad Valenciana,2. contra la libertad,4015
2014,Comunidad Valenciana,2.1.-malos tratos habituales en el ambito familiar,1721
2014,Comunidad Valenciana,2.2.-otros contra la libertad,2294
2014,Comunidad Valenciana,3. libertad sexual,899
2014,Comunidad Valenciana,3.1.-agresion sexual,490
2014,Comunidad Valenciana,3.2.-agresion sexual con penetracion,127
2014,Comunidad Valenciana,3.3.-corrupcion de menores o incapacitados,48
2014,Comunidad Valenciana,3.4.-pornografia de menores,61
2014,Comunidad Valenciana,3.5.-otros contra la libertad sexual,173
2014,Comunidad Valenciana,4. relaciones familiares,968
2014,Comunidad Valenciana,5. patrimonio,36887
2014,Comunidad Valenciana,5.1.-hurtos,14029
2014,Comunidad Valenciana,5.2.-robos con fuerza en las cosas,8400
2014,Comunidad Valenciana,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,1737
2014,Comunidad Valenciana,5.2.2.-robos con fuerza en viviendas,3823
2014,Comunidad Valenciana,5.2.3.-robos con fuerza en establecimientos,1244
2014,Comunidad Valenciana,5.3.-robos con violencia o intimidacion,2172
2014,Comunidad Valenciana,5.3.1.-robos con violencia en via publica,1195
2014,Comunidad Valenciana,5.3.2.-robos con violencia en viviendas,258
2014,Comunidad Valenciana,5.3.3.-robos con violencia en establecimientos,496
2014,Comunidad Valenciana,5.4.-sustraccion de vehiculos,1153
2014,Comunidad Valenciana,5.5.-estafas,4250
2014,Comunidad Valenciana,5.5.1.-estafas informaticas,1101
2014,Comunidad Valenciana,5.6.-danos,3496
2014,Comunidad Valenciana,5.7.-contra la propiedad intelectual/industrial,224
2014,Comunidad Valenciana,5.8.-blanqueo de capitales,21
2014,Comunidad Valenciana,5.9.-otros contra el patrimonio,3142
2014,Comunidad Valenciana,6. seguridad colectiva,8012
2014,Comunidad Valenciana,6.1.-trafico de drogas,1587
2014,Comunidad Valenciana,6.2.-contra la seguridad vial,6209
2014,Comunidad Valenciana,6.3.-otros contra la seguridad colectiva,216
2014,Comunidad Valenciana,7. falsedades,1503
2014,Comunidad Valenciana,8. admon. publica,29
2014,Comunidad Valenciana,9. admon. justicia,4032
2014,Comunidad Valenciana,total infracciones penales,89638
2014,Comunidad de Madrid,1. contra las personas,27325
2014,Comunidad de Madrid,1.1.-homicidios dolosos/asesinatos,97
2014,Comunidad de Madrid,1.1.1.-homicidios dolosos/asesinatos consumados,33
2014,Comunidad de Madrid,1.2.-lesiones,8692
2014,Comunidad de Madrid,1.3.-malos tratos ambito familiar,10977
2014,Comunidad de Madrid,1.4.-otros contra las personas,7559
2014,Comunidad de Madrid,10. orden publico,4739
2014,Comunidad de Madrid,11. legislacion especial,8
2014,Comunidad de Madrid,12. otras infracciones penales,643
2014,Comunidad de Madrid,2. contra la libertad,3153
2014,Comunidad de Madrid,2.1.-malos tratos habituales en el ambito familiar,1062
2014,Comunidad de Madrid,2.2.-otros contra la libertad,2091
2014,Comunidad de Madrid,3. libertad sexual,953
2014,Comunidad de Madrid,3.1.-agresion sexual,502
2014,Comunidad de Madrid,3.2.-agresion sexual con penetracion,230
2014,Comunidad de Madrid,3.3.-corrupcion de menores o incapacitados,28
2014,Comunidad de Madrid,3.4.-pornografia de menores,49
2014,Comunidad de Madrid,3.5.-otros contra la libertad sexual,144
2014,Comunidad de Madrid,4. relaciones familiares,950
2014,Comunidad de Madrid,5. patrimonio,47581
2014,Comunidad de Madrid,5.1.-hurtos,24198
2014,Comunidad de Madrid,5.2.-robos con fuerza en las cosas,6535
2014,Comunidad de Madrid,5.2.1.-robos con fuerza en las cosas en el interior de vehiculos,1992
2014,Comunidad de Madrid,5.2.2.-robos con fuerza en viviendas,2185
2014,Comunidad de Madrid,5.2.3.-robos con fuerza en establecimientos,1243
2014,Comunidad de Madrid,5.3.-robos con violencia o intimidacion,3069
2014,Comunidad de Madrid,5.3.1.-robos con violencia en via publica,1806
2014,Comunidad de Madrid,5.3.2.-robos con violencia en viviendas,339
2014,Comunidad de Madrid,5.3.3.-robos con violencia en establecimientos,655
2014,Comunidad de Madrid,5.4.-sustraccion de vehiculos,1579
2014,Comunidad de Madrid,5.5.-estafas,5306
2014,Comunidad de Madrid,5.5.1.-estafas informaticas,1033
2014,Comunidad de Madrid,5.6.-danos,2758
2014,Comunidad de Madrid,5.7.-contra la propiedad intelectual/industrial,455
2014,Comunidad de Madrid,5.8.-blanqueo de capitales,37
2014,Comunidad de Madrid,5.9.-otros contra el patrimonio,3644
2014,Comunidad de Madrid,6. seguridad colectiva,6864
2014,Comunidad de Madrid,6.1.-trafico de drogas,1571
2014,Comunidad de Madrid,6.2.-contra la seguridad vial,5064
2014,Comunidad de Madrid,6.3.-otros contra la seguridad colectiva,229
2014,Comunidad de Madrid,7. falsedades,1706
2014,Comunidad de Madrid,8. admon. publica,24
2014,Comunidad de Madrid,9. admon. justicia,3350
2014,Comunidad de Madrid,total infracciones penales,97296
2014,Extremadura,1. contra las personas,4912
2014,Extremadura,1.1.-homicidios dolosos/asesinatos,14
2014,Extremadura,1.1.1.-homicidios dolosos/asesinatos consumados,6
2014,Extremadura,1.2.-lesiones,1749
2014,Extremadura,1.3.-malos tratos ambito familiar,984
2014,Extremadura,1.4.-otros contra las personas,2165
2014,Extremadura,10. orden publico,434
2014,Extremadura,11. legislacion especial,2
2014,Extremadura,12. otras infracciones penales,150
